season,week,outcome,date,time,rotation,team,score,wagers,BETONLINE_spread,BETONLINE_odds,BOVODA_spread,BOVODA_odds,BookMaker_spread,BookMaker_odds,BAS_spread,BAS_odds,Heritage_spread,Heritage_odds,everygame_spread,everygame_odds,JustBET_spread,JustBET_odds,bet105_spread,bet105_odds,WAGERWEB_spread,WAGERWEB_odds,opener_spread,opener_odds
2024,6,FINAL,Sun 10/13,9:30 AM,263,Jacksonville,16,48%,-1.0,-119,-2.0,-105,-1.5,-111,-1.5,-110,-1.5,-108,-1.5,-115,-1.5,-110,,,-1.5,-110,1.5,-110
2024,6,FINAL,Sun 10/13,9:30 AM,264,Chicago,35,52%,1.0,-101,2.0,-115,1.5,-109,1.5,-110,1.5,-108,1.5,-105,1.5,-110,,,1.5,-110,-1.5,-110
2024,6,FINAL,Sun 10/13,1:00 PM,271,Tampa Bay,51,39%,-3.5,-105,-3.5,-105,-3.5,-109,-3.5,-105,-3.5,-108,-3.5,-110,-3.5,-109,,,-3.5,-110,3.0,-125
2024,6,FINAL,Sun 10/13,1:00 PM,272,New Orleans,27,61%,3.5,-115,3.5,-115,3.5,-111,3.5,-115,3.5,-108,3.5,-110,3.5,-111,,,3.5,-110,-3.0,+105
2024,6,FINAL,Sun 10/13,1:00 PM,267,Arizona,13,54%,5.5,-105,5.5,-110,6.0,-115,5.5,-105,5.5,-108,5.5,-110,6.0,-115,,,5.5,-110,5.5,-110
2024,6,FINAL,Sun 10/13,1:00 PM,268,Green Bay,34,46%,-5.5,-115,-5.5,-110,-6.0,-105,-5.5,-115,-5.5,-108,-5.5,-110,-6.0,-105,,,-5.5,-110,-5.5,-110
2024,6,FINAL,Sun 10/13,1:00 PM,275,Indianapolis,20,40%,2.0,-105,2.5,-110,2.5,-110,2.5,-110,2.5,-108,2.5,-110,2.5,-110,,,2.5,-110,-1.0,-110
2024,6,FINAL,Sun 10/13,1:00 PM,276,Tennessee,17,60%,-2.0,-115,-2.5,-110,-2.5,-110,-2.5,-110,-2.5,-108,-2.5,-110,-2.5,-110,,,-2.5,-110,1.0,-110
2024,6,FINAL,Sun 10/13,1:00 PM,273,Cleveland,16,68%,9.0,-118,7.5,+100,9.0,-118,8.5,-110,8.0,-108,9.0,-115,9.0,-118,,,8.0,-110,6.0,-112
2024,6,FINAL,Sun 10/13,1:00 PM,274,Philadelphia,20,32%,-9.0,-102,-7.5,-120,-9.0,-102,-8.5,-110,-8.0,-108,-9.0,-105,-9.0,-102,,,-8.0,-110,-6.0,-108
2024,6,FINAL,Sun 10/13,1:00 PM,269,Houston,41,27%,-6.5,-110,-6.5,-105,-6.5,-112,-6.5,-110,-6.5,-108,-6.5,-115,-6.5,-112,,,-6.5,-114,-6.5,-110
2024,6,FINAL,Sun 10/13,1:00 PM,270,New England,21,73%,6.5,-110,6.5,-115,6.5,-108,6.5,-110,6.5,-108,6.5,-105,6.5,-108,,,6.5,-106,6.5,-110
2024,6,FINAL,Sun 10/13,1:00 PM,265,Washington,23,50%,7.0,-114,7.0,-120,7.0,-111,7.0,-110,7.0,-108,7.0,-105,7.0,-111,,,7.0,-110,7.0,-110
2024,6,FINAL,Sun 10/13,1:00 PM,266,Baltimore,30,50%,-7.0,-106,-7.0,+100,-7.0,-109,-7.0,-110,-7.0,-108,-7.0,-115,-7.0,-109,,,-7.0,-110,-7.0,-110
2024,6,FINAL,Sun 10/13,4:05 PM,277,L.A. Chargers,23,58%,-3.0,-105,-3.0,-105,-3.0,-111,-3.0,-110,-3.0,+102,-3.0,-105,-3.0,-109,,,-3.0,-102,-2.5,-110
2024,6,FINAL,Sun 10/13,4:05 PM,278,Denver,16,42%,3.0,-115,3.0,-115,3.0,-109,3.0,-110,3.0,-118,3.0,-115,3.0,-111,,,3.0,-118,2.5,-110
2024,6,FINAL,Sun 10/13,4:05 PM,279,Pittsburgh,32,23%,-3.5,-110,-3.5,-110,-3.5,-110,-3.5,-110,-3.0,-118,-3.5,-110,-3.5,-110,,,-3.5,-105,-2.5,-120
2024,6,FINAL,Sun 10/13,4:05 PM,280,Las Vegas,13,77%,3.5,-110,3.5,-110,3.5,-110,3.5,-110,3.0,+102,3.5,-110,3.5,-110,,,3.5,-115,2.5,+100
2024,6,FINAL,Sun 10/13,4:25 PM,281,Atlanta,38,25%,-6.0,-105,-6.0,-110,-6.0,-109,-6.0,-105,-6.0,-108,-6.0,-105,-6.0,-109,,,-6.0,-109,-3.5,+100
2024,6,FINAL,Sun 10/13,4:25 PM,282,Carolina,20,75%,6.0,-115,6.0,-110,6.0,-111,6.0,-115,6.0,-108,6.0,-115,6.0,-111,,,6.0,-111,3.5,-120
2024,6,FINAL,Sun 10/13,4:25 PM,283,Detroit,47,45%,-3.5,-107,-3.5,-115,-3.5,-109,-3.5,-110,-3.5,-108,-3.5,-115,-3.5,-110,,,-3.5,-102,-3.0,-105
2024,6,FINAL,Sun 10/13,4:25 PM,284,Dallas,9,55%,3.5,-113,3.5,-105,3.5,-111,3.5,-110,3.5,-108,3.5,-105,3.5,-110,,,3.5,-118,3.0,-115
2024,6,FINAL,Sun 10/13,8:20 PM,285,Cincinnati,17,25%,-4.0,-114,-4.0,-120,-3.5,-111,-4.0,-115,-4.0,-113,-4.0,-115,-3.5,-110,,,-4.0,-110,-5.0,-110
2024,6,FINAL,Sun 10/13,8:20 PM,286,N.Y. Giants,7,75%,4.0,-106,4.0,+100,3.5,-109,4.0,-105,4.0,-103,4.0,-105,3.5,-110,,,4.0,-110,5.0,-110
2024,6,FINAL,Thu 10/10,8:15 PM,105,San Francisco,36,32%,-3.5,-110,-3.5,-110,-3.5,-111,-3.5,-113,-3.5,-108,-3.5,-110,-3.5,-109,,,-3.5,-113,-3.5,-110
2024,6,FINAL,Thu 10/10,8:15 PM,106,Seattle,24,68%,3.5,-110,3.5,-110,3.5,-109,3.5,-107,3.5,-108,3.5,-110,3.5,-111,,,3.5,-107,3.5,-110
2024,7,FINAL,Mon 10/21,8:15 PM,475,Baltimore,41,31%,-4.0,-115,-4.5,-110,-4.0,-116,-4.0,-115,-4.0,-108,-4.5,-110,-4.0,-116,,,-4.0,-109,-5.0,-110
2024,7,FINAL,Mon 10/21,8:15 PM,476,Tampa Bay,31,69%,4.0,-105,4.5,-110,4.0,-104,4.0,-105,4.0,-108,4.5,-110,4.0,-104,,,4.0,-111,5.0,-110
2024,7,FINAL,Mon 10/21,9:00 PM,477,L.A. Chargers,15,41%,-1.0,-110,-1.5,-105,-1.0,-110,-1.0,-110,-1.5,-108,-1.0,-115,-1.0,-110,,,-1.0,-110,,-110
2024,7,FINAL,Mon 10/21,9:00 PM,478,Arizona,17,59%,1.0,-110,1.5,-115,1.0,-110,1.0,-110,1.5,-108,1.0,-105,1.0,-110,,,1.0,-110,,-110
2024,7,FINAL,Sun 10/20,9:30 AM,451,New England,16,69%,7.0,-115,7.0,-115,7.0,-113,7.0,-115,6.5,-108,7.0,-110,7.0,-113,,,6.5,-104,5.5,-110
2024,7,FINAL,Sun 10/20,9:30 AM,452,Jacksonville,32,31%,-7.0,-105,-7.0,-105,-7.0,-107,-7.0,-105,-6.5,-108,-7.0,-110,-7.0,-107,,,-6.5,-116,-5.5,-110
2024,7,FINAL,Sun 10/20,1:00 PM,465,Philadelphia,28,19%,-3.0,-115,-3.0,-125,-3.0,-115,-3.0,-115,-3.0,-108,-3.0,-115,-3.0,-115,,,-3.0,-110,-4.0,-110
2024,7,FINAL,Sun 10/20,1:00 PM,466,N.Y. Giants,3,81%,3.0,-105,3.0,+105,3.0,-105,3.0,-105,3.0,-108,3.0,-105,3.0,-105,,,3.0,-110,4.0,-110
2024,7,FINAL,Sun 10/20,1:00 PM,453,Seattle,34,64%,3.0,-107,3.0,-105,3.0,-105,3.0,-110,3.0,-108,3.0,-105,3.0,-105,,,3.0,-114,2.5,-110
2024,7,FINAL,Sun 10/20,1:00 PM,454,Atlanta,14,36%,-3.0,-113,-3.0,-115,-3.0,-115,-3.0,-110,-3.0,-108,-3.0,-115,-3.0,-115,,,-3.0,-106,-2.5,-110
2024,7,FINAL,Sun 10/20,1:00 PM,459,Houston,22,54%,3.0,+102,3.0,+105,3.0,+105,3.0,+100,3.0,+102,3.0,-105,3.0,+105,,,3.0,-102,2.5,-105
2024,7,FINAL,Sun 10/20,1:00 PM,460,Green Bay,24,46%,-3.0,-122,-3.0,-125,-3.0,-125,-3.0,-120,-3.0,-118,-3.0,-115,-3.0,-125,,,-3.0,-118,-2.5,-115
2024,7,FINAL,Sun 10/20,1:00 PM,457,Cincinnati,21,28%,-5.0,-105,-4.5,-115,-5.0,-110,-5.0,-110,-5.5,-108,-5.0,-110,-5.0,-110,,,-5.0,-110,-3.5,-110
2024,7,FINAL,Sun 10/20,1:00 PM,458,Cleveland,14,72%,5.0,-115,4.5,-105,5.0,-110,5.0,-110,5.5,-108,5.0,-110,5.0,-110,,,5.0,-110,3.5,-110
2024,7,FINAL,Sun 10/20,1:00 PM,463,Detroit,31,34%,1.5,-107,1.5,-115,2.0,-115,1.5,-105,2.0,-108,1.5,-105,2.0,-115,,,1.5,-110,1.5,-110
2024,7,FINAL,Sun 10/20,1:00 PM,464,Minnesota,29,66%,-1.5,-113,-1.5,-105,-2.0,-105,-1.5,-115,-2.0,-108,-1.5,-115,-2.0,-105,,,-1.5,-110,-1.5,-110
2024,7,FINAL,Sun 10/20,1:00 PM,461,Miami,10,71%,3.0,-126,3.0,-125,3.0,-130,3.0,-125,3.0,-118,3.0,-120,3.0,-130,,,3.0,-131,3.5,-110
2024,7,FINAL,Sun 10/20,1:00 PM,462,Indianapolis,16,29%,-3.0,+106,-3.0,+105,-3.0,+110,-3.0,+105,-3.0,+102,-3.0,+100,-3.0,+110,,,-3.0,+111,-3.5,-110
2024,7,FINAL,Sun 10/20,1:00 PM,455,Tennessee,10,85%,9.5,-114,9.0,-105,9.0,-110,9.5,-110,9.5,-108,9.5,-110,9.0,-110,,,9.5,-110,8.0,-110
2024,7,FINAL,Sun 10/20,1:00 PM,456,Buffalo,34,15%,-9.5,-106,-9.0,-115,-9.0,-110,-9.5,-110,-9.5,-108,-9.5,-110,-9.0,-110,,,-9.5,-110,-8.0,-110
2024,7,FINAL,Sun 10/20,4:05 PM,467,Las Vegas,15,77%,7.0,-105,7.0,-105,7.0,-101,7.0,-105,7.0,-108,7.0,-105,7.0,-101,,,7.0,-110,4.0,-110
2024,7,FINAL,Sun 10/20,4:05 PM,468,L.A. Rams,20,23%,-7.0,-115,-7.0,-115,-7.0,-120,-7.0,-115,-7.0,-108,-7.0,-115,-7.0,-120,,,-7.0,-110,-4.0,-110
2024,7,FINAL,Sun 10/20,4:05 PM,469,Carolina,7,88%,10.5,-110,10.5,-110,10.5,-108,10.5,-115,10.5,-108,10.0,-105,10.5,-113,,,10.5,-114,8.5,-110
2024,7,FINAL,Sun 10/20,4:05 PM,470,Washington,40,12%,-10.5,-110,-10.5,-110,-10.5,-112,-10.5,-105,-10.5,-108,-10.0,-115,-10.5,-107,,,-10.5,-106,-8.5,-110
2024,7,FINAL,Sun 10/20,4:25 PM,471,Kansas City,28,41%,2.5,-102,2.5,-105,2.5,+100,2.5,-105,2.5,-108,2.5,-110,2.5,-101,,,2.5,-106,1.5,-110
2024,7,FINAL,Sun 10/20,4:25 PM,472,San Francisco,18,59%,-2.5,-118,-2.5,-115,-2.5,-120,-2.5,-115,-2.5,-108,-2.5,-110,-2.5,-119,,,-2.5,-114,-1.5,-110
2024,7,FINAL,Sun 10/20,8:20 PM,473,N.Y. Jets,15,45%,-2.5,-120,-2.5,-120,-2.5,-121,-2.5,-122,-2.5,-118,-2.5,-120,-2.5,-121,,,-2.5,-122,1.0,-110
2024,7,FINAL,Sun 10/20,8:20 PM,474,Pittsburgh,37,55%,2.5,+100,2.5,+100,2.5,+101,2.5,+102,2.5,+102,2.5,+100,2.5,+101,,,2.5,+102,-1.0,-110
2024,7,FINAL,Thu 10/17,8:15 PM,311,Denver,33,48%,-2.5,-116,-2.5,-120,-3.0,+101,-3.0,-101,-3.0,+102,-2.5,-120,-3.0,+102,,,-3.0,-102,2.5,-110
2024,7,FINAL,Thu 10/17,8:15 PM,312,New Orleans,10,52%,2.5,-104,2.5,+100,3.0,-121,3.0,-119,3.0,-118,2.5,+100,3.0,-122,,,3.0,-118,-2.5,-110
2024,8,FINAL,Mon 10/28,8:15 PM,291,N.Y. Giants,18,72%,6.0,-110,6.0,-115,6.0,-115,6.0,-105,6.0,-108,6.0,-110,6.0,-115,,,6.0,-110,4.0,-110
2024,8,FINAL,Mon 10/28,8:15 PM,292,Pittsburgh,26,28%,-6.0,-110,-6.0,-105,-6.0,-105,-6.0,-115,-6.0,-108,-6.0,-110,-6.0,-105,,,-6.0,-110,-4.0,-110
2024,8,FINAL,Sun 10/27,1:00 PM,265,Baltimore,24,22%,-7.5,+108,-7.0,-110,-7.0,-106,-7.5,+105,-7.5,+102,-7.5,+100,-7.0,-106,,,-7.5,+100,-9.5,-110
2024,8,FINAL,Sun 10/27,1:00 PM,266,Cleveland,29,78%,7.5,-128,7.0,-110,7.0,-114,7.5,-125,7.5,-118,7.5,-120,7.0,-114,,,7.5,-120,9.5,-110
2024,8,FINAL,Sun 10/27,1:00 PM,269,Indianapolis,20,70%,5.0,-108,5.0,+100,5.0,-114,5.0,-110,5.0,-108,5.0,-105,5.0,-115,,,5.0,-110,6.0,-110
2024,8,FINAL,Sun 10/27,1:00 PM,270,Houston,23,30%,-5.0,-112,-5.0,-120,-5.0,-106,-5.0,-110,-5.0,-108,-5.0,-115,-5.0,-105,,,-5.0,-110,-6.0,-110
2024,8,FINAL,Sun 10/27,1:00 PM,267,Green Bay,30,24%,-3.5,+100,-3.0,-120,-3.0,-120,-3.5,+100,-3.5,-108,-3.5,-110,-3.0,-120,,,-3.5,-110,-4.0,-110
2024,8,FINAL,Sun 10/27,1:00 PM,268,Jacksonville,27,76%,3.5,-120,3.0,+100,3.0,+100,3.5,-120,3.5,-108,3.5,-110,3.0,+100,,,3.5,-110,4.0,-110
2024,8,FINAL,Sun 10/27,1:00 PM,263,Tennessee,14,88%,12.5,-108,12.5,-105,13.0,-115,13.0,-115,12.5,-108,12.5,-110,13.0,-115,,,12.5,-110,9.5,-110
2024,8,FINAL,Sun 10/27,1:00 PM,264,Detroit,52,12%,-12.5,-112,-12.5,-115,-13.0,-105,-13.0,-105,-12.5,-108,-12.5,-110,-13.0,-105,,,-12.5,-110,-9.5,-110
2024,8,FINAL,Sun 10/27,1:00 PM,273,Atlanta,31,41%,-1.5,-115,-1.0,-120,-2.0,-115,-1.5,-110,-2.0,-108,-1.5,-115,-2.0,-115,,,-1.5,-110,2.0,-110
2024,8,FINAL,Sun 10/27,1:00 PM,274,Tampa Bay,26,59%,1.5,-105,1.0,+100,2.0,-105,1.5,-110,2.0,-108,1.5,-105,2.0,-105,,,1.5,-110,-2.0,-110
2024,8,FINAL,Sun 10/27,1:00 PM,277,N.Y. Jets,22,21%,-7.0,-115,-7.0,-120,-7.0,-114,-7.0,-115,-7.0,-108,-7.0,-110,-7.0,-114,,,-7.0,-114,-7.0,-110
2024,8,FINAL,Sun 10/27,1:00 PM,278,New England,25,79%,7.0,-105,7.0,+100,7.0,-106,7.0,-105,7.0,-108,7.0,-110,7.0,-106,,,7.0,-106,7.0,-110
2024,8,FINAL,Sun 10/27,1:00 PM,271,Arizona,28,51%,5.0,-110,4.5,+100,5.0,-110,5.0,-110,4.5,-108,5.0,-110,5.0,-110,,,5.0,-110,3.5,-115
2024,8,FINAL,Sun 10/27,1:00 PM,272,Miami,27,49%,-5.0,-110,-4.5,-120,-5.0,-110,-5.0,-110,-4.5,-108,-5.0,-110,-5.0,-110,,,-5.0,-110,-3.5,-105
2024,8,FINAL,Sun 10/27,1:00 PM,283,Philadelphia,37,42%,3.0,-115,3.0,-110,3.0,-115,2.5,+100,2.5,+102,2.5,+100,3.0,-115,,,2.5,-102,3.0,-115
2024,8,FINAL,Sun 10/27,1:00 PM,284,Cincinnati,17,58%,-3.0,-105,-3.0,-110,-3.0,-105,-2.5,-120,-2.5,-118,-2.5,-120,-3.0,-105,,,-2.5,-118,-3.0,-105
2024,8,FINAL,Sun 10/27,4:05 PM,281,New Orleans,8,64%,7.5,-115,7.5,-110,7.5,-115,7.5,-115,7.0,-108,7.5,-110,7.5,-115,,,7.0,-110,7.5,-110
2024,8,FINAL,Sun 10/27,4:05 PM,282,L.A. Chargers,26,36%,-7.5,-105,-7.5,-110,-7.5,-105,-7.5,-105,-7.0,-108,-7.5,-110,-7.5,-105,,,-7.0,-110,-7.5,-110
2024,8,FINAL,Sun 10/27,4:05 PM,279,Buffalo,31,35%,-3.0,-108,-3.0,-115,-3.0,-110,-3.0,-110,-3.0,-108,-3.0,-110,-3.0,-110,,,-3.0,-110,-3.0,-106
2024,8,FINAL,Sun 10/27,4:05 PM,280,Seattle,10,65%,3.0,-112,3.0,-105,3.0,-110,3.0,-110,3.0,-108,3.0,-110,3.0,-110,,,3.0,-110,3.0,-114
2024,8,FINAL,Sun 10/27,4:25 PM,275,Chicago,15,65%,1.5,-110,1.0,-105,1.0,-111,1.0,-110,1.5,-108,1.5,-110,-1.0,-114,,,1.0,-110,1.5,-110
2024,8,FINAL,Sun 10/27,4:25 PM,276,Washington,18,35%,-1.5,-110,-1.0,-115,-1.0,-109,-1.0,-110,-1.5,-108,-1.5,-110,1.0,-106,,,-1.0,-110,-1.5,-110
2024,8,FINAL,Sun 10/27,4:25 PM,285,Kansas City,27,24%,-9.0,-104,-8.5,-115,-9.0,-109,-9.0,-105,-8.0,-108,-9.0,-110,-9.0,-106,,,-8.0,-110,-10.0,-110
2024,8,FINAL,Sun 10/27,4:25 PM,286,Las Vegas,20,76%,9.0,-116,8.5,-105,9.0,-111,9.0,-115,8.0,-108,9.0,-110,9.0,-114,,,8.0,-110,10.0,-110
2024,8,FINAL,Sun 10/27,4:25 PM,287,Carolina,14,78%,13.5,-110,13.0,-110,13.0,-107,13.0,-110,13.0,-108,13.0,-110,13.0,-107,,,13.0,-110,4.5,-110
2024,8,FINAL,Sun 10/27,4:25 PM,288,Denver,28,22%,-13.5,-110,-13.0,-110,-13.0,-113,-13.0,-110,-13.0,-108,-13.0,-110,-13.0,-113,,,-13.0,-110,-4.5,-110
2024,8,FINAL,Sun 10/27,8:20 PM,289,Dallas,24,49%,5.5,-110,5.5,-110,5.5,-110,5.5,-115,5.5,-108,5.5,-105,5.5,-110,,,5.5,-110,7.0,-110
2024,8,FINAL,Sun 10/27,8:20 PM,290,San Francisco,30,51%,-5.5,-110,-5.5,-110,-5.5,-110,-5.5,-105,-5.5,-108,-5.5,-115,-5.5,-110,,,-5.5,-110,-7.0,-110
2024,8,FINAL,Thu 10/24,8:15 PM,109,Minnesota,20,40%,-2.5,-120,-2.5,-125,-2.5,-115,-2.5,-125,-2.5,-108,-3.0,-110,-2.5,-115,,,-2.5,-114,-3.0,-113
2024,8,FINAL,Thu 10/24,8:15 PM,110,L.A. Rams,30,60%,2.5,+100,2.5,+105,2.5,-105,2.5,+105,2.5,-108,3.0,-110,2.5,-105,,,2.5,-106,3.0,-107
2024,9,FINAL OT,Mon 11/4,8:15 PM,477,Tampa Bay,24,45%,9.0,-115,8.0,-105,9.0,-119,9.0,-115,8.5,-108,9.0,-105,9.0,-119,,,8.5,-110,9.5,-110
2024,9,FINAL OT,Mon 11/4,8:15 PM,478,Kansas City,30,55%,-9.0,-105,-8.0,-115,-9.0,-101,-9.0,-105,-8.5,-108,-9.0,-115,-9.0,-101,,,-8.5,-110,-9.5,-110
2024,9,FINAL,Sun 11/3,1:00 PM,467,Washington,27,23%,-4.0,-111,-4.0,-110,-4.0,-115,-4.0,-115,-4.5,-108,-4.0,-115,-4.0,-115,,,-4.5,-110,-3.0,-110
2024,9,FINAL,Sun 11/3,1:00 PM,468,N.Y. Giants,22,77%,4.0,-109,4.0,-110,4.0,-105,4.0,-105,4.5,-108,4.0,-105,4.0,-105,,,4.5,-110,3.0,-110
2024,9,FINAL,Sun 11/3,1:00 PM,453,L.A. Chargers,27,51%,-2.0,-116,-2.0,-110,-1.5,-110,-1.5,-115,-2.0,-108,-2.0,-115,-1.5,-110,,,-2.0,-110,-3.5,+100
2024,9,FINAL,Sun 11/3,1:00 PM,454,Cleveland,10,49%,2.0,-104,2.0,-110,1.5,-110,1.5,-105,2.0,-108,2.0,-105,1.5,-110,,,2.0,-110,3.5,-120
2024,9,FINAL,Sun 11/3,1:00 PM,457,Miami,27,68%,6.0,-113,6.0,-110,6.0,-109,6.0,-110,6.0,-108,6.5,-110,6.0,-110,,,6.0,-110,5.5,-110
2024,9,FINAL,Sun 11/3,1:00 PM,458,Buffalo,30,32%,-6.0,-107,-6.0,-110,-6.0,-111,-6.0,-110,-6.0,-108,-6.5,-110,-6.0,-110,,,-6.0,-110,-5.5,-110
2024,9,FINAL,Sun 11/3,1:00 PM,459,Dallas,21,46%,3.0,+102,3.5,-120,3.0,-101,3.0,+100,3.0,+102,3.0,+100,3.0,-101,,,3.0,-102,2.0,-110
2024,9,FINAL,Sun 11/3,1:00 PM,460,Atlanta,27,54%,-3.0,-122,-3.5,+100,-3.0,-119,-3.0,-120,-3.0,-118,-3.0,-120,-3.0,-119,,,-3.0,-118,-2.0,-110
2024,9,FINAL,Sun 11/3,1:00 PM,455,New Orleans,22,22%,-7.0,-115,-7.0,-120,-7.0,-118,-7.0,-115,-7.0,-108,-7.0,-120,-7.0,-118,,,-7.0,-110,-4.5,-110
2024,9,FINAL,Sun 11/3,1:00 PM,456,Carolina,23,78%,7.0,-105,7.0,+100,7.0,-102,7.0,-105,7.0,-108,7.0,+100,7.0,-102,,,7.0,-110,4.5,-110
2024,9,FINAL OT,Sun 11/3,1:00 PM,451,New England,17,27%,3.5,-118,3.5,-125,3.5,-115,3.5,-115,3.5,-118,3.5,-115,3.5,-115,,,3.5,-118,3.0,+100
2024,9,FINAL OT,Sun 11/3,1:00 PM,452,Tennessee,20,73%,-3.5,-102,-3.5,+105,-3.5,-105,-3.5,-105,-3.5,+102,-3.5,-105,-3.5,-105,,,-3.5,-102,-3.0,-120
2024,9,FINAL,Sun 11/3,1:00 PM,463,Las Vegas,24,78%,8.0,-110,7.5,-105,8.0,-114,8.0,-110,7.5,-108,8.0,-110,8.0,-114,,,7.5,-110,9.0,-110
2024,9,FINAL,Sun 11/3,1:00 PM,464,Cincinnati,41,22%,-8.0,-110,-7.5,-115,-8.0,-106,-8.0,-110,-7.5,-108,-8.0,-110,-8.0,-106,,,-7.5,-110,-9.0,-110
2024,9,FINAL,Sun 11/3,1:00 PM,461,Denver,10,48%,9.0,-115,9.0,+100,9.0,-110,9.0,-110,8.5,-108,9.0,-110,9.0,-110,,,8.5,-110,9.5,-110
2024,9,FINAL,Sun 11/3,1:00 PM,462,Baltimore,41,52%,-9.0,-105,-9.0,-120,-9.0,-110,-9.0,-110,-8.5,-108,-9.0,-110,-9.0,-110,,,-8.5,-110,-9.5,-110
2024,9,FINAL,Sun 11/3,4:05 PM,469,Chicago,9,51%,1.5,-110,1.5,-105,1.5,-110,1.5,-110,1.5,-108,1.5,-110,1.5,-110,,,1.5,-115,-2.0,-110
2024,9,FINAL,Sun 11/3,4:05 PM,470,Arizona,29,49%,-1.5,-110,-1.5,-115,-1.5,-110,-1.5,-110,-1.5,-108,-1.5,-110,-1.5,-110,,,-1.5,-105,2.0,-110
2024,9,FINAL,Sun 11/3,4:05 PM,475,Jacksonville,23,79%,7.5,-115,7.5,-115,7.5,-115,7.5,-115,7.5,-123,7.5,-110,7.5,-115,,,7.5,-118,6.5,-110
2024,9,FINAL,Sun 11/3,4:05 PM,476,Philadelphia,28,21%,-7.5,-105,-7.5,-105,-7.5,-105,-7.5,-105,-7.5,+107,-7.5,-110,-7.5,-105,,,-7.5,-102,-6.5,-110
2024,9,FINAL,Sun 11/3,4:25 PM,473,Detroit,24,52%,-2.5,-115,-2.0,-115,-2.5,-110,-2.5,-110,-2.0,-108,-2.5,-115,-2.5,-110,,,-2.0,-110,,-110
2024,9,FINAL,Sun 11/3,4:25 PM,474,Green Bay,14,48%,2.5,-105,2.0,-105,2.5,-110,2.5,-110,2.0,-108,2.5,-105,2.5,-110,,,2.0,-110,,-110
2024,9,FINAL OT,Sun 11/3,4:25 PM,471,L.A. Rams,26,26%,-1.5,-110,-1.5,-110,-1.5,-110,-1.5,-110,-1.5,-108,-1.5,-110,-1.5,-110,,,-2.0,-110,3.0,-110
2024,9,FINAL OT,Sun 11/3,4:25 PM,472,Seattle,20,74%,1.5,-110,1.5,-110,1.5,-110,1.5,-110,1.5,-108,1.5,-110,1.5,-110,,,2.0,-110,-3.0,-110
2024,9,FINAL,Sun 11/3,8:20 PM,465,Indianapolis,13,63%,5.5,-110,5.5,-105,5.5,-105,5.5,-110,5.5,-108,6.0,-110,5.5,-109,,,5.5,-110,6.5,-110
2024,9,FINAL,Sun 11/3,8:20 PM,466,Minnesota,21,37%,-5.5,-110,-5.5,-115,-5.5,-115,-5.5,-110,-5.5,-108,-6.0,-110,-5.5,-111,,,-5.5,-110,-6.5,-110
2024,9,FINAL,Thu 10/31,8:15 PM,311,Houston,13,41%,2.5,+100,3.0,-120,2.5,-110,2.5,+100,2.5,+102,2.5,+100,2.5,-110,,,2.5,+100,1.5,-110
2024,9,FINAL,Thu 10/31,8:15 PM,312,N.Y. Jets,21,59%,-2.5,-120,-3.0,+100,-2.5,-110,-2.5,-120,-2.5,-118,-2.5,-120,-2.5,-110,,,-2.5,-120,-1.5,-110
2024,10,FINAL,Mon 11/11,8:15 PM,285,Miami,23,70%,2.0,-110,2.5,-115,2.0,-110,2.0,-110,2.0,-108,2.0,-105,2.0,-110,,,2.0,-113,3.0,-110
2024,10,FINAL,Mon 11/11,8:15 PM,286,L.A. Rams,15,30%,-2.0,-110,-2.5,-105,-2.0,-110,-2.0,-110,-2.0,-108,-2.0,-115,-2.0,-110,,,-2.0,-107,-3.0,-110
2024,10,FINAL OT,Sun 11/10,9:30 AM,261,N.Y. Giants,17,52%,-6.5,-116,-6.5,-120,-6.5,-110,-6.5,-110,-6.5,-108,-6.5,-115,-6.5,-110,,,-6.5,-110,-4.0,-110
2024,10,FINAL OT,Sun 11/10,9:30 AM,262,Carolina,20,48%,6.5,-104,6.5,+100,6.5,-110,6.5,-110,6.5,-108,6.5,-105,6.5,-110,,,6.5,-110,4.0,-110
2024,10,FINAL,Sun 11/10,1:00 PM,273,San Francisco,23,38%,-6.5,-108,-6.5,-115,-6.5,-113,-6.5,-110,-6.5,-108,-6.5,-115,-6.5,-113,,,-7.0,-106,-6.5,-110
2024,10,FINAL,Sun 11/10,1:00 PM,274,Tampa Bay,20,62%,6.5,-112,6.5,-105,6.5,-107,6.5,-110,6.5,-108,6.5,-105,6.5,-107,,,7.0,-114,6.5,-110
2024,10,FINAL,Sun 11/10,1:00 PM,269,Atlanta,17,31%,-3.5,-116,-4.0,-110,-3.5,-115,-3.5,-115,-3.5,-108,-3.5,-113,-3.5,-115,,,-3.5,-110,-1.0,-110
2024,10,FINAL,Sun 11/10,1:00 PM,270,New Orleans,20,69%,3.5,-104,4.0,-110,3.5,-105,3.5,-105,3.5,-108,3.5,-107,3.5,-105,,,3.5,-110,1.0,-110
2024,10,FINAL,Sun 11/10,1:00 PM,271,Denver,14,67%,7.0,-110,7.0,-115,7.5,-117,7.5,-115,7.0,-108,7.0,-105,7.5,-117,,,7.0,-110,8.5,-105
2024,10,FINAL,Sun 11/10,1:00 PM,272,Kansas City,16,33%,-7.0,-110,-7.0,-105,-7.5,-103,-7.5,-105,-7.0,-108,-7.0,-115,-7.5,-103,,,-7.0,-110,-8.5,-115
