game_id,team_id,season,week,team,date,time,score,outcome,rotation,opening_moneyline,opening_spread,opening_spread_odds,opening_total,opening_total_odds,moneyline_bet_pct,moneyline_dollar_pct,spread_bet_pct,spread_dollar_pct,total_bet_pct,total_dollar_pct,9_moneyline,9_spread,9_spread_odds,9_total,9_total_odds,20_moneyline,20_spread,20_spread_odds,20_total,20_total_odds,28_moneyline,28_spread,28_spread_odds,28_total,28_total_odds,29_moneyline,29_spread,29_spread_odds,29_total,29_total_odds,36_moneyline,36_spread,36_spread_odds,36_total,36_total_odds,44_moneyline,44_spread,44_spread_odds,44_total,44_total_odds,54_moneyline,54_spread,54_spread_odds,54_total,54_total_odds,82_moneyline,82_spread,82_spread_odds,82_total,82_total_odds,84_moneyline,84_spread,84_spread_odds,84_total,84_total_odds,123_moneyline,123_spread,123_spread_odds,123_total,123_total_odds
4407231,1539,2021,2,Detroit,Mon 9/20,8:15 PM,17,FINAL,297,395.0,11.0,-110.0,48.5,-110.0,43.75,70.0,65.22,150.0,60.0,0.0,400.0,11.5,-110.0,50.0,-110.0,400.0,11.5,-112.0,49.5,-110.0,,11.5,-110.0,49.5,-110.0,405.0,11.5,-110.0,49.0,-115.0,450.0,11.5,-110.0,49.0,-110.0,450.0,11.5,-108.0,50.0,-108.0,451.0,11.0,-108.0,49.0,-113.0,440.0,11.5,-105.0,50.0,-115.0,,11.5,-110.0,49.5,-110.0,285.0,14.5,-110.0,59.5,-111.0
4407231,1542,2021,2,Green Bay,Mon 9/20,8:15 PM,35,FINAL,298,-500.0,-11.0,-110.0,48.5,-110.0,56.25,90.0,34.78,80.0,40.0,0.0,-565.0,-11.5,-110.0,50.0,-110.0,-494.0,-11.5,102.0,49.5,-101.0,,-11.5,-110.0,49.5,-110.0,-540.0,-11.5,-110.0,49.0,-105.0,-600.0,-11.5,-110.0,49.0,-110.0,-600.0,-11.5,-108.0,50.0,-108.0,-576.0,-11.0,-112.0,49.0,-107.0,-590.0,-11.5,-115.0,50.0,-105.0,,-11.5,-110.0,49.5,-110.0,-335.0,-14.5,-110.0,59.5,-109.0
4407227,1534,2021,2,Denver,Sun 9/19,1:00 PM,23,FINAL,283,-260.0,-3.0,-120.0,43.5,-110.0,25.0,10.0,50.0,20.0,50.0,0.0,-270.0,-6.0,-110.0,45.0,-110.0,-241.0,-6.0,104.0,45.0,-104.0,-265.0,-6.0,-107.0,45.0,-107.0,-260.0,-6.0,-110.0,45.0,-110.0,-265.0,-6.0,-110.0,45.0,-110.0,-270.0,-6.0,-108.0,45.0,-108.0,-252.0,-5.5,-115.0,45.0,-110.0,-270.0,-6.0,-115.0,45.0,-110.0,-265.0,-6.0,-107.0,45.0,-107.0,-1700.0,-13.0,-110.0,45.0,-110.0
4407227,1529,2021,2,Jacksonville,Sun 9/19,1:00 PM,13,FINAL,284,220.0,3.0,100.0,43.5,-110.0,75.0,30.0,50.0,20.0,50.0,0.0,220.0,6.0,-110.0,45.0,-110.0,211.0,6.0,-115.0,45.0,-107.0,225.0,6.0,-107.0,45.0,-107.0,220.0,6.0,-110.0,45.0,-110.0,225.0,6.0,-110.0,45.0,-110.0,220.0,6.0,-108.0,45.0,-108.0,212.0,5.5,-105.0,45.0,-110.0,220.0,6.0,-105.0,45.0,-110.0,225.0,6.0,-107.0,45.0,-107.0,1035.0,13.0,-110.0,45.0,-110.0
4407228,1526,2021,2,Buffalo,Sun 9/19,1:00 PM,35,FINAL,277,-180.0,-3.0,-110.0,48.5,-110.0,40.0,20.0,66.67,20.0,40.0,0.0,-185.0,-3.5,-110.0,48.0,-110.0,-179.0,-3.5,103.0,48.0,-109.0,-196.0,-3.5,-102.0,48.0,-107.0,-190.0,-3.5,-110.0,48.0,-110.0,-185.0,-3.5,-110.0,48.0,-110.0,-195.0,-3.5,-108.0,48.0,-108.0,-180.0,-3.5,-103.0,48.0,-109.0,-190.0,-3.5,100.0,48.0,-110.0,-196.0,-3.5,-102.0,48.0,-107.0,-195.0,-21.5,-107.0,48.0,-110.0
4407228,1524,2021,2,Miami,Sun 9/19,1:00 PM,0,FINAL,278,160.0,3.0,-110.0,48.5,-110.0,60.0,30.0,33.33,10.0,60.0,0.0,160.0,3.5,-110.0,48.0,-110.0,160.0,3.5,-113.0,48.0,-103.0,166.0,3.5,-112.0,48.0,-107.0,165.0,3.5,-110.0,48.0,-110.0,165.0,3.5,-110.0,48.0,-110.0,170.0,3.5,-108.0,48.0,-108.0,155.0,3.5,-117.0,48.0,-111.0,160.0,3.5,-120.0,48.0,-110.0,166.0,3.5,-112.0,48.0,-107.0,167.0,21.5,-113.0,48.0,-110.0
4407230,1530,2021,2,Houston,Sun 9/19,1:00 PM,21,FINAL,271,445.0,13.5,-110.0,45.5,-110.0,33.33,10.0,45.45,50.0,20.0,0.0,500.0,13.5,-110.0,49.0,-115.0,521.0,13.5,-103.0,48.5,-115.0,515.0,13.5,-107.0,48.5,-107.0,525.0,13.5,-110.0,48.0,-110.0,525.0,13.5,-110.0,48.5,-110.0,565.0,13.5,-108.0,48.0,-108.0,530.0,13.5,-110.0,49.0,-110.0,515.0,13.5,-110.0,48.5,-110.0,513.0,13.5,-107.0,48.5,-107.0,520.0,7.5,-109.0,51.5,-109.0
4407230,1520,2021,2,Cleveland,Sun 9/19,1:00 PM,31,FINAL,272,-565.0,-13.5,-110.0,45.5,-110.0,66.67,20.0,54.55,60.0,80.0,0.0,-750.0,-13.5,-110.0,49.0,-105.0,-675.0,-13.5,-107.0,48.5,103.0,-765.0,-13.5,-107.0,48.5,-107.0,-750.0,-13.5,-110.0,48.0,-110.0,-750.0,-13.5,-110.0,48.5,-110.0,-740.0,-13.5,-108.0,48.0,-108.0,-705.0,-13.5,-110.0,49.0,-110.0,-735.0,-13.5,-110.0,48.5,-110.0,-738.0,-13.5,-107.0,48.5,-107.0,-700.0,-7.5,-111.0,51.5,-111.0
4407232,1522,2021,2,Cincinnati,Sun 9/19,1:00 PM,17,FINAL,273,130.0,3.0,100.0,46.0,-110.0,100.0,20.0,25.0,10.0,0.0,0.0,105.0,2.0,-110.0,44.5,-110.0,114.0,2.0,-105.0,44.5,-104.0,105.0,1.5,-107.0,44.5,-105.0,105.0,2.0,-110.0,44.5,-110.0,105.0,1.5,-110.0,44.5,-110.0,105.0,2.0,-108.0,44.5,-108.0,108.0,2.0,-110.0,44.5,-110.0,105.0,2.0,-110.0,44.5,-110.0,105.0,1.5,-107.0,44.5,-105.0,113.0,13.5,-110.0,44.5,-110.0
4407232,1540,2021,2,Chicago,Sun 9/19,1:00 PM,20,FINAL,274,-150.0,-3.0,-120.0,46.0,-110.0,0.0,0.0,75.0,30.0,100.0,0.0,-125.0,-2.0,-110.0,44.5,-110.0,-126.0,-2.0,-105.0,44.5,-107.0,-125.0,-1.5,-107.0,44.5,-109.0,-125.0,-2.0,-110.0,44.5,-110.0,-125.0,-1.5,-110.0,44.5,-110.0,-125.0,-2.0,-108.0,44.5,-108.0,-128.0,-2.0,-110.0,44.5,-110.0,-125.0,-2.0,-110.0,44.5,-110.0,-125.0,-1.5,-107.0,44.5,-109.0,-133.0,-13.5,-110.0,44.5,-110.0
