game_id,team_id,season,week,team,date,time,score,outcome,rotation,opening_moneyline,opening_spread,opening_spread_odds,opening_total,opening_total_odds,moneyline_bet_pct,moneyline_dollar_pct,spread_bet_pct,spread_dollar_pct,total_bet_pct,total_dollar_pct,8_moneyline,8_spread,8_spread_odds,8_total,8_total_odds,9_moneyline,9_spread,9_spread_odds,9_total,9_total_odds,20_moneyline,20_spread,20_spread_odds,20_total,20_total_odds,28_moneyline,28_spread,28_spread_odds,28_total,28_total_odds,29_moneyline,29_spread,29_spread_odds,29_total,29_total_odds,36_moneyline,36_spread,36_spread_odds,36_total,36_total_odds,44_moneyline,44_spread,44_spread_odds,44_total,44_total_odds,54_moneyline,54_spread,54_spread_odds,54_total,54_total_odds,82_moneyline,82_spread,82_spread_odds,82_total,82_total_odds,84_moneyline,84_spread,84_spread_odds,84_total,84_total_odds,123_moneyline,123_spread,123_spread_odds,123_total,123_total_odds
4407465,1519,2021,18,Pittsburgh,Sun 1/9,1:00 PM,16,FINAL OT,471,195.0,7.0,-110.0,42.0,-110.0,0.0,0.0,50.0,40.0,0.0,0.0,135.0,3.0,-110.0,40.0,-113.0,130.0,3.0,-110.0,40.5,-110.0,136.0,3.0,-106.0,40.0,-115.0,135.0,3.0,-110.0,40.0,-119.0,140.0,3.0,-110.0,40.5,-110.0,140.0,3.0,-110.0,41.0,-110.0,135.0,3.0,-108.0,40.5,-108.0,138.0,3.0,-108.0,40.5,-113.0,125.0,3.0,-115.0,40.5,-110.0,138.0,3.0,-108.0,40.0,-117.0,135.0,3.0,-110.0,40.0,-110.0
4407465,1521,2021,18,Baltimore,Sun 1/9,1:00 PM,13,FINAL OT,472,-225.0,-7.0,-110.0,42.0,-110.0,100.0,20.0,50.0,40.0,100.0,0.0,-155.0,-3.0,-110.0,40.0,-107.0,-150.0,-3.0,-110.0,40.5,-110.0,-153.0,-3.0,-105.0,40.0,103.0,-155.0,-3.0,-110.0,40.0,-101.0,-160.0,-3.0,-110.0,40.5,-110.0,-160.0,-3.0,-110.0,41.0,-110.0,-155.0,-3.0,-108.0,40.5,-108.0,-158.0,-3.0,-112.0,40.5,-107.0,-155.0,-3.0,-105.0,40.5,-110.0,-158.0,-3.0,-112.0,40.0,-103.0,-155.0,-3.0,-110.0,40.0,-110.0
4407468,1522,2021,18,Cincinnati,Sun 1/9,1:00 PM,16,FINAL,473,220.0,6.0,-110.0,38.0,-110.0,0.0,0.0,45.01,3430.0,0.0,0.0,217.0,6.5,-105.0,38.0,-108.0,215.0,6.5,-110.0,38.0,-110.0,226.0,6.5,102.0,38.0,-114.0,224.0,6.5,-102.0,38.0,-118.0,220.0,6.5,-105.0,38.0,-110.0,225.0,6.5,-105.0,38.0,-110.0,225.0,6.5,-108.0,38.0,-108.0,228.0,6.5,-107.0,38.0,-112.0,220.0,6.5,-110.0,37.5,-110.0,224.0,6.5,-102.0,38.0,-118.0,225.0,7.0,-120.0,38.0,-110.0
4407468,1520,2021,18,Cleveland,Sun 1/9,1:00 PM,21,FINAL,474,-260.0,-6.0,-110.0,38.0,-110.0,100.0,10.0,54.99,4190.0,100.0,0.0,-257.0,-6.5,-115.0,38.0,-112.0,-260.0,-6.5,-110.0,38.0,-110.0,-263.0,-6.5,-114.0,38.0,103.0,-264.0,-6.5,-118.0,38.0,-102.0,-260.0,-6.5,-115.0,38.0,-110.0,-265.0,-6.5,-115.0,38.0,-110.0,-275.0,-6.5,-108.0,38.0,-108.0,-278.0,-6.5,-113.0,38.0,-108.0,-280.0,-6.5,-110.0,37.5,-110.0,-264.0,-6.5,-118.0,38.0,-102.0,-260.0,-7.0,100.0,38.0,-110.0
4407470,1537,2021,18,Washington,Sun 1/9,1:00 PM,22,FINAL,465,-275.0,-3.5,-110.0,40.5,-110.0,0.0,0.0,27.89,2630.0,55.6,0.0,-240.0,-6.0,-110.0,35.5,-115.0,-245.0,-6.0,-110.0,36.0,-110.0,-236.0,-6.0,-100.0,36.0,-109.0,-240.0,-6.0,-105.0,36.0,-113.0,-240.0,-5.5,-110.0,36.5,-110.0,-245.0,-6.0,-110.0,36.5,-110.0,-240.0,-6.0,-108.0,36.0,-108.0,-236.0,-6.0,-108.0,36.0,-112.0,-260.0,-6.0,-105.0,36.0,-110.0,-240.0,-6.0,-105.0,36.0,-113.0,-240.0,-6.0,-110.0,36.0,-110.0
4407470,1535,2021,18,N.Y. Giants,Sun 1/9,1:00 PM,7,FINAL,466,230.0,3.5,-110.0,40.5,-110.0,100.0,10.0,72.11,6800.0,44.4,0.0,200.0,6.0,-110.0,35.5,-105.0,205.0,6.0,-110.0,36.0,-110.0,205.0,6.0,-111.0,36.0,-102.0,200.0,6.0,-115.0,36.0,-107.0,200.0,5.5,-110.0,36.5,-110.0,205.0,6.0,-110.0,36.5,-110.0,200.0,6.0,-108.0,36.0,-108.0,201.0,6.0,-112.0,36.0,-108.0,200.0,6.0,-115.0,36.0,-110.0,200.0,6.0,-115.0,36.0,-107.0,205.0,6.0,-110.0,36.0,-110.0
4407473,1540,2021,18,Chicago,Sun 1/9,1:00 PM,17,FINAL,453,120.0,6.0,-110.0,44.5,-110.0,0.0,0.0,20.0,10.0,0.0,0.0,165.0,3.5,-104.0,45.0,-115.0,160.0,3.5,-110.0,45.0,-110.0,155.0,3.5,-109.0,45.0,-109.0,155.0,3.5,-113.0,45.0,-113.0,160.0,3.5,-110.0,44.5,-110.0,160.0,3.5,-110.0,44.5,-110.0,160.0,3.5,-108.0,45.0,-108.0,158.0,3.5,-112.0,45.0,-111.0,170.0,3.5,-105.0,45.0,-110.0,156.0,3.5,-112.0,45.0,-115.0,158.0,3.5,-110.0,45.0,-110.0
4407473,1541,2021,18,Minnesota,Sun 1/9,1:00 PM,31,FINAL,454,-140.0,-6.0,-110.0,44.5,-110.0,100.0,30.0,80.0,40.0,100.0,0.0,-190.0,-3.5,-116.0,45.0,-105.0,-185.0,-3.5,-110.0,45.0,-110.0,-175.0,-3.5,-102.0,45.0,-102.0,-175.0,-3.5,-107.0,45.0,-107.0,-180.0,-3.5,-110.0,44.5,-110.0,-180.0,-3.5,-110.0,44.5,-110.0,-185.0,-3.5,-108.0,45.0,-108.0,-183.0,-3.5,-108.0,45.0,-109.0,-210.0,-3.5,-115.0,45.0,-110.0,-176.0,-3.5,-108.0,45.0,-105.0,-180.0,-3.5,-110.0,45.0,-110.0
4412840,1528,2021,18,Tennessee,Sun 1/9,1:00 PM,28,FINAL,463,-525.0,-10.0,-110.0,44.5,-110.0,29.07,2410.0,32.0,4320.0,67.78,0.0,-565.0,-10.5,-110.0,43.0,-105.0,-575.0,-11.0,-105.0,43.0,-110.0,-578.0,-11.0,101.0,43.0,-109.0,-588.0,-11.0,-104.0,43.0,-113.0,-600.0,-11.0,-110.0,43.0,-110.0,-600.0,-11.0,-105.0,43.0,-110.0,-575.0,-10.5,-108.0,43.0,-108.0,-555.0,-10.5,-106.0,43.0,-108.0,-600.0,-10.5,-110.0,43.0,-110.0,-587.0,-11.0,-104.0,43.0,-111.0,-580.0,-10.5,-110.0,43.0,-110.0
4412840,1530,2021,18,Houston,Sun 1/9,1:00 PM,25,FINAL,464,420.0,10.0,-110.0,44.5,-110.0,70.93,5880.0,68.0,9180.0,32.22,0.0,445.0,10.5,-110.0,43.0,-115.0,405.0,11.0,-115.0,43.0,-110.0,448.0,11.0,-112.0,43.0,-102.0,438.0,11.0,-116.0,43.0,-107.0,440.0,11.0,-110.0,43.0,-110.0,450.0,11.0,-115.0,43.0,-110.0,450.0,10.5,-108.0,43.0,-108.0,430.0,10.5,-114.0,43.0,-112.0,400.0,10.5,-110.0,43.0,-110.0,437.0,11.0,-116.0,43.0,-109.0,450.0,10.5,-110.0,43.0,-110.0
