game_id,team_id,season,week,team,date,time,score,outcome,rotation,opening_moneyline,opening_spread,opening_spread_odds,opening_total,opening_total_odds,moneyline_bet_pct,moneyline_dollar_pct,spread_bet_pct,spread_dollar_pct,total_bet_pct,total_dollar_pct,9_moneyline,9_spread,9_spread_odds,9_total,9_total_odds,20_moneyline,20_spread,20_spread_odds,20_total,20_total_odds,28_moneyline,28_spread,28_spread_odds,28_total,28_total_odds,29_moneyline,29_spread,29_spread_odds,29_total,29_total_odds,36_moneyline,36_spread,36_spread_odds,36_total,36_total_odds,44_moneyline,44_spread,44_spread_odds,44_total,44_total_odds,54_moneyline,54_spread,54_spread_odds,54_total,54_total_odds,82_moneyline,82_spread,82_spread_odds,82_total,82_total_odds,84_moneyline,84_spread,84_spread_odds,84_total,84_total_odds,123_moneyline,123_spread,123_spread_odds,123_total,123_total_odds
4407257,1536,2021,3,Philadelphia,Mon 9/27,8:15 PM,21,FINAL,497,170.0,7.0,-110.0,52.5,-110.0,44.44,40.0,54.55,120.0,33.33,0.0,175.0,4.0,-115.0,51.5,-110.0,168.0,3.5,-103.0,51.5,-101.0,160.0,3.5,-110.0,51.5,-110.0,160.0,3.5,-115.0,51.5,-110.0,165.0,3.5,-115.0,51.5,-110.0,160.0,3.5,-108.0,51.5,-108.0,155.0,3.5,-113.0,51.5,-108.0,170.0,4.0,-115.0,51.5,-115.0,160.0,3.5,-110.0,51.5,-110.0,1900.0,13.5,140.0,57.5,-113.0
4407257,1538,2021,3,Dallas,Mon 9/27,8:15 PM,41,FINAL,498,-195.0,-7.0,-110.0,52.5,-110.0,55.56,50.0,45.45,100.0,66.67,0.0,-210.0,-4.0,-105.0,51.5,-110.0,-189.0,-3.5,-107.0,51.5,-110.0,-190.0,-3.5,-110.0,51.5,-110.0,-180.0,-3.5,-105.0,51.5,-110.0,-185.0,-3.5,-105.0,51.5,-110.0,-185.0,-3.5,-108.0,51.5,-108.0,-180.0,-3.5,-107.0,51.5,-112.0,-200.0,-4.0,-105.0,51.5,-105.0,-190.0,-3.5,-110.0,51.5,-110.0,-9900.0,-13.5,-160.0,57.5,-107.0
4407243,1540,2021,3,Chicago,Sun 9/26,1:00 PM,6,FINAL,483,270.0,9.5,-110.0,46.5,-110.0,88.11,6820.0,76.11,11340.0,59.83,0.0,270.0,7.5,-105.0,45.0,-110.0,315.0,7.5,-102.0,45.0,-105.0,310.0,7.5,-110.0,44.5,-110.0,300.0,7.5,-110.0,44.5,-110.0,305.0,7.5,-110.0,44.5,-110.0,300.0,7.5,-108.0,44.5,-108.0,293.0,7.5,-111.0,44.5,-109.0,300.0,7.5,-110.0,44.5,-110.0,310.0,7.5,-110.0,44.5,-110.0,320.0,9.0,-125.0,44.5,-110.0
4407243,1520,2021,3,Cleveland,Sun 9/26,1:00 PM,26,FINAL,484,-325.0,-9.5,-110.0,46.5,-110.0,11.89,920.0,23.89,3560.0,40.17,0.0,-340.0,-7.5,-115.0,45.0,-110.0,-375.0,-7.5,-108.0,45.0,-106.0,-370.0,-7.5,-110.0,44.5,-110.0,-380.0,-7.5,-110.0,44.5,-110.0,-370.0,-7.5,-110.0,44.5,-110.0,-370.0,-7.5,-108.0,44.5,-108.0,-363.0,-7.5,-109.0,44.5,-111.0,-380.0,-7.5,-110.0,44.5,-110.0,-370.0,-7.5,-110.0,44.5,-110.0,-375.0,-9.0,105.0,44.5,-110.0
4407244,1549,2021,3,Arizona,Sun 9/26,1:00 PM,31,FINAL,469,-325.0,-6.5,-110.0,51.0,-110.0,14.29,20.0,71.43,50.0,50.0,0.0,-415.0,-8.5,-110.0,51.5,-110.0,-360.0,-8.0,-101.0,51.5,-107.0,-379.0,-8.0,-110.0,51.5,-110.0,-380.0,-8.0,-110.0,51.5,-110.0,-380.0,-8.0,-110.0,51.5,-110.0,-400.0,-7.5,-108.0,51.5,-108.0,-367.0,-8.0,-108.0,51.5,-107.0,-390.0,-8.0,-110.0,51.5,-110.0,-379.0,-8.0,-110.0,51.5,-110.0,136.0,2.5,-132.0,46.5,-111.0
4407244,1529,2021,3,Jacksonville,Sun 9/26,1:00 PM,19,FINAL,470,270.0,6.5,-110.0,51.0,-110.0,85.71,120.0,28.57,20.0,50.0,0.0,310.0,8.5,-110.0,51.5,-110.0,304.0,8.0,-110.0,51.5,-104.0,319.0,8.0,-110.0,51.5,-110.0,300.0,8.0,-110.0,51.5,-110.0,310.0,8.0,-110.0,51.5,-110.0,320.0,7.5,-108.0,51.5,-108.0,297.0,8.0,-112.0,51.5,-113.0,305.0,8.0,-110.0,51.5,-110.0,319.0,8.0,-110.0,51.5,-110.0,-156.0,-2.5,112.0,46.5,-109.0
4407245,75380,2021,3,L.A. Chargers,Sun 9/26,1:00 PM,30,FINAL,479,240.0,6.5,-110.0,54.5,-110.0,54.55,60.0,75.0,30.0,100.0,0.0,260.0,7.0,-115.0,55.0,-115.0,237.0,6.5,-100.0,55.0,-103.0,255.0,7.0,-115.0,54.5,-110.0,255.0,7.0,-115.0,54.5,-110.0,255.0,7.0,-110.0,54.5,-110.0,245.0,7.0,-108.0,54.5,-108.0,257.0,7.0,-116.0,54.5,-113.0,255.0,7.0,-115.0,54.5,-110.0,255.0,7.0,-115.0,54.5,-110.0,350.0,7.5,-110.0,47.5,-110.0
4407245,1531,2021,3,Kansas City,Sun 9/26,1:00 PM,24,FINAL,480,-285.0,-6.5,-110.0,54.5,-110.0,45.45,50.0,25.0,10.0,0.0,0.0,-320.0,-7.0,-105.0,55.0,-105.0,-273.0,-6.5,-110.0,55.0,-108.0,-315.0,-7.0,-105.0,54.5,-110.0,-310.0,-7.0,-105.0,54.5,-110.0,-310.0,-7.0,-110.0,54.5,-110.0,-305.0,-7.0,-108.0,54.5,-108.0,-317.0,-7.0,-104.0,54.5,-107.0,-315.0,-7.0,-105.0,54.5,-110.0,-315.0,-7.0,-105.0,54.5,-110.0,-420.0,-7.5,-110.0,47.5,-110.0
4407247,1537,2021,3,Washington,Sun 9/26,1:00 PM,21,FINAL,475,345.0,9.0,-110.0,47.0,-110.0,88.89,80.0,50.0,20.0,66.67,0.0,280.0,7.0,-110.0,45.5,-110.0,281.0,7.5,-114.0,45.5,-106.0,280.0,7.0,-105.0,45.5,-110.0,280.0,7.0,-110.0,45.5,-110.0,275.0,7.0,-105.0,45.5,-110.0,275.0,7.0,-108.0,45.5,-108.0,270.0,7.0,-109.0,45.0,-112.0,275.0,7.0,-105.0,45.5,-110.0,280.0,7.0,-105.0,45.5,-110.0,711.0,13.5,-109.0,64.5,-112.0
4407247,1526,2021,3,Buffalo,Sun 9/26,1:00 PM,43,FINAL,476,-425.0,-9.0,-110.0,47.0,-110.0,11.11,10.0,50.0,20.0,33.33,0.0,-360.0,-7.0,-110.0,45.5,-110.0,-330.0,-7.5,103.0,45.5,-105.0,-340.0,-7.0,-115.0,45.5,-110.0,-350.0,-7.0,-110.0,45.5,-110.0,-335.0,-7.0,-115.0,45.5,-110.0,-345.0,-7.0,-108.0,45.5,-108.0,-330.0,-7.0,-111.0,45.0,-108.0,-345.0,-7.0,-115.0,45.5,-110.0,-340.0,-7.0,-115.0,45.5,-110.0,-1076.0,-13.5,-111.0,64.5,-108.0
