game_id,team_id,season,week,team,date,time,score,outcome,rotation,opening_moneyline,opening_spread,opening_spread_odds,opening_total,opening_total_odds,moneyline_bet_pct,moneyline_dollar_pct,spread_bet_pct,spread_dollar_pct,total_bet_pct,total_dollar_pct,8_moneyline,8_spread,8_spread_odds,8_total,8_total_odds,9_moneyline,9_spread,9_spread_odds,9_total,9_total_odds,20_moneyline,20_spread,20_spread_odds,20_total,20_total_odds,28_moneyline,28_spread,28_spread_odds,28_total,28_total_odds,29_moneyline,29_spread,29_spread_odds,29_total,29_total_odds,36_moneyline,36_spread,36_spread_odds,36_total,36_total_odds,44_moneyline,44_spread,44_spread_odds,44_total,44_total_odds,54_moneyline,54_spread,54_spread_odds,54_total,54_total_odds,82_moneyline,82_spread,82_spread_odds,82_total,82_total_odds,84_moneyline,84_spread,84_spread_odds,84_total,84_total_odds,123_moneyline,123_spread,123_spread_odds,123_total,123_total_odds
4407377,1548,2021,12,Seattle,Mon 11/29,8:15 PM,15,FINAL,273,-135.0,-3.5,-110.0,48.0,-110.0,68.42,130.0,66.67,120.0,54.55,0.0,-129.0,-2.0,-110.0,46.5,-110.0,-130.0,-2.0,-110.0,46.5,-115.0,-111.0,-1.5,104.0,46.5,-113.0,-123.0,-1.5,-111.0,46.5,-113.0,-125.0,-1.5,-110.0,46.5,-110.0,-130.0,-1.5,-110.0,46.5,-110.0,-125.0,-1.0,-108.0,46.5,-108.0,-122.0,-1.0,-110.0,46.5,-112.0,-125.0,-2.0,-110.0,46.5,-110.0,-123.0,-1.5,-111.0,46.5,-113.0,-118.0,-1.0,-110.0,47.5,-110.0
4407377,1537,2021,12,Washington,Mon 11/29,8:15 PM,17,FINAL,274,115.0,3.5,-110.0,48.0,-110.0,31.58,60.0,33.33,60.0,45.45,0.0,109.0,2.0,-110.0,46.5,-110.0,110.0,2.0,-110.0,46.5,-105.0,101.0,1.5,-115.0,46.5,102.0,103.0,1.5,-109.0,46.5,-107.0,105.0,1.5,-110.0,46.5,-110.0,110.0,1.5,-110.0,46.5,-110.0,105.0,1.0,-108.0,46.5,-108.0,102.0,1.0,-110.0,46.5,-108.0,105.0,2.0,-110.0,46.5,-110.0,103.0,1.5,-109.0,46.5,-107.0,-102.0,1.0,-110.0,47.5,-110.0
4407374,1546,2021,12,Atlanta,Sun 11/28,1:00 PM,21,FINAL,259,-119.0,0.0,-110.0,48.0,-110.0,0.0,0.0,25.0,20.0,100.0,0.0,-119.0,-1.5,-105.0,45.5,-110.0,-125.0,-1.5,-110.0,45.5,-110.0,-116.0,-1.0,-108.0,46.0,-102.0,-120.0,-1.0,-113.0,46.0,-107.0,-120.0,-1.0,-110.0,45.5,-110.0,-130.0,-1.5,-110.0,46.0,-110.0,-125.0,-1.5,-108.0,45.5,-108.0,-119.0,-1.0,-112.0,46.0,-109.0,-130.0,-2.0,-110.0,46.0,-110.0,-120.0,-1.0,-113.0,46.0,-107.0,-128.0,-1.0,-120.0,45.5,-110.0
4407374,1529,2021,12,Jacksonville,Sun 11/28,1:00 PM,14,FINAL,260,-101.0,0.0,-110.0,48.0,-110.0,100.0,50.0,75.0,60.0,0.0,0.0,-101.0,1.5,-115.0,45.5,-110.0,105.0,1.5,-110.0,45.5,-110.0,105.0,1.0,-102.0,46.0,-109.0,100.0,1.0,-107.0,46.0,-113.0,100.0,1.0,-110.0,45.5,-110.0,110.0,1.5,-110.0,46.0,-110.0,105.0,1.5,-108.0,45.5,-108.0,-101.0,1.0,-108.0,46.0,-111.0,110.0,2.0,-110.0,46.0,-110.0,100.0,1.0,-107.0,46.0,-113.0,108.0,1.0,100.0,45.5,-110.0
4407378,1523,2021,12,N.Y. Jets,Sun 11/28,1:00 PM,21,FINAL,253,140.0,3.0,-115.0,46.5,-110.0,83.33,100.0,100.0,80.0,25.0,0.0,120.0,2.5,-105.0,45.0,-107.0,125.0,3.0,-120.0,44.5,-110.0,122.0,2.5,-102.0,44.5,-109.0,118.0,2.5,-106.0,44.5,-113.0,125.0,3.0,-120.0,44.5,-110.0,125.0,2.5,-105.0,44.5,-110.0,125.0,3.0,-128.0,44.5,-108.0,123.0,3.0,-126.0,44.5,-111.0,120.0,3.0,-115.0,44.5,-110.0,118.0,2.5,-106.0,44.5,-113.0,118.0,1.0,110.0,44.5,-110.0
4407378,1530,2021,12,Houston,Sun 11/28,1:00 PM,14,FINAL,254,-160.0,-3.0,-105.0,46.5,-110.0,16.67,20.0,0.0,0.0,75.0,0.0,-140.0,-2.5,-115.0,45.0,-113.0,-145.0,-3.0,100.0,44.5,-110.0,-135.0,-2.5,-110.0,44.5,-102.0,-138.0,-2.5,-114.0,44.5,-107.0,-145.0,-3.0,100.0,44.5,-110.0,-145.0,-2.5,-115.0,44.5,-110.0,-145.0,-3.0,112.0,44.5,-108.0,-143.0,-3.0,106.0,44.5,-109.0,-140.0,-3.0,-105.0,44.5,-110.0,-138.0,-2.5,-114.0,44.5,-107.0,-138.0,-1.0,-130.0,44.5,-110.0
4407379,1528,2021,12,Tennessee,Sun 11/28,1:00 PM,13,FINAL,251,210.0,2.5,-110.0,46.5,-110.0,50.0,30.0,42.86,30.0,75.0,0.0,255.0,7.0,-104.0,43.5,-109.0,255.0,7.0,-105.0,43.0,-110.0,260.0,7.5,-119.0,43.0,-105.0,251.0,7.0,-105.0,43.0,-112.0,260.0,7.5,-120.0,43.0,-110.0,270.0,7.0,100.0,43.0,-110.0,270.0,7.0,-103.0,43.0,-108.0,267.0,7.0,-104.0,43.5,-106.0,260.0,7.0,100.0,43.0,-110.0,251.0,7.0,-105.0,43.0,-110.0,260.0,7.0,-110.0,43.5,-110.0
4407379,1525,2021,12,New England,Sun 11/28,1:00 PM,36,FINAL,252,-250.0,-2.5,-110.0,46.5,-110.0,50.0,30.0,57.14,40.0,25.0,0.0,-305.0,-7.0,-116.0,43.5,-111.0,-310.0,-7.0,-115.0,43.0,-110.0,-303.0,-7.5,107.0,43.0,-106.0,-311.0,-7.0,-115.0,43.0,-108.0,-320.0,-7.5,100.0,43.0,-110.0,-330.0,-7.0,-120.0,43.0,-110.0,-330.0,-7.0,-113.0,43.0,-108.0,-327.0,-7.0,-116.0,43.5,-114.0,-320.0,-7.0,-120.0,43.0,-110.0,-311.0,-7.0,-115.0,43.0,-110.0,-300.0,-7.0,-110.0,43.5,-110.0
4407380,1536,2021,12,Philadelphia,Sun 11/28,1:00 PM,7,FINAL,255,-170.0,-3.0,-110.0,46.0,-110.0,66.67,80.0,25.0,30.0,16.67,0.0,-205.0,-4.0,-110.0,45.0,-110.0,-200.0,-4.0,-110.0,45.0,-115.0,-186.0,-4.0,102.0,45.5,101.0,-191.0,-4.0,-105.0,45.5,-106.0,-200.0,-4.0,-110.0,45.0,-110.0,-210.0,-4.0,-110.0,45.0,-110.0,-205.0,-4.0,-108.0,45.5,-108.0,-191.0,-3.5,-113.0,45.0,-109.0,-195.0,-4.0,-115.0,45.5,-110.0,-184.0,-4.0,-101.0,45.5,-103.0,-195.0,-3.5,-110.0,45.5,-110.0
4407380,1535,2021,12,N.Y. Giants,Sun 11/28,1:00 PM,13,FINAL,256,150.0,3.0,-110.0,46.0,-110.0,33.33,40.0,75.0,90.0,83.33,0.0,175.0,4.0,-110.0,45.0,-110.0,170.0,4.0,-110.0,45.0,-105.0,166.0,4.0,-113.0,45.5,-113.0,161.0,4.0,-115.0,45.5,-114.0,170.0,4.0,-110.0,45.0,-110.0,180.0,4.0,-110.0,45.0,-110.0,175.0,4.0,-108.0,45.5,-108.0,166.0,3.5,-107.0,45.0,-111.0,165.0,4.0,-105.0,45.5,-110.0,164.0,4.0,-119.0,45.5,-117.0,167.0,3.5,-110.0,45.5,-110.0
