game_id,team_id,season,week,team,date,time,score,outcome,rotation,opening_moneyline,opening_spread,opening_spread_odds,opening_total,opening_total_odds,moneyline_bet_pct,moneyline_dollar_pct,spread_bet_pct,spread_dollar_pct,total_bet_pct,total_dollar_pct,9_moneyline,9_spread,9_spread_odds,9_total,9_total_odds,20_moneyline,20_spread,20_spread_odds,20_total,20_total_odds,28_moneyline,28_spread,28_spread_odds,28_total,28_total_odds,29_moneyline,29_spread,29_spread_odds,29_total,29_total_odds,36_moneyline,36_spread,36_spread_odds,36_total,36_total_odds,44_moneyline,44_spread,44_spread_odds,44_total,44_total_odds,54_moneyline,54_spread,54_spread_odds,54_total,54_total_odds,82_moneyline,82_spread,82_spread_odds,82_total,82_total_odds,84_moneyline,84_spread,84_spread_odds,84_total,84_total_odds,123_moneyline,123_spread,123_spread_odds,123_total,123_total_odds
4407007,1520,2021,1,Cleveland,Sun 9/12,4:25 PM,29,FINAL,471,215.0,5.5,-110.0,51.5,-110.0,88.09,7690.0,48.28,140.0,80.07,0.0,200.0,5.5,-105.0,55.0,-110.0,211.0,5.5,-101.0,54.5,-105.0,200.0,5.5,-110.0,54.5,-110.0,200.0,5.5,-110.0,54.5,-110.0,200.0,5.0,-110.0,54.5,-110.0,210.0,5.5,-108.0,54.5,-108.0,196.0,5.5,-109.0,54.5,-110.0,195.0,5.5,-110.0,54.5,-110.0,200.0,5.5,-110.0,54.5,-110.0,210.0,0.0,-125.0,54.5,-110.0
4407007,1531,2021,1,Kansas City,Sun 9/12,4:25 PM,33,FINAL,472,-255.0,-5.5,-110.0,51.5,-110.0,11.91,1040.0,51.72,150.0,19.93,0.0,-240.0,-5.5,-115.0,55.0,-110.0,-241.0,-5.5,-110.0,54.5,-107.0,-240.0,-5.5,-110.0,54.5,-110.0,-240.0,-5.5,-110.0,54.5,-110.0,-240.0,-5.0,-110.0,54.5,-110.0,-250.0,-5.5,-108.0,54.5,-108.0,-231.0,-5.5,-111.0,54.5,-110.0,-245.0,-5.5,-110.0,54.5,-110.0,-240.0,-5.5,-110.0,54.5,-110.0,-255.0,0.0,105.0,54.5,-110.0
4407012,1542,2021,1,Green Bay,Sun 9/12,4:25 PM,3,FINAL,483,145.0,3.0,-110.0,49.0,-110.0,41.67,50.0,44.44,80.0,100.0,0.0,-210.0,-4.0,-120.0,50.0,-110.0,-181.0,-4.0,103.0,49.0,-102.0,-183.0,-3.5,-115.0,49.0,-110.0,-190.0,-3.5,-115.0,49.0,-110.0,-185.0,-3.5,-110.0,49.5,-110.0,-195.0,-3.5,-108.0,49.0,-108.0,-185.0,-3.5,-111.0,49.0,-113.0,-195.0,-4.0,-105.0,49.0,-110.0,-183.0,-3.5,-115.0,49.0,-110.0,325.0,25.5,-110.0,42.5,100.0
4407012,1543,2021,1,New Orleans,Sun 9/12,4:25 PM,38,FINAL,484,-165.0,-3.0,-110.0,49.0,-110.0,58.33,70.0,55.56,100.0,0.0,0.0,175.0,4.0,100.0,50.0,-110.0,162.0,4.0,-114.0,49.0,-110.0,163.0,3.5,-105.0,49.0,-110.0,165.0,3.5,-105.0,49.0,-110.0,165.0,3.5,-110.0,49.5,-110.0,170.0,3.5,-108.0,49.0,-108.0,160.0,3.5,-109.0,49.0,-107.0,165.0,4.0,-115.0,49.0,-110.0,163.0,3.5,-105.0,49.0,-110.0,-400.0,-25.5,-110.0,42.5,-120.0
4407015,1534,2021,1,Denver,Sun 9/12,4:25 PM,27,FINAL,475,-115.0,0.0,-110.0,42.5,-110.0,0.0,0.0,55.56,50.0,42.86,0.0,-150.0,-3.0,-105.0,41.5,-110.0,-139.0,-3.0,109.0,41.5,-106.0,-145.0,-2.5,-115.0,41.0,-115.0,-145.0,-2.5,-120.0,41.5,-110.0,-145.0,-3.0,100.0,41.5,-110.0,-145.0,-2.5,-118.0,41.5,-108.0,-144.0,-2.5,-119.0,41.5,-110.0,-145.0,-3.0,100.0,41.5,-110.0,-145.0,-2.5,-115.0,41.0,-115.0,-150.0,-7.5,-103.0,34.5,375.0
4407015,1535,2021,1,N.Y. Giants,Sun 9/12,4:25 PM,13,FINAL,476,-105.0,0.0,-110.0,42.5,-110.0,100.0,40.0,44.44,40.0,57.14,0.0,130.0,3.0,-115.0,41.5,-110.0,125.0,3.0,-120.0,41.5,-105.0,125.0,2.5,-105.0,41.0,-105.0,125.0,2.5,100.0,41.5,-110.0,125.0,3.0,-120.0,41.5,-110.0,125.0,2.5,102.0,41.5,-108.0,124.0,2.5,-101.0,41.5,-110.0,125.0,3.0,-120.0,41.5,-110.0,125.0,2.5,-105.0,41.0,-105.0,130.0,7.5,-117.0,34.5,-490.0
4407020,1524,2021,1,Miami,Sun 9/12,4:25 PM,17,FINAL,473,105.0,1.5,-110.0,46.5,-110.0,80.0,40.0,58.33,70.0,20.0,0.0,165.0,3.5,-105.0,43.0,-110.0,155.0,3.5,-113.0,43.5,103.0,163.0,3.5,-115.0,43.0,-110.0,160.0,3.5,-110.0,43.0,-110.0,165.0,3.5,-110.0,43.5,-110.0,160.0,3.5,-118.0,43.0,-108.0,156.0,3.5,-114.0,43.0,-112.0,160.0,3.5,-115.0,43.0,-110.0,163.0,3.5,-115.0,43.0,-110.0,-125.0,-3.5,157.0,43.5,102.0
4407020,1525,2021,1,New England,Sun 9/12,4:25 PM,16,FINAL,474,-125.0,-1.5,-110.0,46.5,-110.0,20.0,10.0,41.67,50.0,80.0,0.0,-195.0,-3.5,-115.0,43.0,-110.0,-173.0,-3.5,102.0,43.5,-114.0,-183.0,-3.5,-105.0,43.0,-110.0,-180.0,-3.5,-110.0,43.0,-110.0,-185.0,-3.5,-110.0,43.5,-110.0,-185.0,-3.5,102.0,43.0,-108.0,-181.0,-3.5,-106.0,43.0,-108.0,-190.0,-3.5,-105.0,43.0,-110.0,-183.0,-3.5,-105.0,43.0,-110.0,105.0,3.5,-177.0,43.5,-122.0
4407019,1540,2021,1,Chicago,Sun 9/12,8:20 PM,14,FINAL,479,285.0,7.0,-115.0,46.0,-110.0,33.33,20.0,48.15,130.0,50.0,0.0,345.0,9.0,-105.0,46.0,-110.0,324.0,9.5,-108.0,46.0,-104.0,338.0,9.5,-110.0,46.0,-110.0,315.0,9.5,-110.0,46.0,-110.0,340.0,9.5,-110.0,46.5,-110.0,365.0,9.0,-108.0,46.5,-108.0,331.0,9.0,-109.0,46.0,-109.0,330.0,10.0,-120.0,46.5,-110.0,338.0,9.5,-110.0,46.0,-110.0,1150.0,13.5,227.0,52.5,-111.0
4407019,1550,2021,1,L.A. Rams,Sun 9/12,8:20 PM,34,FINAL,480,-355.0,-7.0,-105.0,46.0,-110.0,66.67,40.0,51.85,140.0,50.0,0.0,-470.0,-9.0,-115.0,46.0,-110.0,-387.0,-9.5,-102.0,46.0,-107.0,-413.0,-9.5,-110.0,46.0,-110.0,-400.0,-9.5,-110.0,46.0,-110.0,-420.0,-9.5,-110.0,46.5,-110.0,-465.0,-9.0,-108.0,46.5,-108.0,-411.0,-9.0,-111.0,46.0,-111.0,-430.0,-10.0,100.0,46.5,-110.0,-413.0,-9.5,-110.0,46.0,-110.0,-1900.0,-13.5,-277.0,52.5,-109.0
4407005,1538,2021,1,Dallas,Thu 9/9,8:20 PM,29,FINAL,451,240.0,6.0,-110.0,52.0,-110.0,100.0,10.0,83.33,100.0,75.0,0.0,330.0,9.0,-110.0,52.5,-105.0,351.0,10.0,-121.0,52.5,-103.0,370.0,9.5,-115.0,52.5,-110.0,310.0,9.5,-115.0,52.5,-110.0,370.0,9.0,-110.0,52.5,-110.0,375.0,9.0,-108.0,53.0,-108.0,349.0,9.0,-106.0,52.5,-111.0,365.0,9.5,-110.0,52.5,-110.0,370.0,9.5,-115.0,52.5,-110.0,410.0,7.0,-110.0,64.0,-110.0
4407005,1544,2021,1,Tampa Bay,Thu 9/9,8:20 PM,31,FINAL,452,-285.0,-6.0,-110.0,52.0,-110.0,0.0,0.0,16.67,20.0,25.0,0.0,-445.0,-9.0,-110.0,52.5,-115.0,-425.0,-10.0,110.0,52.5,-108.0,-470.0,-9.5,-105.0,52.5,-110.0,-440.0,-9.5,-105.0,52.5,-110.0,-450.0,-9.0,-110.0,52.5,-110.0,-475.0,-9.0,-108.0,53.0,-108.0,-439.0,-9.0,-114.0,52.5,-109.0,-490.0,-9.5,-110.0,52.5,-110.0,-470.0,-9.5,-105.0,52.5,-110.0,-525.0,-7.0,-110.0,64.0,-110.0
