game_id,team_id,season,week,team,date,time,score,outcome,rotation,opening_moneyline,opening_spread,opening_spread_odds,opening_total,opening_total_odds,moneyline_bet_pct,moneyline_dollar_pct,spread_bet_pct,spread_dollar_pct,total_bet_pct,total_dollar_pct,8_moneyline,8_spread,8_spread_odds,8_total,8_total_odds,9_moneyline,9_spread,9_spread_odds,9_total,9_total_odds,10_moneyline,10_spread,10_spread_odds,10_total,10_total_odds,16_moneyline,16_spread,16_spread_odds,16_total,16_total_odds,20_moneyline,20_spread,20_spread_odds,20_total,20_total_odds,28_moneyline,28_spread,28_spread_odds,28_total,28_total_odds,29_moneyline,29_spread,29_spread_odds,29_total,29_total_odds,36_moneyline,36_spread,36_spread_odds,36_total,36_total_odds,44_moneyline,44_spread,44_spread_odds,44_total,44_total_odds,54_moneyline,54_spread,54_spread_odds,54_total,54_total_odds,82_moneyline,82_spread,82_spread_odds,82_total,82_total_odds,84_moneyline,84_spread,84_spread_odds,84_total,84_total_odds,123_moneyline,123_spread,123_spread_odds,123_total,123_total_odds,127_moneyline,127_spread,127_spread_odds,127_total,127_total_odds
4642810,1521,2022,9,Baltimore,Mon 11/7,8:15 PM,27,FINAL,473,-160.0,-3.5,-107.0,49.0,-110.0,30.38,1030.0,40.14,5030.0,53.23,0.0,-130.0,-1.5,-116.0,46.5,-112.0,-130.0,-1.5,-110.0,46.0,-105.0,-130.0,-2.0,-106.0,46.0,-105.0,-130.0,-2.0,-106.0,46.0,-105.0,-117.0,-1.0,-110.0,46.0,-104.0,-128.0,-1.0,-120.0,46.5,-105.0,-130.0,-2.0,-110.0,46.0,-110.0,-125.0,-1.5,-110.0,46.0,-110.0,-130.0,-2.0,-108.0,46.0,-108.0,-129.0,-2.0,-108.0,46.5,-108.0,-130.0,-1.5,-110.0,46.5,-110.0,-128.0,-1.0,-120.0,46.5,-105.0,-128.0,-2.0,-110.0,46.0,-110.0,-123.0,-1.5,-110.0,46.5,-110.0
4642810,1543,2022,9,New Orleans,Mon 11/7,8:15 PM,13,FINAL,474,140.0,3.5,-113.0,49.0,-110.0,69.62,2360.0,59.86,7500.0,46.77,0.0,110.0,1.5,-104.0,46.5,-108.0,110.0,1.5,-110.0,46.0,-115.0,110.0,2.0,-114.0,46.0,-115.0,110.0,2.0,-114.0,46.0,-115.0,106.0,1.0,-100.0,46.0,-108.0,108.0,1.0,100.0,46.5,-115.0,110.0,2.0,-110.0,46.0,-110.0,105.0,1.5,-110.0,46.0,-110.0,110.0,2.0,-108.0,46.0,-108.0,109.0,2.0,-112.0,46.5,-112.0,110.0,1.5,-110.0,46.5,-110.0,108.0,1.0,100.0,46.5,-115.0,108.0,2.0,-110.0,46.0,-110.0,103.0,1.5,-110.0,46.5,-115.0
4642799,75380,2022,9,L.A. Chargers,Sun 11/6,1:00 PM,20,FINAL,461,-160.0,-3.0,-115.0,47.5,-110.0,43.06,1490.0,54.75,5710.0,70.57,0.0,-150.0,-2.5,-115.0,49.0,-113.0,-150.0,-2.5,-120.0,49.5,-115.0,-145.0,-2.5,-114.0,49.5,-114.0,-145.0,-2.5,-114.0,49.5,-114.0,-150.0,-2.5,-120.0,49.5,-110.0,-151.0,-2.5,-120.0,49.0,-113.0,-145.0,-2.5,-115.0,49.5,-110.0,-145.0,-2.5,-110.0,49.5,-110.0,-150.0,-2.5,-118.0,49.5,-108.0,-144.0,-2.5,-112.0,49.5,-108.0,-140.0,-2.5,-110.0,49.5,-110.0,-151.0,-2.5,-120.0,49.0,-113.0,-140.0,-2.5,-110.0,49.5,-110.0,-137.0,-2.5,-110.0,49.5,-110.0
4642799,1546,2022,9,Atlanta,Sun 11/6,1:00 PM,17,FINAL,462,140.0,3.0,-105.0,47.5,-110.0,56.94,1970.0,45.25,4720.0,29.43,0.0,130.0,2.5,-105.0,49.0,-107.0,130.0,2.5,100.0,49.5,-105.0,125.0,2.5,-106.0,49.5,-106.0,125.0,2.5,-106.0,49.5,-106.0,135.0,2.5,109.0,49.5,-102.0,131.0,2.5,100.0,49.0,-107.0,125.0,2.5,-105.0,49.5,-110.0,125.0,2.5,-110.0,49.5,-110.0,130.0,2.5,102.0,49.5,-108.0,124.0,2.5,-108.0,49.5,-112.0,114.0,2.5,-110.0,49.5,-110.0,131.0,2.5,100.0,49.0,-107.0,120.0,2.5,-110.0,49.5,-110.0,114.0,2.5,-110.0,49.5,-110.0
4642800,1542,2022,9,Green Bay,Sun 11/6,1:00 PM,9,FINAL,459,-160.0,-3.5,100.0,49.0,-110.0,28.01,1070.0,34.33,3660.0,73.16,0.0,-195.0,-3.5,-115.0,49.5,-110.0,-210.0,-4.0,-110.0,50.0,-110.0,-210.0,-4.0,-111.0,50.0,-105.0,-210.0,-4.0,-111.0,50.0,-105.0,-189.0,-4.0,-106.0,49.5,-101.0,-198.0,-3.5,-115.0,49.5,-110.0,-200.0,-4.0,-110.0,49.5,-110.0,-200.0,-4.0,-110.0,49.5,-110.0,-200.0,-4.0,-108.0,49.5,-108.0,-204.0,-4.0,-107.0,49.5,-110.0,-210.0,-4.5,-110.0,49.5,-110.0,-198.0,-3.5,-115.0,49.5,-110.0,-215.0,-4.0,-110.0,49.5,-110.0,-208.0,-4.0,-110.0,49.5,-110.0
4642800,1539,2022,9,Detroit,Sun 11/6,1:00 PM,15,FINAL,460,140.0,3.5,-120.0,49.0,-110.0,71.99,2750.0,65.67,7000.0,26.84,0.0,170.0,3.5,-105.0,49.5,-110.0,175.0,4.0,-110.0,50.0,-110.0,176.0,4.0,-109.0,50.0,-115.0,176.0,4.0,-109.0,50.0,-115.0,169.0,4.0,-104.0,49.5,-111.0,168.0,3.5,-105.0,49.5,-110.0,170.0,4.0,-110.0,49.5,-110.0,175.0,4.0,-110.0,49.5,-110.0,170.0,4.0,-108.0,49.5,-108.0,174.0,4.0,-113.0,49.5,-110.0,169.0,4.5,-110.0,49.5,-110.0,168.0,3.5,-105.0,49.5,-110.0,175.0,4.0,-110.0,49.5,-110.0,171.0,4.0,-110.0,49.5,-110.0
4642801,1524,2022,9,Miami,Sun 11/6,1:00 PM,35,FINAL,455,-205.0,-3.5,-110.0,42.5,-110.0,15.85,680.0,28.47,3570.0,65.52,0.0,-191.0,-4.0,-110.0,46.0,-105.0,-210.0,-4.0,-110.0,46.5,-110.0,-200.0,-4.0,-105.0,46.5,-110.0,-205.0,-4.0,-110.0,46.5,-110.0,-186.0,-4.0,103.0,46.0,-103.0,-192.0,-3.5,-112.0,46.0,-105.0,-190.0,-4.0,-110.0,46.0,-110.0,-200.0,-4.0,-110.0,46.0,-110.0,-195.0,-4.0,-108.0,46.5,-108.0,-200.0,-4.0,-110.0,46.0,-109.0,-207.0,-4.0,-110.0,46.5,-110.0,-193.0,-4.0,-110.0,46.0,-105.0,-210.0,-4.0,-110.0,46.5,-110.0,-208.0,-4.0,-110.0,46.5,-110.0
4642801,1540,2022,9,Chicago,Sun 11/6,1:00 PM,32,FINAL,456,175.0,3.5,-110.0,42.5,-110.0,84.15,3610.0,71.53,8970.0,34.48,0.0,166.0,4.0,-110.0,46.0,-115.0,175.0,4.0,-110.0,46.5,-110.0,170.0,4.0,-115.0,46.5,-110.0,172.0,4.0,-110.0,46.5,-110.0,166.0,4.0,-113.0,46.0,-109.0,162.0,3.5,-108.0,46.0,-115.0,165.0,4.0,-110.0,46.0,-110.0,175.0,4.0,-110.0,46.0,-110.0,170.0,4.0,-108.0,46.5,-108.0,170.0,4.0,-110.0,46.0,-111.0,166.0,4.0,-110.0,46.5,-110.0,163.0,4.0,-110.0,46.0,-115.0,170.0,4.0,-110.0,46.5,-110.0,170.0,4.0,-110.0,46.5,-115.0
4642802,1533,2022,9,Las Vegas,Sun 11/6,1:00 PM,20,FINAL,465,-127.0,-1.0,-110.0,47.0,-110.0,39.32,1160.0,50.68,4500.0,63.46,0.0,-140.0,-2.5,-110.0,48.0,-110.0,-145.0,-2.5,-115.0,48.0,-110.0,-140.0,-2.5,-110.0,48.0,-110.0,-140.0,-2.5,-110.0,48.0,-110.0,-125.0,-2.5,101.0,47.5,-115.0,-140.0,-2.0,-119.0,48.0,-110.0,-140.0,-2.5,-115.0,48.0,-115.0,-140.0,-2.5,-110.0,48.0,-110.0,-145.0,-2.5,-108.0,48.0,-108.0,-142.0,-2.5,-114.0,48.0,-111.0,-141.0,-2.5,-110.0,48.0,-110.0,-140.0,-2.0,-119.0,48.0,-110.0,-145.0,-2.5,-115.0,48.0,-110.0,-137.0,-2.5,-110.0,48.0,-110.0
4642802,1529,2022,9,Jacksonville,Sun 11/6,1:00 PM,27,FINAL,466,107.0,1.0,-110.0,47.0,-110.0,60.68,1790.0,49.32,4380.0,36.54,0.0,120.0,2.5,-110.0,48.0,-110.0,125.0,2.5,-105.0,48.0,-110.0,120.0,2.5,-110.0,48.0,-110.0,120.0,2.5,-110.0,48.0,-110.0,113.0,2.5,-111.0,47.5,102.0,120.0,2.0,-101.0,48.0,-110.0,120.0,2.5,-105.0,48.0,-105.0,120.0,2.5,-110.0,48.0,-110.0,125.0,2.5,-108.0,48.0,-108.0,122.0,2.5,-106.0,48.0,-109.0,115.0,2.5,-110.0,48.0,-110.0,120.0,2.0,-101.0,48.0,-110.0,125.0,2.5,-105.0,48.0,-110.0,114.0,2.5,-110.0,48.0,-110.0
