game_id,team_id,season,week,team,date,time,score,outcome,rotation,opening_moneyline,opening_spread,opening_spread_odds,opening_total,opening_total_odds,moneyline_bet_pct,moneyline_dollar_pct,spread_bet_pct,spread_dollar_pct,total_bet_pct,total_dollar_pct,8_moneyline,8_spread,8_spread_odds,8_total,8_total_odds,9_moneyline,9_spread,9_spread_odds,9_total,9_total_odds,10_moneyline,10_spread,10_spread_odds,10_total,10_total_odds,16_moneyline,16_spread,16_spread_odds,16_total,16_total_odds,20_moneyline,20_spread,20_spread_odds,20_total,20_total_odds,28_moneyline,28_spread,28_spread_odds,28_total,28_total_odds,29_moneyline,29_spread,29_spread_odds,29_total,29_total_odds,36_moneyline,36_spread,36_spread_odds,36_total,36_total_odds,44_moneyline,44_spread,44_spread_odds,44_total,44_total_odds,54_moneyline,54_spread,54_spread_odds,54_total,54_total_odds,82_moneyline,82_spread,82_spread_odds,82_total,82_total_odds,84_moneyline,84_spread,84_spread_odds,84_total,84_total_odds,123_moneyline,123_spread,123_spread_odds,123_total,123_total_odds
4642697,1534,2022,1,Denver,Mon 9/12,8:15 PM,16,FINAL,481,-215.0,-4.0,-110.0,41.0,-110.0,8.39,780.0,20.92,4580.0,38.49,0.0,-275.0,-6.0,-115.0,43.5,-113.0,-300.0,-7.0,105.0,43.5,-110.0,-294.0,-6.0,-111.0,43.5,-112.0,-295.0,-6.0,-111.0,43.5,-112.0,-258.0,-6.0,-110.0,44.0,102.0,-273.0,-6.0,-110.0,43.5,-110.0,-280.0,-6.0,-115.0,43.5,-110.0,-275.0,-6.0,-110.0,44.0,-110.0,-280.0,-6.0,-108.0,43.5,-108.0,-278.0,-6.0,-113.0,43.5,-111.0,-290.0,-6.5,-110.0,44.0,-110.0,-273.0,-6.0,-110.0,43.5,-110.0,-300.0,-6.5,-105.0,44.0,-110.0
4642697,1548,2022,1,Seattle,Mon 9/12,8:15 PM,17,FINAL,482,185.0,4.0,-110.0,41.0,-110.0,91.61,8520.0,79.08,17310.0,61.51,0.0,230.0,6.0,-105.0,43.5,-107.0,250.0,7.0,-125.0,43.5,-110.0,240.0,6.0,-109.0,43.5,-108.0,241.0,6.0,-109.0,43.5,-108.0,225.0,6.0,-101.0,44.0,-115.0,233.0,6.0,-110.0,43.5,-110.0,240.0,6.0,-105.0,43.5,-110.0,235.0,6.0,-110.0,44.0,-110.0,230.0,6.0,-108.0,43.5,-108.0,228.0,6.0,-107.0,43.5,-109.0,240.0,6.5,-110.0,44.0,-110.0,233.0,6.0,-110.0,43.5,-110.0,240.0,6.5,-115.0,44.0,-110.0
4642683,1543,2022,1,New Orleans,Sun 9/11,1:00 PM,27,FINAL,455,-225.0,-3.5,-110.0,42.0,-110.0,22.1,1810.0,21.74,4740.0,75.61,0.0,-240.0,-5.5,-115.0,44.0,-111.0,-245.0,-5.5,-110.0,43.5,-115.0,-261.0,-6.0,-109.0,44.0,-104.0,-261.0,-6.0,-109.0,44.0,-104.0,-239.0,-6.0,-110.0,43.5,-104.0,-240.0,-5.5,-115.0,44.0,-111.0,-235.0,-5.5,-115.0,43.5,-115.0,-240.0,-5.5,-110.0,43.5,-110.0,-240.0,-5.5,-108.0,43.5,-108.0,-234.0,-5.5,-111.0,43.5,-111.0,642.0,13.5,-114.0,46.5,-111.0,-240.0,-5.5,-115.0,44.0,-111.0,-240.0,-5.5,-110.0,43.5,-110.0
4642683,1546,2022,1,Atlanta,Sun 9/11,1:00 PM,26,FINAL,456,195.0,3.5,-110.0,42.0,-110.0,77.9,6380.0,78.26,17060.0,24.39,0.0,200.0,5.5,-105.0,44.0,-109.0,205.0,5.5,-110.0,43.5,-105.0,215.0,6.0,-111.0,44.0,-116.0,215.0,6.0,-111.0,44.0,-116.0,210.0,6.0,-100.0,43.5,-108.0,200.0,5.5,-105.0,44.0,-109.0,195.0,5.5,-105.0,43.5,-105.0,200.0,5.5,-110.0,43.5,-110.0,200.0,5.5,-108.0,43.5,-108.0,199.0,5.5,-109.0,43.5,-109.0,-1666.0,-13.5,-119.0,46.5,-123.0,200.0,5.5,-105.0,44.0,-109.0,200.0,5.5,-110.0,43.5,-110.0
4642684,1521,2022,1,Baltimore,Sun 9/11,1:00 PM,24,FINAL,453,-240.0,-5.0,-115.0,45.0,-110.0,6.08,730.0,12.75,4030.0,57.7,0.0,-285.0,-6.5,-113.0,44.0,-110.0,-310.0,-6.5,-115.0,44.0,-110.0,-300.0,-6.5,-110.0,44.0,-108.0,-300.0,-6.5,-110.0,44.0,-108.0,-261.0,-6.5,-102.0,44.0,-118.0,-310.0,-6.5,-113.0,44.0,-110.0,-300.0,-6.5,-115.0,44.0,-110.0,-300.0,-6.5,-110.0,44.0,-110.0,-310.0,-6.5,-108.0,44.0,-108.0,-303.0,-6.5,-110.0,44.0,-111.0,-384.0,-20.5,-144.0,37.5,-104.0,-310.0,-6.5,-108.0,44.0,-110.0,-310.0,-6.5,-115.0,44.0,-110.0
4642684,1523,2022,1,N.Y. Jets,Sun 9/11,1:00 PM,9,FINAL,454,200.0,5.0,-105.0,45.0,-110.0,93.92,11280.0,87.25,27570.0,42.3,0.0,240.0,6.5,-107.0,44.0,-110.0,255.0,6.5,-105.0,44.0,-110.0,245.0,6.5,-110.0,44.0,-112.0,245.0,6.5,-110.0,44.0,-112.0,228.0,6.5,-108.0,44.0,105.0,250.0,6.5,-107.0,44.0,-110.0,250.0,6.5,-105.0,44.0,-110.0,250.0,6.5,-110.0,44.0,-110.0,250.0,6.5,-108.0,44.0,-108.0,243.0,6.5,-110.0,44.0,-109.0,275.0,20.5,105.0,37.5,-131.0,250.0,6.5,-112.0,44.0,-110.0,240.0,6.5,-105.0,44.0,-110.0
4642685,1519,2022,1,Pittsburgh,Sun 9/11,1:00 PM,23,FINAL OT,461,220.0,6.5,-110.0,44.5,-110.0,85.39,7250.0,55.7,13690.0,64.69,0.0,265.0,7.0,-110.0,45.0,-105.0,265.0,7.0,-110.0,44.5,-110.0,264.0,7.0,-115.0,44.5,-110.0,264.0,7.0,-115.0,44.5,-110.0,266.0,7.5,-117.0,44.5,-112.0,260.0,7.0,-110.0,45.0,-105.0,260.0,7.0,-105.0,44.5,-110.0,270.0,7.0,-110.0,44.5,-110.0,265.0,7.0,-108.0,44.5,-108.0,264.0,7.0,-105.0,44.5,-111.0,-200.0,-2.5,-158.0,42.5,-117.0,260.0,7.0,-110.0,45.0,-105.0,245.0,7.0,-110.0,44.5,-110.0
4642685,1522,2022,1,Cincinnati,Sun 9/11,1:00 PM,20,FINAL OT,462,-260.0,-6.5,-110.0,44.5,-110.0,14.61,1240.0,44.3,10890.0,35.31,0.0,-315.0,-7.0,-110.0,45.0,-115.0,-330.0,-7.0,-110.0,44.5,-110.0,-327.0,-7.0,-106.0,44.5,-110.0,-327.0,-7.0,-106.0,44.5,-110.0,-310.0,-7.5,106.0,44.5,100.0,-320.0,-7.0,-110.0,45.0,-115.0,-320.0,-7.0,-115.0,44.5,-110.0,-330.0,-7.0,-110.0,44.5,-110.0,-325.0,-7.0,-108.0,44.5,-108.0,-324.0,-7.0,-115.0,44.5,-109.0,142.0,2.5,114.0,42.5,-117.0,-320.0,-7.0,-110.0,45.0,-115.0,-320.0,-7.0,-110.0,44.5,-110.0
4642686,1525,2022,1,New England,Sun 9/11,1:00 PM,7,FINAL,457,120.0,3.0,-110.0,45.0,-110.0,66.71,5310.0,61.3,10770.0,33.55,0.0,140.0,3.0,-105.0,46.0,-110.0,140.0,3.0,-105.0,46.5,-110.0,140.0,3.0,-103.0,46.5,-109.0,140.0,3.0,-103.0,46.5,-109.0,140.0,3.0,-105.0,47.0,101.0,145.0,3.0,-105.0,46.0,-110.0,145.0,3.0,100.0,46.5,-110.0,150.0,3.0,100.0,46.5,-110.0,145.0,3.0,102.0,46.5,-108.0,144.0,3.0,-103.0,46.5,-113.0,624.0,10.5,-128.0,35.5,-123.0,145.0,3.0,-105.0,46.0,-110.0,140.0,3.0,100.0,46.5,-110.0
4642686,1524,2022,1,Miami,Sun 9/11,1:00 PM,20,FINAL,458,-140.0,-3.0,-110.0,45.0,-110.0,33.29,2650.0,38.7,6800.0,66.45,0.0,-160.0,-3.0,-115.0,46.0,-110.0,-165.0,-3.0,-115.0,46.5,-110.0,-160.0,-3.0,-117.0,46.5,-111.0,-160.0,-3.0,-117.0,46.5,-111.0,-155.0,-3.0,-105.0,47.0,-114.0,-165.0,-3.0,-115.0,46.0,-110.0,-165.0,-3.0,-120.0,46.5,-110.0,-170.0,-3.0,-120.0,46.5,-110.0,-165.0,-3.0,-118.0,46.5,-108.0,-164.0,-3.0,-117.0,46.5,-107.0,-1666.0,-10.5,-106.0,35.5,-112.0,-165.0,-3.0,-115.0,46.0,-110.0,-165.0,-3.0,-120.0,46.5,-110.0
