game_id,team_id,season,week,team,date,time,score,outcome,rotation,opening_moneyline,opening_spread,opening_spread_odds,opening_total,opening_total_odds,moneyline_bet_pct,moneyline_dollar_pct,spread_bet_pct,spread_dollar_pct,total_bet_pct,total_dollar_pct,8_moneyline,8_spread,8_spread_odds,8_total,8_total_odds,9_moneyline,9_spread,9_spread_odds,9_total,9_total_odds,10_moneyline,10_spread,10_spread_odds,10_total,10_total_odds,16_moneyline,16_spread,16_spread_odds,16_total,16_total_odds,20_moneyline,20_spread,20_spread_odds,20_total,20_total_odds,28_moneyline,28_spread,28_spread_odds,28_total,28_total_odds,29_moneyline,29_spread,29_spread_odds,29_total,29_total_odds,36_moneyline,36_spread,36_spread_odds,36_total,36_total_odds,44_moneyline,44_spread,44_spread_odds,44_total,44_total_odds,54_moneyline,54_spread,54_spread_odds,54_total,54_total_odds,82_moneyline,82_spread,82_spread_odds,82_total,82_total_odds,84_moneyline,84_spread,84_spread_odds,84_total,84_total_odds
3778640,1539,2019,6,Detroit,Mon 10/14,8:15 PM,22,FINAL,275,220.0,4.5,-105.0,43.5,-110.0,50.0,11440.0,45.0,56720.0,53.0,24730.0,165.0,3.5,-110.0,46.0,-116.0,170.0,3.5,-105.0,47.0,-110.0,170.0,3.5,-110.0,47.0,-103.0,170.0,3.5,-110.0,47.0,-103.0,176.0,3.5,-102.0,47.0,100.0,165.0,3.5,-120.0,47.0,-110.0,170.0,3.5,-110.0,47.0,-105.0,165.0,3.5,-110.0,47.0,-110.0,165.0,3.5,-105.0,46.5,-105.0,167.0,3.5,-110.0,46.5,-112.0,155.0,4.0,-115.0,47.5,100.0,165.0,3.5,-120.0,47.0,-110.0
3778640,1542,2019,6,Green Bay,Mon 10/14,8:15 PM,23,FINAL,276,-260.0,-4.5,-115.0,43.5,-110.0,50.0,11430.0,55.0,68660.0,47.0,21640.0,-190.0,-3.5,-110.0,46.0,-104.0,-200.0,-3.5,-115.0,47.0,-110.0,-200.0,-3.5,-110.0,47.0,-117.0,-200.0,-3.5,-110.0,47.0,-117.0,-198.0,-3.5,-108.0,47.0,-111.0,-195.0,-3.5,100.0,47.0,-110.0,-200.0,-3.5,-110.0,47.0,-115.0,-185.0,-3.5,-110.0,47.0,-110.0,-190.0,-3.5,-105.0,46.5,-105.0,-192.0,-3.5,-110.0,46.5,-108.0,-190.0,-4.0,-105.0,47.5,-120.0,-195.0,-3.5,100.0,47.0,-110.0
3778648,1545,2019,6,Carolina,Sun 10/13,9:30 AM,37,FINAL,251,107.0,0.0,-110.0,46.5,-110.0,44.0,970.0,59.0,5700.0,49.0,1460.0,-122.0,-2.0,-105.0,48.0,-108.0,-130.0,-2.0,-105.0,47.5,-110.0,-130.0,-2.0,-107.0,48.0,-111.0,-130.0,-2.0,-105.0,48.5,-105.0,-125.0,-2.0,-100.0,48.5,-104.0,-130.0,-1.0,-125.0,48.0,-110.0,-125.0,-2.0,-105.0,48.0,-110.0,-125.0,-2.0,-110.0,47.5,-110.0,-125.0,-1.5,-105.0,47.5,-105.0,-121.0,-1.5,-109.0,47.5,-109.0,-135.0,-2.5,-110.0,48.0,-110.0,-130.0,-1.0,-125.0,47.5,-110.0
3778648,1544,2019,6,Tampa Bay,Sun 10/13,9:30 AM,26,FINAL,252,-127.0,0.0,-110.0,46.5,-110.0,56.0,1250.0,41.0,3990.0,51.0,1490.0,102.0,2.0,-115.0,48.0,-112.0,110.0,2.0,-115.0,47.5,-110.0,110.0,2.0,-113.0,48.0,-109.0,110.0,2.0,-115.0,48.5,-115.0,113.0,2.0,-110.0,48.5,-107.0,110.0,1.0,105.0,48.0,-110.0,105.0,2.0,-115.0,48.0,-110.0,105.0,2.0,-110.0,47.5,-110.0,105.0,1.5,-105.0,47.5,-105.0,101.0,1.5,-111.0,47.5,-111.0,115.0,2.5,-110.0,48.0,-110.0,110.0,1.0,105.0,47.5,-110.0
3778639,1530,2019,6,Houston,Sun 10/13,1:00 PM,31,FINAL,257,210.0,7.5,-110.0,55.0,-110.0,55.0,1140.0,45.0,4940.0,62.0,1560.0,165.0,3.5,-110.0,54.5,-110.0,170.0,4.0,-110.0,55.5,-110.0,166.0,3.5,-108.0,54.5,-113.0,166.0,3.5,-108.0,54.5,-113.0,166.0,3.5,-108.0,54.5,-108.0,165.0,3.5,-110.0,55.0,-110.0,170.0,3.5,-110.0,54.5,-110.0,175.0,3.5,-110.0,54.5,-110.0,170.0,3.5,-105.0,54.5,-105.0,169.0,3.5,-107.0,54.5,-111.0,160.0,4.0,-110.0,55.5,-115.0,165.0,3.5,-110.0,55.0,-110.0
3778639,1531,2019,6,Kansas City,Sun 10/13,1:00 PM,24,FINAL,258,-250.0,-7.5,-110.0,55.0,-110.0,45.0,950.0,55.0,5930.0,38.0,940.0,-190.0,-3.5,-110.0,54.5,-110.0,-200.0,-4.0,-110.0,55.5,-110.0,-192.0,-3.5,-112.0,54.5,-107.0,-192.0,-3.5,-112.0,54.5,-107.0,-186.0,-3.5,-103.0,54.5,-103.0,-195.0,-3.5,-110.0,55.0,-110.0,-200.0,-3.5,-110.0,54.5,-110.0,-200.0,-3.5,-110.0,54.5,-110.0,-195.0,-3.5,-105.0,54.5,-105.0,-194.0,-3.5,-113.0,54.5,-109.0,-190.0,-4.0,-110.0,55.5,-105.0,-195.0,-3.5,-110.0,55.0,-110.0
3778641,1548,2019,6,Seattle,Sun 10/13,1:00 PM,32,FINAL,255,-119.0,2.5,-105.0,47.0,-110.0,48.0,950.0,58.0,640.0,50.0,310.0,-104.0,1.0,-108.0,45.5,-109.0,-115.0,-1.0,-105.0,45.5,-115.0,-104.0,1.0,-105.0,45.5,-110.0,-104.0,1.0,-105.0,45.5,-110.0,102.0,1.0,-104.0,45.5,-107.0,-110.0,1.0,-115.0,45.5,-110.0,-105.0,1.0,-115.0,45.5,-110.0,-105.0,1.0,-110.0,45.5,-110.0,-105.0,1.0,-105.0,45.0,-105.0,-107.0,1.0,-112.0,45.5,-109.0,100.0,0.0,100.0,46.0,-115.0,-110.0,1.0,-115.0,45.5,-110.0
3778641,1520,2019,6,Cleveland,Sun 10/13,1:00 PM,28,FINAL,256,-101.0,-2.5,-115.0,47.0,-110.0,52.0,1020.0,42.0,470.0,50.0,310.0,-116.0,-1.0,-112.0,45.5,-111.0,-105.0,1.0,-115.0,45.5,-105.0,-115.0,-1.0,-115.0,45.5,-110.0,-115.0,-1.0,-115.0,45.5,-110.0,-113.0,-1.0,-106.0,45.5,-104.0,-110.0,-1.0,-105.0,45.5,-110.0,-115.0,-1.0,-105.0,45.5,-110.0,-115.0,-1.0,-110.0,45.5,-110.0,-115.0,-1.0,-105.0,45.0,-105.0,-113.0,-1.0,-108.0,45.5,-111.0,-120.0,0.0,-120.0,46.0,-105.0,-110.0,-1.0,-105.0,45.5,-110.0
3778645,1522,2019,6,Cincinnati,Sun 10/13,1:00 PM,17,FINAL,253,450.0,9.0,-110.0,48.0,-110.0,50.0,720.0,54.0,4370.0,38.0,870.0,415.0,10.5,-110.0,47.0,-110.0,400.0,10.5,-105.0,47.0,-110.0,425.0,10.5,-112.0,47.0,-107.0,425.0,10.5,-112.0,47.0,-112.0,425.0,10.5,-106.0,47.0,-108.0,415.0,10.5,-110.0,47.0,-110.0,420.0,10.5,-115.0,47.0,-110.0,450.0,10.5,-110.0,47.0,-110.0,440.0,10.5,-105.0,47.0,-105.0,407.0,10.5,-114.0,47.0,-108.0,400.0,10.5,-105.0,47.0,-110.0,415.0,10.5,-110.0,47.0,-110.0
3778645,1521,2019,6,Baltimore,Sun 10/13,1:00 PM,23,FINAL,254,-555.0,-9.0,-110.0,48.0,-110.0,50.0,710.0,46.0,3690.0,62.0,1420.0,-510.0,-10.5,-110.0,47.0,-110.0,-600.0,-10.5,-115.0,47.0,-110.0,-565.0,-10.5,-108.0,47.0,-113.0,-565.0,-10.5,-108.0,47.0,-108.0,-531.0,-10.5,-104.0,47.0,-103.0,-565.0,-10.5,-110.0,47.0,-110.0,-570.0,-10.5,-105.0,47.0,-110.0,-600.0,-10.5,-110.0,47.0,-110.0,-565.0,-10.5,-105.0,47.0,-105.0,-532.0,-10.5,-106.0,47.0,-112.0,-550.0,-10.5,-115.0,47.0,-110.0,-565.0,-10.5,-110.0,47.0,-110.0
