eid,partid,rotation,season,week,date,time,team,score,outcome,ml_perc,ml_wag,spr_perc,spr_wag,ou_perc,ou_wag,op_ml,op_spr,op_spr_odds,op_ou,op_ou_odds,8_ml,8_spr,8_spr_odds,8_ou,8_ou_odds,9_ml,9_spr,9_spr_odds,9_ou,9_ou_odds,10_ml,10_spr,10_spr_odds,10_ou,10_ou_odds,16_ml,16_spr,16_spr_odds,16_ou,16_ou_odds,20_ml,20_spr,20_spr_odds,20_ou,20_ou_odds,28_ml,28_spr,28_spr_odds,28_ou,28_ou_odds,29_ml,29_spr,29_spr_odds,29_ou,29_ou_odds,36_ml,36_spr,36_spr_odds,36_ou,36_ou_odds,44_ml,44_spr,44_spr_odds,44_ou,44_ou_odds,54_ml,54_spr,54_spr_odds,54_ou,54_ou_odds,82_ml,82_spr,82_spr_odds,82_ou,82_ou_odds,84_ml,84_spr,84_spr_odds,84_ou,84_ou_odds
3778631,1549,455,2019,5,Sun 10/6,1:00 PM,Arizona,26,FINAL,72.0,1580.0,61.0,3880.0,54.0,560.0,162.0,4.0,-112.0,48.0,-110.0,135.0,3.0,-107.0,46.5,-110.0,130.0,3.0,-115.0,47.0,-110.0,138.0,3.0,-112.0,46.5,-106.0,138.0,3.0,-112.0,46.5,-106.0,139.0,3.0,-106.0,45.0,-115.0,138.0,3.0,-110.0,46.0,-110.0,140.0,3.0,-110.0,46.5,-110.0,140.0,3.0,-110.0,46.5,-110.0,135.0,3.0,-105.0,46.5,-105.0,137.0,3.0,-108.0,46.5,-109.0,125.0,3.0,-120.0,46.5,-115.0,138.0,3.0,-110.0,46.0,-110.0
3778631,1522,456,2019,5,,,Cincinnati,23,,28.0,600.0,39.0,2530.0,46.0,470.0,-182.0,-4.0,-108.0,48.0,-110.0,-155.0,-3.0,-113.0,46.5,-110.0,-150.0,-3.0,-105.0,47.0,-110.0,-158.0,-3.0,-108.0,46.5,-113.0,-158.0,-3.0,-108.0,46.5,-113.0,-154.0,-3.0,-104.0,45.0,103.0,-158.0,-3.0,-110.0,46.0,-110.0,-160.0,-3.0,-110.0,46.5,-110.0,-160.0,-3.0,-110.0,46.5,-110.0,-155.0,-3.0,-105.0,46.5,-105.0,-157.0,-3.0,-112.0,46.5,-111.0,-150.0,-3.0,100.0,46.5,-105.0,-158.0,-3.0,-110.0,46.0,-110.0
3778632,1529,457,2019,5,Sun 10/6,1:00 PM,Jacksonville,27,FINAL,69.0,1310.0,50.0,3980.0,57.0,650.0,160.0,3.5,-110.0,40.5,-110.0,160.0,3.0,110.0,40.5,-115.0,155.0,3.0,105.0,41.0,-110.0,166.0,3.0,110.0,41.0,-105.0,166.0,3.0,111.0,41.0,-106.0,169.0,3.0,119.0,41.0,-110.0,155.0,3.0,100.0,41.0,-115.0,150.0,3.0,100.0,40.5,-110.0,160.0,3.0,105.0,40.5,-110.0,160.0,3.0,110.0,41.0,-105.0,160.0,3.0,108.0,41.0,-105.0,130.0,3.0,-105.0,41.0,-110.0,155.0,3.0,100.0,41.0,-115.0
3778632,1545,458,2019,5,,,Carolina,34,,31.0,590.0,50.0,3950.0,43.0,500.0,-180.0,-3.5,-110.0,40.5,-110.0,-180.0,-3.0,-130.0,40.5,-105.0,-175.0,-3.0,-125.0,41.0,-110.0,-195.0,-3.0,-130.0,41.0,-115.0,-195.0,-3.0,-131.0,41.0,-114.0,-189.0,-3.0,-131.0,41.0,-101.0,-175.0,-3.0,-120.0,41.0,-105.0,-170.0,-3.0,-120.0,40.5,-110.0,-180.0,-3.0,-125.0,40.5,-110.0,-185.0,-3.0,-120.0,41.0,-105.0,-185.0,-3.0,-128.0,41.0,-115.0,-160.0,-3.0,-115.0,41.0,-110.0,-175.0,-3.0,-120.0,41.0,-105.0
3778633,1544,465,2019,5,Sun 10/6,1:00 PM,Tampa Bay,24,FINAL,63.0,1020.0,46.0,5970.0,46.0,650.0,170.0,6.5,-110.0,47.0,-110.0,133.0,3.0,-110.0,46.5,-108.0,140.0,3.0,-105.0,47.0,-105.0,135.0,3.0,-115.0,46.5,-102.0,135.0,3.0,-115.0,46.5,-102.0,133.0,3.0,-118.0,46.0,-102.0,140.0,3.0,-115.0,46.5,-110.0,135.0,3.0,-110.0,46.5,-110.0,140.0,3.0,-115.0,46.5,-110.0,140.0,3.0,-105.0,46.0,-105.0,137.0,3.0,-110.0,46.5,-108.0,135.0,3.0,-105.0,47.0,-105.0,140.0,3.0,-115.0,46.5,-110.0
3778633,1543,466,2019,5,,,New Orleans,31,,37.0,590.0,54.0,6940.0,54.0,770.0,-195.0,-6.5,-110.0,47.0,-110.0,-153.0,-3.0,-110.0,46.5,-112.0,-160.0,-3.0,-115.0,47.0,-115.0,-155.0,-3.0,-105.0,46.5,-119.0,-155.0,-3.0,-105.0,46.5,-119.0,-148.0,-3.0,107.0,46.0,-109.0,-160.0,-3.0,-105.0,46.5,-110.0,-155.0,-3.0,-110.0,46.5,-110.0,-160.0,-3.0,-105.0,46.5,-110.0,-160.0,-3.0,-105.0,46.0,-105.0,-157.0,-3.0,-110.0,46.5,-112.0,-170.0,-3.0,-115.0,47.0,-115.0,-160.0,-3.0,-105.0,46.5,-110.0
3778634,1523,463,2019,5,Sun 10/6,1:00 PM,N.Y. Jets,6,FINAL,57.0,610.0,59.0,3670.0,39.0,270.0,510.0,14.0,-110.0,44.5,-110.0,600.0,14.0,-115.0,43.0,-110.0,600.0,14.0,-105.0,43.0,-110.0,639.0,14.0,-115.0,43.0,-110.0,652.0,14.0,-115.0,43.0,-110.0,587.0,14.0,-109.0,43.0,-105.0,555.0,14.0,-110.0,43.0,-110.0,550.0,14.0,-115.0,43.0,-110.0,575.0,14.0,-110.0,43.0,-110.0,630.0,13.5,-105.0,43.0,-105.0,597.0,14.0,-115.0,43.0,-110.0,600.0,14.0,-110.0,43.0,-105.0,555.0,14.0,-110.0,43.0,-110.0
3778634,1536,464,2019,5,,,Philadelphia,31,,43.0,460.0,41.0,2550.0,61.0,420.0,-660.0,-14.0,-110.0,44.5,-110.0,-800.0,-14.0,-105.0,43.0,-110.0,-1000.0,-14.0,-115.0,43.0,-110.0,-950.0,-14.0,-105.0,43.0,-110.0,-976.0,-14.0,-105.0,43.0,-110.0,-782.0,-14.0,-101.0,43.0,-106.0,-830.0,-14.0,-110.0,43.0,-110.0,-800.0,-14.0,-105.0,43.0,-110.0,-850.0,-14.0,-110.0,43.0,-110.0,-880.0,-13.5,-105.0,43.0,-105.0,-797.0,-14.0,-105.0,43.0,-110.0,-1000.0,-14.0,-110.0,43.0,-115.0,-830.0,-14.0,-110.0,43.0,-110.0
3778635,1540,453,2019,5,Sun 10/6,1:00 PM,Chicago,21,FINAL,42.0,730.0,63.0,10440.0,30.0,810.0,-205.0,-6.0,-110.0,41.0,-110.0,-300.0,-6.5,-110.0,40.0,-110.0,-340.0,-7.0,-105.0,39.5,-115.0,-320.0,-7.0,103.0,40.0,-105.0,-320.0,-7.0,103.0,40.0,-105.0,-266.0,-6.5,-101.0,39.5,-106.0,-290.0,-6.5,-115.0,40.0,-110.0,-280.0,-6.5,-115.0,40.0,-110.0,-310.0,-6.5,-115.0,40.0,-110.0,-310.0,-6.5,-105.0,40.0,-105.0,-304.0,-6.5,-115.0,40.0,-110.0,-290.0,-7.0,100.0,40.0,-110.0,-290.0,-6.5,-115.0,40.0,-110.0
3778635,1533,454,2019,5,,,Oakland,24,,58.0,1000.0,37.0,6110.0,70.0,1890.0,175.0,6.0,-110.0,41.0,-110.0,250.0,6.5,-110.0,40.0,-110.0,270.0,7.0,-115.0,39.5,-105.0,260.0,7.0,-123.0,40.0,-115.0,260.0,7.0,-123.0,40.0,-115.0,232.0,6.5,-110.0,39.5,-105.0,240.0,6.5,-105.0,40.0,-110.0,240.0,6.5,-105.0,40.0,-110.0,255.0,6.5,-105.0,40.0,-110.0,250.0,6.5,-105.0,40.0,-105.0,244.0,6.5,-105.0,40.0,-110.0,235.0,7.0,-130.0,40.0,-110.0,240.0,6.5,-105.0,40.0,-110.0
3778637,1541,459,2019,5,Sun 10/6,1:00 PM,Minnesota,28,FINAL,34.0,680.0,59.0,8330.0,39.0,490.0,-240.0,-5.0,-110.0,46.0,-110.0,-245.0,-5.5,-115.0,44.0,-112.0,-250.0,-6.0,-115.0,43.5,-110.0,-240.0,-5.5,-110.0,43.5,-112.0,-250.0,-5.5,-119.0,43.5,-112.0,-243.0,-5.5,-116.0,44.0,-105.0,-245.0,-6.0,-110.0,43.5,-115.0,-240.0,-5.5,-115.0,43.5,-110.0,-245.0,-5.5,-110.0,43.5,-110.0,-250.0,-5.5,-105.0,43.5,-105.0,-247.0,-5.5,-111.0,43.5,-110.0,-240.0,-6.0,-110.0,43.5,-110.0,-245.0,-6.0,-110.0,43.5,-115.0
3778637,1535,460,2019,5,,,N.Y. Giants,10,,66.0,1310.0,41.0,5810.0,61.0,760.0,200.0,5.0,-110.0,46.0,-110.0,205.0,5.5,-105.0,44.0,-108.0,210.0,6.0,-105.0,43.5,-110.0,199.0,5.5,-111.0,43.5,-108.0,207.0,5.5,-101.0,43.5,-108.0,213.0,5.5,105.0,44.0,-106.0,205.0,6.0,-110.0,43.5,-105.0,200.0,5.5,-105.0,43.5,-110.0,205.0,5.5,-110.0,43.5,-110.0,210.0,5.5,-105.0,43.5,-105.0,207.0,5.5,-109.0,43.5,-110.0,200.0,6.0,-110.0,43.5,-110.0,205.0,6.0,-110.0,43.5,-105.0
3778626,1534,471,2019,5,Sun 10/6,4:05 PM,Denver,20,FINAL,50.0,3410.0,49.0,24860.0,55.0,4310.0,230.0,6.5,-110.0,43.5,-110.0,210.0,5.0,-115.0,45.5,-115.0,190.0,5.0,-110.0,46.0,-110.0,188.0,4.5,-110.0,46.0,-108.0,188.0,4.5,-110.0,46.0,-108.0,199.0,4.0,102.0,46.0,101.0,193.0,4.5,-110.0,46.0,-110.0,185.0,4.5,-110.0,46.0,-110.0,200.0,4.5,-110.0,46.0,-110.0,200.0,5.0,-105.0,45.5,-105.0,193.0,5.0,-111.0,45.5,-110.0,215.0,4.5,100.0,45.5,-110.0,193.0,4.5,-110.0,46.0,-110.0
3778626,75380,472,2019,5,,,L.A. Chargers,13,,50.0,3370.0,51.0,26270.0,45.0,3480.0,-270.0,-6.5,-110.0,43.5,-110.0,-250.0,-5.0,-105.0,45.5,-105.0,-230.0,-5.0,-110.0,46.0,-110.0,-225.0,-4.5,-110.0,46.0,-112.0,-225.0,-4.5,-110.0,46.0,-112.0,-226.0,-4.0,-113.0,46.0,-113.0,-233.0,-4.5,-110.0,46.0,-110.0,-225.0,-4.5,-110.0,46.0,-110.0,-240.0,-4.5,-110.0,46.0,-110.0,-240.0,-5.0,-105.0,45.5,-105.0,-228.0,-5.0,-109.0,45.5,-110.0,-275.0,-4.5,-120.0,45.5,-110.0,-233.0,-4.5,-110.0,46.0,-110.0
3778629,1542,473,2019,5,Sun 10/6,4:25 PM,Green Bay,34,FINAL,56.0,10440.0,49.0,46660.0,55.0,13500.0,165.0,3.5,-110.0,47.5,-110.0,155.0,3.5,-120.0,46.5,-117.0,160.0,3.5,-115.0,47.0,-105.0,158.0,3.0,105.0,46.5,-115.0,160.0,3.0,107.0,46.5,-115.0,162.0,3.5,-113.0,46.5,-107.0,161.0,3.5,-120.0,46.5,-110.0,160.0,3.5,-120.0,46.5,-115.0,170.0,3.0,100.0,46.5,-110.0,160.0,3.5,-105.0,46.5,-105.0,158.0,3.5,-113.0,46.5,-114.0,145.0,3.5,-120.0,46.5,-110.0,161.0,3.5,-120.0,46.5,-110.0
3778629,1538,474,2019,5,,,Dallas,24,,44.0,8130.0,51.0,47810.0,45.0,10840.0,-190.0,-3.5,-110.0,47.5,-110.0,-175.0,-3.5,100.0,46.5,-103.0,-180.0,-3.5,-105.0,47.0,-115.0,-184.0,-3.0,-125.0,46.5,-106.0,-185.0,-3.0,-128.0,46.5,-106.0,-181.0,-3.5,102.0,46.5,-104.0,-181.0,-3.5,100.0,46.5,-110.0,-180.0,-3.5,100.0,46.5,-105.0,-190.0,-3.0,-120.0,46.5,-110.0,-185.0,-3.5,-105.0,46.5,-105.0,-183.0,-3.5,-107.0,46.5,-106.0,-175.0,-3.5,100.0,46.5,-110.0,-181.0,-3.5,100.0,46.5,-110.0
3778636,1527,475,2019,5,Sun 10/6,8:20 PM,Indianapolis,19,FINAL,50.0,6980.0,43.0,42290.0,55.0,23500.0,405.0,5.0,-110.0,55.0,-110.0,485.0,10.5,-110.0,55.5,-110.0,425.0,11.0,-105.0,56.0,-115.0,466.0,10.5,-110.0,55.5,-105.0,447.0,10.5,-110.0,55.0,-110.0,407.0,10.5,-111.0,55.5,106.0,475.0,10.5,-105.0,55.5,-110.0,455.0,10.5,-110.0,55.5,-110.0,475.0,10.5,-110.0,55.5,-110.0,465.0,10.5,-105.0,55.5,-105.0,431.0,10.5,-114.0,55.5,-107.0,485.0,11.5,100.0,56.5,-110.0,475.0,10.5,-105.0,55.5,-110.0
3778636,1531,476,2019,5,,,Kansas City,13,,50.0,7030.0,57.0,57180.0,45.0,19000.0,-500.0,-5.0,-110.0,55.0,-110.0,-610.0,-10.5,-110.0,55.5,-110.0,-650.0,-11.0,-115.0,56.0,-105.0,-631.0,-10.5,-110.0,55.5,-115.0,-600.0,-10.5,-110.0,55.0,-110.0,-504.0,-10.5,101.0,55.5,-118.0,-650.0,-10.5,-115.0,55.5,-110.0,-630.0,-10.5,-110.0,55.5,-110.0,-650.0,-10.5,-110.0,55.5,-110.0,-615.0,-10.5,-105.0,55.5,-105.0,-556.0,-10.5,-106.0,55.5,-113.0,-725.0,-11.5,-120.0,56.5,-110.0,-650.0,-10.5,-115.0,55.5,-110.0
3778627,1550,301,2019,5,Thu 10/3,8:20 PM,L.A. Rams,29,FINAL,53.0,14310.0,49.0,52540.0,53.0,21990.0,100.0,-3.0,-110.0,47.5,-110.0,102.0,1.5,-115.0,49.0,-105.0,100.0,1.5,-115.0,49.0,-110.0,110.0,1.5,-115.0,48.5,-105.0,110.0,1.5,-115.0,48.5,-105.0,111.0,1.5,-104.0,49.0,102.0,105.0,1.0,100.0,49.0,-110.0,100.0,1.5,-110.0,49.0,-105.0,100.0,1.5,-110.0,48.5,-110.0,105.0,1.5,-105.0,48.5,-105.0,104.0,1.5,-113.0,48.5,-110.0,100.0,1.5,-110.0,49.0,-110.0,105.0,1.0,100.0,49.0,-110.0
3778627,1548,302,2019,5,,,Seattle,30,,47.0,12760.0,51.0,54680.0,47.0,19500.0,-120.0,3.0,-110.0,47.5,-110.0,-122.0,-1.5,-105.0,49.0,-115.0,-120.0,-1.5,-105.0,49.0,-110.0,-130.0,-1.5,-105.0,48.5,-115.0,-130.0,-1.5,-105.0,48.5,-115.0,-122.0,-1.5,-106.0,49.0,-113.0,-125.0,-1.0,-120.0,49.0,-110.0,-120.0,-1.5,-110.0,49.0,-115.0,-120.0,-1.5,-110.0,48.5,-110.0,-125.0,-1.5,-105.0,48.5,-105.0,-124.0,-1.5,-107.0,48.5,-110.0,-120.0,-1.5,-110.0,49.0,-110.0,-125.0,-1.0,-120.0,49.0,-110.0
