eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
3452689,289,2018,2,Mon 9/17,8:15 PM,Seattle,17,FINAL,1548,4.5,4.5,5.5,5.0,5.0,5.0,4.5,4.5,4.5,4.5,3.5,5.0,-113.0,-110.0,-110.0,-110.0,-102.0,-110.0,-105.0,-110.0,-105.0,-109.0,-115.0,-110.0,50.84,2.5,-105
3452689,290,2018,2,,,Chicago,24,,1540,-4.5,-4.5,-5.5,-5.0,-5.0,-5.0,-4.5,-4.5,-4.5,-4.5,-3.5,-5.0,-107.0,-110.0,-110.0,-110.0,-108.0,-110.0,-115.0,-110.0,-105.0,-111.0,-105.0,-110.0,49.16,-2.5,-115
3452675,275,2018,2,Sun 9/16,1:00 PM,Philadelphia,21,FINAL,1536,-3.0,-3.5,-2.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-107.0,100.0,-112.0,105.0,106.0,100.0,-110.0,-116.0,-105.0,-108.0,-130.0,-105.0,67.08,-3.0,-105
3452675,276,2018,2,,,Tampa Bay,27,,1544,3.0,3.5,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-113.0,-120.0,-108.0,-125.0,-117.0,-120.0,-110.0,-105.0,-105.0,-112.0,110.0,-115.0,32.92,3.0,-115
3452676,269,2018,2,Sun 9/16,1:00 PM,Houston,17,FINAL,1530,-3.0,-4.0,-3.0,-3.0,-3.5,-3.5,-4.0,-3.5,-3.0,-3.0,-4.0,-3.5,-121.0,-105.0,-125.0,-125.0,103.0,100.0,-110.0,-116.0,-120.0,-126.0,-115.0,-105.0,66.13,-2.0,-110
3452676,270,2018,2,,,Tennessee,20,,1528,3.0,4.0,3.0,3.0,3.5,3.5,4.0,3.5,3.0,3.0,4.0,3.5,101.0,-115.0,105.0,105.0,-114.0,-120.0,-110.0,-105.0,110.0,106.0,-105.0,-115.0,33.87,2.0,-110
3452677,261,2018,2,Sun 9/16,1:00 PM,Indianapolis,21,FINAL,1527,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.5,6.0,-109.0,-115.0,-115.0,-110.0,-108.0,-110.0,-115.0,-110.0,-105.0,-107.0,-105.0,-110.0,55.66,4.5,-110
3452677,262,2018,2,,,Washington,9,,1537,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-5.5,-5.5,-6.0,-111.0,-105.0,-105.0,-110.0,-102.0,-110.0,-105.0,-110.0,-105.0,-113.0,-115.0,-110.0,44.34,-4.5,-110
3452678,265,2018,2,Sun 9/16,1:00 PM,Minnesota,29,FINAL OT,1541,-1.5,-2.0,-1.0,-1.5,-2.0,-1.0,-2.0,-2.5,-1.5,-1.5,-2.5,-2.0,-110.0,-110.0,-115.0,-110.0,100.0,-110.0,-110.0,-110.0,-105.0,-113.0,-115.0,105.0,61.9,2.5,-110
3452678,266,2018,2,,,Green Bay,29,,1542,1.5,2.0,1.0,1.5,2.0,1.0,2.0,2.5,1.5,1.5,2.5,2.0,-110.0,-110.0,-105.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-107.0,-105.0,-125.0,38.1,-2.5,-110
3452679,277,2018,2,Sun 9/16,1:00 PM,Cleveland,18,FINAL,1520,9.5,10.0,9.5,9.5,10.0,9.5,9.5,9.5,9.5,9.5,9.0,10.0,-110.0,-110.0,-110.0,-106.0,-108.0,-110.0,-110.0,-110.0,-105.0,-107.0,-110.0,-120.0,47.04,7.0,100
