eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
3452897,131,2018,16,Mon 12/24,8:15 PM,Denver,14,FINAL,1534,-2.5,-3.0,-2.0,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-2.0,-2.0,-111.0,110.0,-111.0,-107.0,-105.0,-110.0,-115.0,-110.0,-105.0,-108.0,-110.0,-120.0,47.68,-2.5,-110
3452897,132,2018,16,,,Oakland,27,,1533,2.5,3.0,2.0,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.0,2.0,-109.0,-130.0,-109.0,-113.0,-105.0,-110.0,-105.0,-110.0,-105.0,-112.0,-110.0,100.0,52.32,2.5,-110
3452882,101,2018,16,Sun 12/23,1:00 PM,Tampa Bay,20,FINAL,1544,7.5,7.0,7.0,7.0,7.0,7.0,7.5,7.0,7.0,7.0,7.0,7.0,-122.0,100.0,-118.0,-118.0,-110.0,-110.0,-120.0,-110.0,100.0,-108.0,100.0,-105.0,47.35,8.5,-110
3452882,102,2018,16,,,Dallas,27,,1538,-7.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.5,-7.0,-7.0,-7.0,-7.0,-7.0,102.0,-120.0,-102.0,-102.0,-101.0,-110.0,100.0,-110.0,-110.0,-112.0,-120.0,-115.0,52.65,-8.5,-110
3452883,109,2018,16,Sun 12/23,1:00 PM,Jacksonville,17,FINAL,1529,3.0,3.5,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.5,3.0,100.0,-125.0,-107.0,-107.0,-105.0,-105.0,-120.0,-105.0,100.0,-105.0,-120.0,-105.0,39.83,3.5,-110
3452883,110,2018,16,,,Miami,7,,1524,-3.0,-3.5,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.0,-3.0,-3.5,-3.0,-120.0,105.0,-113.0,-113.0,-105.0,-115.0,100.0,-116.0,-110.0,-115.0,100.0,-115.0,60.17,-3.5,-110
3452884,105,2018,16,Sun 12/23,1:00 PM,Atlanta,24,FINAL,1546,-3.0,-3.0,-3.0,-3.0,-2.5,-2.5,-3.0,-2.5,-2.5,-2.5,-3.0,-2.0,-125.0,105.0,105.0,105.0,-119.0,-115.0,100.0,-120.0,-105.0,-119.0,100.0,-120.0,53.33,3.0,-110
3452884,106,2018,16,,,Carolina,10,,1545,3.0,3.0,3.0,3.0,2.5,2.5,3.0,2.5,2.5,2.5,3.0,2.0,105.0,-125.0,-125.0,-125.0,106.0,-105.0,-120.0,100.0,-105.0,-101.0,-120.0,100.0,46.67,-3.0,-110
3452885,113,2018,16,Sun 12/23,1:00 PM,Houston,30,FINAL,1530,2.0,2.5,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,-110.0,-115.0,-116.0,-116.0,102.0,-110.0,-110.0,-110.0,-105.0,-109.0,-110.0,100.0,49.62,-1.5,-110
3452885,114,2018,16,,,Philadelphia,32,,1536,-2.0,-2.5,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-110.0,-105.0,-104.0,-104.0,-114.0,-110.0,-110.0,-110.0,-105.0,-111.0,-110.0,-120.0,50.38,1.5,-110
3452886,111,2018,16,Sun 12/23,1:00 PM,N.Y. Giants,27,FINAL,1535,10.0,9.5,10.0,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,-120.0,-105.0,-115.0,-115.0,-115.0,-120.0,-115.0,-120.0,-105.0,-108.0,-120.0,-115.0,57.81,9.0,-115
3452886,112,2018,16,,,Indianapolis,28,,1527,-10.0,-9.5,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-9.5,-9.5,-10.0,-10.0,100.0,-115.0,-105.0,-105.0,103.0,100.0,-105.0,100.0,-105.0,-112.0,100.0,-105.0,42.19,-9.0,-105
3452887,117,2018,16,Sun 12/23,1:00 PM,Green Bay,44,FINAL OT,1542,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-108.0,-120.0,-101.0,-101.0,106.0,-110.0,-110.0,-110.0,-105.0,-110.0,-115.0,100.0,55.34,-3.5,105
3452887,118,2018,16,,,N.Y. Jets,38,,1523,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-112.0,100.0,-119.0,-119.0,-119.0,-110.0,-110.0,-110.0,-105.0,-110.0,-105.0,-120.0,44.66,3.5,-125
3452888,115,2018,16,Sun 12/23,1:00 PM,Minnesota,27,FINAL,1541,-6.5,-6.5,-6.0,-6.0,-6.5,-6.5,-6.5,-6.5,-6.0,-6.5,-6.5,-6.5,-105.0,-110.0,-105.0,-105.0,102.0,-105.0,-110.0,-105.0,-105.0,-108.0,-115.0,100.0,53.15,-5.0,-110
3452888,116,2018,16,,,Detroit,9,,1539,6.5,6.5,6.0,6.0,6.5,6.5,6.5,6.5,6.0,6.5,6.5,6.5,-115.0,-110.0,-115.0,-115.0,-114.0,-115.0,-110.0,-116.0,-105.0,-112.0,-105.0,-120.0,46.85,5.0,-110
3452889,103,2018,16,Sun 12/23,1:00 PM,Buffalo,12,FINAL,1526,13.5,13.5,13.5,13.5,14.0,13.5,13.5,13.5,13.5,13.5,13.5,13.0,-105.0,-105.0,-102.0,-102.0,-114.0,-105.0,-105.0,-105.0,-105.0,-103.0,-105.0,105.0,53.02,13.0,-105
3452889,104,2018,16,,,New England,24,,1525,-13.5,-13.5,-13.5,-13.5,-14.0,-13.5,-13.5,-13.5,-13.5,-13.5,-13.5,-13.0,-115.0,-115.0,-118.0,-118.0,102.0,-115.0,-115.0,-116.0,-105.0,-117.0,-115.0,-125.0,46.98,-13.0,-115
3452891,119,2018,16,Sun 12/23,1:00 PM,Cincinnati,18,FINAL,1522,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,-120.0,-115.0,-115.0,-115.0,-113.0,-120.0,-115.0,-120.0,100.0,-107.0,-120.0,-120.0,50.08,7.0,-115
3452891,120,2018,16,,,Cleveland,26,,1520,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-9.5,-9.5,-10.0,-10.0,100.0,-105.0,-105.0,-105.0,102.0,100.0,-105.0,100.0,-110.0,-113.0,100.0,100.0,49.92,-7.0,-105
3452892,121,2018,16,Sun 12/23,4:05 PM,L.A. Rams,31,FINAL,1550,-14.0,-14.0,-14.0,-14.0,-14.5,-14.0,-14.5,-14.0,-14.0,-14.0,-14.0,-14.0,-111.0,-110.0,-105.0,-105.0,115.0,-105.0,100.0,-110.0,-105.0,-112.0,-110.0,-105.0,48.28,-14.0,-110
3452892,122,2018,16,,,Arizona,9,,1549,14.0,14.0,14.0,14.0,14.5,14.0,14.5,14.0,14.0,14.0,14.0,14.0,-109.0,-110.0,-115.0,-115.0,-130.0,-115.0,-120.0,-110.0,-105.0,-108.0,-110.0,-115.0,51.72,14.0,-110
3452893,125,2018,16,Sun 12/23,4:05 PM,Chicago,14,FINAL,1540,-4.0,-4.5,-3.0,-3.0,-3.5,-3.5,-3.5,-3.5,-3.5,-4.0,-4.0,-3.5,100.0,-110.0,-127.0,-127.0,-103.0,-110.0,-110.0,-110.0,-105.0,-111.0,-115.0,-110.0,54.65,-4.5,-110
3452893,126,2018,16,,,San Francisco,9,,1547,4.0,4.5,3.0,3.0,3.5,3.5,3.5,3.5,3.5,4.0,4.0,3.5,-120.0,-110.0,107.0,107.0,-108.0,-110.0,-110.0,-110.0,-105.0,-109.0,-105.0,-110.0,45.35,4.5,-110
3452895,127,2018,16,Sun 12/23,4:25 PM,Pittsburgh,28,FINAL,1519,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,-110.0,-105.0,-110.0,-110.0,-103.0,-110.0,-110.0,-110.0,-105.0,-112.0,-110.0,-110.0,48.37,7.0,-110
3452895,128,2018,16,,,New Orleans,31,,1543,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-110.0,-115.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-105.0,-108.0,-110.0,-110.0,51.63,-7.0,-110
3452896,129,2018,16,Sun 12/23,8:20 PM,Kansas City,31,FINAL,1531,-1.0,-1.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-110.0,-110.0,-121.0,-121.0,-110.0,-110.0,-115.0,-110.0,-105.0,-114.0,-110.0,-105.0,49.73,0.0,-110
3452896,130,2018,16,,,Seattle,38,,1548,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-110.0,-110.0,100.0,100.0,-101.0,-110.0,-105.0,-110.0,-105.0,-106.0,-110.0,-115.0,50.27,0.0,-110
3452890,107,2018,16,Sat 12/22,4:30 PM,Washington,16,FINAL,1537,12.0,11.0,12.0,12.0,12.5,12.0,11.5,10.0,11.5,11.5,12.0,11.0,-110.0,100.0,-110.0,-110.0,-110.0,-110.0,-105.0,-105.0,-105.0,-109.0,-110.0,100.0,50.96,10.0,-110
3452890,108,2018,16,,,Tennessee,25,,1528,-12.0,-11.0,-12.0,-12.0,-12.5,-12.0,-11.5,-10.0,-11.5,-11.5,-12.0,-11.0,-110.0,-120.0,-110.0,-110.0,-101.0,-110.0,-115.0,-116.0,-105.0,-111.0,-110.0,-120.0,49.04,-10.0,-110
3452894,123,2018,16,Sat 12/22,8:20 PM,Baltimore,22,FINAL,1521,4.0,4.5,4.0,4.0,4.0,4.0,4.5,4.0,4.0,4.0,4.5,4.0,-110.0,-105.0,-109.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-109.0,-115.0,-110.0,41.43,6.0,-115
3452894,124,2018,16,,,L.A. Chargers,10,,75380,-4.0,-4.5,-4.0,-4.0,-4.0,-4.0,-4.5,-4.0,-4.0,-4.0,-4.5,-4.0,-110.0,-115.0,-111.0,-110.0,-101.0,-110.0,-110.0,-110.0,-105.0,-111.0,-105.0,-110.0,58.57,-6.0,-105
