eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
3452705,489,2018,3,Mon 9/24,8:15 PM,Pittsburgh,30,FINAL,1519,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-105.0,-110.0,-105.0,-105.0,101.0,-110.0,-110.0,-110.0,-105.0,-107.0,-110.0,-110.0,51.33,-2.5,-110
3452705,490,2018,3,,,Tampa Bay,27,,1544,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-115.0,-110.0,-115.0,-115.0,-112.0,-110.0,-110.0,-110.0,-105.0,-113.0,-110.0,-110.0,48.67,2.5,-110
3452691,467,2018,3,Sun 9/23,1:00 PM,New Orleans,43,FINAL OT,1543,1.5,1.5,1.5,1.5,1.5,2.0,2.0,2.0,1.5,2.0,2.0,1.0,-105.0,-110.0,-105.0,-105.0,-101.0,-110.0,-110.0,-110.0,-105.0,-109.0,-115.0,100.0,60.8,4.0,-110
3452691,468,2018,3,,,Atlanta,37,,1546,-1.5,-1.5,-1.5,-1.5,-1.5,-2.0,-2.0,-2.0,-1.5,-2.0,-2.0,-1.0,-115.0,-110.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-105.0,-111.0,-105.0,-120.0,39.2,-4.0,-110
3452692,477,2018,3,Sun 9/23,1:00 PM,Buffalo,27,FINAL,1526,16.5,17.0,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.0,-112.0,-110.0,-115.0,-115.0,-108.0,-110.0,-110.0,-110.0,-105.0,-107.0,-105.0,-120.0,44.56,16.5,-110
3452692,478,2018,3,,,Minnesota,6,,1541,-16.5,-17.0,-16.5,-16.5,-16.5,-16.5,-16.5,-16.5,-16.5,-16.5,-17.5,-17.0,-108.0,-110.0,-105.0,-105.0,-103.0,-110.0,-110.0,-110.0,-105.0,-113.0,-115.0,100.0,55.44,-16.5,-110
3452693,469,2018,3,Sun 9/23,1:00 PM,Denver,14,FINAL,1534,5.5,6.0,5.5,5.5,5.5,5.5,5.5,6.0,5.5,5.5,6.0,6.0,-114.0,-115.0,-110.0,-110.0,-106.0,-110.0,-110.0,-110.0,-105.0,-110.0,-110.0,-120.0,44.88,3.5,-105
3452693,470,2018,3,,,Baltimore,27,,1521,-5.5,-6.0,-5.5,-5.5,-5.5,-5.5,-5.5,-6.0,-5.5,-5.5,-6.0,-6.0,-106.0,-105.0,-110.0,-110.0,-104.0,-110.0,-110.0,-110.0,-105.0,-110.0,-110.0,100.0,55.12,-3.5,-115
3452694,461,2018,3,Sun 9/23,1:00 PM,Indianapolis,16,FINAL,1527,6.5,7.0,6.5,6.5,6.5,6.5,7.0,6.5,6.5,6.5,6.5,6.5,-106.0,-120.0,-111.0,-111.0,-103.0,-110.0,-125.0,-110.0,-105.0,-114.0,100.0,-110.0,49.27,6.0,-110
3452694,462,2018,3,,,Philadelphia,20,,1536,-6.5,-7.0,-6.5,-6.5,-6.5,-6.5,-7.0,-6.5,-6.5,-6.5,-6.5,-6.5,-114.0,100.0,-109.0,-109.0,-108.0,-110.0,105.0,-110.0,-105.0,-106.0,-120.0,-110.0,50.73,-6.0,-110
