eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
3452778,275,2018,8,Mon 10/29,8:15 PM,New England,25,FINAL,1525,-14.0,-14.5,-13.5,-13.5,-13.5,-13.5,-14.0,-13.5,-13.5,-13.5,-14.5,-13.5,-105.0,-115.0,-110.0,-110.0,-107.0,-115.0,-105.0,-110.0,-110.0,-115.0,-120.0,-118.0,59.26,-13.0,-110
3452778,276,2018,8,,,Buffalo,6,,1526,14.0,14.5,13.5,13.5,13.5,13.5,14.0,13.5,13.5,13.5,14.5,13.5,-115.0,-105.0,-110.0,-110.0,-103.0,-105.0,-115.0,-110.0,100.0,-105.0,100.0,-102.0,40.74,13.0,-110
3452766,251,2018,8,Sun 10/28,9:30 AM,Philadelphia,24,FINAL,1536,-3.5,-4.5,-3.0,-3.0,-4.0,-4.0,-4.0,-4.0,-3.5,-3.5,-4.5,-4.0,-113.0,-110.0,-130.0,-130.0,-103.0,-110.0,-115.0,-110.0,-115.0,-120.0,-115.0,100.0,64.19,-3.0,100
3452766,252,2018,8,,,Jacksonville,18,,1529,3.5,4.5,3.0,3.0,4.0,4.0,4.0,4.0,3.5,3.5,4.5,4.0,-107.0,-110.0,110.0,110.0,-108.0,-110.0,-105.0,-110.0,105.0,100.0,-105.0,-120.0,35.81,3.0,-120
3452767,253,2018,8,Sun 10/28,1:00 PM,Cleveland,18,FINAL,1520,8.5,8.5,8.0,8.0,8.5,8.0,8.5,8.5,8.0,8.0,8.5,8.0,-114.0,-105.0,-113.0,-113.0,-108.0,-110.0,-115.0,-110.0,-105.0,-106.0,-110.0,-105.0,48.14,7.0,-105
3452767,254,2018,8,,,Pittsburgh,33,,1519,-8.5,-8.5,-8.0,-8.0,-8.5,-8.0,-8.5,-8.5,-8.0,-8.0,-8.5,-8.0,-106.0,-115.0,-107.0,-107.0,-103.0,-110.0,-105.0,-110.0,-105.0,-114.0,-110.0,-115.0,51.86,-7.0,-115
3452768,259,2018,8,Sun 10/28,1:00 PM,Washington,20,FINAL,1537,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-105.0,-105.0,-110.0,-110.0,-101.0,-110.0,-110.0,-110.0,-105.0,-105.0,-120.0,-105.0,65.21,-1.0,-110
3452768,260,2018,8,,,N.Y. Giants,13,,1535,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-115.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-105.0,-115.0,100.0,-115.0,34.79,1.0,-110
3452769,261,2018,8,Sun 10/28,1:00 PM,Seattle,28,FINAL,1548,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-101.0,100.0,100.0,100.0,-101.0,100.0,100.0,100.0,-105.0,-102.0,-120.0,-107.0,56.05,2.5,100
3452769,262,2018,8,,,Detroit,14,,1539,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-119.0,-120.0,-120.0,-120.0,-110.0,-120.0,-120.0,-120.0,-105.0,-118.0,100.0,-113.0,43.95,-2.5,-120
