eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
3452791,473,2018,9,Mon 11/5,8:15 PM,Tennessee,28,FINAL,1528,4.5,5.5,4.0,4.0,4.5,4.5,5.0,4.5,4.5,4.5,5.5,4.5,-113.0,-110.0,-101.0,-101.0,101.0,-110.0,-110.0,-110.0,-105.0,-110.0,-105.0,-108.0,43.83,4.0,-105
3452791,474,2018,9,,,Dallas,14,,1538,-4.5,-5.5,-4.0,-4.0,-4.5,-4.5,-5.0,-4.5,-4.5,-4.5,-5.5,-4.5,-107.0,-110.0,-120.0,-120.0,-112.0,-110.0,-110.0,-110.0,-105.0,-110.0,-115.0,-112.0,56.17,-4.0,-115
3452780,459,2018,9,Sun 11/4,1:00 PM,N.Y. Jets,6,FINAL,1523,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-114.0,-110.0,-119.0,-119.0,-108.0,-115.0,-115.0,-116.0,-105.0,-114.0,-115.0,-110.0,54.56,3.0,-110
3452780,460,2018,9,,,Miami,13,,1524,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-106.0,-110.0,-101.0,-101.0,-103.0,-105.0,-105.0,-105.0,-105.0,-106.0,-105.0,-110.0,45.44,-3.0,-110
3452781,461,2018,9,Sun 11/4,1:00 PM,Atlanta,38,FINAL,1546,2.0,1.5,1.5,1.5,1.5,1.0,1.5,1.5,2.0,2.0,1.5,1.5,-110.0,-115.0,-110.0,-110.0,102.0,-105.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,48.81,2.5,-110
3452781,462,2018,9,,,Washington,14,,1537,-2.0,-1.5,-1.5,-1.5,-1.5,-1.0,-1.5,-1.5,-2.0,-2.0,-1.5,-1.5,-110.0,-105.0,-110.0,-110.0,-114.0,-115.0,-110.0,-110.0,100.0,-105.0,-115.0,-110.0,51.19,-2.5,-110
3452782,451,2018,9,Sun 11/4,1:00 PM,Detroit,9,FINAL,1539,4.5,5.5,5.0,5.0,4.5,5.0,5.0,4.5,5.5,5.0,6.0,5.0,-105.0,-115.0,-110.0,-110.0,-101.0,-110.0,-105.0,-105.0,-105.0,-109.0,-115.0,-110.0,33.0,6.0,-110
3452782,452,2018,9,,,Minnesota,24,,1541,-4.5,-5.5,-5.0,-5.0,-4.5,-5.0,-5.0,-4.5,-5.5,-5.0,-6.0,-5.0,-115.0,-105.0,-110.0,-110.0,-110.0,-110.0,-115.0,-116.0,-105.0,-111.0,-105.0,-110.0,67.0,-6.0,-110
3452783,453,2018,9,Sun 11/4,1:00 PM,Kansas City,37,FINAL,1531,-7.5,-9.0,-8.0,-8.0,-7.5,-8.0,-9.0,-8.0,-7.5,-7.5,-9.5,-8.0,-116.0,-115.0,-112.0,-112.0,-110.0,-110.0,100.0,-110.0,-105.0,-112.0,-120.0,-110.0,62.88,-8.5,-110
3452783,454,2018,9,,,Cleveland,21,,1520,7.5,9.0,8.0,8.0,7.5,8.0,9.0,8.0,7.5,7.5,9.5,8.0,-104.0,-105.0,-108.0,-108.0,-101.0,-110.0,-120.0,-110.0,-105.0,-108.0,100.0,-110.0,37.12,8.5,-110
3452784,457,2018,9,Sun 11/4,1:00 PM,Tampa Bay,28,FINAL,1544,6.0,6.5,6.0,6.0,6.0,6.0,6.5,6.0,6.0,6.0,6.5,6.0,-105.0,-115.0,-105.0,-105.0,100.0,-110.0,-125.0,-105.0,-105.0,-108.0,-105.0,-110.0,46.85,5.5,-110
3452784,458,2018,9,,,Carolina,42,,1545,-6.0,-6.5,-6.0,-6.0,-6.0,-6.0,-6.5,-6.0,-6.0,-6.0,-6.5,-6.0,-115.0,-105.0,-115.0,-115.0,-111.0,-110.0,105.0,-116.0,-105.0,-112.0,-115.0,-110.0,53.15,-5.5,-110
3452785,455,2018,9,Sun 11/4,1:00 PM,Pittsburgh,23,FINAL,1519,1.0,1.0,1.5,1.5,1.5,2.0,1.5,1.5,1.5,1.5,1.5,2.0,100.0,-110.0,-105.0,-105.0,102.0,-110.0,-105.0,-110.0,-105.0,-110.0,-115.0,-110.0,64.06,3.0,-115
3452785,456,2018,9,,,Baltimore,16,,1521,-1.0,-1.0,-1.5,-1.5,-1.5,-2.0,-1.5,-1.5,-1.5,-1.5,-1.5,-2.0,-120.0,-110.0,-115.0,-115.0,-114.0,-110.0,-115.0,-110.0,-105.0,-110.0,-105.0,-110.0,35.94,-3.0,-105
