eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
3452818,475,2018,11,Mon 11/19,8:15 PM,Kansas City,51,FINAL,1531,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.5,100.0,100.0,106.0,106.0,106.0,-115.0,-105.0,105.0,105.0,103.0,-105.0,-115.0,57.09,3.0,-105
3452818,476,2018,11,,,L.A. Rams,54,,1550,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-120.0,-120.0,-126.0,-126.0,-119.0,-105.0,-115.0,-125.0,-115.0,-123.0,-115.0,-105.0,42.91,-3.0,-115
3452807,463,2018,11,Sun 11/18,1:00 PM,Houston,23,FINAL,1530,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-123.0,-125.0,-118.0,-118.0,-114.0,105.0,-120.0,-120.0,-110.0,-119.0,105.0,105.0,61.18,-3.0,-104
3452807,464,2018,11,,,Washington,21,,1537,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,103.0,105.0,-102.0,-102.0,102.0,-125.0,100.0,100.0,100.0,-101.0,-125.0,-125.0,38.82,3.0,-116
3452808,465,2018,11,Sun 11/18,1:00 PM,Tampa Bay,35,FINAL,1544,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,2.5,100.0,100.0,100.0,100.0,102.0,-110.0,-105.0,100.0,100.0,-106.0,100.0,-110.0,46.84,1.0,-115
3452808,466,2018,11,,,N.Y. Giants,38,,1535,-3.0,-3.0,-3.0,-3.0,-3.0,-2.5,-3.0,-3.0,-3.0,-3.0,-3.0,-2.5,-120.0,-120.0,-120.0,-120.0,-114.0,-110.0,-115.0,-120.0,-110.0,-114.0,-120.0,-110.0,53.16,-1.0,-105
3452810,453,2018,11,Sun 11/18,1:00 PM,Dallas,22,FINAL,1538,3.5,3.5,3.5,3.5,3.5,3.0,3.5,3.5,3.5,3.5,3.5,3.0,-109.0,-105.0,-111.0,-111.0,-108.0,100.0,-110.0,-110.0,-105.0,-112.0,-105.0,100.0,38.72,3.0,100
3452810,454,2018,11,,,Atlanta,19,,1546,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,-111.0,-115.0,-109.0,-109.0,-103.0,-120.0,-110.0,-110.0,-105.0,-108.0,-115.0,-120.0,61.28,-3.0,-120
3452811,455,2018,11,Sun 11/18,1:00 PM,Cincinnati,21,FINAL,1522,6.5,6.0,6.5,6.5,6.5,,6.5,6.5,6.5,6.5,6.5,,-110.0,100.0,-110.0,-110.0,-110.0,,-110.0,-110.0,-105.0,-110.0,-115.0,,56.79,4.0,100
3452811,456,2018,11,,,Baltimore,24,,1521,-6.5,-6.0,-6.5,-6.5,-6.5,,-6.5,-6.5,-6.5,-6.5,-6.5,,-110.0,-120.0,-110.0,-110.0,-101.0,,-110.0,-110.0,-105.0,-110.0,-105.0,,43.21,-4.0,-120
