eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
3452720,277,2018,4,Mon 10/1,8:15 PM,Kansas City,27,FINAL,1531,-3.5,-4.0,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,-3.0,-4.5,-3.5,100.0,-105.0,-105.0,-105.0,102.0,-105.0,-110.0,-105.0,-125.0,-132.0,-105.0,-105.0,55.24,-3.5,-115
3452720,278,2018,4,,,Denver,23,,1534,3.5,4.0,3.5,3.5,3.5,3.5,3.5,3.5,3.0,3.0,4.5,3.5,-120.0,-115.0,-115.0,-115.0,-113.0,-115.0,-110.0,-116.0,115.0,112.0,-115.0,-115.0,44.76,3.5,-105
3452707,255,2018,4,Sun 9/30,1:00 PM,Cincinnati,37,FINAL,1522,3.5,3.5,3.0,3.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.0,-116.0,-110.0,102.0,102.0,-114.0,-115.0,-110.0,-116.0,-115.0,-115.0,-105.0,100.0,59.11,6.0,-110
3452707,256,2018,4,,,Atlanta,36,,1546,-3.5,-3.5,-3.0,-3.0,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,-104.0,-110.0,-122.0,-122.0,102.0,-105.0,-110.0,-105.0,105.0,-105.0,-115.0,-120.0,40.89,-6.0,-110
3452708,263,2018,4,Sun 9/30,1:00 PM,Tampa Bay,10,FINAL,1544,3.0,3.0,2.5,2.5,3.0,2.5,3.0,3.0,2.5,2.5,3.0,3.0,-121.0,-115.0,-117.0,-117.0,-127.0,-105.0,-120.0,-120.0,105.0,101.0,-105.0,-130.0,43.87,2.5,-110
3452708,264,2018,4,,,Chicago,48,,1540,-3.0,-3.0,-2.5,-2.5,-3.0,-2.5,-3.0,-3.0,-2.5,-2.5,-3.0,-3.0,101.0,-105.0,-103.0,-103.0,113.0,-115.0,100.0,100.0,-115.0,-121.0,-115.0,110.0,56.13,-2.5,-110
3452709,253,2018,4,Sun 9/30,1:00 PM,Houston,37,FINAL OT,1530,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-113.0,-115.0,-114.0,-114.0,-107.0,-115.0,-110.0,-110.0,-105.0,-113.0,-115.0,-110.0,40.46,3.0,-115
3452709,254,2018,4,,,Indianapolis,34,,1527,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-107.0,-105.0,-106.0,-106.0,-103.0,-105.0,-110.0,-110.0,-105.0,-107.0,-105.0,-110.0,59.54,-3.0,-105
3452710,261,2018,4,Sun 9/30,1:00 PM,N.Y. Jets,12,FINAL,1523,7.5,7.5,7.0,7.0,7.5,7.0,7.5,7.5,7.0,7.0,9.0,7.5,-120.0,-115.0,-108.0,-108.0,-121.0,-105.0,-125.0,-120.0,-105.0,-106.0,-120.0,-125.0,52.75,9.0,-110
3452710,262,2018,4,,,Jacksonville,31,,1529,-7.5,-7.5,-7.0,-7.0,-7.5,-7.0,-7.5,-7.5,-7.0,-7.0,-9.0,-7.5,100.0,-105.0,-112.0,-112.0,108.0,-115.0,105.0,100.0,-105.0,-114.0,100.0,105.0,47.25,-9.0,-110
