eid,partid,rotation,season,week,date,time,team,score,outcome,ml_perc,ml_wag,spr_perc,spr_wag,ou_perc,ou_wag,op_ml,op_spr,op_spr_odds,op_ou,op_ou_odds,8_ml,8_spr,8_spr_odds,8_ou,8_ou_odds,9_ml,9_spr,9_spr_odds,9_ou,9_ou_odds,10_ml,10_spr,10_spr_odds,10_ou,10_ou_odds,16_ml,16_spr,16_spr_odds,16_ou,16_ou_odds,20_ml,20_spr,20_spr_odds,20_ou,20_ou_odds,28_ml,28_spr,28_spr_odds,28_ou,28_ou_odds,29_ml,29_spr,29_spr_odds,29_ou,29_ou_odds,36_ml,36_spr,36_spr_odds,36_ou,36_ou_odds,44_ml,44_spr,44_spr_odds,44_ou,44_ou_odds,54_ml,54_spr,54_spr_odds,54_ou,54_ou_odds,82_ml,82_spr,82_spr_odds,82_ou,82_ou_odds,84_ml,84_spr,84_spr_odds,84_ou,84_ou_odds,123_ml,123_spr,123_spr_odds,123_ou,123_ou_odds,127_ml,127_spr,127_spr_odds,127_ou,127_ou_odds
4700914,1529,473,2023,18,Sun 1/7,1:00 PM,Jacksonville,20,FINAL,17.02,650.0,41.28,3860.0,70.11,0.0,-190.0,-3.5,-110.0,40.5,-110.0,-180.0,-3.0,-125.0,41.5,-105.0,-185.0,-3.5,110.0,41.5,-105.0,-185.0,-3.0,-115.0,41.5,-110.0,-185.0,-3.0,-115.0,41.5,-110.0,-180.0,-3.5,104.0,41.0,-118.0,-185.0,-3.0,-125.0,41.0,-110.0,-180.0,-3.5,-105.0,41.5,-110.0,-175.0,-3.5,100.0,41.5,-110.0,-180.0,-3.5,102.0,41.0,-108.0,-182.0,-3.5,100.0,41.0,-110.0,-175.0,-3.5,-103.0,42.5,-110.0,-185.0,-3.0,-125.0,41.0,-110.0,-190.0,-3.5,100.0,41.5,-110.0,-182.0,-4.0,102.0,42.0,-110.0
4700914,1528,474,2023,18,,,Tennessee,28,,82.98,3170.0,58.72,5490.0,29.89,0.0,165.0,3.5,-110.0,40.5,-110.0,160.0,3.0,105.0,41.5,-115.0,160.0,3.5,-130.0,41.5,-115.0,160.0,3.0,-105.0,41.5,-110.0,160.0,3.0,-105.0,41.5,-110.0,160.0,3.5,-115.0,41.0,105.0,165.0,3.0,105.0,41.0,-110.0,160.0,3.5,-115.0,41.5,-110.0,155.0,3.5,-120.0,41.5,-110.0,155.0,3.5,-118.0,41.0,-108.0,157.0,3.5,-120.0,41.0,-110.0,150.0,3.5,-117.0,42.5,-110.0,165.0,3.0,105.0,41.0,-110.0,165.0,3.5,-120.0,41.5,-110.0,150.0,4.0,-135.0,42.0,-115.0
4700904,1548,465,2023,18,Sun 1/7,4:25 PM,Seattle,21,FINAL,34.7,1100.0,46.89,4820.0,76.81,0.0,-175.0,-3.0,-120.0,47.5,-110.0,-149.0,-3.0,101.0,48.0,-110.0,-150.0,-3.0,100.0,47.5,-115.0,-148.0,-3.0,-102.0,47.5,-111.0,-148.0,-3.0,-102.0,47.5,-111.0,-150.0,-3.0,102.0,48.5,105.0,-150.0,-3.0,105.0,48.0,-110.0,-150.0,-3.0,100.0,48.0,-110.0,-145.0,-3.0,100.0,48.0,-110.0,-145.0,-2.5,-118.0,48.0,-108.0,-146.0,-2.5,-116.0,48.0,-110.0,-155.0,-3.0,-105.0,47.5,-109.0,-150.0,-3.0,105.0,48.0,-110.0,-150.0,-3.0,-102.0,47.5,-110.0,-154.0,-3.0,100.0,48.0,-108.0
4700904,1549,466,2023,18,,,Arizona,20,,65.3,2070.0,53.11,5460.0,23.19,0.0,155.0,3.0,100.0,47.5,-110.0,129.0,3.0,-121.0,48.0,-110.0,130.0,3.0,-120.0,47.5,-105.0,128.0,3.0,-118.0,47.5,-109.0,128.0,3.0,-118.0,47.5,-109.0,134.0,3.0,-113.0,48.5,-118.0,130.0,3.0,-125.0,48.0,-110.0,130.0,3.0,-120.0,48.0,-110.0,125.0,3.0,-120.0,48.0,-110.0,125.0,2.5,102.0,48.0,-108.0,126.0,2.5,-104.0,48.0,-110.0,135.0,3.0,-115.0,47.5,-111.0,130.0,3.0,-125.0,48.0,-110.0,130.0,3.0,-118.0,47.5,-110.0,128.0,3.0,-112.0,48.0,-112.0
4700905,1540,463,2023,18,Sun 1/7,4:25 PM,Chicago,9,FINAL,70.69,3570.0,55.91,8280.0,75.93,0.0,160.0,2.0,-110.0,44.0,-110.0,127.0,2.5,-103.0,46.0,-115.0,125.0,2.5,100.0,46.0,-115.0,132.0,3.0,-120.0,45.5,-114.0,132.0,3.0,-120.0,45.5,-114.0,124.0,3.0,-125.0,46.0,-109.0,135.0,3.0,-120.0,46.0,-110.0,135.0,2.5,105.0,46.0,-110.0,135.0,2.5,105.0,46.0,-110.0,125.0,2.5,-103.0,46.0,-108.0,128.0,2.5,-101.0,46.0,-110.0,130.0,3.0,-115.0,46.0,-110.0,135.0,3.0,-125.0,46.0,-110.0,137.0,3.0,-115.0,45.5,-110.0,131.0,3.0,-115.0,46.5,-109.0
4700905,1542,464,2023,18,,,Green Bay,17,,29.31,1480.0,44.09,6530.0,24.07,0.0,-180.0,-2.0,-110.0,44.0,-110.0,-147.0,-2.5,-117.0,46.0,-105.0,-145.0,-2.5,-120.0,46.0,-105.0,-152.0,-3.0,100.0,45.5,-106.0,-152.0,-3.0,100.0,45.5,-106.0,-139.0,-3.0,113.0,46.0,-103.0,-155.0,-3.0,100.0,46.0,-110.0,-155.0,-2.5,-125.0,46.0,-110.0,-155.0,-2.5,-125.0,46.0,-110.0,-145.0,-2.5,-113.0,46.0,-108.0,-148.0,-2.5,-119.0,46.0,-110.0,-150.0,-3.0,-105.0,46.0,-110.0,-155.0,-3.0,105.0,46.0,-110.0,-157.0,-3.0,-105.0,45.5,-110.0,-159.0,-3.0,102.0,46.5,-116.0
4700909,1534,475,2023,18,Sun 1/7,4:25 PM,Denver,14,FINAL,83.59,2700.0,75.68,5850.0,50.31,0.0,125.0,3.0,-110.0,38.5,-110.0,158.0,3.0,105.0,37.0,-115.0,150.0,3.5,-120.0,37.5,-115.0,147.0,3.0,-104.0,37.5,-105.0,147.0,3.0,-104.0,37.5,-105.0,157.0,3.0,111.0,37.5,-109.0,150.0,3.0,100.0,37.0,-110.0,155.0,3.0,105.0,37.5,-110.0,135.0,3.0,-110.0,37.5,-110.0,150.0,3.5,-118.0,37.5,-108.0,153.0,3.0,-101.0,37.5,-106.0,140.0,3.0,-111.0,37.0,-110.0,150.0,3.0,100.0,37.0,-110.0,150.0,3.0,-105.0,37.5,-105.0,145.0,3.0,-101.0,37.5,-108.0
4700909,1533,476,2023,18,,,Las Vegas,27,,16.41,530.0,24.32,1880.0,49.69,0.0,-145.0,-3.0,-110.0,38.5,-110.0,-178.0,-3.0,-125.0,37.0,-105.0,-175.0,-3.5,100.0,37.5,-105.0,-168.0,-3.0,-116.0,37.5,-115.0,-168.0,-3.0,-116.0,37.5,-115.0,-179.0,-3.0,-125.0,37.5,-103.0,-170.0,-3.0,-120.0,37.0,-110.0,-175.0,-3.0,-125.0,37.5,-110.0,-155.0,-3.0,-110.0,37.5,-110.0,-170.0,-3.5,102.0,37.5,-108.0,-173.0,-3.0,-119.0,37.5,-114.0,-160.0,-3.0,-109.0,37.0,-110.0,-170.0,-3.0,-120.0,37.0,-110.0,-170.0,-3.0,-115.0,37.5,-115.0,-175.0,-3.0,-111.0,37.5,-111.0
4700910,1531,481,2023,18,Sun 1/7,4:25 PM,Kansas City,13,FINAL,55.43,1020.0,41.64,2240.0,60.55,0.0,100.0,1.0,-110.0,35.5,-110.0,159.0,3.0,105.0,35.5,-110.0,155.0,3.5,-120.0,35.5,-110.0,151.0,3.0,105.0,35.0,-112.0,151.0,3.0,105.0,35.0,-112.0,160.0,3.0,109.0,35.5,-107.0,155.0,3.5,-115.0,35.0,-110.0,155.0,3.0,105.0,35.5,-110.0,155.0,3.5,-110.0,35.0,-110.0,155.0,3.5,-113.0,35.0,-108.0,154.0,3.5,-110.0,35.0,-110.0,140.0,3.0,-110.0,35.5,-108.0,155.0,3.5,-110.0,35.0,-110.0,151.0,3.0,100.0,35.5,-110.0,147.0,3.5,-115.0,36.0,-109.0
4700910,75380,482,2023,18,,,L.A. Chargers,12,,44.57,820.0,58.36,3140.0,39.45,0.0,-120.0,-1.0,-110.0,35.5,-110.0,-179.0,-3.0,-125.0,35.5,-110.0,-180.0,-3.5,100.0,35.5,-110.0,-175.0,-3.0,-125.0,35.0,-108.0,-175.0,-3.0,-125.0,35.0,-108.0,-183.0,-3.0,-123.0,35.5,-105.0,-175.0,-3.5,-105.0,35.0,-110.0,-175.0,-3.0,-125.0,35.5,-110.0,-175.0,-3.5,-110.0,35.0,-110.0,-175.0,-3.5,-103.0,35.0,-108.0,-174.0,-3.5,-110.0,35.0,-110.0,-160.0,-3.0,-110.0,35.5,-112.0,-175.0,-3.5,-110.0,35.0,-110.0,-175.0,-3.0,-120.0,35.5,-110.0,-179.0,-3.5,102.0,36.0,-118.0
4700915,1536,459,2023,18,Sun 1/7,4:25 PM,Philadelphia,10,FINAL,11.39,630.0,28.17,3440.0,68.95,0.0,-245.0,-7.0,-110.0,46.5,-110.0,-240.0,-5.0,-107.0,43.0,-111.0,-225.0,-5.0,-105.0,43.5,-110.0,-225.0,-4.5,-107.0,43.0,-110.0,-225.0,-4.5,-107.0,43.0,-110.0,-221.0,-5.5,103.0,43.0,-112.0,-235.0,-5.0,-110.0,43.5,-110.0,-230.0,-5.0,-110.0,43.5,-110.0,-230.0,-5.0,-110.0,43.0,-110.0,-220.0,-5.0,-108.0,43.5,-108.0,-223.0,-4.5,-110.0,43.5,-107.0,-230.0,-5.0,-110.0,43.0,-110.0,-235.0,-4.5,-115.0,43.5,-110.0,-225.0,-5.0,-105.0,43.0,-110.0,-233.0,-5.5,-109.0,43.5,-108.0
4700915,1535,460,2023,18,,,N.Y. Giants,27,,88.61,4900.0,71.83,8770.0,31.05,0.0,205.0,7.0,-110.0,46.5,-110.0,200.0,5.0,-113.0,43.0,-109.0,185.0,5.0,-115.0,43.5,-110.0,188.0,4.5,-114.0,43.0,-110.0,188.0,4.5,-114.0,43.0,-110.0,193.0,5.5,-114.0,43.0,-100.0,195.0,5.0,-110.0,43.5,-110.0,190.0,5.0,-110.0,43.5,-110.0,195.0,5.0,-110.0,43.0,-110.0,185.0,5.0,-108.0,43.5,-108.0,188.0,4.5,-110.0,43.5,-113.0,190.0,5.0,-110.0,43.0,-110.0,195.0,4.5,-105.0,43.5,-110.0,185.0,5.0,-115.0,43.0,-110.0,190.0,5.5,-122.0,43.5,-118.0
4700916,1550,453,2023,18,Sun 1/7,4:25 PM,L.A. Rams,21,FINAL,72.59,2490.0,57.08,5080.0,57.61,0.0,165.0,3.0,-120.0,44.0,-110.0,200.0,5.5,-110.0,40.0,-115.0,220.0,6.0,-110.0,40.0,-110.0,192.0,5.0,-110.0,40.0,-110.0,192.0,5.0,-110.0,40.0,-110.0,215.0,5.5,102.0,40.5,103.0,200.0,5.5,-115.0,39.5,-110.0,205.0,5.5,-110.0,40.0,-110.0,205.0,5.5,-110.0,40.0,-110.0,200.0,5.5,-108.0,40.0,-108.0,194.0,5.5,-110.0,40.0,-110.0,170.0,4.0,-110.0,40.0,-110.0,200.0,5.5,-115.0,39.5,-110.0,190.0,5.0,-110.0,40.0,-110.0,199.0,5.0,-110.0,40.0,-111.0
4700916,1547,454,2023,18,,,San Francisco,20,,27.41,940.0,42.92,3820.0,42.39,0.0,-190.0,-3.0,100.0,44.0,-110.0,-240.0,-5.5,-110.0,40.0,-105.0,-270.0,-6.0,-110.0,40.0,-110.0,-230.0,-5.0,-110.0,40.0,-110.0,-230.0,-5.0,-110.0,40.0,-110.0,-252.0,-5.5,-115.0,40.5,-116.0,-240.0,-5.5,-105.0,39.5,-110.0,-245.0,-5.5,-110.0,40.0,-110.0,-245.0,-5.5,-110.0,40.0,-110.0,-240.0,-5.5,-108.0,40.0,-108.0,-229.0,-5.5,-110.0,40.0,-110.0,-205.0,-4.0,-110.0,40.0,-110.0,-240.0,-5.5,-105.0,39.5,-110.0,-230.0,-5.0,-110.0,40.0,-110.0,-244.0,-5.0,-120.0,40.0,-109.0
4700917,1538,451,2023,18,Sun 1/7,4:25 PM,Dallas,38,FINAL,9.77,560.0,38.53,4450.0,68.14,0.0,-800.0,-13.0,-110.0,50.0,-110.0,-800.0,-13.0,-110.0,47.5,-110.0,-750.0,-13.0,100.0,48.0,-105.0,-800.0,-13.0,-110.0,47.0,-115.0,-800.0,-13.0,-110.0,47.0,-115.0,-690.0,-13.5,107.0,47.5,-110.0,-900.0,-13.0,100.0,47.0,-110.0,-850.0,-13.0,-110.0,47.5,-110.0,-850.0,-13.0,-110.0,47.0,-110.0,-780.0,-13.0,-108.0,47.0,-108.0,-775.0,-12.5,-110.0,47.0,-110.0,-900.0,-13.0,-110.0,47.0,-110.0,-900.0,-13.0,100.0,47.0,-110.0,-900.0,-13.0,-110.0,47.0,-110.0,-909.0,-13.5,-110.0,47.0,-114.0
4700917,1537,452,2023,18,,,Washington,10,,90.23,5170.0,61.47,7100.0,31.86,0.0,580.0,13.0,-110.0,50.0,-110.0,580.0,13.0,-110.0,47.5,-110.0,500.0,13.0,-120.0,48.0,-115.0,562.0,13.0,-110.0,47.0,-105.0,562.0,13.0,-110.0,47.0,-105.0,518.0,13.5,-118.0,47.5,-102.0,600.0,13.0,-120.0,47.0,-110.0,575.0,13.0,-110.0,47.5,-110.0,575.0,13.0,-110.0,47.0,-110.0,580.0,13.0,-108.0,47.0,-108.0,575.0,12.5,-110.0,47.0,-110.0,600.0,13.0,-110.0,47.0,-110.0,600.0,13.0,-120.0,47.0,-110.0,600.0,13.0,-110.0,47.0,-110.0,577.0,13.5,-120.0,47.0,-106.0
4700911,1526,455,2023,18,Sun 1/7,8:20 PM,Buffalo,21,FINAL,30.07,1630.0,39.19,6470.0,59.03,0.0,-165.0,1.5,-110.0,47.5,-110.0,-147.0,-2.5,-112.0,48.0,-110.0,-150.0,-2.5,-125.0,47.5,-115.0,-150.0,-2.5,-116.0,48.0,-110.0,-150.0,-2.5,-116.0,48.0,-110.0,-144.0,-2.5,-114.0,48.0,-103.0,-155.0,-2.5,-115.0,48.0,-110.0,-145.0,-2.5,-115.0,48.0,-105.0,-145.0,-2.5,-120.0,48.0,-110.0,-155.0,-2.5,-118.0,47.5,-108.0,-146.0,-2.5,-114.0,47.5,-110.0,-155.0,-3.0,-106.0,48.0,-110.0,-155.0,-3.0,100.0,48.0,-110.0,-150.0,-3.0,100.0,48.0,-110.0,-152.0,-3.0,102.0,48.0,-109.0
4700911,1524,456,2023,18,,,Miami,14,,69.93,3790.0,60.81,10040.0,40.97,0.0,145.0,-1.5,-110.0,47.5,-110.0,127.0,2.5,-108.0,48.0,-110.0,130.0,2.5,105.0,47.5,-105.0,130.0,2.5,-104.0,48.0,-110.0,130.0,2.5,-104.0,48.0,-110.0,129.0,2.5,104.0,48.0,-109.0,135.0,2.5,-105.0,48.0,-110.0,125.0,2.5,-105.0,48.0,-115.0,125.0,2.5,100.0,48.0,-110.0,135.0,2.5,102.0,47.5,-108.0,126.0,2.5,-106.0,47.5,-110.0,135.0,3.0,-114.0,48.0,-110.0,135.0,3.0,-120.0,48.0,-110.0,130.0,3.0,-120.0,48.0,-110.0,126.0,3.0,-115.0,48.0,-116.0
4700660,1519,467,2023,18,Sat 1/6,4:30 PM,Pittsburgh,17,FINAL,30.34,880.0,49.69,4880.0,54.3,0.0,-190.0,3.0,-110.0,43.5,-110.0,-157.0,-3.0,-110.0,34.0,-108.0,-160.0,-3.0,-110.0,34.0,-110.0,-163.0,-3.0,-110.0,33.5,-110.0,-163.0,-3.0,-110.0,33.5,-110.0,-157.0,-3.0,-102.0,34.0,-108.0,-165.0,-3.0,-110.0,33.5,-110.0,-155.0,-3.0,-105.0,34.0,-110.0,-160.0,-3.0,-105.0,34.0,-110.0,-155.0,-3.0,-103.0,33.5,-108.0,-152.0,-3.0,-105.0,33.5,-110.0,-165.0,-3.0,-107.0,34.0,-109.0,-165.0,-3.0,-110.0,33.5,-110.0,-160.0,-3.0,-105.0,33.5,-110.0,-159.0,-3.0,-102.0,34.5,-109.0
4700660,1521,468,2023,18,,,Baltimore,10,,69.66,2020.0,50.31,4940.0,45.7,0.0,165.0,-3.0,-110.0,43.5,-110.0,137.0,3.0,-110.0,34.0,-112.0,135.0,3.0,-110.0,34.0,-110.0,142.0,3.0,-110.0,33.5,-110.0,142.0,3.0,-110.0,33.5,-110.0,140.0,3.0,-108.0,34.0,-104.0,145.0,3.0,-110.0,33.5,-110.0,135.0,3.0,-115.0,34.0,-110.0,140.0,3.0,-115.0,34.0,-110.0,135.0,3.0,-113.0,33.5,-108.0,132.0,3.0,-115.0,33.5,-110.0,140.0,3.0,-113.0,34.0,-111.0,145.0,3.0,-110.0,33.5,-110.0,140.0,3.0,-115.0,33.5,-110.0,132.0,3.0,-111.0,34.5,-116.0
4700907,1530,469,2023,18,Sat 1/6,8:15 PM,Houston,23,FINAL,38.98,1380.0,38.89,4270.0,70.85,0.0,-122.0,2.5,-105.0,46.0,-110.0,-127.0,-1.5,-108.0,47.5,-110.0,-120.0,-1.5,-110.0,47.0,-120.0,-125.0,-1.0,-115.0,47.5,-110.0,-125.0,-1.0,-115.0,47.5,-110.0,-117.0,-1.0,-109.0,47.5,-102.0,-125.0,-1.5,-110.0,47.5,-115.0,-130.0,-1.5,-115.0,47.5,-105.0,-125.0,-1.5,-110.0,47.5,-110.0,-125.0,-1.0,-108.0,47.5,-108.0,-125.0,-1.0,-109.0,47.5,-110.0,-120.0,-1.0,-110.0,47.5,-110.0,-125.0,-1.5,-110.0,47.5,-115.0,-118.0,-1.0,-105.0,47.5,-115.0,-123.0,-1.5,-109.0,47.5,-108.0
4700907,1527,470,2023,18,,,Indianapolis,19,,61.02,2160.0,61.11,6710.0,29.15,0.0,102.0,-2.5,-115.0,46.0,-110.0,107.0,1.5,-112.0,47.5,-110.0,100.0,1.5,-110.0,47.0,100.0,105.0,1.0,-105.0,47.5,-110.0,105.0,1.0,-105.0,47.5,-110.0,105.0,1.0,-101.0,47.5,-110.0,105.0,1.5,-110.0,47.5,-105.0,110.0,1.5,-105.0,47.5,-115.0,105.0,1.5,-110.0,47.5,-110.0,105.0,1.0,-108.0,47.5,-108.0,105.0,1.0,-111.0,47.5,-110.0,100.0,1.0,-110.0,47.5,-110.0,105.0,1.5,-110.0,47.5,-105.0,-102.0,1.0,-115.0,47.5,-105.0,103.0,1.5,-104.0,47.5,-111.0
