eid,partid,rotation,season,week,date,time,team,score,outcome,ml_perc,ml_wag,spr_perc,spr_wag,ou_perc,ou_wag,op_ml,op_spr,op_spr_odds,op_ou,op_ou_odds,8_ml,8_spr,8_spr_odds,8_ou,8_ou_odds,9_ml,9_spr,9_spr_odds,9_ou,9_ou_odds,10_ml,10_spr,10_spr_odds,10_ou,10_ou_odds,16_ml,16_spr,16_spr_odds,16_ou,16_ou_odds,20_ml,20_spr,20_spr_odds,20_ou,20_ou_odds,28_ml,28_spr,28_spr_odds,28_ou,28_ou_odds,29_ml,29_spr,29_spr_odds,29_ou,29_ou_odds,36_ml,36_spr,36_spr_odds,36_ou,36_ou_odds,44_ml,44_spr,44_spr_odds,44_ou,44_ou_odds,54_ml,54_spr,54_spr_odds,54_ou,54_ou_odds,82_ml,82_spr,82_spr_odds,82_ou,82_ou_odds,84_ml,84_spr,84_spr_odds,84_ou,84_ou_odds,123_ml,123_spr,123_spr_odds,123_ou,123_ou_odds,127_ml,127_spr,127_spr_odds,127_ou,127_ou_odds
4700662,1520,461,2023,18,Sun 1/7,1:00 PM,Cleveland,14,FINAL,83.89,2760.0,55.05,4090.0,60.0,0.0,180.0,3.0,-105.0,41.5,-110.0,275.0,7.0,-105.0,37.0,-110.0,255.0,7.0,-105.0,36.5,-110.0,271.0,7.0,-105.0,37.0,-104.0,271.0,7.0,-105.0,37.0,-104.0,277.0,7.5,-116.0,37.0,101.0,305.0,8.0,-120.0,37.0,-110.0,275.0,7.0,100.0,37.0,-110.0,285.0,7.0,-105.0,37.0,-110.0,280.0,7.0,102.0,37.0,-108.0,271.0,7.0,101.0,37.0,-110.0,275.0,7.5,-110.0,37.0,-109.0,305.0,8.0,-120.0,37.0,-110.0,260.0,7.0,100.0,36.5,-110.0,299.0,7.0,-102.0,37.0,-109.0
4700662,1522,462,2023,18,,,Cincinnati,31,,16.11,530.0,44.95,3340.0,40.0,0.0,-210.0,-3.0,-115.0,41.5,-110.0,-330.0,-7.0,-115.0,37.0,-110.0,-310.0,-7.0,-115.0,36.5,-110.0,-335.0,-7.0,-115.0,37.0,-116.0,-335.0,-7.0,-115.0,37.0,-116.0,-335.0,-7.5,104.0,37.0,-113.0,-365.0,-8.0,100.0,37.0,-110.0,-340.0,-7.0,-120.0,37.0,-110.0,-345.0,-7.0,-115.0,37.0,-110.0,-350.0,-7.0,-118.0,37.0,-108.0,-331.0,-7.0,-121.0,37.0,-110.0,-350.0,-7.5,-110.0,37.0,-111.0,-365.0,-8.0,100.0,37.0,-110.0,-330.0,-7.0,-120.0,36.5,-110.0,-385.0,-7.0,-111.0,37.0,-111.0
4700903,1541,477,2023,18,Sun 1/7,1:00 PM,Minnesota,20,FINAL,88.99,2990.0,77.96,6190.0,78.08,0.0,200.0,5.5,-110.0,45.5,-110.0,165.0,3.5,-110.0,48.0,-105.0,165.0,3.5,-105.0,47.5,-110.0,163.0,3.5,-110.0,47.5,-110.0,163.0,3.5,-110.0,47.5,-110.0,164.0,4.0,-117.0,47.5,-107.0,170.0,4.0,-115.0,47.5,-110.0,165.0,3.5,-105.0,47.5,-110.0,175.0,4.0,-110.0,47.5,-110.0,170.0,3.5,-108.0,47.5,-108.0,166.0,3.5,-110.0,47.5,-110.0,170.0,4.0,-109.0,47.0,-110.0,170.0,4.0,-115.0,47.5,-110.0,165.0,4.0,-115.0,47.5,-110.0,169.0,3.5,-109.0,47.5,-109.0
4700903,1539,478,2023,18,,,Detroit,30,,11.01,370.0,22.04,1750.0,21.92,0.0,-240.0,-5.5,-110.0,45.5,-110.0,-190.0,-3.5,-110.0,48.0,-115.0,-195.0,-3.5,-115.0,47.5,-110.0,-190.0,-3.5,-110.0,47.5,-110.0,-190.0,-3.5,-110.0,47.5,-110.0,-187.0,-4.0,104.0,47.5,-105.0,-200.0,-4.0,-105.0,47.5,-110.0,-190.0,-3.5,-115.0,47.5,-110.0,-200.0,-4.0,-110.0,47.5,-110.0,-195.0,-3.5,-108.0,47.5,-108.0,-191.0,-3.5,-110.0,47.5,-110.0,-205.0,-4.0,-111.0,47.0,-110.0,-200.0,-4.0,-105.0,47.5,-110.0,-190.0,-4.0,-105.0,47.5,-110.0,-204.0,-3.5,-122.0,47.5,-110.0
4700906,1523,471,2023,18,Sun 1/7,1:00 PM,N.Y. Jets,17,FINAL,70.27,1560.0,66.46,4300.0,49.07,0.0,110.0,1.5,-110.0,38.5,-110.0,125.0,2.5,-108.0,28.5,-110.0,135.0,2.5,100.0,29.0,100.0,118.0,2.0,-105.0,29.0,-110.0,118.0,2.0,-105.0,29.0,-110.0,124.0,2.0,102.0,29.5,103.0,125.0,2.0,-105.0,28.0,-110.0,125.0,2.5,-110.0,28.5,-110.0,120.0,2.5,-110.0,28.5,-110.0,125.0,2.5,-108.0,28.0,-108.0,121.0,2.5,-104.0,28.5,-110.0,120.0,2.0,-109.0,29.0,-110.0,125.0,2.0,-105.0,28.0,-110.0,118.0,2.0,-105.0,28.5,-110.0,118.0,2.0,-102.0,28.5,-110.0
4700906,1525,472,2023,18,,,New England,3,,29.73,660.0,33.54,2170.0,50.93,0.0,-130.0,-1.5,-110.0,38.5,-110.0,-145.0,-2.5,-112.0,28.5,-110.0,-160.0,-2.5,-120.0,29.0,-120.0,-138.0,-2.0,-115.0,29.0,-110.0,-138.0,-2.0,-115.0,29.0,-110.0,-140.0,-2.0,-115.0,29.5,-116.0,-145.0,-2.0,-115.0,28.0,-110.0,-145.0,-2.5,-110.0,28.5,-110.0,-140.0,-2.5,-110.0,28.5,-110.0,-145.0,-2.5,-108.0,28.0,-108.0,-141.0,-2.5,-116.0,28.5,-110.0,-140.0,-2.0,-111.0,29.0,-110.0,-145.0,-2.0,-115.0,28.0,-110.0,-138.0,-2.0,-115.0,28.5,-110.0,-141.0,-2.0,-130.0,28.5,-109.0
4700908,1544,479,2023,18,Sun 1/7,1:00 PM,Tampa Bay,9,FINAL,5.21,260.0,14.79,1500.0,60.42,0.0,-240.0,-4.5,-110.0,37.0,-110.0,-245.0,-4.5,-115.0,36.0,-115.0,-235.0,-4.5,-115.0,36.5,-110.0,-250.0,-5.0,-111.0,36.5,-110.0,-240.0,-4.0,-113.0,36.5,-110.0,-228.0,-4.5,-104.0,37.0,104.0,-245.0,-5.0,-110.0,37.0,-110.0,-240.0,-5.0,-115.0,36.5,-110.0,-240.0,-4.5,-125.0,36.5,-110.0,-230.0,-4.5,-108.0,36.5,-108.0,-230.0,-4.5,-110.0,36.5,-110.0,-220.0,-4.0,-110.0,36.5,-110.0,-245.0,-5.0,-110.0,37.0,-110.0,-250.0,-5.0,-110.0,36.5,-110.0,-233.0,-5.0,-110.0,36.5,-112.0
4700908,1545,480,2023,18,,,Carolina,0,,94.79,4730.0,85.21,8640.0,39.58,0.0,200.0,4.5,-110.0,37.0,-110.0,205.0,4.5,-105.0,36.0,-105.0,195.0,4.5,-105.0,36.5,-110.0,207.0,5.0,-109.0,36.5,-110.0,199.0,4.0,-107.0,36.5,-110.0,198.0,4.5,-106.0,37.0,-117.0,205.0,5.0,-110.0,37.0,-110.0,200.0,5.0,-105.0,36.5,-110.0,200.0,4.5,105.0,36.5,-110.0,195.0,4.5,-108.0,36.5,-108.0,195.0,4.5,-110.0,36.5,-110.0,180.0,4.0,-110.0,36.5,-110.0,205.0,5.0,-110.0,37.0,-110.0,210.0,5.0,-110.0,36.5,-110.0,190.0,5.0,-120.0,36.5,-108.0
4700913,1546,457,2023,18,Sun 1/7,1:00 PM,Atlanta,17,FINAL,85.92,3540.0,73.99,8590.0,72.24,0.0,160.0,3.5,-110.0,42.0,-110.0,161.0,3.0,100.0,41.5,-110.0,160.0,3.0,105.0,41.5,-105.0,151.0,3.0,100.0,41.0,-113.0,155.0,3.0,100.0,41.5,-110.0,155.0,3.0,105.0,42.0,104.0,155.0,3.0,100.0,41.5,-110.0,145.0,3.0,100.0,41.5,-110.0,150.0,3.0,100.0,41.5,-110.0,150.0,3.0,-108.0,41.5,-108.0,149.0,3.0,-110.0,42.0,-110.0,140.0,3.0,-110.0,42.0,-111.0,155.0,3.0,100.0,41.5,-110.0,151.0,3.0,100.0,41.5,-110.0,146.0,3.5,-116.0,41.5,-110.0
4700913,1543,458,2023,18,,,New Orleans,48,,14.08,580.0,26.01,3020.0,27.76,0.0,-180.0,-3.5,-110.0,42.0,-110.0,-181.0,-3.0,-120.0,41.5,-110.0,-185.0,-3.0,-125.0,41.5,-115.0,-175.0,-3.0,-120.0,41.0,-107.0,-180.0,-3.0,-120.0,41.5,-110.0,-174.0,-3.0,-116.0,42.0,-117.0,-175.0,-3.0,-120.0,41.5,-110.0,-165.0,-3.0,-120.0,41.5,-110.0,-170.0,-3.0,-120.0,41.5,-110.0,-170.0,-3.0,-108.0,41.5,-108.0,-169.0,-3.0,-110.0,42.0,-110.0,-160.0,-3.0,-110.0,42.0,-109.0,-175.0,-3.0,-120.0,41.5,-110.0,-175.0,-3.0,-120.0,41.5,-110.0,-175.0,-3.5,103.0,41.5,-109.0
