eid,partid,rotation,season,week,date,time,team,score,outcome,ml_perc,ml_wag,spr_perc,spr_wag,ou_perc,ou_wag,op_ml,op_spr,op_spr_odds,op_ou,op_ou_odds,8_ml,8_spr,8_spr_odds,8_ou,8_ou_odds,9_ml,9_spr,9_spr_odds,9_ou,9_ou_odds,10_ml,10_spr,10_spr_odds,10_ou,10_ou_odds,16_ml,16_spr,16_spr_odds,16_ou,16_ou_odds,20_ml,20_spr,20_spr_odds,20_ou,20_ou_odds,28_ml,28_spr,28_spr_odds,28_ou,28_ou_odds,29_ml,29_spr,29_spr_odds,29_ou,29_ou_odds,36_ml,36_spr,36_spr_odds,36_ou,36_ou_odds,44_ml,44_spr,44_spr_odds,44_ou,44_ou_odds,54_ml,54_spr,54_spr_odds,54_ou,54_ou_odds,82_ml,82_spr,82_spr_odds,82_ou,82_ou_odds,84_ml,84_spr,84_spr_odds,84_ou,84_ou_odds,123_ml,123_spr,123_spr_odds,123_ou,123_ou_odds,127_ml,127_spr,127_spr_odds,127_ou,127_ou_odds
4700895,1547,123,2023,17,Sun 12/31,1:00 PM,San Francisco,27,FINAL,2.51,120.0,14.69,1410.0,59.71,0.0,-850.0,-13.5,-110.0,48.0,-110.0,-1100.0,-14.0,-113.0,49.0,-108.0,-950.0,-14.0,-120.0,48.5,-110.0,-1062.0,-14.0,-110.0,49.5,-107.0,-1062.0,-14.0,-110.0,49.5,-107.0,-808.0,-14.0,-108.0,48.5,-103.0,-1000.0,-14.0,-115.0,48.5,-110.0,-1200.0,-14.0,-115.0,49.0,-110.0,-1000.0,-14.0,-110.0,48.5,-110.0,-990.0,-14.0,-108.0,48.5,-108.0,-980.0,-14.5,-106.0,48.5,-110.0,-1100.0,-14.0,-111.0,49.5,-110.0,-1000.0,-14.0,-115.0,48.5,-110.0,-1100.0,-14.0,-110.0,49.5,-105.0,-1000.0,-14.0,-109.0,48.5,-111.0
4700895,1537,124,2023,17,,,Washington,10,,97.49,4660.0,85.31,8190.0,40.29,0.0,615.0,13.5,-110.0,48.0,-110.0,700.0,14.0,-107.0,49.0,-112.0,600.0,14.0,100.0,48.5,-110.0,694.0,14.0,-110.0,49.5,-113.0,694.0,14.0,-110.0,49.5,-113.0,589.0,14.0,-102.0,48.5,-109.0,700.0,14.0,-105.0,48.5,-110.0,700.0,14.0,-105.0,49.0,-110.0,650.0,14.0,-110.0,48.5,-110.0,648.0,14.0,-108.0,48.5,-108.0,644.0,14.5,-114.0,48.5,-110.0,700.0,14.0,-109.0,49.5,-110.0,700.0,14.0,-105.0,48.5,-110.0,700.0,14.0,-110.0,49.5,-115.0,657.0,14.0,-104.0,48.5,-108.0
4700896,1550,117,2023,17,Sun 12/31,1:00 PM,L.A. Rams,26,FINAL,5.67,330.0,26.5,3100.0,86.36,0.0,-265.0,-5.5,-110.0,41.5,-110.0,-290.0,-6.5,-105.0,43.5,-113.0,-275.0,-6.5,-105.0,43.5,-115.0,-280.0,-6.5,-106.0,43.5,-112.0,-280.0,-6.5,-106.0,43.5,-112.0,-261.0,-6.5,-102.0,43.0,-116.0,-275.0,-6.5,-110.0,43.5,-110.0,-280.0,-6.5,-105.0,43.5,-110.0,-275.0,-6.0,-110.0,43.5,-110.0,-280.0,-6.0,-108.0,43.5,-108.0,-275.0,-6.0,-110.0,43.5,-114.0,-260.0,-6.5,-115.0,43.5,-111.0,-275.0,-6.5,-110.0,43.5,-110.0,-285.0,-6.5,-110.0,43.5,-115.0,-278.0,-6.5,-104.0,43.5,-109.0
4700896,1535,118,2023,17,,,N.Y. Giants,25,,94.33,5490.0,73.5,8600.0,13.64,0.0,225.0,5.5,-110.0,41.5,-110.0,245.0,6.5,-115.0,43.5,-107.0,225.0,6.5,-115.0,43.5,-105.0,230.0,6.5,-114.0,43.5,-108.0,230.0,6.5,-114.0,43.5,-108.0,224.0,6.5,-109.0,43.0,104.0,235.0,6.5,-110.0,43.5,-110.0,240.0,6.5,-115.0,43.5,-110.0,235.0,6.0,-110.0,43.5,-110.0,230.0,6.0,-108.0,43.5,-108.0,225.0,6.0,-110.0,43.5,-106.0,210.0,6.5,-105.0,43.5,-109.0,235.0,6.5,-110.0,43.5,-110.0,235.0,6.5,-110.0,43.5,-105.0,223.0,6.5,-109.0,43.5,-111.0
4700897,1525,107,2023,17,Sun 12/31,1:00 PM,New England,21,FINAL,95.62,5900.0,71.55,7520.0,46.62,0.0,520.0,13.5,-110.0,40.0,-110.0,790.0,15.0,-110.0,40.0,-110.0,700.0,15.0,-105.0,40.0,-110.0,664.0,14.5,-109.0,40.0,-110.0,664.0,14.5,-109.0,40.0,-110.0,680.0,14.5,103.0,39.5,-119.0,700.0,15.0,-110.0,39.5,-110.0,700.0,15.0,-110.0,40.0,-110.0,750.0,15.0,-110.0,40.0,-110.0,791.0,14.5,-108.0,40.0,-108.0,761.0,14.5,-110.0,40.0,-110.0,700.0,14.0,-110.0,40.0,-110.0,700.0,15.0,-110.0,39.5,-110.0,650.0,14.5,-110.0,40.0,-110.0,818.0,14.5,-105.0,40.0,-106.0
4700897,1526,108,2023,17,,,Buffalo,27,,4.38,270.0,28.45,2990.0,53.38,0.0,-700.0,-13.5,-110.0,40.0,-110.0,-1300.0,-15.0,-110.0,40.0,-110.0,-1200.0,-15.0,-115.0,40.0,-110.0,-1000.0,-14.5,-111.0,40.0,-110.0,-1000.0,-14.5,-111.0,40.0,-110.0,-968.0,-14.5,-114.0,39.5,106.0,-1000.0,-15.0,-110.0,39.5,-110.0,-1200.0,-15.0,-110.0,40.0,-110.0,-1200.0,-15.0,-110.0,40.0,-110.0,-1315.0,-14.5,-108.0,40.0,-108.0,-1245.0,-14.5,-110.0,40.0,-110.0,-1100.0,-14.0,-110.0,40.0,-110.0,-1000.0,-15.0,-110.0,39.5,-110.0,-1000.0,-14.5,-110.0,40.0,-110.0,-1429.0,-14.5,-108.0,40.0,-112.0
4700898,1528,111,2023,17,Sun 12/31,1:00 PM,Tennessee,3,FINAL,89.03,3410.0,68.86,6280.0,58.24,0.0,170.0,4.5,-110.0,42.5,-110.0,200.0,5.5,-110.0,44.0,-112.0,200.0,5.5,-110.0,44.0,-110.0,182.0,4.5,-105.0,44.0,-113.0,182.0,4.5,-105.0,44.0,-113.0,204.0,5.5,-103.0,44.0,-101.0,190.0,4.5,100.0,44.0,-115.0,200.0,5.5,-110.0,44.0,-110.0,200.0,5.5,-110.0,44.0,-110.0,195.0,5.0,-108.0,44.0,-108.0,193.0,5.0,-110.0,44.0,-114.0,165.0,4.0,-112.0,44.0,-110.0,190.0,4.5,100.0,44.0,-115.0,185.0,5.0,-105.0,44.0,-110.0,198.0,5.0,-111.0,44.0,-108.0
4700898,1530,112,2023,17,,,Houston,26,,10.97,420.0,31.14,2840.0,41.76,0.0,-195.0,-4.5,-110.0,42.5,-110.0,-240.0,-5.5,-110.0,44.0,-108.0,-240.0,-5.5,-110.0,44.0,-110.0,-218.0,-4.5,-115.0,44.0,-107.0,-218.0,-4.5,-115.0,44.0,-107.0,-235.0,-5.5,-107.0,44.0,-111.0,-230.0,-4.5,-120.0,44.0,-105.0,-240.0,-5.5,-110.0,44.0,-110.0,-240.0,-5.5,-110.0,44.0,-110.0,-230.0,-5.0,-108.0,44.0,-108.0,-228.0,-5.0,-110.0,44.0,-106.0,-200.0,-4.0,-108.0,44.0,-110.0,-230.0,-4.5,-120.0,44.0,-105.0,-225.0,-5.0,-115.0,44.0,-110.0,-244.0,-5.0,-119.0,44.0,-111.0
4700899,1524,105,2023,17,Sun 12/31,1:00 PM,Miami,19,FINAL,79.66,3760.0,64.5,9610.0,83.06,0.0,170.0,3.5,-120.0,47.5,-110.0,151.0,3.0,100.0,46.0,-110.0,145.0,3.0,105.0,47.0,-110.0,146.0,3.0,-101.0,46.5,-116.0,146.0,3.0,-101.0,46.5,-116.0,148.0,3.0,103.0,47.0,-103.0,143.0,3.0,-105.0,47.0,-110.0,155.0,3.0,100.0,47.0,-110.0,150.0,3.0,100.0,47.0,-110.0,150.0,3.0,102.0,47.0,-108.0,147.0,3.0,-110.0,47.0,-110.0,145.0,3.5,-118.0,46.5,-108.0,143.0,3.0,-105.0,47.0,-110.0,151.0,3.0,105.0,46.5,-110.0,147.0,3.5,-112.0,47.0,-109.0
4700899,1521,106,2023,17,,,Baltimore,56,,20.34,960.0,35.5,5290.0,16.94,0.0,-195.0,-3.5,100.0,47.5,-110.0,-171.0,-3.0,-120.0,46.0,-110.0,-170.0,-3.0,-125.0,47.0,-110.0,-168.0,-3.0,-119.0,46.5,-104.0,-168.0,-3.0,-119.0,46.5,-104.0,-167.0,-3.0,-114.0,47.0,-109.0,-163.0,-3.0,-115.0,47.0,-110.0,-175.0,-3.0,-120.0,47.0,-110.0,-170.0,-3.0,-120.0,47.0,-110.0,-170.0,-3.0,-118.0,47.0,-108.0,-167.0,-3.0,-110.0,47.0,-110.0,-170.0,-3.5,-102.0,46.5,-112.0,-163.0,-3.0,-115.0,47.0,-110.0,-175.0,-3.0,-125.0,46.5,-110.0,-179.0,-3.5,100.0,47.0,-118.0
4700900,1519,125,2023,17,Sun 12/31,4:05 PM,Pittsburgh,30,FINAL,62.0,2970.0,59.53,5120.0,77.64,0.0,155.0,3.5,-110.0,40.5,-110.0,175.0,4.5,-110.0,40.5,-110.0,170.0,4.0,-105.0,40.5,-110.0,168.0,4.0,-111.0,40.5,-110.0,168.0,4.0,-111.0,40.5,-110.0,185.0,4.5,-107.0,41.0,102.0,170.0,4.5,-110.0,41.0,-110.0,175.0,4.5,-110.0,40.5,-110.0,180.0,4.5,-110.0,40.5,-110.0,180.0,4.5,-108.0,40.5,-108.0,178.0,4.5,-110.0,40.5,-114.0,170.0,4.0,-109.0,40.5,-110.0,170.0,4.5,-110.0,41.0,-110.0,170.0,4.0,-110.0,40.5,-110.0,178.0,4.5,-109.0,40.5,-109.0
4700900,1548,126,2023,17,,,Seattle,23,,38.0,1820.0,40.47,3480.0,22.36,0.0,-175.0,-3.5,-110.0,40.5,-110.0,-205.0,-4.5,-110.0,40.5,-110.0,-200.0,-4.0,-115.0,40.5,-110.0,-198.0,-4.0,-109.0,40.5,-110.0,-198.0,-4.0,-109.0,40.5,-110.0,-212.0,-4.5,-103.0,41.0,-115.0,-200.0,-4.5,-110.0,41.0,-110.0,-205.0,-4.5,-110.0,40.5,-110.0,-210.0,-4.5,-110.0,40.5,-110.0,-210.0,-4.5,-108.0,40.5,-108.0,-208.0,-4.5,-110.0,40.5,-106.0,-200.0,-4.0,-111.0,40.5,-110.0,-200.0,-4.5,-110.0,41.0,-110.0,-200.0,-4.0,-110.0,40.5,-110.0,-217.0,-4.5,-103.0,40.5,-111.0
4700593,1522,127,2023,17,Sun 12/31,4:25 PM,Cincinnati,17,FINAL,92.28,5860.0,62.53,8360.0,55.34,0.0,270.0,7.0,-110.0,45.0,-110.0,280.0,7.0,-102.0,45.5,-115.0,270.0,7.0,-105.0,45.0,-110.0,263.0,6.5,-105.0,45.5,-110.0,263.0,7.0,-114.0,45.5,-110.0,270.0,7.0,-102.0,45.0,-109.0,270.0,7.0,-105.0,46.0,-110.0,270.0,7.0,-105.0,45.5,-110.0,270.0,7.0,-110.0,45.5,-110.0,300.0,7.0,-108.0,45.5,-108.0,296.0,7.0,-105.0,45.5,-110.0,245.0,7.0,-116.0,45.5,-111.0,270.0,7.0,-105.0,46.0,-110.0,255.0,6.5,-105.0,45.5,-110.0,278.0,7.0,-101.0,46.0,-109.0
4700593,1531,128,2023,17,,,Kansas City,25,,7.72,490.0,37.47,5010.0,44.66,0.0,-325.0,-7.0,-110.0,45.0,-110.0,-335.0,-7.0,-118.0,45.5,-105.0,-340.0,-7.0,-115.0,45.0,-110.0,-325.0,-6.5,-115.0,45.5,-110.0,-325.0,-7.0,-106.0,45.5,-110.0,-320.0,-7.0,-108.0,45.0,-103.0,-330.0,-7.0,-115.0,46.0,-110.0,-330.0,-7.0,-115.0,45.5,-110.0,-330.0,-7.0,-110.0,45.5,-110.0,-380.0,-7.0,-108.0,45.5,-108.0,-366.0,-7.0,-115.0,45.5,-110.0,-310.0,-7.0,-104.0,45.5,-109.0,-330.0,-7.0,-115.0,46.0,-110.0,-325.0,-6.5,-115.0,45.5,-110.0,-357.0,-7.0,-112.0,46.0,-111.0
4700901,75380,129,2023,17,Sun 12/31,4:25 PM,L.A. Chargers,9,FINAL,76.96,3040.0,40.93,3180.0,45.43,0.0,210.0,6.0,-110.0,38.0,-110.0,160.0,3.5,-110.0,39.0,-110.0,155.0,3.5,-115.0,39.0,-115.0,151.0,3.0,100.0,38.5,-105.0,151.0,3.0,105.0,38.5,-105.0,160.0,3.5,-109.0,39.5,-106.0,160.0,3.5,-110.0,39.0,-110.0,165.0,3.5,-110.0,39.0,-110.0,155.0,3.0,100.0,39.0,-110.0,160.0,3.0,112.0,39.0,-108.0,155.0,3.0,-101.0,39.5,-110.0,150.0,3.5,-118.0,38.0,-110.0,160.0,3.5,-110.0,39.0,-110.0,153.0,3.5,-120.0,38.5,-110.0,159.0,3.5,-106.0,39.5,-109.0
4700901,1534,130,2023,17,,,Denver,16,,23.04,910.0,59.07,4590.0,54.57,0.0,-250.0,-6.0,-110.0,38.0,-110.0,-180.0,-3.5,-110.0,39.0,-110.0,-180.0,-3.5,-105.0,39.0,-105.0,-173.0,-3.0,-120.0,38.5,-115.0,-175.0,-3.0,-125.0,38.5,-115.0,-180.0,-3.5,-101.0,39.5,-106.0,-180.0,-3.5,-110.0,39.0,-110.0,-190.0,-3.5,-110.0,39.0,-110.0,-175.0,-3.0,-120.0,39.0,-110.0,-185.0,-3.0,-128.0,39.0,-108.0,-175.0,-3.0,-119.0,39.5,-110.0,-175.0,-3.5,-102.0,38.0,-110.0,-180.0,-3.5,-110.0,39.0,-110.0,-177.0,-3.5,100.0,38.5,-110.0,-192.0,-3.5,-106.0,39.5,-116.0
4700902,1542,131,2023,17,Sun 12/31,8:20 PM,Green Bay,33,FINAL,40.56,1010.0,33.46,3580.0,59.18,0.0,120.0,2.0,-110.0,43.5,-110.0,-110.0,0.0,-110.0,42.0,-115.0,-115.0,1.0,-115.0,42.0,-115.0,-105.0,1.0,-115.0,42.5,-110.0,-105.0,1.0,-115.0,42.5,-110.0,-108.0,-1.0,101.0,42.0,-110.0,-115.0,0.0,-108.0,42.5,-110.0,-105.0,0.0,-110.0,42.0,-110.0,-105.0,1.0,-110.0,42.5,-110.0,105.0,0.0,-108.0,42.0,-108.0,101.0,0.0,-110.0,42.5,-110.0,-105.0,1.0,-110.0,42.5,-110.0,-115.0,0.0,-107.0,42.5,-110.0,-110.0,0.0,-110.0,42.5,-110.0,-106.0,0.0,-110.0,42.5,-112.0
4700902,1541,132,2023,17,,,Minnesota,10,,59.44,1480.0,66.54,7120.0,40.82,0.0,-140.0,-2.0,-110.0,43.5,-110.0,-110.0,0.0,-110.0,42.0,-105.0,-105.0,-1.0,-105.0,42.0,-105.0,-115.0,-1.0,-105.0,42.5,-110.0,-115.0,-1.0,-105.0,42.5,-110.0,-103.0,1.0,-112.0,42.0,-102.0,-105.0,0.0,-112.0,42.5,-110.0,-115.0,0.0,-110.0,42.0,-110.0,-115.0,-1.0,-110.0,42.5,-110.0,-125.0,0.0,-108.0,42.0,-108.0,-121.0,0.0,-110.0,42.5,-110.0,-115.0,-1.0,-110.0,42.5,-110.0,-105.0,0.0,-113.0,42.5,-110.0,-110.0,0.0,-110.0,42.5,-110.0,-112.0,0.0,-120.0,42.5,-108.0
4700889,1539,103,2023,17,Sat 12/30,8:15 PM,Detroit,19,FINAL,85.51,6080.0,65.25,8900.0,81.0,0.0,225.0,5.5,-115.0,51.0,-110.0,200.0,5.0,-108.0,53.5,-110.0,185.0,5.0,-115.0,53.0,-110.0,199.0,5.0,-114.0,53.0,-110.0,199.0,5.0,-114.0,53.0,-110.0,194.0,4.5,-102.0,52.5,-114.0,190.0,5.0,-105.0,53.5,-110.0,190.0,5.0,-105.0,53.0,-110.0,190.0,4.5,-110.0,53.5,-110.0,195.0,5.0,-108.0,53.0,-108.0,192.0,4.5,-110.0,52.5,-110.0,185.0,4.5,-108.0,52.5,-111.0,190.0,5.0,-105.0,53.5,-110.0,205.0,5.0,-110.0,53.0,-110.0,179.0,4.5,-111.0,53.5,-108.0
4700889,1538,104,2023,17,,,Dallas,20,,14.49,1030.0,34.75,4740.0,19.0,0.0,-265.0,-5.5,-105.0,51.0,-110.0,-240.0,-5.0,-112.0,53.5,-110.0,-225.0,-5.0,-105.0,53.0,-110.0,-240.0,-5.0,-106.0,53.0,-110.0,-240.0,-5.0,-106.0,53.0,-110.0,-222.0,-4.5,-108.0,52.5,101.0,-230.0,-5.0,-115.0,53.5,-110.0,-230.0,-5.0,-115.0,53.0,-110.0,-220.0,-4.5,-110.0,53.5,-110.0,-230.0,-5.0,-108.0,53.0,-108.0,-227.0,-4.5,-110.0,52.5,-110.0,-225.0,-4.5,-112.0,52.5,-109.0,-230.0,-5.0,-115.0,53.5,-110.0,-245.0,-5.0,-110.0,53.0,-110.0,-217.0,-4.5,-119.0,53.5,-111.0
4700888,1523,101,2023,17,Thu 12/28,8:15 PM,N.Y. Jets,20,FINAL,93.84,4420.0,80.05,6500.0,57.51,0.0,260.0,5.5,-106.0,35.0,-110.0,270.0,7.0,-115.0,33.5,-115.0,265.0,7.0,-115.0,33.5,-110.0,285.0,7.0,-114.0,33.5,-110.0,281.0,7.0,-114.0,33.5,-115.0,266.0,7.0,-113.0,33.0,-116.0,285.0,7.0,-120.0,33.5,-110.0,270.0,7.0,-115.0,33.5,-115.0,275.0,7.0,-115.0,33.5,-110.0,270.0,6.5,-108.0,33.5,-108.0,269.0,7.0,-116.0,33.5,-104.0,285.0,7.5,-110.0,34.5,-108.0,285.0,7.0,-120.0,33.5,-110.0,255.0,7.0,-115.0,33.5,-110.0,284.0,7.0,-110.0,33.5,-111.0
4700888,1520,102,2023,17,,,Cleveland,37,,6.16,290.0,19.95,1620.0,42.49,0.0,-310.0,-5.5,-114.0,35.0,-110.0,-325.0,-7.0,-105.0,33.5,-105.0,-330.0,-7.0,-105.0,33.5,-110.0,-355.0,-7.0,-106.0,33.5,-110.0,-350.0,-7.0,-106.0,33.5,-105.0,-316.0,-7.0,103.0,33.0,103.0,-345.0,-7.0,100.0,33.5,-110.0,-330.0,-7.0,-105.0,33.5,-105.0,-335.0,-7.0,-105.0,33.5,-110.0,-340.0,-6.5,-108.0,33.5,-108.0,-329.0,-7.0,-104.0,33.5,-116.0,-375.0,-7.5,-110.0,34.5,-112.0,-345.0,-7.0,100.0,33.5,-110.0,-325.0,-7.0,-105.0,33.5,-110.0,-357.0,-7.0,-103.0,33.5,-108.0
