eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
4143499,277,2020,6,Mon 10/19,5:00 PM,Kansas City,26,FINAL,1531,-5.5,-5.5,-4.5,-4.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-6.0,-5.5,-114.0,-115.0,-133.0,-130.0,-104.0,-115.0,-115.0,-110.0,-108.0,-110.0,-110.0,-115.0,100,-5.0,-110
4143499,278,2020,6,,,Buffalo,17,,1526,5.5,5.5,4.5,4.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,5.5,-106.0,-105.0,112.0,110.0,-106.0,-105.0,-105.0,-110.0,-108.0,-110.0,-110.0,-105.0,0,5.0,-110
4143378,275,2020,6,Mon 10/19,8:15 PM,Arizona,38,FINAL,1549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-112.0,-110.0,-115.0,-115.0,-104.0,-110.0,-110.0,-110.0,-108.0,-111.0,-110.0,-110.0,51,-1.5,-110
4143378,276,2020,6,,,Dallas,10,,1538,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-108.0,-110.0,-105.0,-105.0,-106.0,-110.0,-110.0,-110.0,-108.0,-109.0,-110.0,-110.0,49,1.5,-110
4143366,281,2020,6,Sun 10/18,1:00 PM,Denver,18,FINAL,1534,7.0,7.5,7.0,7.0,7.0,7.0,7.5,7.0,7.0,7.0,7.5,7.0,-110.0,-120.0,-110.0,-110.0,-103.0,-112.0,-120.0,-110.0,-108.0,-112.0,-105.0,-115.0,37,9.5,-112
4143366,282,2020,6,,,New England,12,,1525,-7.0,-7.5,-7.0,-7.0,-7.0,-7.0,-7.5,-7.0,-7.0,-7.0,-7.5,-7.0,-110.0,100.0,-110.0,-110.0,-107.0,-108.0,100.0,-110.0,-108.0,-108.0,-115.0,-105.0,63,-9.5,-108
4143374,257,2020,6,Sun 10/18,1:00 PM,Houston,36,FINAL OT,1530,3.5,4.0,3.5,3.5,4.0,4.0,3.5,3.5,3.5,3.5,3.5,4.0,-108.0,-115.0,-110.0,-110.0,-110.0,-110.0,-105.0,-110.0,-108.0,-115.0,100.0,-110.0,43,3.5,-108
4143374,258,2020,6,,,Tennessee,42,,1528,-3.5,-4.0,-3.5,-3.5,-4.0,-4.0,-3.5,-3.5,-3.5,-3.5,-3.5,-4.0,-112.0,-105.0,-110.0,-110.0,100.0,-110.0,-115.0,-110.0,-108.0,-105.0,-120.0,-110.0,57,-3.5,-112
4143375,259,2020,6,Sun 10/18,1:00 PM,Washington,19,FINAL,1537,1.5,1.5,2.0,2.0,2.0,2.0,2.0,1.0,1.5,1.5,2.0,2.0,-105.0,-115.0,-105.0,-104.0,-103.0,-108.0,-110.0,-110.0,-108.0,-112.0,-115.0,-109.0,47,2.5,-102
4143375,260,2020,6,,,N.Y. Giants,20,,1535,-1.5,-1.5,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-1.5,-1.5,-2.0,-2.0,-115.0,-105.0,-115.0,-115.0,-107.0,-112.0,-110.0,-110.0,-108.0,-108.0,-105.0,-111.0,53,-2.5,-118
