eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
4143542,473,2020,11,Mon 11/23,8:15 PM,L.A. Rams,27,FINAL,1550,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.5,4.0,4.5,5.0,4.0,-105.0,-115.0,-116.0,-116.0,-109.0,-115.0,-110.0,-110.0,-108.0,-114.0,-120.0,-115.0,48,3.0,100
4143542,474,2020,11,,,Tampa Bay,24,,1544,-4.0,-4.5,-4.0,-4.0,-4.0,-4.0,-4.0,-4.5,-4.0,-4.5,-5.0,-4.0,-115.0,-105.0,-104.0,-104.0,-102.0,-105.0,-110.0,-110.0,-108.0,-106.0,100.0,-105.0,52,-3.0,-120
4143401,465,2020,11,Sun 11/22,1:00 PM,Tennessee,30,FINAL OT,1528,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,-110.0,-115.0,-110.0,-110.0,-103.0,-110.0,-110.0,-110.0,-108.0,-113.0,-115.0,-110.0,49,6.5,-110
4143401,466,2020,11,,,Baltimore,24,,1521,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-110.0,-105.0,-110.0,-110.0,-107.0,-110.0,-110.0,-110.0,-108.0,-107.0,-105.0,-110.0,51,-6.5,-110
4143402,455,2020,11,Sun 11/22,1:00 PM,Detroit,0,FINAL,1539,-3.0,-3.0,-2.5,-2.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-120.0,-125.0,-110.0,-110.0,-119.0,-125.0,-120.0,-115.0,-118.0,-118.0,-120.0,-125.0,60,-1.0,-110
4143402,456,2020,11,,,Carolina,20,,1545,3.0,3.0,2.5,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,100.0,105.0,-110.0,-110.0,108.0,105.0,100.0,-105.0,102.0,-102.0,100.0,105.0,40,1.0,-110
4143406,459,2020,11,Sun 11/22,1:00 PM,Pittsburgh,27,FINAL,1519,-10.5,-10.5,-10.5,-10.5,-11.0,-11.0,-10.5,-10.5,-10.5,-10.5,-10.5,-11.0,-112.0,-115.0,-107.0,-107.0,-103.0,-110.0,-110.0,-110.0,-108.0,-109.0,-115.0,-110.0,50,-9.5,-110
4143406,460,2020,11,,,Jacksonville,3,,1529,10.5,10.5,10.5,10.5,11.0,11.0,10.5,10.5,10.5,10.5,10.5,11.0,-108.0,-105.0,-114.0,-114.0,-107.0,-110.0,-110.0,-110.0,-108.0,-111.0,-105.0,-110.0,50,9.5,-110
4143537,457,2020,11,Sun 11/22,1:00 PM,New England,20,FINAL,1525,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-115.0,-120.0,-119.0,-119.0,-117.0,-125.0,-115.0,-115.0,-118.0,-117.0,-115.0,-125.0,61,2.5,-105
4143537,458,2020,11,,,Houston,27,,1530,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.0,-105.0,100.0,-110.0,-110.0,106.0,105.0,-105.0,-105.0,102.0,-103.0,-105.0,105.0,39,-2.5,-115
4143538,451,2020,11,Sun 11/22,1:00 PM,Philadelphia,17,FINAL,1536,2.5,2.5,2.5,2.5,2.5,3.0,2.0,2.5,2.5,2.5,3.0,3.0,-110.0,-110.0,-111.0,-111.0,-104.0,-130.0,-105.0,-110.0,-108.0,-109.0,-110.0,-130.0,49,3.0,-124
4143538,452,2020,11,,,Cleveland,22,,1520,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-2.0,-2.5,-2.5,-2.5,-3.0,-3.0,-110.0,-110.0,-107.0,-107.0,-106.0,110.0,-115.0,-110.0,-108.0,-111.0,-110.0,110.0,51,-3.0,104
4143539,453,2020,11,Sun 11/22,1:00 PM,Atlanta,9,FINAL,1546,3.5,3.5,2.5,2.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,-112.0,-115.0,-106.0,-106.0,-109.0,-120.0,-110.0,-115.0,-108.0,-111.0,-110.0,-120.0,58,7.0,-110
4143539,454,2020,11,,,New Orleans,24,,1543,-3.5,-3.5,-2.5,-2.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-108.0,-105.0,-124.0,-124.0,-101.0,100.0,-110.0,-105.0,-108.0,-109.0,-110.0,100.0,42,-7.0,-110
4143541,463,2020,11,Sun 11/22,1:00 PM,Cincinnati,9,FINAL,1522,1.0,1.5,1.5,1.5,2.0,1.5,1.5,1.5,1.5,1.5,0.0,1.5,-103.0,-115.0,-110.0,-110.0,-109.0,-110.0,-105.0,-110.0,-108.0,-110.0,-115.0,-110.0,52,0.0,-105
4143541,464,2020,11,,,Washington,20,,1537,-1.0,-1.5,-1.5,-1.5,-2.0,-1.5,-1.5,-1.5,-1.5,-1.5,0.0,-1.5,-117.0,-105.0,-110.0,-110.0,-101.0,-110.0,-115.0,-110.0,-108.0,-110.0,-105.0,-110.0,48,0.0,-115
4143498,477,2020,11,Sun 11/22,4:05 PM,N.Y. Jets,28,FINAL,1523,10.0,10.0,10.0,10.5,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,-118.0,-120.0,-115.0,-118.0,-110.0,-116.0,-110.0,-110.0,-108.0,-115.0,-115.0,-114.0,54,10.0,-110
4143498,478,2020,11,,,L.A. Chargers,34,,75380,-10.0,-10.0,-10.0,-10.5,-10.0,-10.0,-10.0,-9.5,-9.5,-10.0,-10.0,-10.0,-102.0,100.0,-105.0,-111.0,-101.0,-104.0,-110.0,-110.0,-108.0,-105.0,-105.0,-106.0,46,-10.0,-110
4262511,475,2020,11,Sun 11/22,4:05 PM,Miami,13,FINAL,1524,-3.5,-4.0,-3.5,-5.5,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.5,-4.0,-113.0,-115.0,-110.0,-102.0,-105.0,-110.0,-110.0,-110.0,-108.0,-108.0,-105.0,-110.0,64,-3.5,-110
