eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
4257889,281,2020,4,Mon 10/5,7:05 PM,New England,10,FINAL,1525,11.5,12.0,11.0,11.0,11.0,11.0,11.0,11.5,11.0,11.5,12.5,11.0,-115.0,-110.0,-111.0,-111.0,-115.0,100.0,-110.0,-110.0,-105.0,-112.0,-115.0,-105.0,42,11.0,-110.0
4257889,282,2020,4,,,Kansas City,26,,1531,-11.5,-12.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.5,-11.0,-11.5,-12.5,-11.0,-105.0,-110.0,-109.0,-109.0,104.0,-120.0,-110.0,-110.0,-105.0,-108.0,-105.0,-115.0,58,-11.0,-110.0
4143357,279,2020,4,Mon 10/5,9:00 PM,Atlanta,16,FINAL,1546,5.0,6.0,4.5,4.5,5.0,5.0,5.5,5.5,5.0,5.0,5.5,5.0,-110.0,-115.0,-110.0,-110.0,-110.0,-120.0,-110.0,-115.0,-105.0,-109.0,-115.0,-120.0,46,5.5,-110.0
4143357,280,2020,4,,,Green Bay,30,,1542,-5.0,-6.0,-4.5,-4.5,-5.0,-5.0,-5.5,-5.5,-5.0,-5.0,-5.5,-5.0,-110.0,-105.0,-110.0,-110.0,-100.0,100.0,-110.0,-105.0,-105.0,-111.0,-105.0,100.0,54,-5.5,-110.0
4143358,259,2020,4,Sun 10/4,1:00 PM,Cleveland,49,FINAL,1520,4.0,4.0,3.0,3.0,3.5,3.5,3.5,3.5,3.5,3.5,4.0,3.5,-115.0,-120.0,101.0,105.0,-111.0,-115.0,-110.0,-115.0,-105.0,-115.0,-115.0,-115.0,40,4.5,-110.0
4143358,260,2020,4,,,Dallas,38,,1538,-4.0,-4.0,-3.0,-3.0,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-4.0,-3.5,-105.0,100.0,-121.0,-125.0,101.0,-105.0,-110.0,-105.0,-105.0,-105.0,-105.0,-105.0,60,-4.5,-110.0
4143361,253,2020,4,Sun 10/4,1:00 PM,New Orleans,35,FINAL,1543,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-105.0,-110.0,-105.0,-110.0,-103.0,100.0,-105.0,-110.0,-105.0,-110.0,-105.0,100.0,60,-4.5,-110.0
4143361,254,2020,4,,,Detroit,29,,1539,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,-115.0,-110.0,-115.0,-110.0,-107.0,-120.0,-115.0,-110.0,-105.0,-110.0,-115.0,-120.0,40,4.5,-110.0
4143362,261,2020,4,Sun 10/4,1:00 PM,Minnesota,31,FINAL,1541,3.5,3.5,3.0,3.0,3.5,3.0,3.5,3.5,3.5,3.5,3.5,3.0,-115.0,-115.0,104.0,102.0,-114.0,105.0,-120.0,-120.0,-110.0,-118.0,-105.0,105.0,48,5.0,-110.0
4143362,262,2020,4,,,Houston,23,,1530,-3.5,-3.5,-3.0,-3.0,-3.5,-3.0,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,-105.0,-105.0,-124.0,-122.0,104.0,-125.0,100.0,100.0,100.0,-102.0,-115.0,-125.0,52,-5.0,-110.0
4143481,265,2020,4,Sun 10/4,1:00 PM,L.A. Chargers,31,FINAL,75380,7.0,7.5,7.0,7.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,-102.0,-105.0,-102.0,-104.0,-114.0,-110.0,-115.0,-115.0,-105.0,-113.0,-105.0,-110.0,42,4.5,-110.0
4143481,266,2020,4,,,Tampa Bay,38,,1544,-7.0,-7.5,-7.0,-7.0,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-118.0,-115.0,-118.0,-116.0,103.0,-110.0,-105.0,-105.0,-105.0,-107.0,-115.0,-110.0,58,-4.5,-110.0
4143483,269,2020,4,Sun 10/4,1:00 PM,Baltimore,31,FINAL,1521,-14.0,-14.5,-14.0,-14.0,-14.5,-14.5,-14.0,-14.0,-14.0,-14.0,-14.0,-14.5,-110.0,-105.0,-112.0,-112.0,104.0,100.0,-110.0,-110.0,-105.0,-107.0,-115.0,100.0,58,-12.5,-110.0
4143483,270,2020,4,,,Washington,17,,1537,14.0,14.5,14.0,14.0,14.5,14.5,14.0,14.0,14.0,14.0,14.0,14.5,-110.0,-115.0,-108.0,-108.0,-115.0,-120.0,-110.0,-110.0,-105.0,-113.0,-105.0,-120.0,42,12.5,-110.0
4143486,255,2020,4,Sun 10/4,1:00 PM,Arizona,21,FINAL,1549,-3.0,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-105.0,100.0,-103.0,100.0,-105.0,-110.0,-110.0,-110.0,-105.0,-108.0,-110.0,-110.0,64,-3.5,-110.0
4143486,256,2020,4,,,Carolina,31,,1545,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,-115.0,-120.0,-117.0,-120.0,-105.0,-110.0,-110.0,-110.0,-105.0,-112.0,-110.0,-110.0,36,3.5,-110.0
4143487,257,2020,4,Sun 10/4,1:00 PM,Jacksonville,25,FINAL,1529,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-110.0,-110.0,-109.0,-110.0,-106.0,-110.0,-110.0,-110.0,-105.0,-111.0,-115.0,-110.0,52,3.0,-115.0
4143487,258,2020,4,,,Cincinnati,33,,1522,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-110.0,-110.0,-111.0,-110.0,-104.0,-110.0,-110.0,-110.0,-105.0,-109.0,-105.0,-110.0,48,-3.0,-105.0
4143488,263,2020,4,Sun 10/4,1:00 PM,Seattle,31,FINAL,1548,-4.5,-5.0,-4.0,-4.0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-6.0,-4.5,-110.0,-110.0,-110.0,-117.0,-106.0,-105.0,-110.0,-110.0,-105.0,-110.0,-105.0,-105.0,57,-6.5,-110.0
4143488,264,2020,4,,,Miami,23,,1524,4.5,5.0,4.0,4.0,4.5,4.5,4.5,4.5,4.5,4.5,6.0,4.5,-110.0,-110.0,-110.0,-104.0,-104.0,-115.0,-110.0,-110.0,-105.0,-110.0,-115.0,-115.0,43,6.5,-110.0
4143356,271,2020,4,Sun 10/4,4:05 PM,N.Y. Giants,9,FINAL,1535,13.5,13.5,13.5,13.0,13.5,13.5,13.5,13.5,13.5,13.5,14.0,13.5,-105.0,-105.0,-115.0,-105.0,-106.0,-110.0,-110.0,-110.0,100.0,-109.0,-115.0,-110.0,38,9.5,-110.0
