eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
4143436,117,2020,17,Sun 1/3,1:00 PM,Minnesota,37,FINAL,1541,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.5,-3.0,100.0,-120.0,-120.0,-120.0,-110.0,-115.0,-120.0,-120.0,-118.0,-103.0,-110.0,-115.0,0,-3.0,-120
4143436,118,2020,17,,,Detroit,35,,1539,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.5,3.0,-120.0,100.0,100.0,100.0,-100.0,-105.0,100.0,100.0,102.0,-117.0,-110.0,-105.0,0,3.0,100
4143439,107,2020,17,Sun 1/3,1:00 PM,Dallas,19,FINAL,1538,-1.5,2.5,-2.0,-2.0,-1.5,-1.0,-2.0,-1.5,-2.0,-1.5,-2.5,-1.0,-112.0,-110.0,-105.0,-105.0,-106.0,-120.0,-110.0,-110.0,-108.0,-111.0,-105.0,-120.0,0,-1.5,-115
4143439,108,2020,17,,,N.Y. Giants,23,,1535,1.5,-2.5,2.0,2.0,1.5,1.0,2.0,1.5,2.0,1.5,2.5,1.0,-108.0,-110.0,-125.0,-125.0,-104.0,100.0,-110.0,-110.0,-108.0,-109.0,-115.0,100.0,0,1.5,-105
4143440,109,2020,17,Sun 1/3,1:00 PM,Pittsburgh,22,FINAL,1519,10.5,10.0,8.5,8.5,10.5,10.5,10.0,10.0,10.0,10.0,10.0,10.5,-115.0,-105.0,-116.0,-116.0,-111.0,-120.0,-110.0,-110.0,-103.0,-104.0,-110.0,-120.0,0,4.0,-110
4143440,110,2020,17,,,Cleveland,24,,1520,-10.5,-10.0,-8.5,-8.5,-10.5,-10.5,-10.0,-10.0,-10.0,-10.0,-10.0,-10.5,-105.0,-115.0,-113.0,-113.0,100.0,100.0,-110.0,-110.0,-113.0,-116.0,-110.0,100.0,100,-4.0,-110
4143593,123,2020,17,Sun 1/3,1:00 PM,Miami,26,FINAL,1524,-3.5,-3.0,-3.0,-3.0,-3.5,-3.5,-3.5,-3.0,-3.0,-3.0,-3.5,-3.5,-102.0,-115.0,-123.0,-123.0,113.0,-105.0,100.0,-120.0,-118.0,-118.0,100.0,-105.0,0,5.0,-105
4143593,124,2020,17,,,Buffalo,56,,1526,3.5,3.0,3.0,3.0,3.5,3.5,3.5,3.0,3.0,3.0,3.5,3.5,-118.0,-105.0,-107.0,-107.0,-125.0,-115.0,-120.0,100.0,102.0,-102.0,-120.0,-115.0,0,-5.0,-115
4143594,115,2020,17,Sun 1/3,1:00 PM,N.Y. Jets,14,FINAL,1523,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-105.0,100.0,-102.0,-102.0,-101.0,100.0,100.0,100.0,-103.0,101.0,-105.0,100.0,0,5.0,-110
4143594,116,2020,17,,,New England,28,,1525,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-115.0,-120.0,-118.0,-118.0,-110.0,-120.0,-120.0,-120.0,-113.0,-121.0,-115.0,-120.0,0,-5.0,-110
