eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
4143468,289,2020,2,Mon 9/21,8:15 PM,New Orleans,24,FINAL,1543,-4.0,-4.5,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.5,-4.0,-107.0,-110.0,-112.0,-112.0,101.0,-105.0,-110.0,-110.0,-105.0,-109.0,-110.0,-105.0,55,-4.5,-115
4143468,290,2020,2,,,Las Vegas,34,,1533,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0,-113.0,-110.0,-108.0,-108.0,-111.0,-115.0,-110.0,-110.0,-105.0,-111.0,-110.0,-115.0,45,6.5,-105
4143343,279,2020,2,Sun 9/20,1:00 PM,Jacksonville,30,FINAL,1529,7.0,7.0,6.5,6.5,7.0,7.0,6.5,7.0,6.5,6.5,7.0,7.0,-110.0,-120.0,-110.0,-110.0,-116.0,-115.0,-105.0,-120.0,-105.0,-104.0,-115.0,-115.0,63,11.0,-110
4143343,280,2020,2,,,Tennessee,33,,1528,-7.0,-7.0,-6.5,-6.5,-7.0,-7.0,-6.5,-7.0,-6.5,-6.5,-7.0,-7.0,-110.0,100.0,-110.0,-110.0,105.0,-105.0,-115.0,100.0,-105.0,-116.0,-105.0,-105.0,37,-11.0,-110
4143344,277,2020,2,Sun 9/20,1:00 PM,N.Y. Giants,13,FINAL,1535,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5.0,4.5,4.5,-110.0,-115.0,-115.0,-115.0,-105.0,-110.0,-105.0,-110.0,-105.0,-112.0,-110.0,-110.0,61,5.5,-110
4143344,278,2020,2,,,Chicago,17,,1540,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-5.0,-4.5,-4.5,-110.0,-105.0,-105.0,-105.0,-105.0,-110.0,-115.0,-110.0,-105.0,-108.0,-110.0,-110.0,39,-5.5,-110
4143345,267,2020,2,Sun 9/20,1:00 PM,Atlanta,39,FINAL,1546,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,-120.0,-115.0,-119.0,-119.0,-119.0,-130.0,-120.0,-120.0,-120.0,-122.0,-110.0,-130.0,43,7.0,-115
4143345,268,2020,2,,,Dallas,40,,1538,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,100.0,-105.0,-101.0,-101.0,108.0,110.0,100.0,100.0,110.0,102.0,-110.0,110.0,57,-7.0,-105
4143346,265,2020,2,Sun 9/20,1:00 PM,Denver,21,FINAL,1534,6.5,7.0,6.5,6.5,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.0,-113.0,-120.0,-115.0,-115.0,-100.0,-105.0,-115.0,-115.0,-105.0,-113.0,-105.0,-105.0,46,6.0,-110
4143346,266,2020,2,,,Pittsburgh,26,,1519,-6.5,-7.0,-6.5,-6.5,-6.0,-6.0,-6.5,-6.5,-6.5,-6.5,-6.5,-6.0,-107.0,100.0,-105.0,-105.0,-110.0,-115.0,-105.0,-105.0,-105.0,-107.0,-115.0,-115.0,54,-6.0,-110
