eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
4143395,275,2020,10,Mon 11/16,8:15 PM,Minnesota,19,FINAL,1541,-3.0,-3.0,-3.0,-3.0,-3.5,-3.5,-3.5,-3.5,-3.0,-3.0,-3.5,-3.5,-120.0,-120.0,-116.0,-116.0,108.0,-105.0,105.0,-105.0,-123.0,-119.0,100.0,-110.0,44.0,1.5,-110
4143395,276,2020,10,,,Chicago,13,,1540,3.0,3.0,3.0,3.0,3.5,3.5,3.5,3.5,3.0,3.0,3.5,3.5,100.0,100.0,-104.0,-104.0,-119.0,-115.0,-125.0,-115.0,107.0,-101.0,-120.0,-110.0,56.0,-1.5,-110
4143394,253,2020,10,Sun 11/15,1:00 PM,Washington,27,FINAL,1537,3.0,3.0,1.5,1.5,2.5,2.0,2.5,2.5,2.5,2.5,3.0,2.0,-120.0,-135.0,-116.0,-116.0,100.0,105.0,-105.0,-105.0,102.0,-102.0,-120.0,105.0,47.0,4.5,-115
4143394,254,2020,10,,,Detroit,30,,1539,-3.0,-3.0,-1.5,-1.5,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-3.0,-2.0,100.0,115.0,-113.0,-113.0,-110.0,-125.0,-115.0,-115.0,-118.0,-118.0,100.0,-125.0,53.0,-4.5,-105
4143396,257,2020,10,Sun 11/15,1:00 PM,Jacksonville,20,FINAL,1529,13.5,14.0,14.0,14.0,13.5,14.0,13.5,13.5,13.5,13.5,14.0,14.0,-110.0,-125.0,-119.0,-119.0,-105.0,-120.0,-110.0,-110.0,-108.0,-113.0,-115.0,-120.0,40.0,13.5,-110
4143396,258,2020,10,,,Green Bay,24,,1542,-13.5,-14.0,-14.0,-14.0,-13.5,-14.0,-13.5,-13.5,-13.5,-13.5,-14.0,-14.0,-110.0,105.0,-110.0,-110.0,-105.0,100.0,-110.0,-110.0,-108.0,-107.0,-105.0,100.0,60.0,-13.5,-110
4143398,259,2020,10,Sun 11/15,1:00 PM,Philadelphia,17,FINAL,1536,-4.5,-4.5,-4.5,-4.5,-4.5,-4.0,-4.5,-4.5,-4.5,-5.0,-4.5,-4.0,-110.0,-115.0,-111.0,-111.0,-106.0,-115.0,-110.0,-110.0,-108.0,-108.0,-115.0,-115.0,51.0,-3.5,100
4143398,260,2020,10,,,N.Y. Giants,27,,1535,4.5,4.5,4.5,4.5,4.5,4.0,4.5,4.5,4.5,5.0,4.5,4.0,-110.0,-105.0,-118.0,-118.0,-104.0,-105.0,-110.0,-110.0,-108.0,-112.0,-105.0,-105.0,49.0,3.5,-120
4143529,261,2020,10,Sun 11/15,1:00 PM,Tampa Bay,46,FINAL,1544,-6.0,-6.0,-6.5,-6.5,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.5,-6.0,-111.0,-120.0,-118.0,-118.0,-108.0,-120.0,-110.0,-110.0,-108.0,-113.0,-110.0,-120.0,63.0,-6.0,-110
4143529,262,2020,10,,,Carolina,23,,1545,6.0,6.0,6.5,6.5,6.0,6.0,6.0,6.0,6.0,6.0,6.5,6.0,-109.0,100.0,-111.0,-111.0,-102.0,100.0,-110.0,-110.0,-108.0,-107.0,-110.0,100.0,37.0,6.0,-110
