eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
4307768,147,2020,18,Sun 1/10,1:05 PM,Baltimore,20,FINAL,1521,-3.5,-3.5,-4.5,-4.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-107.0,-105.0,-111.0,-111.0,-103.0,-105.0,-130.0,-110.0,-108.0,-104.0,-110.0,-105.0,47,-3.5,-115
4307768,148,2020,18,,,Tennessee,13,,1528,3.5,3.5,4.5,4.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,-113.0,-115.0,-107.0,-107.0,-107.0,-115.0,110.0,-110.0,-108.0,-116.0,-110.0,-115.0,53,3.5,-105
4307765,149,2020,18,Sun 1/10,4:40 PM,Chicago,9,FINAL,1540,11.0,11.0,11.0,11.0,11.0,11.0,18.5,11.0,11.0,11.0,11.0,11.0,-105.0,-110.0,-104.0,-104.0,102.0,-110.0,-170.0,-110.0,-108.0,-109.0,-105.0,-110.0,50,9.5,-110
4307765,150,2020,18,,,New Orleans,21,,1543,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-18.5,-11.0,-11.0,-11.0,-11.0,-11.0,-115.0,-110.0,-116.0,-116.0,-113.0,-110.0,150.0,-110.0,-108.0,-111.0,-115.0,-110.0,50,-9.5,-110
4307766,151,2020,18,Sun 1/10,8:15 PM,Cleveland,48,FINAL,1520,5.0,6.0,5.5,5.5,5.0,6.0,-14.5,5.0,5.0,5.5,6.5,6.0,-110.0,-125.0,-111.0,-111.0,-100.0,-125.0,-105.0,-110.0,-108.0,-111.0,-115.0,-125.0,38,3.5,-104
4307766,152,2020,18,,,Pittsburgh,37,,1519,-5.0,-6.0,-5.5,-5.5,-5.0,-6.0,14.5,-5.0,-5.0,-5.5,-6.5,-6.0,-110.0,105.0,-109.0,-109.0,-110.0,105.0,-125.0,-110.0,-108.0,-109.0,-105.0,105.0,62,-3.5,-116
4307764,141,2020,18,Sat 1/9,1:05 PM,Indianapolis,24,FINAL,1527,6.5,7.0,7.0,7.0,7.0,7.0,8.5,7.0,6.5,6.5,7.0,7.0,-108.0,-125.0,-120.0,-120.0,-118.0,-125.0,-110.0,-115.0,-108.0,-106.0,-115.0,-125.0,0,6.5,-107
4307764,142,2020,18,,,Buffalo,27,,1526,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0,-8.5,-7.0,-6.5,-6.5,-7.0,-7.0,-112.0,105.0,-109.0,-109.0,107.0,105.0,-110.0,-105.0,-108.0,-114.0,-105.0,105.0,0,-6.5,-113
4307767,143,2020,18,Sat 1/9,4:40 PM,L.A. Rams,30,FINAL,1550,3.0,3.5,3.0,3.0,3.0,3.0,-3.0,3.0,3.0,3.0,4.0,3.0,107.0,-115.0,-105.0,-105.0,102.0,-105.0,-110.0,100.0,102.0,-107.0,-115.0,-105.0,0,4.5,-110
4307767,144,2020,18,,,Seattle,20,,1548,-3.0,-3.5,-3.0,-3.0,-3.0,-3.0,3.0,-3.0,-3.0,-3.0,-4.0,-3.0,-127.0,-105.0,-125.0,-125.0,-113.0,-115.0,-110.0,-120.0,-118.0,-113.0,-105.0,-115.0,0,-4.5,-110
4307769,145,2020,18,Sat 1/9,8:15 PM,Tampa Bay,31,FINAL,1544,-10.5,-10.0,-10.0,-13.5,-10.0,-10.0,-11.5,-10.0,-10.0,-10.0,-10.0,-10.0,-101.0,-115.0,-102.0,-108.0,-101.0,-105.0,-225.0,-110.0,-108.0,-107.0,-115.0,-110.0,90,-7.5,-115
4307769,146,2020,18,,,Washington,23,,1537,10.5,10.0,10.0,13.5,10.0,10.0,11.5,10.0,10.0,10.0,10.0,10.0,-119.0,-105.0,-118.0,-122.0,-109.0,-115.0,185.0,-110.0,-108.0,-113.0,-105.0,-110.0,10,7.5,-105
