eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
4143340,479,2020,1,Mon 9/14,7:10 PM,Pittsburgh,26,FINAL,1519,-6.0,-6.5,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.5,-6.0,-110.0,-105.0,-109.0,-105.0,-105.0,100.0,-115.0,-110.0,-105.0,-109.0,-115.0,100.0,64,-3.5,-110.0
4143340,480,2020,1,,,N.Y. Giants,16,,1535,6.0,6.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.5,6.0,-110.0,-115.0,-111.0,-115.0,-105.0,-120.0,-105.0,-110.0,-105.0,-111.0,-105.0,-120.0,36,3.5,-110.0
4143338,481,2020,1,Mon 9/14,10:20 PM,Tennessee,16,FINAL,1528,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-120.0,-130.0,-125.0,-125.0,-101.0,-125.0,-125.0,-120.0,-120.0,-127.0,-105.0,-125.0,56,1.5,-110.0
4143338,482,2020,1,,,Denver,14,,1534,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.5,3.0,100.0,110.0,105.0,105.0,-109.0,105.0,105.0,100.0,110.0,107.0,-115.0,105.0,44,-1.5,-110.0
4143339,469,2020,1,Sun 9/13,1:00 PM,Green Bay,43,FINAL,1542,1.5,1.5,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.5,1.0,-110.0,-115.0,-105.0,-105.0,-103.0,-110.0,-110.0,-110.0,-105.0,-111.0,-115.0,-110.0,54,3.0,-110.0
4143339,470,2020,1,,,Minnesota,34,,1541,-1.5,-1.5,-1.0,-1.0,-1.0,-1.0,-1.5,-1.5,-1.5,-1.5,-1.5,-1.0,-110.0,-105.0,-115.0,-115.0,-107.0,-110.0,-110.0,-110.0,-105.0,-109.0,-105.0,-110.0,46,-3.0,-110.0
4143342,465,2020,1,Sun 9/13,1:00 PM,Chicago,27,FINAL,1540,2.5,2.0,2.0,2.0,2.5,2.0,2.0,2.5,2.0,2.0,2.5,2.0,-113.0,-110.0,-110.0,-110.0,-108.0,-105.0,-110.0,-110.0,-105.0,-110.0,-110.0,-105.0,49,1.5,-110.0
4143342,466,2020,1,,,Detroit,23,,1539,-2.5,-2.0,-2.0,-2.0,-2.5,-2.0,-2.0,-2.5,-2.0,-2.0,-2.5,-2.0,-107.0,-110.0,-110.0,-110.0,-102.0,-115.0,-110.0,-110.0,-105.0,-110.0,-110.0,-115.0,51,-1.5,-110.0
4143452,467,2020,1,Sun 9/13,1:00 PM,Indianapolis,20,FINAL,1527,-7.0,-7.5,-7.0,-7.0,-7.0,-7.5,-7.0,-7.0,-7.0,-7.0,-8.0,-7.5,-109.0,-105.0,-105.0,-105.0,-108.0,100.0,-110.0,-110.0,-105.0,-106.0,-105.0,100.0,57,-7.0,-105.0
4143452,468,2020,1,,,Jacksonville,27,,1529,7.0,7.5,7.0,7.0,7.0,7.5,7.0,7.0,7.0,7.0,8.0,7.5,-111.0,-115.0,-115.0,-115.0,-102.0,-120.0,-110.0,-110.0,-105.0,-114.0,-115.0,-120.0,43,7.0,-115.0
4143453,459,2020,1,Sun 9/13,1:00 PM,Las Vegas,34,FINAL,1533,-2.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-120.0,-105.0,-105.0,-105.0,102.0,-105.0,-105.0,-105.0,100.0,-103.0,-105.0,-105.0,58,-1.5,-110.0
4143453,460,2020,1,,,Carolina,30,,1545,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,100.0,-115.0,-115.0,-115.0,-113.0,-115.0,-115.0,-115.0,-110.0,-117.0,-115.0,-115.0,42,1.5,-110.0
4143455,457,2020,1,Sun 9/13,1:00 PM,N.Y. Jets,17,FINAL,1523,6.5,7.0,6.0,6.0,6.5,6.5,6.5,6.5,6.0,6.0,7.0,6.5,-110.0,-135.0,-110.0,-110.0,-110.0,-105.0,-110.0,-110.0,-105.0,-108.0,-110.0,-105.0,38,6.0,-115.0
4143455,458,2020,1,,,Buffalo,27,,1526,-6.5,-7.0,-6.0,-6.0,-6.5,-6.5,-6.5,-6.5,-6.0,-6.0,-7.0,-6.5,-110.0,115.0,-110.0,-110.0,100.0,-115.0,-110.0,-110.0,-105.0,-112.0,-110.0,-115.0,62,-6.0,-105.0
4143456,461,2020,1,Sun 9/13,1:00 PM,Seattle,38,FINAL,1548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-112.0,-115.0,-115.0,-115.0,-105.0,-105.0,-105.0,-110.0,-105.0,-108.0,-110.0,-105.0,60,-1.0,-115.0
4143456,462,2020,1,,,Atlanta,25,,1546,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-108.0,-105.0,-105.0,-105.0,-105.0,-115.0,-115.0,-110.0,-105.0,-112.0,-110.0,-115.0,40,1.0,-105.0
4143457,463,2020,1,Sun 9/13,1:00 PM,Philadelphia,17,FINAL,1536,-5.5,-6.0,-5.5,-5.5,-5.5,-5.0,-5.5,-5.5,-5.0,-5.0,-6.0,-5.0,-105.0,100.0,-107.0,-107.0,-106.0,-110.0,-110.0,-110.0,-105.0,-109.0,-105.0,-110.0,51,-6.0,-115.0
4143457,464,2020,1,,,Washington,27,,1537,5.5,6.0,5.5,5.5,5.5,5.0,5.5,5.5,5.0,5.0,6.0,5.0,-115.0,-120.0,-113.0,-113.0,-104.0,-110.0,-110.0,-110.0,-105.0,-111.0,-115.0,-110.0,49,6.0,-105.0
4143459,453,2020,1,Sun 9/13,1:00 PM,Miami,11,FINAL,1524,7.0,7.5,7.0,7.0,7.5,7.5,7.0,7.0,7.0,7.0,7.5,7.5,-104.0,-115.0,100.0,100.0,-112.0,-115.0,-105.0,-110.0,100.0,-104.0,-105.0,-115.0,51,6.0,-110.0
4143459,454,2020,1,,,New England,21,,1525,-7.0,-7.5,-7.0,-7.0,-7.5,-7.5,-7.0,-7.0,-7.0,-7.0,-7.5,-7.5,-116.0,-105.0,-120.0,-120.0,102.0,-105.0,-115.0,-110.0,-110.0,-116.0,-115.0,-105.0,49,-6.0,-110.0
4143460,455,2020,1,Sun 9/13,1:00 PM,Cleveland,6,FINAL,1520,7.0,7.5,7.0,7.0,7.0,7.5,7.0,7.5,7.0,7.0,8.0,7.5,-107.0,-115.0,-108.0,-108.0,-107.0,-125.0,-110.0,-120.0,-105.0,-110.0,-115.0,-125.0,46,8.5,-115.0
4143460,456,2020,1,,,Baltimore,38,,1521,-7.0,-7.5,-7.0,-7.0,-7.0,-7.5,-7.0,-7.5,-7.0,-7.0,-8.0,-7.5,-113.0,-105.0,-112.0,-112.0,-103.0,105.0,-110.0,100.0,-105.0,-110.0,-105.0,105.0,54,-8.5,-105.0
4143450,471,2020,1,Sun 9/13,4:05 PM,L.A. Chargers,16,FINAL,75380,-3.0,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-3.0,-3.0,-3.0,-2.5,101.0,105.0,-105.0,-105.0,-100.0,-115.0,-110.0,105.0,120.0,117.0,-105.0,-115.0,50,-3.0,-120.0
4143450,472,2020,1,,,Cincinnati,13,,1522,3.0,3.0,2.5,2.5,2.5,2.5,2.5,3.0,3.0,3.0,3.0,2.5,-121.0,-125.0,-115.0,-115.0,-110.0,-105.0,-110.0,-125.0,-130.0,-137.0,-115.0,-105.0,50,3.0,100.0
4143458,473,2020,1,Sun 9/13,4:25 PM,Arizona,24,FINAL,1549,7.0,7.0,6.5,6.5,7.0,7.0,6.5,7.0,6.5,6.5,6.5,7.0,-120.0,-120.0,-110.0,-110.0,-123.0,-125.0,-110.0,-120.0,-105.0,-112.0,-105.0,-125.0,58,7.0,-110.0
4143458,474,2020,1,,,San Francisco,20,,1547,-7.0,-7.0,-6.5,-6.5,-7.0,-7.0,-6.5,-7.0,-6.5,-6.5,-6.5,-7.0,100.0,100.0,-110.0,-110.0,111.0,105.0,-110.0,100.0,-105.0,-108.0,-115.0,105.0,42,-7.0,-110.0
