eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
4260339,481,2020,5,Tue 10/13,7:00 PM,Buffalo,16,FINAL,1526,-3.0,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-110.0,100.0,-110.0,-110.0,-108.0,-115.0,-115.0,-110.0,-108.0,-111.0,-110.0,-115.0,56,-3.0,-123
4260339,482,2020,5,,,Tennessee,42,,1528,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,-110.0,-120.0,-110.0,-110.0,-102.0,-105.0,-105.0,-110.0,-108.0,-109.0,-110.0,-105.0,44,3.0,103
4143490,477,2020,5,Mon 10/12,8:15 PM,L.A. Chargers,27,FINAL OT,75380,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,-112.0,-110.0,-114.0,-114.0,-106.0,-120.0,-115.0,-115.0,-113.0,-112.0,-110.0,-120.0,47,7.5,-110
4143490,478,2020,5,,,New Orleans,30,,1543,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-108.0,-110.0,-106.0,-106.0,-104.0,100.0,-105.0,-105.0,-103.0,-108.0,-110.0,100.0,53,-7.5,-110
4143364,467,2020,5,Sun 10/11,1:00 PM,Cincinnati,3,FINAL,1522,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.0,12.5,-110.0,-110.0,-110.0,-110.0,-105.0,-110.0,-110.0,-110.0,-108.0,-111.0,-105.0,-110.0,51,13.0,-110
4143364,468,2020,5,,,Baltimore,27,,1521,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.5,-12.0,-12.5,-110.0,-110.0,-110.0,-110.0,-105.0,-110.0,-110.0,-110.0,-108.0,-109.0,-115.0,-110.0,49,-13.0,-110
4143368,451,2020,5,Sun 10/11,1:00 PM,Carolina,23,FINAL,1545,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.0,-103.0,-105.0,-103.0,-103.0,-101.0,100.0,-105.0,-110.0,-108.0,-104.0,-105.0,100.0,46,3.5,100
4143368,452,2020,5,,,Atlanta,16,,1546,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-117.0,-115.0,-117.0,-117.0,-109.0,-120.0,-115.0,-110.0,-108.0,-116.0,-115.0,-120.0,54,-3.5,-120
4143369,453,2020,5,Sun 10/11,1:00 PM,Las Vegas,40,FINAL,1533,11.0,11.0,10.0,10.0,11.0,11.0,10.5,10.5,10.0,10.5,11.5,11.0,-115.0,-120.0,-112.0,-112.0,-114.0,-118.0,-110.0,-110.0,-108.0,-115.0,-115.0,-119.0,48,11.5,-110
4143369,454,2020,5,,,Kansas City,32,,1531,-11.0,-11.0,-10.0,-10.0,-11.0,-11.0,-10.5,-10.5,-10.0,-10.5,-11.5,-11.0,-105.0,100.0,-108.0,-108.0,104.0,-102.0,-110.0,-110.0,-108.0,-105.0,-105.0,-101.0,52,-11.5,-110
