eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
4143566,179,2020,14,Mon 12/14,8:15 PM,Baltimore,47,FINAL,1521,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-115.0,-115.0,-119.0,-119.0,-116.0,-115.0,-115.0,-120.0,-118.0,-121.0,-115.0,-115.0,0,-2.5,-120
4143566,180,2020,14,,,Cleveland,42,,1520,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-105.0,-105.0,-101.0,-101.0,105.0,-105.0,-105.0,100.0,102.0,101.0,-105.0,-105.0,0,2.5,100
4143419,159,2020,14,Sun 12/13,1:00 PM,Houston,7,FINAL,1530,-1.0,-1.5,-3.0,-3.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,-105.0,-105.0,-108.0,-108.0,-107.0,100.0,-110.0,-105.0,-108.0,-112.0,-110.0,100.0,0,-1.5,-115
4143419,160,2020,14,,,Chicago,36,,1540,1.0,1.5,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-115.0,-115.0,-122.0,-122.0,-103.0,-120.0,-110.0,-115.0,-108.0,-108.0,-110.0,-120.0,0,1.5,-105
4143421,163,2020,14,Sun 12/13,1:00 PM,Minnesota,14,FINAL,1541,6.5,7.0,6.0,6.0,7.0,7.0,7.0,6.5,6.5,6.5,7.0,7.0,101.0,-115.0,-115.0,-115.0,-106.0,-120.0,-115.0,-105.0,-103.0,-105.0,-110.0,-120.0,0,5.5,-110
4143421,164,2020,14,,,Tampa Bay,26,,1544,-6.5,-7.0,-6.0,-6.0,-7.0,-7.0,-7.0,-6.5,-6.5,-6.5,-7.0,-7.0,-121.0,-105.0,-115.0,-115.0,-104.0,100.0,-105.0,-115.0,-113.0,-115.0,-110.0,100.0,0,-5.5,-110
4143422,153,2020,14,Sun 12/13,1:00 PM,Tennessee,31,FINAL,1528,-9.0,-8.0,-10.5,-10.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-8.0,-7.5,108.0,-105.0,-113.0,-113.0,-106.0,-115.0,-115.0,-110.0,-108.0,-112.0,-115.0,-115.0,0,-10.0,-107
4143422,154,2020,14,,,Jacksonville,10,,1529,9.0,8.0,10.5,10.5,7.5,7.5,7.5,7.5,7.5,7.5,8.0,7.5,-128.0,-115.0,-116.0,-116.0,-104.0,-105.0,-105.0,-110.0,-108.0,-108.0,-105.0,-105.0,0,10.0,-113
4143423,155,2020,14,Sun 12/13,1:00 PM,Dallas,30,FINAL,1538,-3.0,-3.0,-3.5,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-116.0,-115.0,-106.0,-106.0,-114.0,-115.0,-120.0,-115.0,-113.0,-114.0,-115.0,-115.0,0,-3.0,-110
4143423,156,2020,14,,,Cincinnati,7,,1522,3.0,3.0,3.5,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-104.0,-105.0,-124.0,-124.0,103.0,-105.0,100.0,-105.0,-103.0,-106.0,-105.0,-105.0,0,3.0,-110
4143563,157,2020,14,Sun 12/13,1:00 PM,Arizona,26,FINAL,1549,-3.0,-3.0,-2.5,-2.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-113.0,-110.0,-123.0,-123.0,-106.0,-110.0,-115.0,-110.0,-108.0,-114.0,-110.0,-110.0,0,-3.0,-110
4143563,158,2020,14,,,N.Y. Giants,7,,1535,3.0,3.0,2.5,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-107.0,-110.0,-107.0,-107.0,-104.0,-110.0,-105.0,-110.0,-108.0,-106.0,-110.0,-110.0,0,3.0,-110
4143565,161,2020,14,Sun 12/13,1:00 PM,Denver,32,FINAL,1534,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0,-112.0,-110.0,-116.0,-116.0,-101.0,100.0,-110.0,-110.0,-108.0,-106.0,-105.0,100.0,0,3.0,100
4143565,162,2020,14,,,Carolina,27,,1545,-4.5,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.5,-4.0,-108.0,-110.0,-113.0,-113.0,-109.0,-120.0,-110.0,-110.0,-108.0,-114.0,-115.0,-120.0,0,-3.0,-120
4143569,165,2020,14,Sun 12/13,1:00 PM,Kansas City,33,FINAL,1531,-7.0,-7.5,-11.5,-11.5,-7.5,-7.5,-7.5,-7.0,-7.0,-7.0,-7.5,-7.5,-110.0,-105.0,-112.0,-112.0,109.0,105.0,100.0,-115.0,-108.0,-111.0,-115.0,105.0,0,-7.0,-125
4143569,166,2020,14,,,Miami,27,,1524,7.0,7.5,11.5,11.5,7.5,7.5,7.5,7.0,7.0,7.0,7.5,7.5,-110.0,-115.0,-117.0,-117.0,-121.0,-125.0,-120.0,-105.0,-108.0,-109.0,-105.0,-125.0,0,7.0,105
4143425,167,2020,14,Sun 12/13,4:05 PM,Indianapolis,44,FINAL,1527,-2.5,-3.0,-3.5,-3.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-2.5,-112.0,110.0,-113.0,-113.0,-104.0,-110.0,-115.0,-110.0,-108.0,-111.0,-105.0,-110.0,0,-2.0,-115
4143425,168,2020,14,,,Las Vegas,27,,1533,2.5,3.0,3.5,3.5,2.5,2.5,2.5,2.5,2.5,2.5,3.0,2.5,-108.0,-130.0,-116.0,-116.0,-106.0,-110.0,-105.0,-110.0,-108.0,-109.0,-115.0,-110.0,0,2.0,-105
4143567,169,2020,14,Sun 12/13,4:05 PM,N.Y. Jets,3,FINAL,1523,16.5,16.0,-16.0,-16.0,16.5,16.5,16.5,16.5,16.5,16.0,16.0,16.5,-115.0,-105.0,100.0,100.0,-110.0,-115.0,-110.0,-110.0,-108.0,-108.0,-115.0,-115.0,0,13.5,-110
4143567,170,2020,14,,,Seattle,40,,1548,-16.5,-16.0,16.0,16.0,-16.5,-16.5,-16.5,-16.5,-16.5,-16.0,-16.0,-16.5,-105.0,-115.0,-133.0,-133.0,-100.0,-105.0,-110.0,-110.0,-108.0,-112.0,-105.0,-105.0,0,-13.5,-110
4143420,151,2020,14,Sun 12/13,4:25 PM,Green Bay,31,FINAL,1542,-9.5,-9.5,-6.0,-6.0,-9.5,-9.0,-9.5,-9.0,-8.5,-8.5,-9.5,-9.0,-105.0,-105.0,-111.0,-111.0,106.0,-110.0,100.0,-110.0,-108.0,-111.0,-110.0,-110.0,0,-7.5,-110
4143420,152,2020,14,,,Detroit,24,,1539,9.5,9.5,6.0,6.0,9.5,9.0,9.5,9.0,8.5,8.5,9.5,9.0,-115.0,-115.0,-118.0,-118.0,-117.0,-110.0,-120.0,-110.0,-108.0,-109.0,-110.0,-110.0,0,7.5,-110
4143564,171,2020,14,Sun 12/13,4:25 PM,Atlanta,17,FINAL,1546,1.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,-115.0,-105.0,-112.0,-112.0,100.0,-105.0,-110.0,-110.0,-108.0,-110.0,-110.0,-109.0,0,1.5,-110
4143564,172,2020,14,,,L.A. Chargers,20,,75380,-1.5,-1.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.5,-1.0,-105.0,-115.0,-117.0,-117.0,-110.0,-115.0,-110.0,-110.0,-108.0,-110.0,-110.0,-111.0,100,-1.5,-110
4143568,175,2020,14,Sun 12/13,4:25 PM,Washington,23,FINAL,1537,3.0,3.0,3.5,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-125.0,-115.0,-124.0,-124.0,-111.0,-116.0,-115.0,-120.0,-113.0,-118.0,-115.0,-114.0,0,4.0,-110
4143568,176,2020,14,,,San Francisco,15,,1547,-3.0,-3.0,-3.5,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,105.0,-105.0,-106.0,-106.0,101.0,-104.0,-105.0,100.0,-103.0,-102.0,-105.0,-106.0,0,-4.0,-110
4143570,173,2020,14,Sun 12/13,4:25 PM,New Orleans,21,FINAL,1543,-7.5,-8.0,-7.0,-7.0,-7.5,-7.5,-8.0,-7.5,-7.5,-7.5,-8.5,-7.5,-110.0,-105.0,-110.0,-110.0,-104.0,-109.0,-105.0,-110.0,-108.0,-113.0,-105.0,-111.0,0,-6.5,-108
4143570,174,2020,14,,,Philadelphia,24,,1536,7.5,8.0,7.0,7.0,7.5,7.5,8.0,7.5,7.5,7.5,8.5,7.5,-110.0,-115.0,-119.0,-119.0,-106.0,-111.0,-115.0,-110.0,-108.0,-107.0,-115.0,-109.0,0,6.5,-112
4143424,177,2020,14,Sun 12/13,8:20 PM,Pittsburgh,15,FINAL,1519,2.0,2.0,1.5,1.5,2.0,2.0,2.0,2.0,2.0,1.5,2.0,2.0,-107.0,-110.0,-110.0,-110.0,-109.0,-110.0,-110.0,-110.0,-108.0,-109.0,-105.0,-110.0,100,-2.5,-104
4143424,178,2020,14,,,Buffalo,26,,1526,-2.0,-2.0,-1.5,-1.5,-2.0,-2.0,-2.0,-2.0,-2.0,-1.5,-2.0,-2.0,-113.0,-110.0,-110.0,-110.0,-102.0,-110.0,-110.0,-110.0,-108.0,-111.0,-115.0,-110.0,0,2.5,-116
4143562,101,2020,14,Thu 12/10,8:20 PM,New England,3,FINAL,1525,4.5,5.0,5.0,5.0,5.0,4.5,5.0,4.5,5.0,5.0,5.0,4.5,-109.0,-110.0,-110.0,-105.0,-103.0,100.0,-110.0,-110.0,-108.0,-111.0,-105.0,100.0,0,6.5,-110
4143562,102,2020,14,,,L.A. Rams,24,,1550,-4.5,-5.0,-5.0,-5.0,-5.0,-4.5,-5.0,-4.5,-5.0,-5.0,-5.0,-4.5,-111.0,-110.0,-110.0,-115.0,-107.0,-120.0,-110.0,-110.0,-108.0,-109.0,-115.0,-120.0,0,-6.5,-110
