eid,partid,rotation,season,week,date,time,team,score,outcome,ml_perc,ml_wag,spr_perc,spr_wag,ou_perc,ou_wag,op_ml,op_spr,op_spr_odds,op_ou,op_ou_odds,8_ml,8_spr,8_spr_odds,8_ou,8_ou_odds,9_ml,9_spr,9_spr_odds,9_ou,9_ou_odds,10_ml,10_spr,10_spr_odds,10_ou,10_ou_odds,16_ml,16_spr,16_spr_odds,16_ou,16_ou_odds,28_ml,28_spr,28_spr_odds,28_ou,28_ou_odds,29_ml,29_spr,29_spr_odds,29_ou,29_ou_odds,36_ml,36_spr,36_spr_odds,36_ou,36_ou_odds,44_ml,44_spr,44_spr_odds,44_ou,44_ou_odds,82_ml,82_spr,82_spr_odds,82_ou,82_ou_odds,84_ml,84_spr,84_spr_odds,84_ou,84_ou_odds,123_ml,123_spr,123_spr_odds,123_ou,123_ou_odds,127_ml,127_spr,127_spr_odds,127_ou,127_ou_odds,130_ml,130_spr,130_spr_odds,130_ou,130_ou_odds
4765754,1520,253,2025,6,Sun 10/12,1:00 PM,Cleveland,9,FINAL,87.96,5480.0,63.92,7070.0,60.53,0.0,203.0,6.0,-110.0,37.5,-110.0,263.0,6.5,-110.0,38.0,-110.0,255.0,6.5,-110.0,38.0,-105.0,254.0,6.0,-103.0,37.5,-118.0,252.0,6.0,-103.0,37.5,-118.0,231.0,6.0,-103.0,38.0,-107.0,250.0,6.5,-110.0,38.0,-110.0,230.0,6.5,-125.0,38.5,-110.0,240.0,6.5,-108.0,38.0,-108.0,226.0,6.0,-105.0,38.0,-110.0,228.0,6.0,-103.0,38.0,-107.0,250.0,6.5,-110.0,38.0,-110.0,245.0,6.0,-105.0,37.5,-110.0,256.0,6.5,-104.0,38.0,-102.0
4765754,1519,254,2025,6,,,Pittsburgh,23,,12.04,750.0,36.08,3990.0,39.47,0.0,-245.0,-6.0,-110.0,37.5,-110.0,-325.0,-6.5,-110.0,38.0,-110.0,-310.0,-6.5,-110.0,38.0,-115.0,-304.0,-6.0,-116.0,37.5,-102.0,-301.0,-6.0,-116.0,37.5,-102.0,-286.0,-6.0,-117.0,38.0,-113.0,-300.0,-6.5,-110.0,38.0,-110.0,-300.0,-6.5,-110.0,38.5,-125.0,-300.0,-6.5,-108.0,38.0,-108.0,-290.0,-6.0,-115.0,38.0,-110.0,-283.0,-6.0,-117.0,38.0,-113.0,-310.0,-6.5,-110.0,38.0,-110.0,-295.0,-6.0,-115.0,37.5,-110.0,-296.0,-6.5,-106.0,38.0,-110.0
4765756,1548,259,2025,6,Sun 10/12,1:00 PM,Seattle,20,FINAL,48.32,720.0,38.15,5020.0,66.6,0.0,105.0,0.0,-110.0,45.0,-110.0,-118.0,-1.0,-111.0,47.0,-110.0,-120.0,-1.0,-110.0,47.5,-115.0,-113.0,-1.0,-110.0,47.5,-110.0,-118.0,1.0,-109.0,47.5,-110.0,-114.0,-1.0,-108.0,47.5,-105.0,-115.0,-1.0,-110.0,47.5,-110.0,-125.0,0.5,-125.0,48.5,-110.0,-120.0,-1.0,-108.0,47.5,-108.0,-115.0,-1.0,-110.0,47.5,-110.0,-114.0,-1.0,-108.0,47.5,-105.0,-120.0,-1.0,-110.0,47.5,-110.0,,0.0,-115.0,47.5,-110.0,-111.0,-1.0,-102.0,47.5,-105.0
4765756,1529,260,2025,6,,,Jacksonville,12,,51.68,770.0,61.85,8140.0,33.4,0.0,-125.0,0.0,-110.0,45.0,-110.0,-102.0,1.0,-109.0,47.0,-110.0,100.0,1.0,-110.0,47.5,-105.0,-102.0,1.0,-110.0,47.5,-109.0,103.0,-1.0,-110.0,47.5,-109.0,-106.0,1.0,-112.0,47.5,-115.0,-105.0,1.0,-110.0,47.5,-110.0,100.0,-0.5,-110.0,48.5,-125.0,100.0,1.0,-108.0,47.5,-108.0,-106.0,1.0,-110.0,47.5,-110.0,-106.0,1.0,-112.0,47.5,-115.0,100.0,1.0,-110.0,47.5,-110.0,,0.0,-105.0,47.5,-110.0,101.0,1.0,-108.0,47.5,-107.0
4765757,75380,263,2025,6,Sun 10/12,1:00 PM,L.A. Chargers,29,FINAL,16.8,840.0,36.69,3170.0,78.15,0.0,-245.0,-5.5,-110.0,44.5,-110.0,-180.0,-3.5,-102.0,45.0,-115.0,-180.0,-3.5,100.0,45.5,-110.0,-197.0,-3.0,-121.0,44.5,-118.0,-197.0,-3.0,-121.0,44.5,-118.0,-174.0,-3.5,105.0,45.5,-110.0,-200.0,-3.5,-105.0,45.0,-110.0,-200.0,-3.5,-118.0,45.5,-110.0,-180.0,-3.5,102.0,45.5,-108.0,-208.0,-3.5,-110.0,45.0,-110.0,-174.0,-3.5,105.0,45.5,-110.0,-185.0,-3.5,-105.0,45.0,-110.0,-180.0,-3.5,100.0,45.0,-115.0,-174.0,-3.5,105.0,45.5,-107.0
4765757,1524,264,2025,6,,,Miami,27,,83.2,4160.0,63.31,5470.0,21.85,0.0,203.0,5.5,-110.0,44.5,-110.0,157.0,3.5,-118.0,45.0,-105.0,155.0,3.5,-120.0,45.5,-110.0,169.0,3.0,101.0,44.5,-102.0,169.0,3.0,101.0,44.5,-102.0,154.0,3.5,-125.0,45.5,-110.0,170.0,3.5,-115.0,45.0,-110.0,160.0,3.5,-118.0,45.5,-125.0,155.0,3.5,-118.0,45.5,-108.0,166.0,3.5,-110.0,45.0,-110.0,154.0,3.5,-125.0,45.5,-110.0,160.0,3.5,-115.0,45.0,-110.0,155.0,3.5,-120.0,45.0,-105.0,156.0,3.5,-116.0,45.5,-105.0
4765758,1538,261,2025,6,Sun 10/12,1:00 PM,Dallas,27,FINAL,16.78,720.0,22.62,2610.0,73.66,0.0,-190.0,-3.5,-110.0,47.5,-110.0,-157.0,-3.0,100.0,46.5,-110.0,-160.0,-3.0,100.0,46.5,-110.0,-150.0,-2.5,-115.0,47.0,-101.0,-150.0,-2.5,-116.0,47.0,-101.0,-145.0,-3.0,105.0,47.0,-102.0,-155.0,-3.0,100.0,46.5,-110.0,-175.0,-3.5,100.0,47.5,-110.0,-155.0,-3.0,107.0,46.5,-108.0,-167.0,-3.0,-105.0,47.5,-110.0,-146.0,-3.0,105.0,47.0,-102.0,-155.0,-3.0,100.0,46.5,-110.0,-150.0,-3.0,100.0,46.5,-110.0,-151.0,-3.0,108.0,46.5,-102.0
4765758,1545,262,2025,6,,,Carolina,30,,83.22,3570.0,77.38,8930.0,26.34,0.0,165.0,3.5,-110.0,47.5,-110.0,137.0,3.0,-120.0,46.5,-110.0,135.0,3.0,-120.0,46.5,-110.0,130.0,2.5,-104.0,47.0,-119.0,130.0,2.5,-103.0,47.0,-119.0,125.0,3.0,-125.0,47.0,-118.0,135.0,3.0,-120.0,46.5,-110.0,138.0,3.5,-138.0,47.5,-125.0,135.0,3.0,-123.0,46.5,-108.0,136.0,3.0,-115.0,47.5,-110.0,126.0,3.0,-125.0,47.0,-118.0,135.0,3.0,-120.0,46.5,-110.0,129.0,3.0,-120.0,46.5,-110.0,136.0,3.0,-119.0,46.5,-110.0
4765760,1525,269,2025,6,Sun 10/12,1:00 PM,New England,25,FINAL,20.82,860.0,30.22,3070.0,69.42,0.0,-185.0,-3.5,-110.0,45.0,-110.0,-180.0,-3.0,-120.0,46.0,-107.0,-175.0,-3.0,-120.0,45.5,-110.0,-187.0,-3.0,-120.0,45.5,-110.0,-187.0,-3.0,-120.0,45.5,-110.0,-170.0,-3.0,-112.0,46.0,-110.0,-180.0,-3.5,-105.0,46.0,-108.0,-200.0,-4.5,-110.0,46.5,-110.0,-180.0,-3.0,-113.0,46.0,-108.0,-193.0,-3.5,100.0,46.0,-110.0,-174.0,-3.0,-112.0,46.0,-110.0,-177.0,-3.0,-115.0,46.0,-110.0,-180.0,-3.0,-115.0,45.5,-110.0,-167.0,-3.5,110.0,46.0,-101.0
4765760,1543,270,2025,6,,,New Orleans,19,,79.18,3270.0,69.78,7090.0,30.58,0.0,161.0,3.5,-110.0,45.0,-110.0,157.0,3.0,100.0,46.0,-113.0,150.0,3.0,100.0,45.5,-110.0,161.0,3.0,100.0,45.5,-109.0,160.0,3.0,100.0,45.5,-109.0,150.0,3.0,-108.0,46.0,-110.0,160.0,3.5,-115.0,46.0,-112.0,160.0,4.5,-125.0,46.5,-125.0,155.0,3.0,-103.0,46.0,-108.0,156.0,3.5,-120.0,46.0,-110.0,154.0,3.0,-108.0,46.0,-110.0,153.0,3.0,-105.0,46.0,-110.0,155.0,3.0,-105.0,45.5,-110.0,150.0,3.5,-122.0,46.0,-112.0
4765759,1528,267,2025,6,Sun 10/12,4:05 PM,Tennessee,10,FINAL,80.28,3460.0,66.67,3920.0,57.14,0.0,219.0,6.0,-110.0,41.5,-110.0,170.0,3.5,-110.0,41.5,-110.0,170.0,3.5,-110.0,41.0,-115.0,173.0,3.5,-107.0,41.0,-112.0,172.0,3.5,-108.0,41.0,-112.0,166.0,3.5,-109.0,41.5,-104.0,165.0,3.5,-110.0,41.5,-110.0,160.0,3.5,-118.0,42.5,-110.0,165.0,3.5,-108.0,41.5,-108.0,157.0,3.5,-110.0,41.5,-110.0,166.0,3.5,-109.0,41.5,-104.0,170.0,3.5,-110.0,41.5,-110.0,163.0,3.5,-110.0,41.0,-110.0,169.0,3.5,-103.0,41.5,100.0
4765759,1533,268,2025,6,,,Las Vegas,20,,19.72,850.0,33.33,1970.0,42.49,0.0,-265.0,-6.0,-110.0,41.5,-110.0,-195.0,-3.5,-110.0,41.5,-110.0,-200.0,-3.5,-110.0,41.0,-105.0,-202.0,-3.5,-112.0,41.0,-107.0,-200.0,-3.5,-111.0,41.0,-107.0,-191.0,-3.5,-111.0,41.5,-116.0,-190.0,-3.5,-110.0,41.5,-110.0,-200.0,-3.5,-118.0,42.5,-125.0,-190.0,-3.5,-108.0,41.5,-108.0,-195.0,-3.5,-110.0,41.5,-110.0,-191.0,-3.5,-111.0,41.5,-116.0,-200.0,-3.5,-110.0,41.5,-110.0,-190.0,-3.5,-110.0,41.0,-110.0,-190.0,-3.5,-107.0,41.5,-113.0
4765755,1547,265,2025,6,Sun 10/12,4:25 PM,San Francisco,19,FINAL,68.09,2560.0,55.03,5250.0,63.42,0.0,135.0,2.0,-110.0,47.0,-110.0,163.0,3.5,-115.0,47.0,-110.0,155.0,3.5,-120.0,46.5,-115.0,164.0,3.0,106.0,47.5,-101.0,164.0,3.0,106.0,47.5,-101.0,160.0,3.5,-110.0,47.0,-110.0,160.0,3.5,-110.0,46.5,-115.0,160.0,3.5,-118.0,47.5,-110.0,160.0,3.5,-118.0,47.0,-108.0,150.0,3.0,-105.0,46.5,-110.0,160.0,3.5,-110.0,47.0,-110.0,160.0,3.5,-115.0,47.0,-110.0,155.0,3.5,-115.0,47.0,-110.0,163.0,3.5,-110.0,46.5,-107.0
4765755,1544,266,2025,6,,,Tampa Bay,30,,31.91,1200.0,44.97,4290.0,36.58,0.0,-155.0,-2.0,-110.0,47.0,-110.0,-187.0,-3.5,-105.0,47.0,-110.0,-180.0,-3.5,100.0,46.5,-105.0,-191.0,-3.0,-124.0,47.5,-119.0,-191.0,-3.0,-124.0,47.5,-119.0,-180.0,-3.5,-110.0,47.0,-110.0,-180.0,-3.5,-110.0,46.5,-105.0,-200.0,-3.5,-118.0,47.5,-125.0,-185.0,-3.5,102.0,47.0,-108.0,-185.0,-3.0,-125.0,46.5,-110.0,-180.0,-3.5,-110.0,47.0,-110.0,-185.0,-3.5,-105.0,47.0,-110.0,-180.0,-3.5,-105.0,47.0,-110.0,-181.0,-3.5,100.0,46.5,-105.0
4765761,1522,271,2025,6,Sun 10/12,4:25 PM,Cincinnati,18,FINAL,92.07,5460.0,57.14,3920.0,73.35,0.0,732.0,13.5,-110.0,44.5,-110.0,795.0,14.0,-113.0,44.0,-110.0,625.0,14.0,-110.0,44.5,-115.0,752.0,14.0,-111.0,44.5,-112.0,752.0,14.0,-111.0,44.5,-112.0,,14.0,-120.0,45.0,-110.0,700.0,14.0,-110.0,44.5,-115.0,650.0,14.5,-125.0,45.5,-110.0,695.0,14.0,-108.0,44.5,-108.0,769.0,14.0,-110.0,44.5,-110.0,754.0,14.0,-120.0,45.0,-110.0,750.0,14.0,-110.0,44.5,-115.0,650.0,14.0,-110.0,45.0,-110.0,691.0,14.0,-113.0,45.0,-102.0
4765761,1542,272,2025,6,,,Green Bay,27,,7.93,470.0,42.86,2940.0,26.65,0.0,-1150.0,-13.5,-110.0,44.5,-110.0,-1300.0,-14.0,-107.0,44.0,-110.0,-1000.0,-14.0,-110.0,44.5,-105.0,-1114.0,-14.0,-108.0,44.5,-107.0,-1114.0,-14.0,-108.0,44.5,-107.0,,-14.0,100.0,45.0,-110.0,-1200.0,-14.0,-110.0,44.5,-105.0,-1200.0,-14.5,-110.0,45.5,-125.0,-945.0,-14.0,-108.0,44.5,-108.0,-1457.0,-14.0,-110.0,44.5,-110.0,-1200.0,-14.0,100.0,45.0,-110.0,-1200.0,-14.0,-110.0,44.5,-105.0,-1000.0,-14.0,-110.0,45.0,-110.0,-953.0,-14.0,102.0,45.0,-110.0
4765762,1539,273,2025,6,Sun 10/12,8:20 PM,Detroit,17,FINAL,57.63,3400.0,51.44,7490.0,74.48,0.0,100.0,1.0,-110.0,49.0,-110.0,130.0,2.5,-105.0,51.0,-113.0,130.0,2.5,100.0,51.0,-105.0,134.0,2.5,-105.0,51.0,-109.0,135.0,2.5,-105.0,51.0,-109.0,127.0,2.5,106.0,51.0,-117.0,132.0,2.5,100.0,51.5,-105.0,110.0,2.5,-110.0,51.5,-110.0,135.0,2.5,102.0,51.5,-108.0,121.0,2.5,-110.0,52.0,-110.0,125.0,2.5,103.0,51.0,-117.0,130.0,2.5,-105.0,51.5,-110.0,125.0,2.5,-105.0,51.0,-115.0,133.0,2.5,104.0,51.0,-104.0
4765762,1531,274,2025,6,,,Kansas City,30,,42.37,2500.0,48.56,7070.0,25.52,0.0,-120.0,-1.0,-110.0,49.0,-110.0,-150.0,-2.5,-115.0,51.0,-107.0,-150.0,-2.5,-120.0,51.0,-115.0,-155.0,-2.5,-114.0,51.0,-110.0,-156.0,-2.5,-114.0,51.0,-110.0,-147.0,-2.5,-126.0,51.0,-103.0,-152.0,-2.5,-120.0,51.5,-115.0,-138.0,-2.5,-125.0,51.5,-125.0,-155.0,-2.5,-118.0,51.5,-108.0,-149.0,-2.5,-110.0,52.0,-110.0,-145.0,-2.5,-123.0,51.0,-103.0,-150.0,-2.5,-115.0,51.5,-110.0,-145.0,-2.5,-115.0,51.0,-105.0,-147.0,-2.5,-115.0,51.0,-108.0
4765751,1536,105,2025,6,Thu 10/9,8:15 PM,Philadelphia,17,FINAL,11.53,430.0,30.04,2130.0,72.67,0.0,-380.0,-7.5,-110.0,43.0,-110.0,-440.0,-7.5,-110.0,40.5,-110.0,-400.0,-7.5,-110.0,40.5,-120.0,-372.0,-7.5,-102.0,41.0,-107.0,-378.0,-7.5,-102.0,41.0,-107.0,-410.0,-7.0,-130.0,41.0,-107.0,-420.0,-7.5,-105.0,41.0,-110.0,-450.0,-7.5,-110.0,41.5,-110.0,-415.0,-7.5,-103.0,41.0,-108.0,-441.0,-7.0,-120.0,40.5,-110.0,-410.0,-7.0,-130.0,41.0,-105.0,-440.0,-7.5,-110.0,41.0,-115.0,-410.0,-7.5,-105.0,41.0,-110.0,-383.0,-7.5,102.0,41.0,-104.0
4765751,1535,106,2025,6,,,N.Y. Giants,34,,88.47,3300.0,69.96,4960.0,27.33,0.0,303.0,7.5,-110.0,43.0,-110.0,344.0,7.5,-110.0,40.5,-110.0,300.0,7.5,-110.0,40.5,100.0,305.0,7.5,-117.0,41.0,-112.0,310.0,7.5,-117.0,41.0,-112.0,295.0,7.0,110.0,41.0,-113.0,330.0,7.5,-115.0,41.0,-110.0,320.0,7.5,-125.0,41.5,-125.0,335.0,7.5,-113.0,41.0,-108.0,330.0,7.0,100.0,40.5,-110.0,295.0,7.0,110.0,41.0,-115.0,340.0,7.5,-110.0,41.0,-105.0,325.0,7.5,-115.0,41.0,-110.0,321.0,7.5,-108.0,41.0,-109.0
