eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4700838,453,2023,13,Sun 12/3,1:00 PM,Detroit,33,FINAL,1539,-4.0,-3.5,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.5,-3.5,-4.0,-4.0,-4.5,-4.5,-108.0,-110.0,-110.0,-110.0,103.0,-110.0,-110.0,-110.0,-108.0,-104.0,-112.0,-110.0,-105.0,-106.0,27.64,-3.0,-110
4700838,454,2023,13,,,New Orleans,28,,1543,4.0,3.5,4.0,4.0,4.0,4.0,4.0,4.0,3.5,3.5,4.0,4.0,4.5,4.5,-112.0,-110.0,-110.0,-110.0,-114.0,-110.0,-110.0,-110.0,-108.0,-116.0,-108.0,-110.0,-115.0,-125.0,72.36,3.0,-110
4700839,451,2023,13,Sun 12/3,1:00 PM,L.A. Chargers,6,FINAL,75380,-4.5,-4.0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-5.0,-4.5,-4.5,-5.0,-110.0,-110.0,-110.0,-110.0,101.0,-110.0,-115.0,-110.0,-108.0,-110.0,-109.0,-110.0,-110.0,-110.0,25.88,-4.5,-110
4700839,452,2023,13,,,New England,0,,1525,4.5,4.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5.0,4.5,4.5,5.0,-110.0,-110.0,-110.0,-110.0,-112.0,-110.0,-105.0,-110.0,-108.0,-110.0,-111.0,-110.0,-110.0,-120.0,74.12,4.5,-110
4700840,465,2023,13,Sun 12/3,1:00 PM,Denver,17,FINAL,1534,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,103.0,-115.0,100.0,100.0,109.0,100.0,100.0,100.0,102.0,-101.0,-105.0,100.0,100.0,-101.0,44.45,3.0,-110
4700840,466,2023,13,,,Houston,22,,1530,-3.0,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-123.0,-105.0,-120.0,-120.0,-122.0,-120.0,-120.0,-120.0,-118.0,-119.0,-115.0,-120.0,-120.0,-111.0,55.55,-3.0,-110
4700835,459,2023,13,Sun 12/3,4:05 PM,Carolina,18,FINAL,1545,4.0,4.0,3.5,3.5,3.5,3.5,3.5,3.5,3.0,3.0,3.0,3.5,3.5,3.5,-115.0,-110.0,-118.0,-119.0,102.0,-105.0,-105.0,-110.0,112.0,106.0,101.0,-105.0,-120.0,-108.0,75.89,5.5,-110
4700835,460,2023,13,,,Tampa Bay,21,,1544,-4.0,-4.0,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,-3.0,-3.0,-3.5,-3.5,-3.5,-105.0,-110.0,-102.0,100.0,-113.0,-115.0,-115.0,-110.0,-128.0,-126.0,-122.0,-115.0,100.0,-104.0,24.11,-5.5,-110
4700633,467,2023,13,Sun 12/3,4:25 PM,San Francisco,42,FINAL,1547,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-2.5,-3.0,-3.0,-3.0,-3.0,-3.0,-108.0,-115.0,100.0,100.0,-103.0,-110.0,-110.0,-105.0,-118.0,-103.0,-110.0,-110.0,-105.0,101.0,53.78,1.0,-110
4700633,468,2023,13,,,Philadelphia,19,,1536,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,-112.0,-105.0,-120.0,-120.0,-107.0,-110.0,-110.0,-115.0,102.0,-117.0,-110.0,-110.0,-115.0,-114.0,46.22,-1.0,-110
4700841,469,2023,13,Sun 12/3,4:25 PM,Cleveland,19,FINAL,1520,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,-110.0,-110.0,-120.0,-120.0,-105.0,-105.0,-110.0,-110.0,-113.0,-110.0,-111.0,-105.0,-115.0,-111.0,68.45,0.0,-110
4700841,470,2023,13,,,L.A. Rams,36,,1550,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-110.0,-110.0,100.0,100.0,-105.0,-115.0,-110.0,-110.0,-103.0,-110.0,-109.0,-115.0,-105.0,-101.0,31.55,0.0,-110
4700842,471,2023,13,Sun 12/3,8:20 PM,Kansas City,19,FINAL,1531,-6.0,-5.5,-5.5,-5.5,-5.5,-6.0,-6.0,-6.0,-5.5,-5.0,-5.5,-6.0,-5.5,-6.0,-107.0,-115.0,-111.0,-116.0,-102.0,-103.0,-110.0,-110.0,-108.0,-110.0,-111.0,-103.0,-115.0,-106.0,24.5,-7.0,-110
4700842,472,2023,13,,,Green Bay,27,,1542,6.0,5.5,5.5,5.5,5.5,6.0,6.0,6.0,5.5,5.0,5.5,6.0,5.5,6.0,-113.0,-105.0,-109.0,-104.0,-108.0,-117.0,-110.0,-110.0,-108.0,-110.0,-109.0,-117.0,-105.0,-106.0,75.5,7.0,-110
4700832,303,2023,13,Thu 11/30,8:15 PM,Seattle,35,FINAL,1548,9.5,9.5,9.5,9.5,9.0,9.5,10.0,9.5,9.0,9.0,9.5,9.5,9.5,9.0,-107.0,-110.0,-105.0,-110.0,-103.0,100.0,-115.0,-105.0,-108.0,-110.0,-105.0,100.0,-110.0,-109.0,73.46,7.0,-110
4700832,304,2023,13,,,Dallas,41,,1538,-9.5,-9.5,-9.5,-9.5,-9.0,-9.5,-10.0,-9.5,-9.0,-9.0,-9.5,-9.5,-9.5,-9.0,-113.0,-110.0,-115.0,-110.0,-107.0,-120.0,-105.0,-115.0,-108.0,-110.0,-115.0,-120.0,-110.0,-122.0,26.54,-7.0,-110
