eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4725369,153,2023,19,Mon 1/15,4:30 PM,Pittsburgh,17,FINAL,1519,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,9.0,-110.0,-115.0,-115.0,-115.0,-109.0,-110.0,-110.0,-115.0,-108.0,-110.0,-113.0,-110.0,-110.0,-109.0,61.14,10.0,-118
4725369,154,2023,19,,,Buffalo,31,,1526,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-9.5,-9.5,-10.0,-10.0,-10.0,-9.0,-110.0,-105.0,-105.0,-105.0,-101.0,-110.0,-110.0,-105.0,-108.0,-110.0,-107.0,-110.0,-110.0,-122.0,38.86,-10.0,-102
4725362,151,2023,19,Mon 1/15,8:15 PM,Philadelphia,9,FINAL,1536,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-101.0,100.0,100.0,100.0,104.0,100.0,102.0,100.0,-108.0,-104.0,-113.0,100.0,-105.0,-103.0,43.94,-2.5,-116
4725362,152,2023,19,,,Tampa Bay,32,,1544,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-119.0,-120.0,-120.0,-120.0,-115.0,-120.0,-122.0,-120.0,-108.0,-116.0,-107.0,-120.0,-115.0,-110.0,56.06,2.5,-104
4725360,147,2023,19,Sun 1/14,4:30 PM,Green Bay,48,FINAL,1542,7.0,7.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,7.0,7.0,7.0,7.5,-101.0,-115.0,-106.0,-106.0,102.0,-110.0,-105.0,-105.0,-108.0,-116.0,-105.0,-110.0,-102.0,-109.0,73.42,7.5,-118
4725360,148,2023,19,,,Dallas,32,,1538,-7.0,-7.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.5,-7.0,-7.0,-7.0,-7.5,-119.0,-105.0,-114.0,-114.0,-113.0,-110.0,-115.0,-115.0,-108.0,-104.0,-115.0,-110.0,-118.0,-103.0,26.58,-7.5,-102
4725361,149,2023,19,Sun 1/14,8:15 PM,L.A. Rams,23,FINAL,1550,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,100.0,-105.0,-105.0,-105.0,106.0,105.0,-110.0,100.0,102.0,100.0,-105.0,100.0,-105.0,101.0,49.78,3.0,100
4725361,150,2023,19,,,Detroit,24,,1539,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-120.0,-115.0,-115.0,-115.0,-117.0,-125.0,-110.0,-120.0,-118.0,-120.0,-115.0,-120.0,-115.0,-114.0,50.22,-3.0,-120
4725359,141,2023,19,Sat 1/13,4:30 PM,Cleveland,14,FINAL,1520,-2.0,-2.0,-2.0,-2.0,-2.0,-2.5,-2.5,-2.0,-2.0,-2.0,-2.5,-2.5,-2.0,-2.5,-115.0,-120.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,-112.0,48.95,-2.0,-110
4725359,142,2023,19,,,Houston,45,,1530,2.0,2.0,2.0,2.0,2.0,2.5,2.5,2.0,2.0,2.0,2.5,2.5,2.0,2.5,-105.0,100.0,-110.0,-110.0,-102.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,-101.0,51.05,2.0,-110
4725368,143,2023,19,Sat 1/13,8:10 PM,Miami,7,FINAL,1524,5.0,4.5,4.5,4.5,4.5,4.5,5.0,4.5,4.5,4.5,5.0,4.5,5.0,4.0,-110.0,-115.0,-108.0,-108.0,-102.0,-110.0,-110.0,-110.0,-108.0,-110.0,-109.0,-110.0,-110.0,-108.0,55.25,3.5,-110
4725368,144,2023,19,,,Kansas City,26,,1531,-5.0,-4.5,-4.5,-4.5,-4.5,-4.5,-5.0,-4.5,-4.5,-4.5,-5.0,-4.5,-5.0,-4.0,-110.0,-105.0,-111.0,-111.0,-108.0,-110.0,-110.0,-110.0,-108.0,-110.0,-111.0,-110.0,-110.0,-123.0,44.75,-3.5,-110
