eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4700777,279,2023,8,Mon 10/30,8:15 PM,Las Vegas,14,FINAL,1533,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,-110.0,-110.0,-115.0,-115.0,-107.0,-110.0,-105.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,74.76,7.5,-110
4700777,280,2023,8,,,Detroit,26,,1539,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.5,-110.0,-110.0,-105.0,-105.0,-103.0,-110.0,-115.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,-103.0,25.24,-7.5,-110
4700763,257,2023,8,Sun 10/29,1:00 PM,Philadelphia,38,FINAL,1536,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-105.0,-105.0,-108.0,-108.0,-103.0,-105.0,-110.0,-110.0,-108.0,-110.0,-110.0,-105.0,-105.0,100.0,27.46,-6.0,-110
4700763,258,2023,8,,,Washington,31,,1537,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,-115.0,-115.0,-112.0,-112.0,-108.0,-115.0,-110.0,-110.0,-108.0,-110.0,-110.0,-115.0,-115.0,-112.0,72.54,6.0,-110
4700764,251,2023,8,Sun 10/29,1:00 PM,New Orleans,38,FINAL,1543,-2.0,-2.5,-2.5,-2.5,-2.0,-2.0,-2.0,-2.0,-2.5,-2.0,-2.5,-2.0,-2.5,-2.5,-114.0,-110.0,-110.0,-110.0,-114.0,-110.0,-115.0,-110.0,-108.0,-110.0,-109.0,-110.0,-110.0,-109.0,49.7,-1.5,-110
4700764,252,2023,8,,,Indianapolis,27,,1527,2.0,2.5,2.5,2.5,2.0,2.0,2.0,2.0,2.5,2.0,2.5,2.0,2.5,2.5,-106.0,-110.0,-110.0,-110.0,104.0,-110.0,-105.0,-110.0,-108.0,-110.0,-111.0,-110.0,-110.0,-122.0,50.3,1.5,-110
4700765,253,2023,8,Sun 10/29,1:00 PM,Jacksonville,20,FINAL,1529,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-111.0,-115.0,-108.0,-108.0,-104.0,-105.0,-110.0,-110.0,-108.0,-115.0,-112.0,-105.0,-110.0,-112.0,50.0,-1.0,-110
4700765,254,2023,8,,,Pittsburgh,10,,1519,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,-109.0,-105.0,-112.0,-112.0,-106.0,-115.0,-110.0,-110.0,-108.0,-105.0,-108.0,-115.0,-110.0,100.0,50.0,1.0,-110
4700766,263,2023,8,Sun 10/29,1:00 PM,N.Y. Jets,13,FINAL OT,1523,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-112.0,-115.0,-117.0,-115.0,-108.0,-110.0,-115.0,-110.0,-108.0,-105.0,-115.0,-110.0,-115.0,-109.0,42.96,-3.0,-110
4700766,264,2023,8,,,N.Y. Giants,10,,1535,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-108.0,-105.0,-103.0,-105.0,-102.0,-110.0,-105.0,-110.0,-108.0,-115.0,-105.0,-110.0,-105.0,-104.0,57.04,3.0,-110
4700767,255,2023,8,Sun 10/29,1:00 PM,Houston,13,FINAL,1530,-3.5,-3.5,-3.0,-3.0,-3.5,-3.0,-3.0,-3.5,-3.0,-3.0,-3.5,-3.0,-3.5,-4.0,-101.0,100.0,-121.0,-121.0,105.0,-105.0,-120.0,100.0,-118.0,-124.0,-105.0,-105.0,100.0,100.0,45.7,-2.5,-110
4700767,256,2023,8,,,Carolina,15,,1545,3.5,3.5,3.0,3.0,3.5,3.0,3.0,3.5,3.0,3.0,3.5,3.0,3.5,4.0,-119.0,-120.0,101.0,101.0,-116.0,-115.0,100.0,-120.0,102.0,104.0,-115.0,-115.0,-120.0,-133.0,54.3,2.5,-110
4700768,261,2023,8,Sun 10/29,1:00 PM,New England,17,FINAL,1525,7.5,7.5,7.5,7.5,7.5,8.0,7.5,8.0,7.5,7.5,8.0,8.0,7.5,7.5,-112.0,-110.0,-111.0,-111.0,-104.0,-110.0,-110.0,-110.0,-108.0,-111.0,-110.0,-110.0,-110.0,-104.0,78.71,12.5,-110
4700768,262,2023,8,,,Miami,31,,1524,-7.5,-7.5,-7.5,-7.5,-7.5,-8.0,-7.5,-8.0,-7.5,-7.5,-8.0,-8.0,-7.5,-7.5,-108.0,-110.0,-109.0,-109.0,-106.0,-110.0,-110.0,-110.0,-108.0,-109.0,-110.0,-110.0,-110.0,-108.0,21.29,-12.5,-110
4700769,265,2023,8,Sun 10/29,1:00 PM,Atlanta,23,FINAL,1546,-2.5,-2.5,-2.0,-2.0,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-108.0,-110.0,-108.0,-108.0,-104.0,-110.0,-110.0,-110.0,-108.0,-105.0,-110.0,-110.0,-110.0,-108.0,51.6,1.0,-110
4700769,266,2023,8,,,Tennessee,28,,1528,2.5,2.5,2.0,2.0,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,-112.0,-110.0,-112.0,-112.0,-106.0,-110.0,-110.0,-110.0,-108.0,-115.0,-110.0,-110.0,-110.0,-105.0,48.4,-1.0,-110
4700770,267,2023,8,Sun 10/29,1:00 PM,Minnesota,24,FINAL,1541,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,-1.0,-110.0,-115.0,-110.0,-105.0,102.0,-110.0,-110.0,-110.0,-108.0,-110.0,-109.0,-110.0,-110.0,-111.0,33.63,1.0,-110
4700770,268,2023,8,,,Green Bay,10,,1542,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,1.0,-110.0,-105.0,-110.0,-115.0,-113.0,-110.0,-110.0,-110.0,-108.0,-110.0,-111.0,-110.0,-110.0,-119.0,66.37,-1.0,-110
4700771,259,2023,8,Sun 10/29,1:00 PM,L.A. Rams,20,FINAL,1550,7.0,7.0,6.5,6.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,7.0,-115.0,-115.0,-105.0,-101.0,-109.0,-115.0,-110.0,-115.0,-108.0,-110.0,-110.0,-115.0,-105.0,-109.0,68.79,6.0,-110
