eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4700690,289,2023,2,Mon 9/18,7:15 PM,New Orleans,20,FINAL,1543,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-115.0,-110.0,-110.0,-113.0,-110.0,-115.0,-120.0,-120.0,-113.0,-117.0,-120.0,-115.0,-115.0,-115.0,25.9,-1.5,-110
4700690,290,2023,2,,,Carolina,17,,1545,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-105.0,-110.0,-110.0,-107.0,-100.0,-105.0,100.0,100.0,-103.0,-103.0,100.0,-105.0,-105.0,-102.0,74.1,1.5,-110
4700691,291,2023,2,Mon 9/18,8:15 PM,Cleveland,22,FINAL,1520,-2.0,-2.5,-2.5,-2.5,-2.0,-2.0,-2.0,-2.0,-2.0,-2.5,-2.0,-2.0,-2.0,-2.5,-115.0,-110.0,-110.0,-110.0,-110.0,-115.0,-115.0,-110.0,-108.0,-110.0,-110.0,-115.0,-110.0,-110.0,41.42,1.0,-110
4700691,292,2023,2,,,Pittsburgh,26,,1519,2.0,2.5,2.5,2.5,2.0,2.0,2.0,2.0,2.0,2.5,2.0,2.0,2.0,2.5,-105.0,-110.0,-110.0,-110.0,-100.0,-105.0,-105.0,-110.0,-108.0,-110.0,-110.0,-105.0,-110.0,-108.0,58.58,-1.0,-110
4700677,271,2023,2,Sun 9/17,1:00 PM,Chicago,17,FINAL,1540,2.5,2.0,2.0,2.0,1.0,2.0,2.5,2.5,2.5,2.0,2.5,2.0,2.5,0.0,-116.0,-110.0,-110.0,-110.0,108.0,-110.0,-110.0,-110.0,-108.0,-109.0,-105.0,-110.0,-120.0,-108.0,56.28,-1.5,-110
4700677,272,2023,2,,,Tampa Bay,27,,1544,-2.5,-2.0,-2.0,-2.0,-1.0,-2.0,-2.5,-2.5,-2.5,-2.0,-2.5,-2.0,-2.5,0.0,-104.0,-110.0,-110.0,-110.0,-119.0,-110.0,-110.0,-110.0,-108.0,-111.0,-115.0,-110.0,100.0,-123.0,43.72,1.5,-110
4700678,265,2023,2,Sun 9/17,1:00 PM,Green Bay,24,FINAL,1542,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,-114.0,-115.0,-110.0,-110.0,-110.0,-120.0,-115.0,-115.0,-108.0,-116.0,-110.0,-120.0,105.0,-114.0,39.51,-1.0,-110
4700678,266,2023,2,,,Atlanta,25,,1546,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-2.5,-3.0,-106.0,-105.0,-110.0,-110.0,-100.0,100.0,-105.0,-105.0,-108.0,-104.0,-110.0,100.0,-125.0,-104.0,60.49,1.0,-110
4700679,267,2023,2,Sun 9/17,1:00 PM,Indianapolis,31,FINAL,1527,0.0,1.5,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.5,-112.0,-115.0,-104.0,-104.0,-100.0,-107.0,-105.0,-110.0,-108.0,-110.0,-110.0,-107.0,-110.0,-109.0,33.8,1.5,-110
4700679,268,2023,2,,,Houston,20,,1530,0.0,-1.5,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.5,-108.0,-105.0,-116.0,-116.0,-110.0,-113.0,-115.0,-110.0,-108.0,-110.0,-110.0,-113.0,-110.0,-122.0,66.2,-1.5,-110
