eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4700871,327,2023,15,Mon 12/18,8:15 PM,Philadelphia,17,FINAL,1536,-5.5,-5.5,-4.0,-4.0,-5.0,-5.0,-5.0,-4.0,-5.0,-5.0,-5.5,-5.0,-4.0,-6.0,-110.0,-105.0,-110.0,-110.0,-110.0,-115.0,-115.0,-110.0,-108.0,-110.0,-110.0,-115.0,-110.0,-109.0,28.31,-4.5,-110
4700871,328,2023,15,,,Seattle,20,,1548,5.5,5.5,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.5,5.0,4.0,6.0,-110.0,-115.0,-110.0,-110.0,-102.0,-105.0,-105.0,-110.0,-108.0,-110.0,-110.0,-105.0,-110.0,-122.0,71.69,4.5,-110
4700860,313,2023,15,Sun 12/17,1:00 PM,Tampa Bay,34,FINAL,1544,4.0,4.0,3.5,3.5,3.5,4.0,4.0,4.0,4.0,4.0,3.5,4.0,3.5,3.5,-110.0,-105.0,-113.0,-113.0,103.0,-105.0,-110.0,-110.0,-108.0,-107.0,-115.0,-105.0,-105.0,-111.0,59.0,3.5,-110
4700860,314,2023,15,,,Green Bay,20,,1542,-4.0,-4.0,-3.5,-3.5,-3.5,-4.0,-4.0,-4.0,-4.0,-4.0,-3.5,-4.0,-3.5,-3.5,-110.0,-115.0,-107.0,-107.0,-114.0,-115.0,-110.0,-110.0,-108.0,-113.0,-105.0,-115.0,-115.0,-119.0,41.0,-3.5,-110
4700861,307,2023,15,Sun 12/17,1:00 PM,Atlanta,7,FINAL,1546,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-122.0,-120.0,-122.0,-122.0,-116.0,105.0,-115.0,-120.0,-118.0,-118.0,-115.0,105.0,-120.0,-118.0,16.85,-2.5,-110
4700861,308,2023,15,,,Carolina,9,,1545,2.5,2.5,2.5,2.5,2.5,3.0,2.5,2.5,2.5,2.5,2.5,3.0,2.5,2.5,102.0,100.0,102.0,102.0,105.0,-125.0,-105.0,100.0,102.0,-102.0,-105.0,-125.0,100.0,104.0,83.15,2.5,-110
4700862,317,2023,15,Sun 12/17,1:00 PM,N.Y. Giants,6,FINAL,1535,6.0,6.0,6.0,6.0,6.5,6.0,6.0,6.0,6.0,6.0,5.5,6.0,6.0,6.0,-107.0,-105.0,-111.0,-111.0,-109.0,100.0,-105.0,-110.0,-108.0,-106.0,-107.0,100.0,-110.0,-104.0,55.92,6.0,-113
4700862,318,2023,15,,,New Orleans,24,,1543,-6.0,-6.0,-6.0,-6.0,-6.5,-6.0,-6.0,-6.0,-6.0,-6.0,-5.5,-6.0,-6.0,-6.0,-113.0,-115.0,-109.0,-109.0,-101.0,-120.0,-115.0,-110.0,-108.0,-114.0,-113.0,-120.0,-110.0,-109.0,44.08,-6.0,-107
4700865,315,2023,15,Sun 12/17,1:00 PM,Houston,19,FINAL OT,1530,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,-104.0,-105.0,-105.0,-105.0,-105.0,-110.0,-105.0,100.0,-103.0,-103.0,-103.0,-110.0,100.0,-116.0,66.9,-3.5,-110
4700865,316,2023,15,,,Tennessee,16,,1528,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-116.0,-115.0,-115.0,-115.0,-105.0,-110.0,-115.0,-120.0,-113.0,-117.0,-117.0,-110.0,-120.0,103.0,33.1,3.5,-110
