eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4700803,265,2023,10,Mon 11/13,8:15 PM,Denver,24,FINAL,1534,7.5,7.5,7.5,7.5,7.5,8.0,7.5,7.5,7.5,7.0,7.5,8.0,8.0,7.5,-110.0,-110.0,-115.0,-110.0,-108.0,-120.0,-105.0,-110.0,-108.0,-103.0,-110.0,-120.0,-110.0,-104.0,78.93,9.0,-110
4700803,266,2023,10,,,Buffalo,22,,1526,-7.5,-7.5,-7.5,-7.5,-7.5,-8.0,-7.5,-7.5,-7.5,-7.0,-7.5,-8.0,-8.0,-7.5,-110.0,-110.0,-105.0,-110.0,-102.0,100.0,-115.0,-110.0,-108.0,-117.0,-110.0,100.0,-110.0,-108.0,21.07,-9.0,-110
4700590,241,2023,10,Sun 11/12,9:30 AM,Indianapolis,10,FINAL,1527,-1.0,-1.5,-1.0,-1.0,-2.0,-1.0,-2.0,-2.0,-1.5,-1.5,-2.0,-1.0,-2.0,-2.5,-115.0,-115.0,-110.0,-110.0,100.0,-110.0,100.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,-111.0,45.18,3.5,-110
4700590,242,2023,10,,,New England,6,,1525,1.0,1.5,1.0,1.0,2.0,1.0,2.0,2.0,1.5,1.5,2.0,1.0,2.0,2.5,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-120.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,-119.0,54.82,-3.5,-110
4700792,251,2023,10,Sun 11/12,1:00 PM,Green Bay,19,FINAL,1542,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-101.0,105.0,-105.0,-105.0,-118.0,100.0,-105.0,-105.0,-108.0,-109.0,-103.0,100.0,-105.0,102.0,76.72,3.0,-110
4700792,252,2023,10,,,Pittsburgh,23,,1519,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-119.0,-125.0,-115.0,-115.0,107.0,-120.0,-115.0,-115.0,-108.0,-111.0,-117.0,-120.0,-115.0,-115.0,23.28,-3.0,-110
4700793,249,2023,10,Sun 11/12,1:00 PM,New Orleans,19,FINAL,1543,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-105.0,100.0,-105.0,-105.0,102.0,-105.0,-110.0,-105.0,-108.0,-106.0,-110.0,-105.0,-115.0,-108.0,44.82,-2.5,-110
4700793,250,2023,10,,,Minnesota,27,,1541,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-115.0,-120.0,-115.0,-115.0,-114.0,-115.0,-110.0,-115.0,-108.0,-114.0,-110.0,-115.0,-105.0,-105.0,55.18,2.5,-110
4700794,245,2023,10,Sun 11/12,1:00 PM,Houston,30,FINAL,1530,5.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,4.5,4.5,5.5,5.5,5.5,4.5,-103.0,-110.0,-115.0,-115.0,-109.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,67.94,8.0,-110
4700794,246,2023,10,,,Cincinnati,27,,1522,-5.0,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-4.5,-4.5,-5.5,-5.5,-5.5,-4.5,-117.0,-110.0,-105.0,-105.0,-101.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,-120.0,32.06,-8.0,-110
