eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4700662,461,2023,18,Sun 1/7,1:00 PM,Cleveland,14,FINAL,1520,7.0,7.0,7.0,7.0,7.5,8.0,7.0,7.0,7.0,7.0,7.5,8.0,7.0,7.0,-105.0,-105.0,-105.0,-105.0,-116.0,-120.0,100.0,-105.0,102.0,101.0,-110.0,-120.0,100.0,-102.0,55.05,3.0,-105
4700662,462,2023,18,,,Cincinnati,31,,1522,-7.0,-7.0,-7.0,-7.0,-7.5,-8.0,-7.0,-7.0,-7.0,-7.0,-7.5,-8.0,-7.0,-7.0,-115.0,-115.0,-115.0,-115.0,104.0,100.0,-120.0,-115.0,-118.0,-121.0,-110.0,100.0,-120.0,-111.0,44.95,-3.0,-115
4700903,477,2023,18,Sun 1/7,1:00 PM,Minnesota,20,FINAL,1541,3.5,3.5,3.5,3.5,4.0,4.0,3.5,4.0,3.5,3.5,4.0,4.0,4.0,3.5,-110.0,-105.0,-110.0,-110.0,-117.0,-115.0,-105.0,-110.0,-108.0,-110.0,-109.0,-115.0,-115.0,-109.0,77.96,5.5,-110
4700903,478,2023,18,,,Detroit,30,,1539,-3.5,-3.5,-3.5,-3.5,-4.0,-4.0,-3.5,-4.0,-3.5,-3.5,-4.0,-4.0,-4.0,-3.5,-110.0,-115.0,-110.0,-110.0,104.0,-105.0,-115.0,-110.0,-108.0,-110.0,-111.0,-105.0,-105.0,-122.0,22.04,-5.5,-110
4700906,471,2023,18,Sun 1/7,1:00 PM,N.Y. Jets,17,FINAL,1523,2.5,2.5,2.0,2.0,2.0,2.0,2.5,2.5,2.5,2.5,2.0,2.0,2.0,2.0,-108.0,100.0,-105.0,-105.0,102.0,-105.0,-110.0,-110.0,-108.0,-104.0,-109.0,-105.0,-105.0,-102.0,66.46,1.5,-110
4700906,472,2023,18,,,New England,3,,1525,-2.5,-2.5,-2.0,-2.0,-2.0,-2.0,-2.5,-2.5,-2.5,-2.5,-2.0,-2.0,-2.0,-2.0,-112.0,-120.0,-115.0,-115.0,-115.0,-115.0,-110.0,-110.0,-108.0,-116.0,-111.0,-115.0,-115.0,-130.0,33.54,-1.5,-110
4700908,479,2023,18,Sun 1/7,1:00 PM,Tampa Bay,9,FINAL,1544,-4.5,-4.5,-5.0,-4.0,-4.5,-5.0,-5.0,-4.5,-4.5,-4.5,-4.0,-5.0,-5.0,-5.0,-115.0,-115.0,-111.0,-113.0,-104.0,-110.0,-115.0,-125.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,14.79,-4.5,-110
4700908,480,2023,18,,,Carolina,0,,1545,4.5,4.5,5.0,4.0,4.5,5.0,5.0,4.5,4.5,4.5,4.0,5.0,5.0,5.0,-105.0,-105.0,-109.0,-107.0,-106.0,-110.0,-105.0,105.0,-108.0,-110.0,-110.0,-110.0,-110.0,-120.0,85.21,4.5,-110
4700913,457,2023,18,Sun 1/7,1:00 PM,Atlanta,17,FINAL,1546,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,100.0,105.0,100.0,100.0,105.0,100.0,100.0,100.0,-108.0,-110.0,-110.0,100.0,100.0,-116.0,73.99,3.5,-110
4700913,458,2023,18,,,New Orleans,48,,1543,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-120.0,-125.0,-120.0,-120.0,-116.0,-120.0,-120.0,-120.0,-108.0,-110.0,-110.0,-120.0,-120.0,103.0,26.01,-3.5,-110
4700914,473,2023,18,Sun 1/7,1:00 PM,Jacksonville,20,FINAL,1529,-3.0,-3.5,-3.0,-3.0,-3.5,-3.0,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,-3.5,-4.0,-125.0,110.0,-115.0,-115.0,104.0,-125.0,-105.0,100.0,102.0,100.0,-103.0,-125.0,100.0,102.0,41.28,-3.5,-110
4700914,474,2023,18,,,Tennessee,28,,1528,3.0,3.5,3.0,3.0,3.5,3.0,3.5,3.5,3.5,3.5,3.5,3.0,3.5,4.0,105.0,-130.0,-105.0,-105.0,-115.0,105.0,-115.0,-120.0,-118.0,-120.0,-117.0,105.0,-120.0,-135.0,58.72,3.5,-110
4700904,465,2023,18,Sun 1/7,4:25 PM,Seattle,21,FINAL,1548,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-2.5,-2.5,-3.0,-3.0,-3.0,-3.0,101.0,100.0,-102.0,-102.0,102.0,105.0,100.0,100.0,-118.0,-116.0,-105.0,105.0,-102.0,100.0,46.89,-3.0,-120
4700904,466,2023,18,,,Arizona,20,,1549,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,2.5,3.0,3.0,3.0,3.0,-121.0,-120.0,-118.0,-118.0,-113.0,-125.0,-120.0,-120.0,102.0,-104.0,-115.0,-125.0,-118.0,-112.0,53.11,3.0,100
4700905,463,2023,18,Sun 1/7,4:25 PM,Chicago,9,FINAL,1540,2.5,2.5,3.0,3.0,3.0,3.0,2.5,2.5,2.5,2.5,3.0,3.0,3.0,3.0,-103.0,100.0,-120.0,-120.0,-125.0,-120.0,105.0,105.0,-103.0,-101.0,-115.0,-125.0,-115.0,-115.0,55.91,2.0,-110
4700905,464,2023,18,,,Green Bay,17,,1542,-2.5,-2.5,-3.0,-3.0,-3.0,-3.0,-2.5,-2.5,-2.5,-2.5,-3.0,-3.0,-3.0,-3.0,-117.0,-120.0,100.0,100.0,113.0,100.0,-125.0,-125.0,-113.0,-119.0,-105.0,105.0,-105.0,102.0,44.09,-2.0,-110
4700909,475,2023,18,Sun 1/7,4:25 PM,Denver,14,FINAL,1534,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,105.0,-120.0,-104.0,-104.0,111.0,100.0,105.0,-110.0,-118.0,-101.0,-111.0,100.0,-105.0,-101.0,75.68,3.0,-110
4700909,476,2023,18,,,Las Vegas,27,,1533,-3.0,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-125.0,100.0,-116.0,-116.0,-125.0,-120.0,-125.0,-110.0,102.0,-119.0,-109.0,-120.0,-115.0,-111.0,24.32,-3.0,-110
4700910,481,2023,18,Sun 1/7,4:25 PM,Kansas City,13,FINAL,1531,3.0,3.5,3.0,3.0,3.0,3.5,3.0,3.5,3.5,3.5,3.0,3.5,3.0,3.5,105.0,-120.0,105.0,105.0,109.0,-115.0,105.0,-110.0,-113.0,-110.0,-110.0,-110.0,100.0,-115.0,41.64,1.0,-110
4700910,482,2023,18,,,L.A. Chargers,12,,75380,-3.0,-3.5,-3.0,-3.0,-3.0,-3.5,-3.0,-3.5,-3.5,-3.5,-3.0,-3.5,-3.0,-3.5,-125.0,100.0,-125.0,-125.0,-123.0,-105.0,-125.0,-110.0,-103.0,-110.0,-110.0,-110.0,-120.0,102.0,58.36,-1.0,-110
4700915,459,2023,18,Sun 1/7,4:25 PM,Philadelphia,10,FINAL,1536,-5.0,-5.0,-4.5,-4.5,-5.5,-5.0,-5.0,-5.0,-5.0,-4.5,-5.0,-4.5,-5.0,-5.5,-107.0,-105.0,-107.0,-107.0,103.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-115.0,-105.0,-109.0,28.17,-7.0,-110
4700915,460,2023,18,,,N.Y. Giants,27,,1535,5.0,5.0,4.5,4.5,5.5,5.0,5.0,5.0,5.0,4.5,5.0,4.5,5.0,5.5,-113.0,-115.0,-114.0,-114.0,-114.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-105.0,-115.0,-122.0,71.83,7.0,-110
4700916,453,2023,18,Sun 1/7,4:25 PM,L.A. Rams,21,FINAL,1550,5.5,6.0,5.0,5.0,5.5,5.5,5.5,5.5,5.5,5.5,4.0,5.5,5.0,5.0,-110.0,-110.0,-110.0,-110.0,102.0,-115.0,-110.0,-110.0,-108.0,-110.0,-110.0,-115.0,-110.0,-110.0,57.08,3.0,-120
4700916,454,2023,18,,,San Francisco,20,,1547,-5.5,-6.0,-5.0,-5.0,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-4.0,-5.5,-5.0,-5.0,-110.0,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-110.0,-108.0,-110.0,-110.0,-105.0,-110.0,-120.0,42.92,-3.0,100
4700917,451,2023,18,Sun 1/7,4:25 PM,Dallas,38,FINAL,1538,-13.0,-13.0,-13.0,-13.0,-13.5,-13.0,-13.0,-13.0,-13.0,-12.5,-13.0,-13.0,-13.0,-13.5,-110.0,100.0,-110.0,-110.0,107.0,100.0,-110.0,-110.0,-108.0,-110.0,-110.0,100.0,-110.0,-110.0,38.53,-13.0,-110
4700917,452,2023,18,,,Washington,10,,1537,13.0,13.0,13.0,13.0,13.5,13.0,13.0,13.0,13.0,12.5,13.0,13.0,13.0,13.5,-110.0,-120.0,-110.0,-110.0,-118.0,-120.0,-110.0,-110.0,-108.0,-110.0,-110.0,-120.0,-110.0,-120.0,61.47,13.0,-110
4700911,455,2023,18,Sun 1/7,8:20 PM,Buffalo,21,FINAL,1526,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-3.0,-3.0,-3.0,-112.0,-125.0,-116.0,-116.0,-114.0,-115.0,-115.0,-120.0,-118.0,-114.0,-106.0,100.0,100.0,102.0,39.19,1.5,-110
4700911,456,2023,18,,,Miami,14,,1524,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.0,3.0,3.0,3.0,-108.0,105.0,-104.0,-104.0,104.0,-105.0,-105.0,100.0,102.0,-106.0,-114.0,-120.0,-120.0,-115.0,60.81,-1.5,-110
4700660,467,2023,18,Sat 1/6,4:30 PM,Pittsburgh,17,FINAL,1519,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-110.0,-110.0,-110.0,-110.0,-102.0,-110.0,-105.0,-105.0,-103.0,-105.0,-107.0,-110.0,-105.0,-102.0,49.69,3.0,-110
4700660,468,2023,18,,,Baltimore,10,,1521,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-110.0,-110.0,-110.0,-110.0,-108.0,-110.0,-115.0,-115.0,-113.0,-115.0,-113.0,-110.0,-115.0,-111.0,50.31,-3.0,-110
