eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4700831,273,2023,12,Mon 11/27,8:15 PM,Chicago,12,FINAL,1540,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-110.0,-110.0,-110.0,-110.0,-114.0,-115.0,-110.0,-110.0,-108.0,-110.0,-105.0,-115.0,-110.0,-102.0,61.39,4.0,-110
4700831,274,2023,12,,,Minnesota,10,,1541,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-110.0,-110.0,-110.0,-110.0,104.0,-105.0,-110.0,-110.0,-108.0,-110.0,-115.0,-105.0,-110.0,-110.0,38.61,-4.0,-110
4700820,251,2023,12,Sun 11/26,1:00 PM,Jacksonville,24,FINAL,1529,-1.0,-1.0,-1.5,-1.5,-1.0,-1.0,-1.5,-1.0,0.0,0.0,-1.5,-1.0,-1.5,-1.0,-113.0,-110.0,-110.0,-110.0,-101.0,-105.0,-105.0,-110.0,-108.0,-110.0,-110.0,-105.0,-110.0,-108.0,49.97,-1.5,-110
4700820,252,2023,12,,,Houston,21,,1530,1.0,1.0,1.5,1.5,1.0,1.0,1.5,1.0,0.0,0.0,1.5,1.0,1.5,1.0,-107.0,-110.0,-110.0,-110.0,-109.0,-115.0,-115.0,-110.0,-108.0,-110.0,-110.0,-115.0,-110.0,-105.0,50.03,1.5,-110
4700821,259,2023,12,Sun 11/26,1:00 PM,Pittsburgh,16,FINAL,1519,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.5,-2.0,-2.5,-2.5,-2.5,-2.0,-2.5,-2.0,-110.0,-115.0,-115.0,-115.0,-107.0,-105.0,-110.0,-110.0,-108.0,-110.0,-110.0,-105.0,-110.0,-108.0,39.2,5.5,-110
4700821,260,2023,12,,,Cincinnati,10,,1522,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.0,2.5,2.5,2.5,2.0,2.5,2.0,-110.0,-105.0,-105.0,-105.0,-103.0,-115.0,-110.0,-110.0,-108.0,-110.0,-110.0,-115.0,-110.0,-105.0,60.8,-5.5,-110
4700822,257,2023,12,Sun 11/26,1:00 PM,Carolina,10,FINAL,1545,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,-115.0,-120.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-108.0,-116.0,-110.0,-110.0,-110.0,-128.0,76.35,3.5,-110
4700822,258,2023,12,,,Tennessee,17,,1528,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-105.0,100.0,-110.0,-110.0,100.0,-110.0,-110.0,-105.0,-108.0,-104.0,-110.0,-110.0,-110.0,-103.0,23.65,-3.5,-110
4700823,261,2023,12,Sun 11/26,1:00 PM,New Orleans,15,FINAL,1543,-1.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-1.5,-1.5,-2.5,-2.0,-2.0,-2.0,-120.0,-105.0,-115.0,-115.0,-115.0,100.0,-115.0,-110.0,-108.0,-113.0,-109.0,100.0,-115.0,-111.0,44.71,0.0,-110
4700823,262,2023,12,,,Atlanta,24,,1546,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.5,1.5,2.5,2.0,2.0,2.0,100.0,-115.0,-105.0,-105.0,104.0,-120.0,-105.0,-110.0,-108.0,-107.0,-111.0,-120.0,-105.0,-119.0,55.29,0.0,-110
4700824,253,2023,12,Sun 11/26,1:00 PM,Tampa Bay,20,FINAL,1544,2.5,2.5,2.5,2.5,2.5,3.0,2.5,2.5,2.5,2.5,2.5,3.0,2.5,2.0,105.0,100.0,100.0,100.0,104.0,-120.0,100.0,-105.0,102.0,-105.0,-102.0,-120.0,-105.0,-102.0,42.92,1.0,-110
4700824,254,2023,12,,,Indianapolis,27,,1527,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-2.5,-2.0,-125.0,-120.0,-120.0,-120.0,-116.0,100.0,-120.0,-115.0,-118.0,-115.0,-118.0,100.0,-115.0,-130.0,57.08,-1.0,-110
4700825,255,2023,12,Sun 11/26,1:00 PM,New England,7,FINAL,1525,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.0,-4.5,-4.5,-4.5,-5.0,-110.0,-110.0,-110.0,-110.0,-105.0,-110.0,-110.0,-110.0,-108.0,-113.0,-108.0,-110.0,-110.0,-110.0,48.99,-5.0,-110
4700825,256,2023,12,,,N.Y. Giants,10,,1535,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.0,4.5,4.5,4.5,5.0,-110.0,-110.0,-110.0,-110.0,-105.0,-110.0,-110.0,-110.0,-108.0,-107.0,-112.0,-110.0,-110.0,-120.0,51.01,5.0,-110
4700826,265,2023,12,Sun 11/26,4:05 PM,Cleveland,12,FINAL,1520,1.0,2.0,1.5,1.5,1.0,1.0,1.0,1.5,2.0,2.0,1.5,1.0,1.5,1.5,-102.0,-110.0,-110.0,-110.0,111.0,-105.0,100.0,-110.0,-108.0,-110.0,-109.0,-105.0,-110.0,-110.0,46.92,-3.0,-110
4700826,266,2023,12,,,Denver,29,,1534,-1.0,-2.0,-1.5,-1.5,-1.0,-1.0,-1.0,-1.5,-2.0,-2.0,-1.5,-1.0,-1.5,-1.5,-118.0,-110.0,-110.0,-110.0,-123.0,-115.0,-120.0,-110.0,-108.0,-110.0,-111.0,-115.0,-110.0,-120.0,53.08,3.0,-110
4700827,263,2023,12,Sun 11/26,4:05 PM,L.A. Rams,37,FINAL,1550,-2.5,-3.0,-2.5,-2.5,-3.0,-3.0,-2.5,-3.0,-2.5,-2.5,-3.0,-3.0,-2.5,-3.0,-120.0,-110.0,-120.0,-120.0,101.0,-105.0,-120.0,-110.0,-123.0,-125.0,-110.0,-105.0,-120.0,-101.0,51.53,-2.0,-110
4700827,264,2023,12,,,Arizona,14,,1549,2.5,3.0,2.5,2.5,3.0,3.0,2.5,3.0,2.5,2.5,3.0,3.0,2.5,3.0,100.0,-110.0,100.0,100.0,-113.0,-115.0,100.0,-110.0,107.0,105.0,-110.0,-115.0,100.0,-111.0,48.47,2.0,-110
4700828,267,2023,12,Sun 11/26,4:25 PM,Buffalo,34,FINAL OT,1526,2.5,2.5,2.5,2.5,3.0,3.0,2.5,2.5,2.5,2.5,3.0,3.0,3.0,3.0,100.0,100.0,-105.0,-105.0,-119.0,-125.0,-105.0,100.0,-108.0,-110.0,-115.0,-125.0,-115.0,-114.0,59.26,3.5,-110
4700828,268,2023,12,,,Philadelphia,37,,1536,-2.5,-2.5,-2.5,-2.5,-3.0,-3.0,-2.5,-2.5,-2.5,-2.5,-3.0,-3.0,-3.0,-3.0,-120.0,-120.0,-115.0,-115.0,107.0,105.0,-115.0,-120.0,-108.0,-110.0,-105.0,105.0,-105.0,100.0,40.74,-3.5,-110
4700829,269,2023,12,Sun 11/26,4:25 PM,Kansas City,31,FINAL,1531,-9.0,-9.0,-9.0,-9.0,-8.5,-9.0,-9.5,-9.0,-9.5,-9.5,-9.0,-9.0,-9.0,-10.0,-110.0,-110.0,-105.0,-105.0,-111.0,-120.0,-105.0,-110.0,-108.0,-110.0,-110.0,-120.0,-110.0,-103.0,25.06,-9.5,-110
4700829,270,2023,12,,,Las Vegas,17,,1533,9.0,9.0,9.0,9.0,8.5,9.0,9.5,9.0,9.5,9.5,9.0,9.0,9.0,10.0,-110.0,-110.0,-115.0,-115.0,100.0,100.0,-115.0,-110.0,-108.0,-110.0,-110.0,100.0,-110.0,-110.0,74.94,9.5,-110
4700830,271,2023,12,Sun 11/26,8:20 PM,Baltimore,20,FINAL,1521,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-107.0,-110.0,-120.0,-120.0,-109.0,-115.0,-110.0,-120.0,-108.0,-110.0,-119.0,-115.0,-118.0,-105.0,33.83,-4.0,-110
4700830,272,2023,12,,,L.A. Chargers,10,,75380,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.5,-113.0,-110.0,100.0,100.0,-102.0,-105.0,-110.0,100.0,-108.0,-110.0,-101.0,-105.0,-102.0,-127.0,66.17,4.0,-110
