eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4700890,113,2023,17,Sun 12/31,1:00 PM,Las Vegas,20,FINAL,1533,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4.0,3.5,3.5,3.5,-113.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,-109.0,48.17,3.0,-110
4700890,114,2023,17,,,Indianapolis,23,,1527,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-4.0,-3.5,-3.5,-3.5,-107.0,-105.0,-110.0,-110.0,100.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,-104.0,51.83,-3.0,-110
4700891,109,2023,17,Sun 12/31,1:00 PM,Atlanta,17,FINAL,1546,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.0,2.5,3.0,100.0,105.0,-104.0,-104.0,102.0,105.0,105.0,100.0,102.0,102.0,-104.0,105.0,100.0,-116.0,64.27,2.5,-110
4700891,110,2023,17,,,Chicago,37,,1540,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-3.0,-120.0,-125.0,-116.0,-116.0,-113.0,-125.0,-125.0,-120.0,-118.0,-122.0,-116.0,-125.0,-120.0,103.0,35.73,-2.5,-110
4700892,115,2023,17,Sun 12/31,1:00 PM,Carolina,0,FINAL,1545,3.5,3.5,4.0,4.0,4.0,3.5,3.5,3.5,4.0,4.0,3.5,3.5,3.5,3.5,-112.0,-105.0,-115.0,-115.0,-114.0,100.0,-105.0,-110.0,-108.0,-110.0,-107.0,100.0,-110.0,-110.0,76.37,9.0,-110
4700892,116,2023,17,,,Jacksonville,26,,1529,-3.5,-3.5,-4.0,-4.0,-4.0,-3.5,-3.5,-3.5,-4.0,-4.0,-3.5,-3.5,-3.5,-3.5,-108.0,-115.0,-105.0,-105.0,104.0,-120.0,-115.0,-110.0,-108.0,-110.0,-113.0,-120.0,-110.0,-103.0,23.63,-9.0,-110
4700893,121,2023,17,Sun 12/31,1:00 PM,New Orleans,23,FINAL,1543,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.0,-105.0,-110.0,-105.0,-105.0,-100.0,105.0,-105.0,100.0,-103.0,-110.0,-105.0,105.0,-105.0,-108.0,67.55,2.0,-110
4700893,122,2023,17,,,Tampa Bay,13,,1544,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.0,-115.0,-110.0,-115.0,-115.0,-110.0,-125.0,-115.0,-120.0,-113.0,-110.0,-115.0,-125.0,-115.0,-123.0,32.45,-2.0,-110
4700894,119,2023,17,Sun 12/31,1:00 PM,Arizona,35,FINAL,1549,11.5,11.5,12.5,12.5,12.5,12.0,11.5,12.0,12.0,11.5,12.5,12.0,12.5,12.0,-110.0,-110.0,-110.0,-110.0,-115.0,-110.0,-110.0,-110.0,-108.0,-110.0,-109.0,-110.0,-110.0,-112.0,76.72,10.0,-110
4700894,120,2023,17,,,Philadelphia,31,,1536,-11.5,-11.5,-12.5,-12.5,-12.5,-12.0,-11.5,-12.0,-12.0,-11.5,-12.5,-12.0,-12.5,-12.0,-110.0,-110.0,-110.0,-110.0,105.0,-110.0,-110.0,-110.0,-108.0,-110.0,-111.0,-110.0,-110.0,-118.0,23.28,-10.0,-110
