eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4700657,475,2023,11,Mon 11/20,8:15 PM,Philadelphia,21,FINAL,1536,2.5,2.5,2.5,2.5,2.5,3.0,2.5,2.5,2.5,2.5,2.5,3.0,2.5,2.0,100.0,-105.0,-105.0,-105.0,100.0,-110.0,100.0,100.0,102.0,-102.0,-105.0,-110.0,-105.0,-101.0,38.72,2.5,-110
4700657,476,2023,11,,,Kansas City,17,,1531,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-2.5,-2.0,-120.0,-115.0,-115.0,-115.0,-110.0,-110.0,-120.0,-120.0,-118.0,-118.0,-115.0,-110.0,-115.0,-132.0,61.28,-2.5,-110
4700805,465,2023,11,Sun 11/19,1:00 PM,Dallas,33,FINAL,1538,-11.0,-11.5,-11.0,-11.0,-11.0,-11.5,-11.5,-11.0,-11.5,-11.0,-10.5,-11.5,-11.0,-12.0,-115.0,-110.0,-110.0,-110.0,-102.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,9.28,-9.5,-110
4700805,466,2023,11,,,Carolina,10,,1545,11.0,11.5,11.0,11.0,11.0,11.5,11.5,11.0,11.5,11.0,10.5,11.5,11.0,12.0,-105.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,-120.0,90.72,9.5,-110
4700806,451,2023,11,Sun 11/19,1:00 PM,Pittsburgh,10,FINAL,1519,2.5,2.5,2.0,2.5,2.5,3.0,2.5,2.0,2.5,2.5,2.0,3.0,2.0,2.0,-108.0,-105.0,-105.0,-110.0,100.0,-120.0,-110.0,-110.0,-108.0,-110.0,-110.0,-120.0,-105.0,-105.0,40.91,4.5,-110
4700806,452,2023,11,,,Cleveland,13,,1520,-2.5,-2.5,-2.0,-2.5,-2.5,-3.0,-2.5,-2.0,-2.5,-2.5,-2.0,-3.0,-2.0,-2.0,-112.0,-115.0,-115.0,-110.0,-111.0,100.0,-110.0,-110.0,-108.0,-110.0,-110.0,100.0,-115.0,-127.0,59.09,-4.5,-110
4700807,461,2023,11,Sun 11/19,1:00 PM,Chicago,26,FINAL,1540,8.0,8.0,8.0,8.0,7.5,8.0,9.0,8.0,7.5,7.5,8.0,8.0,8.0,7.5,-115.0,-110.0,-115.0,-105.0,-105.0,-115.0,-120.0,-110.0,-108.0,-111.0,-110.0,-115.0,-115.0,-111.0,77.45,8.0,-110
4700807,462,2023,11,,,Detroit,31,,1539,-8.0,-8.0,-8.0,-8.0,-7.5,-8.0,-9.0,-8.0,-7.5,-7.5,-8.0,-8.0,-8.0,-7.5,-105.0,-110.0,-105.0,-115.0,-105.0,-105.0,100.0,-110.0,-108.0,-109.0,-110.0,-105.0,-105.0,-119.0,22.55,-8.0,-110
4700808,453,2023,11,Sun 11/19,1:00 PM,Arizona,16,FINAL,1549,5.5,5.5,5.5,5.5,5.5,6.0,5.5,5.5,6.0,5.5,6.0,6.0,5.5,5.0,-105.0,-110.0,-110.0,-110.0,-103.0,-115.0,-110.0,-110.0,-108.0,-106.0,-113.0,-115.0,-110.0,-110.0,60.99,4.5,-110
4700808,454,2023,11,,,Houston,21,,1530,-5.5,-5.5,-5.5,-5.5,-5.5,-6.0,-5.5,-5.5,-6.0,-5.5,-6.0,-6.0,-5.5,-5.0,-115.0,-110.0,-110.0,-110.0,-107.0,-105.0,-110.0,-110.0,-108.0,-114.0,-107.0,-105.0,-110.0,-120.0,39.01,-4.5,-110
4700809,463,2023,11,Sun 11/19,1:00 PM,Las Vegas,13,FINAL,1533,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.5,13.5,14.0,14.0,14.0,14.0,-114.0,-115.0,-110.0,-110.0,-110.0,-110.0,-115.0,-110.0,-108.0,-106.0,-110.0,-110.0,-110.0,-104.0,78.07,10.0,-110
4700809,464,2023,11,,,Miami,20,,1524,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-13.5,-13.5,-14.0,-14.0,-14.0,-14.0,-106.0,-105.0,-110.0,-110.0,-101.0,-110.0,-105.0,-110.0,-108.0,-114.0,-110.0,-110.0,-110.0,-109.0,21.93,-10.0,-110
4700810,457,2023,11,Sun 11/19,1:00 PM,N.Y. Giants,31,FINAL,1535,7.5,7.5,8.0,8.0,7.5,8.0,7.5,8.5,7.5,7.5,9.0,8.0,8.5,7.5,-110.0,-110.0,-110.0,-110.0,-106.0,-115.0,-110.0,-110.0,-108.0,-110.0,-110.0,-115.0,-110.0,-104.0,75.92,8.0,-110
4700810,458,2023,11,,,Washington,19,,1537,-7.5,-7.5,-8.0,-8.0,-7.5,-8.0,-7.5,-8.5,-7.5,-7.5,-9.0,-8.0,-8.5,-7.5,-110.0,-110.0,-110.0,-110.0,-104.0,-105.0,-110.0,-110.0,-108.0,-110.0,-110.0,-105.0,-110.0,-108.0,24.08,-8.0,-110
4700811,455,2023,11,Sun 11/19,1:00 PM,L.A. Chargers,20,FINAL,75380,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-106.0,-105.0,-106.0,-106.0,-100.0,-105.0,-110.0,-110.0,-108.0,-105.0,-110.0,-105.0,-110.0,-108.0,22.42,-3.5,-110
4700811,456,2023,11,,,Green Bay,23,,1542,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-114.0,-115.0,-114.0,-114.0,-110.0,-115.0,-110.0,-110.0,-108.0,-115.0,-110.0,-115.0,-110.0,-105.0,77.58,3.5,-110
4700812,459,2023,11,Sun 11/19,1:00 PM,Tennessee,14,FINAL,1528,6.5,7.0,6.5,6.5,6.5,7.0,6.5,6.5,7.0,7.0,6.5,7.0,6.5,6.5,-106.0,-115.0,-105.0,-105.0,103.0,-120.0,-105.0,-105.0,-108.0,-116.0,-103.0,-120.0,-110.0,100.0,67.42,6.0,-110
4700812,460,2023,11,,,Jacksonville,34,,1529,-6.5,-7.0,-6.5,-6.5,-6.5,-7.0,-6.5,-6.5,-7.0,-7.0,-6.5,-7.0,-6.5,-6.5,-114.0,-105.0,-115.0,-115.0,-115.0,100.0,-115.0,-115.0,-108.0,-104.0,-117.0,100.0,-110.0,-112.0,32.58,-6.0,-110
4700813,467,2023,11,Sun 11/19,4:05 PM,Tampa Bay,14,FINAL,1544,14.0,13.5,13.5,13.5,13.5,14.0,13.5,13.5,14.0,14.0,13.5,14.0,14.0,14.0,-115.0,-105.0,-110.0,-110.0,100.0,-115.0,-105.0,-110.0,-108.0,-110.0,-110.0,-115.0,-115.0,-110.0,80.82,10.5,-115
4700813,468,2023,11,,,San Francisco,27,,1547,-14.0,-13.5,-13.5,-13.5,-13.5,-14.0,-13.5,-13.5,-14.0,-14.0,-13.5,-14.0,-14.0,-14.0,-105.0,-115.0,-110.0,-110.0,-111.0,-105.0,-115.0,-110.0,-108.0,-110.0,-110.0,-105.0,-105.0,-103.0,19.18,-10.5,-105
