game_id,team_id,season,week,team,date,time,score,outcome,rotation,opening_moneyline,opening_spread,opening_spread_odds,opening_total,opening_total_odds,moneyline_bet_pct,moneyline_dollar_pct,spread_bet_pct,spread_dollar_pct,total_bet_pct,total_dollar_pct,8_moneyline,8_spread,8_spread_odds,8_total,8_total_odds,9_moneyline,9_spread,9_spread_odds,9_total,9_total_odds,10_moneyline,10_spread,10_spread_odds,10_total,10_total_odds,16_moneyline,16_spread,16_spread_odds,16_total,16_total_odds,20_moneyline,20_spread,20_spread_odds,20_total,20_total_odds,28_moneyline,28_spread,28_spread_odds,28_total,28_total_odds,29_moneyline,29_spread,29_spread_odds,29_total,29_total_odds,36_moneyline,36_spread,36_spread_odds,36_total,36_total_odds,44_moneyline,44_spread,44_spread_odds,44_total,44_total_odds,54_moneyline,54_spread,54_spread_odds,54_total,54_total_odds,82_moneyline,82_spread,82_spread_odds,82_total,82_total_odds,84_moneyline,84_spread,84_spread_odds,84_total,84_total_odds,123_moneyline,123_spread,123_spread_odds,123_total,123_total_odds,127_moneyline,127_spread,127_spread_odds,127_total,127_total_odds
4733153,1523,2024,1,N.Y. Jets,Mon 9/9,8:15 PM,19,FINAL,481,210.0,6.0,-110.0,45.0,-110.0,78.85,4400.0,52.23,5750.0,49.04,0.0,180.0,3.5,-110.0,43.5,-110.0,165.0,3.5,-105.0,44.0,-110.0,177.0,3.5,-105.0,43.5,-110.0,177.0,3.5,-105.0,43.5,-110.0,172.0,3.5,-102.0,43.5,-113.0,175.0,4.0,-108.0,43.5,-107.0,170.0,3.5,-110.0,43.5,-110.0,170.0,3.5,-110.0,43.5,-110.0,165.0,3.5,-108.0,43.5,-108.0,158.0,3.5,-110.0,43.5,-110.0,168.0,4.0,-110.0,43.5,-110.0,175.0,4.0,-108.0,43.5,-107.0,175.0,3.5,-110.0,43.5,-112.0,165.0,3.5,-110.0,43.5,-110.0
4733153,1547,2024,1,San Francisco,Mon 9/9,8:15 PM,32,FINAL,482,-250.0,-6.0,-110.0,45.0,-110.0,21.15,1180.0,47.77,5260.0,50.96,0.0,-210.0,-3.5,-110.0,43.5,-110.0,-195.0,-3.5,-115.0,44.0,-110.0,-212.0,-3.5,-115.0,43.5,-110.0,-212.0,-3.5,-115.0,43.5,-110.0,-193.0,-3.5,-108.0,43.5,101.0,-195.0,-4.0,-112.0,43.5,-113.0,-200.0,-3.5,-110.0,43.5,-110.0,-190.0,-3.5,-110.0,43.5,-110.0,-190.0,-3.5,-108.0,43.5,-108.0,-183.0,-3.5,-110.0,43.5,-110.0,-210.0,-4.0,-110.0,43.5,-110.0,-195.0,-4.0,-112.0,43.5,-113.0,-205.0,-3.5,-110.0,43.5,-108.0,-195.0,-3.5,-110.0,43.5,-110.0
4733219,1545,2024,1,Carolina,Sun 9/8,1:00 PM,10,FINAL,461,190.0,5.0,-110.0,40.5,-110.0,79.6,5230.0,66.47,6680.0,47.15,0.0,165.0,3.5,-107.0,41.5,-107.0,160.0,3.5,-115.0,41.0,-115.0,160.0,3.5,-115.0,41.5,-108.0,165.0,3.5,-111.0,41.5,-108.0,167.0,3.5,-104.0,41.5,101.0,170.0,3.5,-119.0,41.5,-106.0,165.0,3.5,-105.0,41.5,-110.0,165.0,3.5,-110.0,41.5,-110.0,160.0,3.5,-108.0,41.0,-108.0,162.0,3.5,-114.0,41.0,-114.0,161.0,3.5,-110.0,41.5,-110.0,170.0,3.5,-119.0,41.5,-106.0,165.0,3.5,-115.0,41.5,-110.0,160.0,3.5,-115.0,41.5,-108.0
4733219,1543,2024,1,New Orleans,Sun 9/8,1:00 PM,47,FINAL,462,-220.0,-5.0,-110.0,40.5,-110.0,20.4,1340.0,33.53,3370.0,52.85,0.0,-190.0,-3.5,-113.0,41.5,-113.0,-185.0,-3.5,-105.0,41.0,-105.0,-185.0,-3.5,-105.0,41.5,-113.0,-194.0,-3.5,-109.0,41.5,-113.0,-189.0,-3.5,-106.0,41.5,-113.0,-190.0,-3.5,-101.0,41.5,-114.0,-190.0,-3.5,-115.0,41.5,-110.0,-185.0,-3.5,-110.0,41.5,-110.0,-185.0,-3.5,-108.0,41.0,-108.0,-187.0,-3.5,-106.0,41.0,-106.0,-200.0,-3.5,-110.0,41.5,-110.0,-190.0,-3.5,-101.0,41.5,-114.0,-195.0,-3.5,-105.0,41.5,-110.0,-190.0,-3.5,-105.0,41.5,-112.0
4733220,1528,2024,1,Tennessee,Sun 9/8,1:00 PM,17,FINAL,465,190.0,4.5,-110.0,43.0,-110.0,77.55,4110.0,55.51,5690.0,56.26,0.0,175.0,4.0,-108.0,43.0,-110.0,175.0,4.0,-105.0,43.0,-115.0,180.0,4.0,-105.0,43.0,-111.0,180.0,4.0,-105.0,43.0,-111.0,184.0,4.0,104.0,43.0,-107.0,195.0,4.5,-104.0,43.0,-105.0,170.0,4.0,-105.0,43.0,-115.0,170.0,4.0,-110.0,43.0,-110.0,170.0,4.0,-103.0,43.0,-108.0,170.0,4.0,-103.0,43.0,-113.0,164.0,4.0,-110.0,44.0,-110.0,195.0,4.5,-104.0,43.0,-105.0,175.0,4.0,-110.0,43.0,-110.0,165.0,4.0,-110.0,43.0,-110.0
4733220,1540,2024,1,Chicago,Sun 9/8,1:00 PM,24,FINAL,466,-220.0,-4.5,-110.0,43.0,-110.0,22.45,1190.0,44.49,4560.0,43.74,0.0,-205.0,-4.0,-112.0,43.0,-110.0,-210.0,-4.0,-115.0,43.0,-105.0,-215.0,-4.0,-115.0,43.0,-109.0,-215.0,-4.0,-115.0,43.0,-109.0,-210.0,-4.0,-115.0,43.0,-105.0,-225.0,-4.5,-116.0,43.0,-115.0,-200.0,-4.0,-115.0,43.0,-105.0,-190.0,-4.0,-110.0,43.0,-110.0,-195.0,-4.0,-113.0,43.0,-108.0,-195.0,-4.0,-117.0,43.0,-107.0,-204.0,-4.0,-110.0,44.0,-110.0,-225.0,-4.5,-116.0,43.0,-115.0,-210.0,-4.0,-110.0,43.0,-110.0,-195.0,-4.0,-110.0,43.0,-110.0
4733221,1530,2024,1,Houston,Sun 9/8,1:00 PM,29,FINAL,469,-130.0,-2.5,-110.0,48.0,-110.0,22.02,1240.0,25.04,3000.0,70.97,0.0,-160.0,-3.0,-105.0,48.5,-105.0,-165.0,-3.0,-110.0,48.0,-115.0,-165.0,-3.0,-105.0,48.0,-110.0,-165.0,-3.0,-105.0,48.0,-110.0,-156.0,-3.0,-101.0,47.5,-115.0,-166.0,-3.0,-104.0,48.0,-105.0,-155.0,-3.0,-110.0,48.0,-110.0,-160.0,-3.0,-110.0,48.5,-105.0,-155.0,-3.0,-108.0,48.0,-108.0,-155.0,-3.0,-106.0,48.0,-110.0,-159.0,-3.0,-110.0,49.0,-110.0,-166.0,-3.0,-104.0,48.0,-105.0,-160.0,-3.0,-110.0,48.5,-105.0,-160.0,-3.0,-115.0,48.0,-110.0
4733221,1527,2024,1,Indianapolis,Sun 9/8,1:00 PM,27,FINAL,470,110.0,2.5,-110.0,48.0,-110.0,77.98,4390.0,74.96,8980.0,29.03,0.0,140.0,3.0,-115.0,48.5,-115.0,140.0,3.0,-110.0,48.0,-105.0,144.0,3.0,-115.0,48.0,-110.0,144.0,3.0,-115.0,48.0,-110.0,139.0,3.0,-109.0,47.5,102.0,146.0,3.0,-116.0,48.0,-115.0,135.0,3.0,-110.0,48.0,-110.0,140.0,3.0,-110.0,48.5,-115.0,135.0,3.0,-108.0,48.0,-108.0,135.0,3.0,-114.0,48.0,-110.0,129.0,3.0,-110.0,49.0,-110.0,146.0,3.0,-116.0,48.0,-115.0,140.0,3.0,-110.0,48.5,-115.0,140.0,3.0,-105.0,48.0,-110.0
4733222,1549,2024,1,Arizona,Sun 9/8,1:00 PM,28,FINAL,467,290.0,7.0,-110.0,48.5,-110.0,87.61,6150.0,63.41,7070.0,76.1,0.0,245.0,6.5,-107.0,45.5,-110.0,230.0,6.5,-110.0,45.5,-110.0,249.0,6.5,-106.0,45.5,-110.0,249.0,6.5,-106.0,45.5,-110.0,235.0,7.0,-121.0,45.0,-109.0,239.0,7.0,-115.0,45.0,-109.0,250.0,6.5,-105.0,45.5,-110.0,250.0,6.5,-105.0,45.5,-110.0,245.0,6.5,-108.0,45.0,-108.0,242.0,6.5,-110.0,45.0,-110.0,244.0,6.5,-105.0,45.5,-110.0,239.0,6.5,-106.0,45.0,-109.0,245.0,6.5,-102.0,45.5,-110.0,230.0,7.0,-121.0,45.5,-110.0
4733222,1526,2024,1,Buffalo,Sun 9/8,1:00 PM,34,FINAL,468,-345.0,-7.0,-110.0,48.5,-110.0,12.39,870.0,36.59,4080.0,23.9,0.0,-290.0,-6.5,-113.0,45.5,-110.0,-280.0,-6.5,-110.0,45.5,-110.0,-305.0,-6.5,-114.0,45.5,-110.0,-305.0,-6.5,-114.0,45.5,-110.0,-270.0,-7.0,109.0,45.0,-103.0,-289.0,-7.0,-105.0,45.0,-111.0,-300.0,-6.5,-115.0,45.5,-110.0,-300.0,-6.5,-115.0,45.5,-110.0,-305.0,-6.5,-108.0,45.0,-108.0,-292.0,-6.5,-110.0,45.0,-110.0,-310.0,-6.5,-115.0,45.5,-110.0,-289.0,-6.5,-114.0,45.0,-111.0,-305.0,-6.5,-118.0,45.5,-110.0,-290.0,-7.0,101.0,45.5,-110.0
