eid,partid,rotation,season,week,date,time,team,score,outcome,ml_perc,ml_wag,spr_perc,spr_wag,ou_perc,ou_wag,op_ml,op_spr,op_spr_odds,op_ou,op_ou_odds,8_ml,8_spr,8_spr_odds,8_ou,8_ou_odds,9_ml,9_spr,9_spr_odds,9_ou,9_ou_odds,10_ml,10_spr,10_spr_odds,10_ou,10_ou_odds,16_ml,16_spr,16_spr_odds,16_ou,16_ou_odds,20_ml,20_spr,20_spr_odds,20_ou,20_ou_odds,28_ml,28_spr,28_spr_odds,28_ou,28_ou_odds,29_ml,29_spr,29_spr_odds,29_ou,29_ou_odds,36_ml,36_spr,36_spr_odds,36_ou,36_ou_odds,44_ml,44_spr,44_spr_odds,44_ou,44_ou_odds,54_ml,54_spr,54_spr_odds,54_ou,54_ou_odds,82_ml,82_spr,82_spr_odds,82_ou,82_ou_odds,84_ml,84_spr,84_spr_odds,84_ou,84_ou_odds
3452666,1524,468,2018,1,,,Miami,27,,45.29,1010.0,45.38,5200.0,68.2,1780.0,100.0,1.5,-110.0,46.0,-110.0,-117.0,0.0,-110.0,43.5,-113.0,-105.0,1.0,-110.0,43.5,-110.0,-122.0,0.0,-108.0,43.5,-110.0,-120.0,0.0,-108.0,43.5,-110.0,104.0,1.0,-103.0,43.5,-109.0,100.0,0.0,-110.0,43.5,-110.0,-105.0,0.0,-110.0,43.5,-110.0,-110.0,0.0,-110.0,43.5,-110.0,-110.0,-1.0,-105.0,43.5,-105.0,-112.0,-1.0,-108.0,43.5,-109.0,100.0,1.5,-110.0,43.0,-110.0,100.0,0.0,-110.0,43.0,-110.0
3452667,1531,469,2018,1,Sun 9/9,4:05 PM,Kansas City,38,FINAL,57.54,5230.0,44.32,20650.0,62.28,9180.0,,3.0,-115.0,47.5,-110.0,165.0,3.0,105.0,48.5,-105.0,160.0,3.0,115.0,48.5,-105.0,163.0,3.0,105.0,48.0,-109.0,166.0,3.5,-115.0,48.0,-110.0,166.0,3.5,-104.0,48.0,-105.0,160.0,3.5,-115.0,48.0,-110.0,165.0,3.5,-115.0,48.0,-110.0,160.0,3.5,-110.0,48.0,-110.0,165.0,3.0,120.0,48.0,-105.0,166.0,3.0,112.0,48.0,-113.0,150.0,3.5,-110.0,48.5,-110.0,160.0,3.5,-120.0,48.0,-110.0
3452667,75380,470,2018,1,,,L.A. Chargers,28,,42.46,3860.0,55.68,25940.0,37.72,5560.0,,-3.0,-105.0,47.5,-110.0,-190.0,-3.0,-125.0,48.5,-115.0,-180.0,-3.0,-135.0,48.5,-115.0,-190.0,-3.0,-125.0,48.0,-111.0,-195.0,-3.5,-105.0,48.0,-110.0,-185.0,-3.5,-106.0,48.0,-105.0,-185.0,-3.5,-105.0,48.0,-110.0,-190.0,-3.5,-105.0,48.0,-110.0,-190.0,-3.5,-110.0,48.0,-110.0,-190.0,-3.0,-130.0,48.0,-105.0,-191.0,-3.0,-132.0,48.0,-107.0,-180.0,-3.5,-110.0,48.5,-110.0,-185.0,-3.5,100.0,48.0,-110.0
3452668,1538,473,2018,1,Sun 9/9,4:25 PM,Dallas,8,FINAL,49.21,6860.0,38.92,28740.0,50.23,7490.0,120.0,2.5,-110.0,44.5,-110.0,135.0,3.0,-113.0,41.5,-110.0,140.0,3.0,100.0,42.0,-110.0,140.0,3.0,-110.0,42.0,-107.0,140.0,3.0,-110.0,42.0,-107.0,134.0,2.5,110.0,42.5,105.0,135.0,3.0,-115.0,41.5,-110.0,140.0,3.0,-110.0,42.0,-105.0,140.0,3.0,-110.0,42.0,-110.0,135.0,2.5,115.0,42.0,-105.0,135.0,2.5,113.0,42.0,-111.0,140.0,3.5,-115.0,42.0,-110.0,135.0,3.0,-110.0,41.5,-110.0
3452668,1545,474,2018,1,,,Carolina,16,,50.79,7080.0,61.08,45110.0,49.77,7420.0,-140.0,-2.5,-110.0,44.5,-110.0,-155.0,-3.0,-107.0,41.5,-110.0,-160.0,-3.0,-120.0,42.0,-110.0,-160.0,-3.0,-110.0,42.0,-113.0,-160.0,-3.0,-110.0,42.0,-113.0,-149.0,-2.5,-121.0,42.5,-116.0,-155.0,-3.0,-105.0,41.5,-110.0,-160.0,-3.0,-110.0,42.0,-115.0,-165.0,-3.0,-110.0,42.0,-110.0,-155.0,-2.5,-125.0,42.0,-105.0,-155.0,-2.5,-133.0,42.0,-109.0,-165.0,-3.5,-105.0,42.0,-110.0,-155.0,-3.0,-110.0,41.5,-110.0
3452669,1548,471,2018,1,Sun 9/9,4:25 PM,Seattle,24,FINAL,52.9,6110.0,41.28,23570.0,49.14,4840.0,105.0,1.0,-110.0,42.0,-110.0,155.0,3.0,105.0,42.5,-110.0,150.0,3.0,110.0,42.0,-110.0,159.0,3.0,101.0,42.5,-102.0,159.0,3.0,101.0,42.5,-102.0,157.0,3.0,109.0,42.5,-104.0,160.0,3.0,105.0,42.0,-110.0,155.0,3.0,105.0,42.5,-110.0,150.0,3.0,105.0,42.5,-110.0,155.0,3.0,120.0,42.0,-105.0,153.0,3.0,106.0,42.0,-111.0,150.0,3.5,-120.0,42.5,-110.0,160.0,3.0,110.0,42.0,-110.0
3452669,1534,472,2018,1,,,Denver,27,,47.1,5440.0,58.72,33530.0,50.86,5010.0,-125.0,-1.0,-110.0,42.0,-110.0,-175.0,-3.0,-125.0,42.5,-110.0,-170.0,-3.0,-130.0,42.0,-110.0,-186.0,-3.0,-120.0,42.5,-119.0,-186.0,-3.0,-120.0,42.5,-119.0,-175.0,-3.0,-120.0,42.5,-106.0,-185.0,-3.0,-125.0,42.0,-110.0,-175.0,-3.0,-125.0,42.5,-110.0,-180.0,-3.0,-125.0,42.5,-110.0,-175.0,-3.0,-130.0,42.0,-105.0,-173.0,-3.0,-126.0,42.0,-109.0,-180.0,-3.5,100.0,42.5,-110.0,-185.0,-3.0,-130.0,42.0,-110.0
3452670,1537,475,2018,1,Sun 9/9,4:25 PM,Washington,24,FINAL,49.7,4190.0,46.45,19390.0,47.25,4030.0,100.0,0.0,-110.0,44.5,-110.0,106.0,2.0,-115.0,43.5,-110.0,115.0,2.0,100.0,43.5,-110.0,113.0,2.0,-110.0,43.5,-110.0,113.0,2.0,-110.0,43.5,-110.0,117.0,2.0,-104.0,43.5,-112.0,115.0,2.5,-110.0,43.5,-110.0,115.0,2.0,-105.0,43.5,-110.0,110.0,2.0,-110.0,43.5,-110.0,110.0,2.5,-105.0,43.5,-105.0,109.0,2.0,-107.0,43.5,-110.0,115.0,1.5,-110.0,43.5,-110.0,-110.0,2.0,-105.0,43.5,-110.0
3452670,1549,476,2018,1,,,Arizona,6,,50.3,4240.0,53.55,22350.0,52.75,4500.0,-120.0,0.0,-110.0,44.5,-110.0,-126.0,-2.0,-105.0,43.5,-110.0,-135.0,-2.0,-120.0,43.5,-110.0,-133.0,-2.0,-110.0,43.5,-110.0,-133.0,-2.0,-110.0,43.5,-110.0,-129.0,-2.0,-106.0,43.5,102.0,-135.0,-2.5,-110.0,43.5,-110.0,-135.0,-2.0,-115.0,43.5,-110.0,-130.0,-2.0,-110.0,43.5,-110.0,-130.0,-2.5,-105.0,43.5,-105.0,-129.0,-2.0,-113.0,43.5,-110.0,-135.0,-1.5,-110.0,43.5,-110.0,-110.0,-2.0,-115.0,43.5,-110.0
3452671,1540,477,2018,1,Sun 9/9,8:20 PM,Chicago,23,FINAL,47.14,9970.0,43.71,53350.0,52.51,15990.0,310.0,8.0,-110.0,47.5,-110.0,245.0,7.0,-125.0,45.0,-102.0,260.0,7.0,100.0,45.5,-115.0,245.0,6.5,-114.0,44.5,-111.0,245.0,6.5,-114.0,44.5,-111.0,240.0,6.5,-110.0,45.0,102.0,230.0,7.0,-120.0,45.0,-110.0,240.0,6.5,-110.0,45.0,-110.0,250.0,7.0,-116.0,45.0,-110.0,250.0,7.0,-115.0,45.0,-105.0,251.0,7.0,-123.0,45.0,-107.0,280.0,7.5,-110.0,46.5,-110.0,250.0,7.0,-125.0,45.0,-105.0
3452671,1542,478,2018,1,,,Green Bay,24,,52.86,11180.0,56.29,68710.0,47.49,14460.0,-370.0,-8.0,-110.0,47.5,-110.0,-290.0,-7.0,105.0,45.0,-118.0,-320.0,-7.0,-120.0,45.5,-105.0,-300.0,-6.5,-106.0,44.5,-109.0,-300.0,-6.5,-106.0,44.5,-109.0,-271.0,-6.5,-100.0,45.0,-113.0,-290.0,-7.0,100.0,45.0,-110.0,-280.0,-6.5,-110.0,45.0,-110.0,-310.0,-7.0,-105.0,45.0,-110.0,-310.0,-7.0,105.0,45.0,-105.0,-311.0,-7.0,103.0,45.0,-113.0,-360.0,-7.5,-110.0,46.5,-110.0,-300.0,-7.0,105.0,45.0,-115.0
3452654,1546,451,2018,1,Thu 9/6,8:20 PM,Atlanta,12,FINAL,56.23,19400.0,54.32,80210.0,45.15,27880.0,175.0,5.5,-110.0,46.5,-110.0,-111.0,0.0,-110.0,44.0,-114.0,-120.0,-1.0,-110.0,44.5,-110.0,-115.0,0.0,-105.0,44.5,-110.0,-115.0,0.0,-105.0,44.5,-110.0,-104.0,1.0,-111.0,44.5,-101.0,100.0,0.0,-110.0,44.5,-110.0,-110.0,1.0,-115.0,44.5,-110.0,-110.0,0.0,-110.0,44.5,-110.0,-115.0,-1.0,-105.0,44.5,-105.0,-117.0,-1.0,-104.0,44.5,-111.0,-120.0,-1.0,-115.0,44.5,-115.0,100.0,0.0,-110.0,44.5,-110.0
3452654,1536,452,2018,1,,,Philadelphia,18,,43.77,15100.0,45.68,67440.0,54.85,33870.0,-205.0,-5.5,-110.0,46.5,-110.0,-109.0,0.0,-110.0,44.0,-106.0,100.0,1.0,-110.0,44.5,-110.0,-105.0,0.0,-115.0,44.5,-110.0,-105.0,0.0,-115.0,44.5,-110.0,-106.0,-1.0,101.0,44.5,-109.0,-120.0,0.0,-110.0,44.5,-110.0,-110.0,-1.0,-105.0,44.5,-110.0,-110.0,0.0,-110.0,44.5,-110.0,-105.0,1.0,-105.0,44.5,-105.0,-103.0,1.0,-116.0,44.5,-109.0,100.0,1.0,-105.0,44.5,-105.0,-120.0,0.0,-110.0,44.5,-110.0
