game_id,team_id,season,week,team,date,time,score,outcome,rotation,opening_moneyline,opening_spread,opening_spread_odds,opening_total,opening_total_odds,moneyline_bet_pct,moneyline_dollar_pct,spread_bet_pct,spread_dollar_pct,total_bet_pct,total_dollar_pct,8_moneyline,8_spread,8_spread_odds,8_total,8_total_odds,9_moneyline,9_spread,9_spread_odds,9_total,9_total_odds,10_moneyline,10_spread,10_spread_odds,10_total,10_total_odds,16_moneyline,16_spread,16_spread_odds,16_total,16_total_odds,20_moneyline,20_spread,20_spread_odds,20_total,20_total_odds,29_moneyline,29_spread,29_spread_odds,29_total,29_total_odds,36_moneyline,36_spread,36_spread_odds,36_total,36_total_odds,44_moneyline,44_spread,44_spread_odds,44_total,44_total_odds,54_moneyline,54_spread,54_spread_odds,54_total,54_total_odds,82_moneyline,82_spread,82_spread_odds,82_total,82_total_odds
3452833,1528,2018,12,Tennessee,Mon 11/26,8:15 PM,17,FINAL,273,210.0,6.0,-115.0,42.5,-110.0,44.78,7420.0,42.64,42410.0,57.47,15390.0,175.0,3.5,-113.0,43.0,-105.0,175.0,4.5,-115.0,43.5,-105.0,170.0,3.5,-129.0,42.5,-105.0,170.0,3.5,-129.0,42.5,-105.0,171.0,3.5,-114.0,42.5,-101.0,175.0,3.5,-110.0,42.5,-110.0,170.0,3.5,-110.0,42.5,-110.0,170.0,3.5,-105.0,42.5,-105.0,168.0,3.5,-111.0,42.5,-112.0,180.0,4.0,-110.0,43.0,-115.0
3452833,1530,2018,12,Houston,Mon 11/26,8:15 PM,34,FINAL,274,-250.0,-6.0,-105.0,42.5,-110.0,55.22,9150.0,57.36,57060.0,42.53,11390.0,-205.0,-3.5,-107.0,43.0,-115.0,-210.0,-4.5,-105.0,43.5,-115.0,-200.0,-3.5,107.0,42.5,-115.0,-200.0,-3.5,107.0,42.5,-115.0,-190.0,-3.5,102.0,42.5,-110.0,-205.0,-3.5,-110.0,42.5,-110.0,-200.0,-3.5,-110.0,42.5,-110.0,-195.0,-3.5,-105.0,42.5,-105.0,-193.0,-3.5,-109.0,42.5,-108.0,-220.0,-4.0,-110.0,43.0,-105.0
3452822,1548,2018,12,Seattle,Sun 11/25,1:00 PM,30,FINAL,263,155.0,3.0,-105.0,45.0,-110.0,63.43,850.0,42.21,4310.0,42.38,640.0,145.0,3.0,-104.0,46.5,-115.0,145.0,3.0,100.0,47.0,-115.0,146.0,3.0,-103.0,47.0,-103.0,146.0,3.0,-103.0,47.0,-103.0,146.0,3.0,101.0,46.5,-105.0,145.0,3.0,-105.0,46.5,-115.0,140.0,3.0,-105.0,46.5,-110.0,140.0,3.0,-105.0,46.5,-105.0,137.0,3.0,-107.0,46.5,-111.0,140.0,3.0,-105.0,47.0,-115.0
3452822,1545,2018,12,Carolina,Sun 11/25,1:00 PM,27,FINAL,264,-175.0,-3.0,-115.0,45.0,-110.0,36.57,490.0,57.79,5900.0,57.62,870.0,-165.0,-3.0,-116.0,46.5,-105.0,-165.0,-3.0,-120.0,47.0,-105.0,-168.0,-3.0,-117.0,47.0,-117.0,-168.0,-3.0,-117.0,47.0,-117.0,-162.0,-3.0,-112.0,46.5,-105.0,-165.0,-3.0,-115.0,46.5,-105.0,-165.0,-3.0,-116.0,46.5,-110.0,-160.0,-3.0,-105.0,46.5,-105.0,-157.0,-3.0,-113.0,46.5,-109.0,-165.0,-3.0,-115.0,47.0,-105.0
3452823,1525,2018,12,New England,Sun 11/25,1:00 PM,27,FINAL,261,-415.0,-9.5,-110.0,47.5,-110.0,62.99,800.0,67.14,5250.0,51.24,620.0,-660.0,-13.0,-105.0,46.5,-110.0,-800.0,-13.0,-115.0,47.0,-115.0,-700.0,-13.0,110.0,47.0,-109.0,-700.0,-13.0,110.0,47.0,-109.0,-585.0,-13.0,108.0,46.5,-110.0,-650.0,-13.0,100.0,47.0,-110.0,-714.0,-13.0,100.0,47.0,-110.0,-675.0,-12.0,-105.0,47.0,-105.0,-658.0,-12.0,-109.0,46.5,-113.0,-750.0,-13.5,-110.0,47.0,-110.0
3452823,1523,2018,12,N.Y. Jets,Sun 11/25,1:00 PM,13,FINAL,262,345.0,9.5,-110.0,47.5,-110.0,37.01,470.0,32.86,2570.0,48.76,590.0,510.0,13.0,-115.0,46.5,-110.0,500.0,13.0,-105.0,47.0,-105.0,506.0,13.0,-130.0,47.0,-111.0,506.0,13.0,-130.0,47.0,-111.0,487.0,13.0,-121.0,46.5,-101.0,470.0,13.0,-120.0,47.0,-110.0,500.0,13.0,-120.0,47.0,-110.0,525.0,12.0,-105.0,47.0,-105.0,508.0,12.0,-111.0,46.5,-107.0,500.0,13.5,-110.0,47.0,-110.0
3452824,1529,2018,12,Jacksonville,Sun 11/25,1:00 PM,21,FINAL,251,-175.0,-5.0,-110.0,37.0,-110.0,39.64,440.0,46.64,4300.0,50.82,310.0,-164.0,-3.0,-111.0,37.0,-105.0,-160.0,-3.0,-120.0,37.0,-110.0,-160.0,-3.0,-108.0,36.5,-108.0,-160.0,-3.0,-108.0,36.5,-108.0,-155.0,-3.0,-104.0,36.5,-107.0,-160.0,-3.0,-115.0,36.5,-110.0,-165.0,-3.0,-110.0,36.5,-110.0,-160.0,-3.0,-105.0,36.5,-105.0,-161.0,-3.0,-110.0,36.5,-108.0,-170.0,-3.0,-120.0,37.0,-105.0
3452824,1526,2018,12,Buffalo,Sun 11/25,1:00 PM,24,FINAL,252,155.0,5.0,-110.0,37.0,-110.0,60.36,670.0,53.36,4920.0,49.18,300.0,144.0,3.0,-109.0,37.0,-115.0,140.0,3.0,100.0,37.0,-110.0,140.0,3.0,-112.0,36.5,-112.0,140.0,3.0,-112.0,36.5,-112.0,140.0,3.0,-106.0,36.5,-103.0,140.0,3.0,-105.0,36.5,-110.0,140.0,3.0,-110.0,36.5,-110.0,140.0,3.0,-105.0,36.5,-105.0,141.0,3.0,-110.0,36.5,-112.0,145.0,3.0,100.0,37.0,-115.0
3452825,1547,2018,12,San Francisco,Sun 11/25,1:00 PM,9,FINAL,255,166.0,3.0,-110.0,52.5,-110.0,50.65,390.0,48.7,2430.0,50.0,550.0,107.0,1.5,-108.0,54.5,-110.0,120.0,2.0,100.0,55.0,-105.0,105.0,1.5,-112.0,54.5,-110.0,105.0,1.5,-112.0,54.5,-110.0,115.0,1.5,-101.0,54.5,107.0,110.0,1.5,-110.0,54.5,-110.0,110.0,1.5,-105.0,54.5,-110.0,105.0,1.5,-105.0,54.5,-105.0,107.0,1.5,-108.0,54.5,-111.0,110.0,2.5,-115.0,54.5,-110.0
3452825,1544,2018,12,Tampa Bay,Sun 11/25,1:00 PM,27,FINAL,256,-191.0,-3.0,-110.0,52.5,-110.0,49.35,380.0,51.3,2560.0,50.0,550.0,-127.0,-1.5,-112.0,54.5,-110.0,-140.0,-2.0,-120.0,55.0,-115.0,-125.0,-1.5,-108.0,54.5,-110.0,-125.0,-1.5,-108.0,54.5,-110.0,-127.0,-1.5,-110.0,54.5,-120.0,-130.0,-1.5,-110.0,54.5,-110.0,-130.0,-1.5,-116.0,54.5,-110.0,-125.0,-1.5,-105.0,54.5,-105.0,-127.0,-1.5,-112.0,54.5,-109.0,-130.0,-2.5,-105.0,54.5,-110.0
