eid,partid,rotation,season,week,date,time,team,score,outcome,ml_perc,ml_wag,spr_perc,spr_wag,ou_perc,ou_wag,op_ml,op_spr,op_spr_odds,op_ou,op_ou_odds,8_ml,8_spr,8_spr_odds,8_ou,8_ou_odds,9_ml,9_spr,9_spr_odds,9_ou,9_ou_odds,10_ml,10_spr,10_spr_odds,10_ou,10_ou_odds,16_ml,16_spr,16_spr_odds,16_ou,16_ou_odds,20_ml,20_spr,20_spr_odds,20_ou,20_ou_odds,28_ml,28_spr,28_spr_odds,28_ou,28_ou_odds,29_ml,29_spr,29_spr_odds,29_ou,29_ou_odds,36_ml,36_spr,36_spr_odds,36_ou,36_ou_odds,44_ml,44_spr,44_spr_odds,44_ou,44_ou_odds,54_ml,54_spr,54_spr_odds,54_ou,54_ou_odds,82_ml,82_spr,82_spr_odds,82_ou,82_ou_odds,84_ml,84_spr,84_spr_odds,84_ou,84_ou_odds
4257889,1525,281,2020,4,Mon 10/5,7:05 PM,New England,10,FINAL,49.0,980.0,42.0,4370.0,52.0,2750.0,520.0,11.0,-110.0,50.0,-105.0,520.0,11.5,-115.0,48.5,-110.0,450.0,12.0,-110.0,49.0,-105.0,477.0,11.0,-111.0,48.5,-110.0,477.0,11.0,-111.0,48.5,-110.0,450.0,11.0,-115.0,48.5,-104.0,483.0,11.0,100.0,48.5,-110.0,470.0,11.0,-110.0,48.5,-110.0,475.0,11.5,-110.0,48.5,-110.0,490.0,11.0,-105.0,49.0,-105.0,483.0,11.5,-112.0,48.5,-110.0,500.0,12.5,-115.0,49.0,-110.0,483.0,11.0,-105.0,48.5,-110.0
4257889,1531,282,2020,4,,,Kansas City,26,,51.0,1040.0,58.0,6000.0,48.0,2560.0,-700.0,-11.0,-110.0,50.0,-115.0,-700.0,-11.5,-105.0,48.5,-110.0,-700.0,-12.0,-110.0,49.0,-115.0,-650.0,-11.0,-109.0,48.5,-110.0,-650.0,-11.0,-109.0,48.5,-110.0,-599.0,-11.0,104.0,48.5,-107.0,-658.0,-11.0,-120.0,48.5,-110.0,-650.0,-11.0,-110.0,48.5,-110.0,-650.0,-11.5,-110.0,48.5,-110.0,-640.0,-11.0,-105.0,49.0,-105.0,-633.0,-11.5,-108.0,48.5,-110.0,-700.0,-12.5,-105.0,49.0,-110.0,-658.0,-11.0,-115.0,48.5,-110.0
4143357,1546,279,2020,4,Mon 10/5,9:00 PM,Atlanta,16,FINAL,57.0,1070.0,46.0,6690.0,65.0,5410.0,270.0,5.5,-110.0,58.0,-110.0,192.0,5.0,-110.0,56.5,-108.0,200.0,6.0,-115.0,57.0,-110.0,197.0,4.5,-110.0,56.0,-103.0,197.0,4.5,-110.0,56.0,-103.0,195.0,5.0,-110.0,56.5,100.0,193.0,5.0,-120.0,56.0,-110.0,190.0,5.5,-110.0,56.5,-115.0,195.0,5.5,-115.0,56.5,-105.0,185.0,5.0,-105.0,56.5,-105.0,189.0,5.0,-109.0,56.0,-109.0,165.0,5.5,-115.0,58.0,-105.0,193.0,5.0,-120.0,56.0,-110.0
4143357,1542,280,2020,4,,,Green Bay,30,,43.0,820.0,54.0,7820.0,35.0,2970.0,-325.0,-5.5,-110.0,58.0,-110.0,-222.0,-5.0,-110.0,56.5,-112.0,-240.0,-6.0,-105.0,57.0,-110.0,-238.0,-4.5,-110.0,56.0,-117.0,-238.0,-4.5,-110.0,56.0,-117.0,-221.0,-5.0,-100.0,56.5,-112.0,-233.0,-5.0,100.0,56.0,-110.0,-230.0,-5.5,-110.0,56.5,-105.0,-230.0,-5.5,-105.0,56.5,-115.0,-215.0,-5.0,-105.0,56.5,-105.0,-224.0,-5.0,-111.0,56.0,-111.0,-225.0,-5.5,-105.0,58.0,-115.0,-233.0,-5.0,100.0,56.0,-110.0
4143358,1520,259,2020,4,Sun 10/4,1:00 PM,Cleveland,49,FINAL,40.0,420.0,40.0,2960.0,62.0,2050.0,200.0,4.5,-110.0,55.0,-110.0,165.0,4.0,-115.0,56.5,-110.0,165.0,4.0,-120.0,56.5,-115.0,148.0,3.0,101.0,56.0,-108.0,148.0,3.0,105.0,56.0,-110.0,157.0,3.5,-111.0,56.5,101.0,155.0,3.5,-115.0,56.5,-110.0,160.0,3.5,-110.0,56.5,-110.0,155.0,3.5,-115.0,56.5,-110.0,155.0,3.5,-105.0,56.5,-105.0,152.0,3.5,-115.0,56.5,-111.0,175.0,4.0,-115.0,57.0,-110.0,155.0,3.5,-115.0,56.5,-110.0
4143358,1538,260,2020,4,,,Dallas,38,,60.0,640.0,60.0,4490.0,38.0,1260.0,-240.0,-4.5,-110.0,55.0,-110.0,-190.0,-4.0,-105.0,56.5,-110.0,-190.0,-4.0,100.0,56.5,-105.0,-170.0,-3.0,-121.0,56.0,-112.0,-170.0,-3.0,-125.0,56.0,-110.0,-175.0,-3.5,101.0,56.5,-112.0,-175.0,-3.5,-105.0,56.5,-110.0,-180.0,-3.5,-110.0,56.5,-110.0,-175.0,-3.5,-105.0,56.5,-110.0,-175.0,-3.5,-105.0,56.5,-105.0,-172.0,-3.5,-105.0,56.5,-109.0,-225.0,-4.0,-105.0,57.0,-110.0,-175.0,-3.5,-105.0,56.5,-110.0
4143361,1543,253,2020,4,Sun 10/4,1:00 PM,New Orleans,35,FINAL,57.0,820.0,60.0,3760.0,66.0,1350.0,-205.0,-4.5,-110.0,55.5,-110.0,-151.0,-3.0,-105.0,52.5,-107.0,-165.0,-3.0,-110.0,52.0,-115.0,-155.0,-3.0,-105.0,51.5,-115.0,-160.0,-3.0,-110.0,51.0,-121.0,-155.0,-3.0,-103.0,51.5,-109.0,-164.0,-3.0,100.0,51.5,-110.0,-155.0,-3.0,-105.0,51.5,-115.0,-160.0,-3.0,-110.0,51.5,-110.0,-160.0,-3.0,-105.0,51.5,-105.0,-155.0,-3.0,-110.0,52.0,-108.0,-165.0,-3.5,-105.0,52.0,-115.0,-164.0,-3.0,100.0,51.5,-110.0
4143361,1539,254,2020,4,,,Detroit,29,,43.0,630.0,40.0,2550.0,34.0,710.0,175.0,4.5,-110.0,55.5,-110.0,131.0,3.0,-115.0,52.5,-113.0,145.0,3.0,-110.0,52.0,-105.0,135.0,3.0,-115.0,51.5,-105.0,140.0,3.0,-110.0,51.0,100.0,139.0,3.0,-107.0,51.5,-102.0,144.0,3.0,-120.0,51.5,-110.0,135.0,3.0,-115.0,51.5,-105.0,140.0,3.0,-110.0,51.5,-110.0,140.0,3.0,-105.0,51.5,-105.0,135.0,3.0,-110.0,52.0,-112.0,135.0,3.5,-115.0,52.0,-105.0,144.0,3.0,-120.0,51.5,-110.0
4143362,1541,261,2020,4,Sun 10/4,1:00 PM,Minnesota,31,FINAL,46.0,310.0,48.0,2130.0,67.0,860.0,195.0,5.0,-110.0,54.5,-110.0,155.0,3.5,-115.0,53.5,-108.0,150.0,3.5,-115.0,53.0,-115.0,151.0,3.0,104.0,53.0,-108.0,151.0,3.0,102.0,52.5,-110.0,154.0,3.5,-114.0,52.5,-112.0,155.0,3.0,105.0,53.0,-115.0,155.0,3.5,-120.0,52.5,-115.0,155.0,3.5,-120.0,53.0,-110.0,150.0,3.5,-110.0,53.5,-105.0,150.0,3.5,-118.0,53.5,-108.0,160.0,3.5,-105.0,52.5,-115.0,155.0,3.0,105.0,53.0,-115.0
4143362,1530,262,2020,4,,,Houston,23,,54.0,360.0,52.0,2330.0,33.0,430.0,-225.0,-5.0,-110.0,54.5,-110.0,-175.0,-3.5,-105.0,53.5,-112.0,-170.0,-3.5,-105.0,53.0,-105.0,-175.0,-3.0,-124.0,53.0,-113.0,-175.0,-3.0,-122.0,52.5,-110.0,-172.0,-3.5,104.0,52.5,100.0,-175.0,-3.0,-125.0,53.0,-105.0,-175.0,-3.5,100.0,52.5,-105.0,-175.0,-3.5,100.0,53.0,-110.0,-170.0,-3.5,100.0,53.5,-105.0,-170.0,-3.5,-102.0,53.5,-112.0,-190.0,-3.5,-115.0,52.5,-105.0,-175.0,-3.0,-125.0,53.0,-105.0
4143481,75380,265,2020,4,Sun 10/4,1:00 PM,L.A. Chargers,31,FINAL,38.0,480.0,42.0,2750.0,51.0,1100.0,280.0,4.5,-110.0,45.5,-110.0,280.0,7.0,-102.0,42.0,-110.0,300.0,7.5,-105.0,42.5,-110.0,296.0,7.0,-102.0,42.0,-106.0,299.0,7.0,-104.0,42.0,-102.0,282.0,7.5,-114.0,42.5,-100.0,310.0,7.5,-110.0,42.5,-110.0,290.0,7.5,-115.0,42.5,-110.0,305.0,7.5,-115.0,42.5,-110.0,300.0,7.5,-105.0,42.5,-105.0,294.0,7.5,-113.0,42.0,-108.0,305.0,7.5,-105.0,42.5,-110.0,310.0,7.5,-110.0,42.5,-110.0
4143481,1544,266,2020,4,,,Tampa Bay,38,,62.0,790.0,58.0,3870.0,49.0,1070.0,-350.0,-4.5,-110.0,45.5,-110.0,-350.0,-7.0,-118.0,42.0,-110.0,-400.0,-7.5,-115.0,42.5,-110.0,-370.0,-7.0,-118.0,42.0,-114.0,-375.0,-7.0,-116.0,42.0,-118.0,-331.0,-7.5,103.0,42.5,-111.0,-370.0,-7.5,-110.0,42.5,-110.0,-360.0,-7.5,-105.0,42.5,-110.0,-370.0,-7.5,-105.0,42.5,-110.0,-370.0,-7.5,-105.0,42.5,-105.0,-364.0,-7.5,-107.0,42.0,-112.0,-380.0,-7.5,-115.0,42.5,-110.0,-370.0,-7.5,-110.0,42.5,-110.0
