eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4733312,291,2024,8,Mon 10/28,8:15 PM,N.Y. Giants,18,FINAL,1535,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,-110.0,-115.0,-115.0,-115.0,-108.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-115.0,-105.0,-112.0,71.95,4.0,-110
4733312,292,2024,8,,,Pittsburgh,26,,1519,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-110.0,-105.0,-105.0,-105.0,-102.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-105.0,-115.0,-108.0,28.05,-4.0,-110
4733298,265,2024,8,Sun 10/27,1:00 PM,Baltimore,24,FINAL,1521,-7.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.5,-7.5,-7.5,-7.5,-7.5,-7.0,-7.5,-9.0,108.0,-110.0,-106.0,-106.0,-102.0,-120.0,100.0,100.0,102.0,100.0,-110.0,-120.0,105.0,110.0,22.24,-9.5,-110
4733298,266,2024,8,,,Cleveland,29,,1520,7.5,7.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,7.5,7.5,7.0,7.5,9.0,-128.0,-110.0,-114.0,-114.0,-108.0,100.0,-120.0,-120.0,-118.0,-120.0,-110.0,100.0,-125.0,-130.0,77.76,9.5,-110
4733299,269,2024,8,Sun 10/27,1:00 PM,Indianapolis,20,FINAL,1527,5.0,5.0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,-108.0,100.0,-114.0,-115.0,103.0,-106.0,-105.0,-110.0,-108.0,-110.0,-110.0,-106.0,-110.0,-109.0,70.06,6.0,-110
4733299,270,2024,8,,,Houston,23,,1530,-5.0,-5.0,-5.0,-5.0,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-112.0,-120.0,-106.0,-105.0,-113.0,-114.0,-115.0,-110.0,-108.0,-110.0,-110.0,-114.0,-110.0,-111.0,29.94,-6.0,-110
4733300,267,2024,8,Sun 10/27,1:00 PM,Green Bay,30,FINAL,1542,-3.5,-3.0,-3.0,-3.0,-3.5,-3.0,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,-3.5,-3.5,100.0,-120.0,-120.0,-120.0,112.0,-120.0,-110.0,-105.0,-108.0,-110.0,-110.0,-120.0,100.0,-110.0,23.59,-4.0,-110
4733300,268,2024,8,,,Jacksonville,27,,1529,3.5,3.0,3.0,3.0,3.5,3.0,3.5,3.5,3.5,3.5,3.5,3.0,3.5,3.5,-120.0,100.0,100.0,100.0,-124.0,100.0,-110.0,-115.0,-108.0,-110.0,-110.0,100.0,-120.0,-110.0,76.41,4.0,-110
4733301,263,2024,8,Sun 10/27,1:00 PM,Tennessee,14,FINAL,1528,12.5,12.5,13.0,13.0,13.0,12.0,12.5,12.5,12.5,12.5,12.0,12.0,13.0,12.5,-108.0,-105.0,-115.0,-115.0,-115.0,-104.0,-110.0,-110.0,-108.0,-110.0,-110.0,-104.0,-115.0,-110.0,87.83,9.5,-110
4733301,264,2024,8,,,Detroit,52,,1539,-12.5,-12.5,-13.0,-13.0,-13.0,-12.0,-12.5,-12.5,-12.5,-12.5,-12.0,-12.0,-13.0,-12.5,-112.0,-115.0,-105.0,-105.0,105.0,-116.0,-110.0,-110.0,-108.0,-110.0,-110.0,-116.0,-105.0,-110.0,12.17,-9.5,-110
