eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4733406,475,2024,5,Mon 10/7,8:15 PM,New Orleans,13,FINAL,1543,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.5,5.0,5.5,5.0,5.0,5.0,5.0,-115.0,-110.0,-110.0,-110.0,-105.0,-115.0,-110.0,-115.0,-108.0,-111.0,-110.0,-115.0,-110.0,-117.0,35.93,6.5,-110
4733406,476,2024,5,,,Kansas City,26,,1531,-5.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.5,-5.0,-5.5,-5.0,-5.0,-5.0,-5.0,-105.0,-110.0,-110.0,-110.0,-105.0,-105.0,-110.0,-105.0,-108.0,-109.0,-110.0,-105.0,-110.0,-103.0,64.07,-6.5,-110
4733198,451,2024,5,Sun 10/6,9:30 AM,N.Y. Jets,17,FINAL,1523,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,-105.0,-105.0,-108.0,-110.0,-102.0,103.0,-105.0,-110.0,-108.0,-110.0,-110.0,100.0,-110.0,-110.0,57.44,-1.5,-110
4733198,452,2024,5,,,Minnesota,23,,1541,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-115.0,-115.0,-112.0,-110.0,-108.0,-123.0,-115.0,-110.0,-108.0,-110.0,-110.0,-120.0,-110.0,-110.0,42.56,1.5,-110
4733278,463,2024,5,Sun 10/6,1:00 PM,Cleveland,13,FINAL,1520,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-115.0,-120.0,-116.0,-116.0,-115.0,-105.0,-110.0,-115.0,-108.0,-106.0,-110.0,-105.0,-115.0,-106.0,62.93,3.0,-106
4733278,464,2024,5,,,Washington,34,,1537,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-105.0,100.0,-103.0,-103.0,104.0,-115.0,-110.0,-105.0,-108.0,-114.0,-110.0,-115.0,-105.0,-114.0,37.07,-3.0,-114
4733279,455,2024,5,Sun 10/6,1:00 PM,Baltimore,41,FINAL OT,1521,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-2.5,-116.0,-125.0,-116.0,-116.0,-113.0,-110.0,-115.0,-110.0,-108.0,-110.0,-110.0,-110.0,-118.0,-125.0,36.3,-1.0,-110
4733279,456,2024,5,,,Cincinnati,38,,1522,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.5,-104.0,105.0,-104.0,-104.0,102.0,-110.0,-105.0,-110.0,-108.0,-110.0,-110.0,-110.0,-102.0,105.0,63.7,1.0,-110
4733280,457,2024,5,Sun 10/6,1:00 PM,Buffalo,20,FINAL,1526,1.0,1.5,1.5,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.5,1.0,1.0,-105.0,-115.0,-110.0,-110.0,104.0,105.0,-110.0,-110.0,-108.0,-110.0,-110.0,-105.0,-105.0,-105.0,39.72,-1.0,-110
4733280,458,2024,5,,,Houston,23,,1530,-1.0,-1.5,-1.5,-1.5,-1.0,-1.0,-1.0,-1.5,-1.0,-1.0,-1.0,-1.5,-1.0,-1.0,-115.0,-105.0,-110.0,-110.0,-115.0,-125.0,-110.0,-110.0,-108.0,-110.0,-110.0,-115.0,-115.0,-115.0,60.28,1.0,-110
4733281,459,2024,5,Sun 10/6,1:00 PM,Indianapolis,34,FINAL,1527,3.5,4.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4.0,3.5,3.5,3.5,3.5,-104.0,-105.0,-106.0,-106.0,103.0,-110.0,-105.0,100.0,-108.0,-110.0,-110.0,-110.0,-102.0,-106.0,63.18,2.5,-110
4733281,460,2024,5,,,Jacksonville,37,,1529,-3.5,-4.0,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-4.0,-3.5,-3.5,-3.5,-3.5,-116.0,-115.0,-114.0,-114.0,-114.0,-110.0,-115.0,-120.0,-108.0,-110.0,-110.0,-110.0,-118.0,-114.0,36.82,-2.5,-110
4733282,453,2024,5,Sun 10/6,1:00 PM,Carolina,10,FINAL,1545,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-112.0,-110.0,-108.0,-108.0,-105.0,-116.0,-110.0,-110.0,-108.0,-110.0,-110.0,-116.0,-110.0,-112.0,48.76,4.5,-110
4733282,454,2024,5,,,Chicago,36,,1540,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-108.0,-110.0,-112.0,-112.0,-105.0,-104.0,-110.0,-110.0,-108.0,-110.0,-110.0,-104.0,-110.0,-108.0,51.24,-4.5,-110
4733283,461,2024,5,Sun 10/6,1:00 PM,Miami,15,FINAL,1524,-2.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.5,-2.0,-2.0,-1.0,-110.0,-115.0,-110.0,-110.0,-121.0,-113.0,-110.0,-110.0,-108.0,-110.0,-110.0,-113.0,-110.0,-120.0,65.32,1.0,-110
4733283,462,2024,5,,,New England,10,,1525,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.5,2.0,2.0,1.0,-110.0,-105.0,-110.0,-110.0,110.0,-107.0,-110.0,-110.0,-108.0,-110.0,-110.0,-107.0,-110.0,100.0,34.68,-1.0,-110
4733401,467,2024,5,Sun 10/6,4:05 PM,Arizona,24,FINAL,1549,7.0,7.0,7.0,7.0,7.5,7.0,7.0,7.0,7.5,7.0,7.0,7.0,7.0,7.0,-105.0,-105.0,-105.0,-105.0,-112.0,-105.0,-105.0,100.0,-113.0,-106.0,-105.0,-105.0,-105.0,-108.0,66.43,6.5,-110
4733401,468,2024,5,,,San Francisco,23,,1547,-7.0,-7.0,-7.0,-7.0,-7.5,-7.0,-7.0,-7.0,-7.5,-7.0,-7.0,-7.0,-7.0,-7.0,-115.0,-115.0,-115.0,-115.0,102.0,-115.0,-115.0,-120.0,-103.0,-114.0,-115.0,-115.0,-115.0,-110.0,33.57,-6.5,-110
4733402,465,2024,5,Sun 10/6,4:05 PM,Las Vegas,18,FINAL,1533,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-108.0,-110.0,-109.0,-108.0,119.0,-114.0,-105.0,-110.0,-108.0,-114.0,-110.0,-114.0,-110.0,-108.0,58.85,1.5,-110
4733402,466,2024,5,,,Denver,34,,1534,-3.0,-3.0,-3.0,-3.0,-2.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-112.0,-110.0,-111.0,-112.0,-131.0,-106.0,-115.0,-110.0,-108.0,-106.0,-110.0,-106.0,-110.0,-112.0,41.15,-1.5,-110
4733403,469,2024,5,Sun 10/6,4:25 PM,Green Bay,24,FINAL,1542,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-110.0,-105.0,-101.0,-101.0,102.0,105.0,-120.0,-110.0,-108.0,-102.0,-115.0,105.0,-105.0,-108.0,34.02,-3.0,-115
4733403,470,2024,5,,,L.A. Rams,19,,1550,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-110.0,-115.0,-118.0,-118.0,-113.0,-125.0,100.0,-110.0,-108.0,-118.0,-105.0,-125.0,-115.0,-112.0,65.98,3.0,-105
4733404,471,2024,5,Sun 10/6,4:25 PM,N.Y. Giants,29,FINAL,1535,7.0,6.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,-113.0,100.0,-117.0,-117.0,-114.0,-127.0,-110.0,-110.0,-108.0,-116.0,-110.0,-127.0,-110.0,-119.0,77.37,6.0,-110
4733404,472,2024,5,,,Seattle,20,,1548,-7.0,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-107.0,-120.0,-103.0,-103.0,104.0,107.0,-110.0,-110.0,-108.0,-104.0,-110.0,107.0,-110.0,-101.0,22.63,-6.0,-110
4733405,473,2024,5,Sun 10/6,8:20 PM,Dallas,20,FINAL,1538,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.0,-108.0,-110.0,-110.0,-108.0,-102.0,102.0,100.0,-110.0,-108.0,-110.0,-100.0,102.0,-110.0,-115.0,40.2,0.0,-110
4733405,474,2024,5,,,Pittsburgh,17,,1519,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-112.0,-110.0,-110.0,-112.0,-108.0,-122.0,-120.0,-110.0,-108.0,-110.0,-120.0,-122.0,-110.0,-105.0,59.8,0.0,-110
4733277,301,2024,5,Thu 10/3,8:15 PM,Tampa Bay,30,FINAL OT,1544,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.5,-110.0,-105.0,-102.0,-102.0,-100.0,105.0,-105.0,-110.0,-108.0,-106.0,-105.0,105.0,-105.0,-110.0,42.65,3.0,-110
4733277,302,2024,5,,,Atlanta,36,,1546,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-2.5,-110.0,-115.0,-118.0,-118.0,-110.0,-125.0,-115.0,-110.0,-108.0,-114.0,-115.0,-125.0,-115.0,-110.0,57.35,-3.0,-110
