eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4733384,481,2024,15,Mon 12/16,8:00 PM,Chicago,12,FINAL,1540,6.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,-105.0,-110.0,-121.0,-121.0,-110.0,-115.0,-110.0,-118.0,-108.0,-116.0,-115.0,-115.0,-119.0,-120.0,80.24,6.0,-110
4733384,482,2024,15,,,Minnesota,30,,1541,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-115.0,-110.0,101.0,101.0,-101.0,-105.0,-110.0,-118.0,-108.0,-104.0,-105.0,-105.0,-101.0,100.0,19.76,-6.0,-110
4733385,483,2024,15,Mon 12/16,8:30 PM,Atlanta,15,FINAL,1546,-6.0,-6.5,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.5,-6.5,-6.0,-6.0,-6.0,-6.0,-115.0,-110.0,-110.0,-110.0,-114.0,-115.0,-115.0,-125.0,-108.0,-110.0,-110.0,-115.0,-110.0,-110.0,27.3,-3.5,-110
4733385,484,2024,15,,,Las Vegas,9,,1533,6.0,6.5,6.0,6.0,6.0,6.0,6.0,6.0,6.5,6.5,6.0,6.0,6.0,6.0,-105.0,-110.0,-110.0,-110.0,103.0,-105.0,-105.0,-110.0,-108.0,-110.0,-110.0,-105.0,-110.0,-110.0,72.7,3.5,-110
4733371,463,2024,15,Sun 12/15,1:00 PM,Baltimore,35,FINAL,1521,-17.0,-16.5,-17.0,-17.0,-17.0,-16.5,-17.0,-17.0,-16.5,-16.5,-17.0,-16.5,-16.5,-17.0,-102.0,-110.0,100.0,100.0,105.0,-115.0,-110.0,-110.0,-108.0,-110.0,-110.0,-115.0,-115.0,-105.0,21.53,-12.5,-110
4733371,464,2024,15,,,N.Y. Giants,14,,1535,17.0,16.5,17.0,17.0,17.0,16.5,17.0,17.0,16.5,16.5,17.0,16.5,16.5,17.0,-118.0,-110.0,-120.0,-120.0,-115.0,-105.0,-110.0,-125.0,-108.0,-110.0,-110.0,-105.0,-105.0,-115.0,78.47,12.5,-110
4733372,459,2024,15,Sun 12/15,1:00 PM,N.Y. Jets,32,FINAL,1523,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.0,-3.5,-3.0,-3.0,-3.5,-3.0,103.0,-120.0,-120.0,-120.0,-116.0,-125.0,100.0,-138.0,-118.0,-101.0,-120.0,-125.0,100.0,-110.0,22.67,-3.0,-110
4733372,460,2024,15,,,Jacksonville,25,,1529,3.5,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.5,3.0,3.0,3.5,3.0,-123.0,100.0,100.0,100.0,105.0,105.0,-120.0,100.0,102.0,-119.0,100.0,105.0,-120.0,-110.0,77.33,3.0,-110
4733373,455,2024,15,Sun 12/15,1:00 PM,Washington,20,FINAL,1537,-7.5,-7.0,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-110.0,-115.0,-105.0,-105.0,106.0,-105.0,-110.0,-110.0,-108.0,-110.0,-110.0,-105.0,-110.0,-115.0,20.69,-3.0,-110
4733373,456,2024,15,,,New Orleans,19,,1543,7.5,7.0,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,-110.0,-105.0,-115.0,-115.0,-117.0,-115.0,-110.0,-125.0,-108.0,-110.0,-110.0,-115.0,-110.0,-105.0,79.31,3.0,-110
