eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4733275,289,2024,4,Mon 9/30,7:30 PM,Tennessee,31,FINAL,1528,2.5,2.5,3.0,3.0,2.5,3.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.0,-102.0,100.0,-123.0,-123.0,108.0,-113.0,100.0,100.0,102.0,-106.0,-105.0,-106.0,-105.0,-117.0,52.89,2.0,-110
4733275,290,2024,4,,,Miami,12,,1524,-2.5,-2.5,-3.0,-3.0,-2.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-118.0,-120.0,103.0,103.0,-119.0,-107.0,-120.0,-120.0,-118.0,-114.0,-115.0,-114.0,-115.0,-103.0,47.11,-2.0,-110
4733276,291,2024,4,Mon 9/30,8:15 PM,Seattle,29,FINAL,1548,4.0,4.0,4.5,4.5,4.0,4.5,4.5,4.0,4.5,5.0,4.0,4.0,4.0,4.0,-107.0,-105.0,-109.0,-109.0,102.0,-107.0,-110.0,-105.0,-108.0,-110.0,-110.0,-111.0,-105.0,-105.0,54.81,4.5,-110
4733276,292,2024,4,,,Detroit,42,,1539,-4.0,-4.0,-4.5,-4.5,-4.0,-4.5,-4.5,-4.0,-4.5,-5.0,-4.0,-4.0,-4.0,-4.0,-113.0,-115.0,-111.0,-111.0,-113.0,-113.0,-110.0,-115.0,-108.0,-110.0,-110.0,-109.0,-115.0,-115.0,45.19,-4.5,-110
4733262,265,2024,4,Sun 9/29,1:00 PM,Pittsburgh,24,FINAL,1519,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-115.0,-115.0,-110.0,-110.0,-102.0,-117.0,-115.0,-115.0,-108.0,-114.0,-110.0,-117.0,-115.0,-115.0,34.77,1.0,-110
4733262,266,2024,4,,,Indianapolis,27,,1527,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,-105.0,-105.0,-110.0,-110.0,-108.0,-103.0,-105.0,-105.0,-108.0,-106.0,-110.0,-103.0,-105.0,-105.0,65.23,-1.0,-110
4733263,269,2024,4,Sun 9/29,1:00 PM,Minnesota,31,FINAL,1541,2.5,3.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.0,2.5,2.5,2.5,-107.0,-120.0,-103.0,-103.0,-102.0,-117.0,-105.0,-110.0,-108.0,-102.0,-125.0,-117.0,-105.0,-107.0,42.33,2.0,-110
4733263,270,2024,4,,,Green Bay,29,,1542,-2.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-2.5,-113.0,100.0,-117.0,-117.0,-108.0,-103.0,-115.0,-110.0,-108.0,-118.0,105.0,-103.0,-115.0,-113.0,57.67,-2.0,-110
4733264,267,2024,4,Sun 9/29,1:00 PM,Jacksonville,20,FINAL,1529,5.0,6.0,5.5,5.5,5.5,6.0,5.5,5.5,5.5,5.5,5.5,6.0,5.5,5.5,-107.0,-115.0,-113.0,-113.0,-102.0,-112.0,-105.0,-110.0,-108.0,-110.0,-110.0,-112.0,-110.0,-110.0,59.14,5.0,-110
4733264,268,2024,4,,,Houston,24,,1530,-5.0,-6.0,-5.5,-5.5,-5.5,-6.0,-5.5,-5.5,-5.5,-5.5,-5.5,-6.0,-5.5,-5.5,-113.0,-105.0,-107.0,-107.0,-108.0,-108.0,-115.0,-110.0,-108.0,-110.0,-110.0,-108.0,-110.0,-110.0,40.86,-5.0,-110
