eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4733369,143,2024,14,Mon 12/9,8:15 PM,Cincinnati,27,FINAL,1522,-4.5,-4.0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-5.0,-5.0,-4.5,-4.5,-4.5,-110.0,-120.0,-102.0,-103.0,-103.0,-104.0,-110.0,-118.0,-108.0,-110.0,-110.0,-104.0,-110.0,-105.0,34.94,-6.5,-110
4733369,144,2024,14,,,Dallas,20,,1538,4.5,4.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5.0,5.0,4.5,4.5,4.5,-110.0,100.0,-118.0,-117.0,-107.0,-116.0,-110.0,-118.0,-108.0,-110.0,-110.0,-116.0,-110.0,-115.0,65.06,6.5,-110
4733358,121,2024,14,Sun 12/8,1:00 PM,Atlanta,21,FINAL,1546,6.0,5.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,-114.0,-105.0,-108.0,-111.0,-113.0,-110.0,-110.0,-118.0,-108.0,-110.0,-105.0,-110.0,-110.0,-110.0,52.88,4.5,-110
4733358,122,2024,14,,,Minnesota,42,,1541,-6.0,-5.5,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-106.0,-115.0,-112.0,-109.0,102.0,-110.0,-110.0,-118.0,-108.0,-110.0,-115.0,-110.0,-110.0,-110.0,47.12,-4.5,-110
4733359,123,2024,14,Sun 12/8,1:00 PM,New Orleans,14,FINAL,1543,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.0,-5.5,-5.5,-5.5,-110.0,-115.0,-115.0,-115.0,-109.0,-113.0,-115.0,-118.0,-108.0,-110.0,-110.0,-113.0,-110.0,-110.0,27.9,-3.5,-110
4733359,124,2024,14,,,N.Y. Giants,11,,1535,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.0,5.5,5.5,5.5,-110.0,-105.0,-105.0,-105.0,-101.0,-107.0,-105.0,-118.0,-108.0,-110.0,-110.0,-107.0,-110.0,-110.0,72.1,3.5,-110
4733360,125,2024,14,Sun 12/8,1:00 PM,Jacksonville,10,FINAL,1529,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-110.0,-110.0,-110.0,-110.0,-103.0,-106.0,-105.0,-118.0,-108.0,-110.0,-105.0,-106.0,-110.0,-110.0,67.04,3.0,-120
4733360,126,2024,14,,,Tennessee,6,,1528,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-110.0,-110.0,-110.0,-110.0,-107.0,-114.0,-115.0,-118.0,-108.0,-110.0,-115.0,-114.0,-110.0,-110.0,32.96,-3.0,100
4733361,127,2024,14,Sun 12/8,1:00 PM,Las Vegas,13,FINAL,1533,6.5,7.0,6.5,6.5,7.0,7.0,7.0,6.5,7.0,6.5,6.5,7.0,6.5,7.0,-104.0,-110.0,-104.0,-104.0,-109.0,-114.0,-115.0,-110.0,-113.0,-106.0,100.0,-114.0,-105.0,-115.0,77.65,7.5,-110
4733361,128,2024,14,,,Tampa Bay,28,,1544,-6.5,-7.0,-6.5,-6.5,-7.0,-7.0,-7.0,-6.5,-7.0,-6.5,-6.5,-7.0,-6.5,-7.0,-116.0,-110.0,-116.0,-116.0,-102.0,-106.0,-105.0,-125.0,-103.0,-114.0,-120.0,-106.0,-115.0,-105.0,22.35,-7.5,-110
4733362,129,2024,14,Sun 12/8,1:00 PM,Cleveland,14,FINAL,1520,6.0,6.0,6.0,6.0,6.5,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,-110.0,-105.0,-110.0,-110.0,-113.0,-104.0,-115.0,-118.0,-108.0,-110.0,-120.0,-104.0,-110.0,-135.0,69.69,6.5,-110
4733362,130,2024,14,,,Pittsburgh,27,,1519,-6.0,-6.0,-6.0,-6.0,-6.5,-6.0,-6.0,-6.0,-6.0,-6.0,-7.0,-6.0,-6.0,-7.0,-110.0,-115.0,-110.0,-110.0,103.0,-116.0,-105.0,-118.0,-108.0,-110.0,100.0,-116.0,-110.0,115.0,30.31,-6.5,-110
4733363,131,2024,14,Sun 12/8,1:00 PM,Carolina,16,FINAL,1545,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,-113.0,-105.0,-115.0,-115.0,-107.0,-109.0,-110.0,-118.0,-108.0,-114.0,-110.0,-110.0,-110.0,-120.0,77.1,13.0,-110
4733363,132,2024,14,,,Philadelphia,22,,1536,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-107.0,-115.0,-105.0,-105.0,-103.0,-111.0,-110.0,-118.0,-108.0,-106.0,-110.0,-110.0,-110.0,100.0,22.9,-13.0,-110
4733364,133,2024,14,Sun 12/8,1:00 PM,N.Y. Jets,26,FINAL OT,1523,6.5,6.5,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.0,6.5,6.5,6.5,-110.0,-110.0,-101.0,-110.0,-105.0,-113.0,-110.0,-118.0,-108.0,-110.0,-105.0,-113.0,-110.0,-110.0,72.27,6.5,-110
4733364,134,2024,14,,,Miami,32,,1524,-6.5,-6.5,-6.0,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.0,-6.5,-6.5,-6.5,-110.0,-110.0,-120.0,-110.0,-105.0,-107.0,-110.0,-118.0,-108.0,-110.0,-115.0,-107.0,-110.0,-110.0,27.73,-6.5,-110
4733365,135,2024,14,Sun 12/8,4:05 PM,Seattle,30,FINAL,1548,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-102.0,110.0,-110.0,-110.0,105.0,100.0,100.0,100.0,102.0,-101.0,-120.0,100.0,-110.0,-115.0,47.25,2.5,-110
4733365,136,2024,14,,,Arizona,18,,1549,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-118.0,-130.0,-110.0,-110.0,-116.0,-120.0,-120.0,-138.0,-118.0,-119.0,-100.0,-120.0,-110.0,-105.0,52.75,-2.5,-110
4733366,137,2024,14,Sun 12/8,4:25 PM,Buffalo,42,FINAL,1526,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-106.0,-105.0,-104.0,-104.0,104.0,-107.0,-110.0,-118.0,-103.0,-103.0,-110.0,-107.0,-110.0,-115.0,30.58,-3.5,-110
4733366,138,2024,14,,,L.A. Rams,44,,1550,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,-114.0,-115.0,-116.0,-116.0,-115.0,-113.0,-110.0,-118.0,-113.0,-117.0,-110.0,-113.0,-110.0,-105.0,69.42,3.5,-110
4733367,139,2024,14,Sun 12/8,4:25 PM,Chicago,13,FINAL,1540,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-110.0,-105.0,-110.0,-110.0,-104.0,-116.0,-105.0,-118.0,-108.0,-110.0,100.0,-116.0,-110.0,-110.0,56.8,6.0,-110
4733367,140,2024,14,,,San Francisco,38,,1547,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-110.0,-115.0,-110.0,-110.0,-106.0,-104.0,-115.0,-118.0,-108.0,-110.0,-120.0,-104.0,-110.0,-110.0,43.2,-6.0,-110
4733368,141,2024,14,Sun 12/8,8:20 PM,L.A. Chargers,17,FINAL,75380,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.0,-115.0,-110.0,-109.0,-109.0,-108.0,-111.0,-110.0,-118.0,-108.0,-110.0,-115.0,-111.0,-110.0,-110.0,54.21,4.5,-110
4733368,142,2024,14,,,Kansas City,19,,1531,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.0,-105.0,-110.0,-111.0,-111.0,-102.0,-109.0,-110.0,-118.0,-108.0,-110.0,-105.0,-109.0,-110.0,-110.0,45.79,-4.5,-110
4733357,101,2024,14,Thu 12/5,8:15 PM,Green Bay,31,FINAL,1542,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.5,3.5,-105.0,-105.0,-107.0,-107.0,-125.0,100.0,100.0,-110.0,-103.0,-103.0,-120.0,-110.0,-120.0,-120.0,54.4,6.0,-110
4733357,102,2024,14,,,Detroit,34,,1539,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.5,-3.5,-115.0,-115.0,-113.0,-113.0,113.0,-120.0,-120.0,-125.0,-113.0,-117.0,100.0,-110.0,100.0,100.0,45.6,-6.0,-110
