eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4733340,285,2024,10,Mon 11/11,8:15 PM,Miami,23,FINAL,1524,2.0,2.5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,1.5,2.0,2.0,-110.0,-115.0,-110.0,-110.0,-109.0,-116.0,-105.0,-118.0,-108.0,-113.0,100.0,-111.0,-110.0,-110.0,70.31,3.0,-110
4733340,286,2024,10,,,L.A. Rams,15,,1550,-2.0,-2.5,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.5,-1.5,-2.0,-2.0,-110.0,-105.0,-110.0,-110.0,-101.0,-104.0,-115.0,-118.0,-108.0,-107.0,-120.0,-109.0,-110.0,-110.0,29.69,-3.0,-110
4733201,261,2024,10,Sun 11/10,9:30 AM,N.Y. Giants,17,FINAL OT,1535,-6.5,-6.5,-6.5,-6.5,-7.0,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-7.5,-116.0,-120.0,-110.0,-110.0,106.0,-110.0,-115.0,-118.0,-108.0,-110.0,-115.0,-105.0,-110.0,115.0,52.39,-4.0,-110
4733201,262,2024,10,,,Carolina,20,,1545,6.5,6.5,6.5,6.5,7.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,7.5,-104.0,100.0,-110.0,-110.0,-117.0,-110.0,-105.0,-118.0,-108.0,-110.0,-105.0,-115.0,-110.0,-135.0,47.61,4.0,-110
4733329,273,2024,10,Sun 11/10,1:00 PM,San Francisco,23,FINAL,1547,-6.5,-6.5,-6.5,-6.5,-6.5,-6.0,-6.5,-6.5,-6.5,-7.0,-6.5,-6.0,-6.5,-6.5,-108.0,-115.0,-113.0,-113.0,-101.0,-115.0,-115.0,-118.0,-108.0,-106.0,-115.0,-110.0,-110.0,-125.0,37.63,-6.5,-110
4733329,274,2024,10,,,Tampa Bay,20,,1544,6.5,6.5,6.5,6.5,6.5,6.0,6.5,6.5,6.5,7.0,6.5,6.0,6.5,6.5,-112.0,-105.0,-107.0,-107.0,-109.0,-105.0,-105.0,-118.0,-108.0,-114.0,-105.0,-110.0,-110.0,105.0,62.37,6.5,-110
4733330,269,2024,10,Sun 11/10,1:00 PM,Atlanta,17,FINAL,1546,-3.5,-4.0,-3.5,-3.5,-3.5,-4.0,-3.5,-3.5,-3.5,-3.5,-4.0,-4.0,-3.5,-3.5,-116.0,-110.0,-115.0,-115.0,-112.0,-105.0,-113.0,-125.0,-108.0,-110.0,-110.0,-110.0,-115.0,-115.0,31.49,-1.0,-110
4733330,270,2024,10,,,New Orleans,20,,1543,3.5,4.0,3.5,3.5,3.5,4.0,3.5,3.5,3.5,3.5,4.0,4.0,3.5,3.5,-104.0,-110.0,-105.0,-105.0,102.0,-115.0,-107.0,-110.0,-108.0,-110.0,-110.0,-110.0,-105.0,-105.0,68.51,1.0,-110
4733331,271,2024,10,Sun 11/10,1:00 PM,Denver,14,FINAL,1534,7.0,7.0,7.5,7.5,7.0,7.0,7.0,7.0,7.0,7.0,7.5,7.0,7.5,7.5,-110.0,-115.0,-117.0,-117.0,-110.0,-121.0,-105.0,-118.0,-108.0,-110.0,-115.0,-123.0,-115.0,-125.0,67.01,8.5,-105
4733331,272,2024,10,,,Kansas City,16,,1531,-7.0,-7.0,-7.5,-7.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.5,-7.0,-7.5,-7.5,-110.0,-105.0,-103.0,-103.0,-100.0,101.0,-115.0,-118.0,-108.0,-110.0,-105.0,103.0,-105.0,105.0,32.99,-8.5,-115
