eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,ap_8,ap_9,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,perc,opening_adj,opening_ap
4407327,277,2021,8,Mon 11/1,8:15 PM,N.Y. Giants,17,FINAL,1535,11.0,11.0,10.5,11.5,10.5,10.5,10.5,10.5,11.0,11.5,10.5,-110.0,-110.0,-110.0,-115.0,-105.0,-110.0,-108.0,-113.0,-110.0,-115.0,-110.0,72.73,13.0,-110
4407327,278,2021,8,,,Kansas City,20,,1531,-11.0,-11.0,-10.5,-11.5,-10.5,-10.5,-10.5,-10.5,-11.0,-11.5,-10.5,-110.0,-110.0,-101.0,-105.0,-115.0,-110.0,-108.0,-107.0,-110.0,-105.0,-110.0,27.27,-13.0,-110
4407316,251,2021,8,Sun 10/31,1:00 PM,Miami,11,FINAL,1524,15.0,15.0,15.0,15.0,15.0,15.0,14.5,14.5,15.0,15.0,15.0,-110.0,-110.0,-108.0,-114.0,-110.0,-110.0,-108.0,-109.0,-110.0,-114.0,-110.0,71.43,12.0,100
4407316,252,2021,8,,,Buffalo,26,,1526,-15.0,-15.0,-15.0,-15.0,-15.0,-15.0,-14.5,-14.5,-15.0,-15.0,-15.0,-110.0,-110.0,-102.0,-106.0,-110.0,-110.0,-108.0,-111.0,-110.0,-106.0,-110.0,28.57,-12.0,-120
4407317,253,2021,8,Sun 10/31,1:00 PM,Carolina,19,FINAL,1545,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,1.0,-115.0,-110.0,-118.0,-122.0,-110.0,-110.0,-108.0,-125.0,-115.0,-121.0,105.0,63.55,1.5,-110
4407317,254,2021,8,,,Atlanta,13,,1546,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-1.0,-105.0,-110.0,107.0,102.0,-110.0,-110.0,-108.0,105.0,-105.0,101.0,-125.0,36.45,-1.5,-110
4407318,263,2021,8,Sun 10/31,1:00 PM,Pittsburgh,15,FINAL,1519,5.5,5.0,5.5,5.0,5.5,5.0,5.0,5.0,5.0,5.0,5.0,-110.0,-105.0,-113.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,35.03,3.0,-115
4407318,264,2021,8,,,Cleveland,10,,1520,-5.5,-5.0,-5.5,-5.0,-5.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-110.0,-115.0,102.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,64.97,-3.0,-105
4407319,261,2021,8,Sun 10/31,1:00 PM,Cincinnati,31,FINAL,1522,-11.5,-12.0,-11.5,-11.5,-11.5,-11.5,-11.5,-12.0,-12.0,-11.5,-11.5,-115.0,-115.0,-107.0,-112.0,-110.0,-110.0,-108.0,-109.0,-110.0,-112.0,-110.0,11.55,-4.0,-110
4407319,262,2021,8,,,N.Y. Jets,34,,1523,11.5,12.0,11.5,11.5,11.5,11.5,11.5,12.0,12.0,11.5,11.5,-105.0,-105.0,-103.0,-108.0,-110.0,-110.0,-108.0,-111.0,-110.0,-108.0,-110.0,88.45,4.0,-110
