eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,ap_8,ap_9,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,perc,opening_adj,opening_ap
4407323,257,2021,8,Sun 10/31,1:00 PM,Tennessee,34,FINAL OT,1528,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-110.0,-115.0,-110.0,-113.0,-115.0,-120.0,-113.0,-110.0,-120.0,-113.0,-120.0,28.71,2.5,-115
4407323,258,2021,8,,,Indianapolis,31,,1527,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-110.0,-105.0,-100.0,-107.0,-105.0,100.0,-103.0,-110.0,100.0,-107.0,100.0,71.29,-2.5,-105
4407326,255,2021,8,Sun 10/31,1:00 PM,Philadelphia,44,FINAL,1536,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-118.0,-115.0,-117.0,-118.0,-115.0,-120.0,-118.0,-121.0,-110.0,-118.0,-120.0,58.46,-3.5,-110
4407326,256,2021,8,,,Detroit,6,,1539,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-102.0,-105.0,106.0,-102.0,-105.0,100.0,102.0,101.0,-110.0,-102.0,100.0,41.54,3.5,-110
4407328,265,2021,8,Sun 10/31,1:00 PM,San Francisco,33,FINAL,1547,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-110.0,-110.0,-103.0,-108.0,-110.0,-110.0,-108.0,-111.0,-110.0,-108.0,-110.0,45.16,-3.5,-110
4407328,266,2021,8,,,Chicago,22,,1540,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,-110.0,-110.0,-107.0,-112.0,-110.0,-110.0,-108.0,-109.0,-110.0,-112.0,-110.0,54.84,3.5,-110
4407329,259,2021,8,Sun 10/31,1:00 PM,L.A. Rams,38,FINAL,1550,-16.5,-17.0,-17.0,-17.0,-16.5,-16.5,-16.5,-16.5,-16.5,-17.0,-16.5,-112.0,-105.0,107.0,100.0,-110.0,-110.0,-108.0,-111.0,-115.0,101.0,-110.0,14.58,-14.0,-105
4407329,260,2021,8,,,Houston,22,,1530,16.5,17.0,17.0,17.0,16.5,16.5,16.5,16.5,16.5,17.0,16.5,-108.0,-115.0,-118.0,-120.0,-110.0,-110.0,-108.0,-109.0,-105.0,-121.0,-110.0,85.42,14.0,-115
4407321,267,2021,8,Sun 10/31,4:05 PM,Jacksonville,7,FINAL,1529,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-112.0,-110.0,-103.0,-108.0,-110.0,-110.0,-108.0,-111.0,-110.0,-108.0,-110.0,58.54,3.0,100
4407321,268,2021,8,,,Seattle,31,,1548,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-108.0,-110.0,-108.0,-112.0,-110.0,-110.0,-108.0,-109.0,-110.0,-112.0,-110.0,41.46,-3.0,-120
4407322,269,2021,8,Sun 10/31,4:05 PM,New England,27,FINAL,1525,3.5,3.5,3.5,3.5,3.5,3.5,4.0,3.5,4.0,3.5,3.5,-105.0,-105.0,101.0,-101.0,-105.0,-110.0,-108.0,-107.0,-110.0,-105.0,-110.0,56.26,6.0,-120
4407322,270,2021,8,,,L.A. Chargers,24,,75380,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-4.0,-3.5,-4.0,-3.5,-3.5,-115.0,-115.0,-112.0,-119.0,-115.0,-110.0,-108.0,-113.0,-110.0,-115.0,-110.0,43.74,-6.0,100
4407324,273,2021,8,Sun 10/31,4:25 PM,Tampa Bay,27,FINAL,1544,-3.5,-4.0,-4.0,-3.5,-4.0,-4.0,-4.0,-3.5,-5.0,-3.5,-4.0,-110.0,-110.0,104.0,-110.0,-105.0,-110.0,-108.0,-113.0,-105.0,-110.0,-110.0,23.81,-4.0,-110
4407324,274,2021,8,,,New Orleans,36,,1543,3.5,4.0,4.0,3.5,4.0,4.0,4.0,3.5,5.0,3.5,4.0,-110.0,-110.0,-115.0,-110.0,-115.0,-110.0,-108.0,-107.0,-115.0,-110.0,-110.0,76.19,4.0,-110
4407325,271,2021,8,Sun 10/31,4:25 PM,Washington,10,FINAL,1537,3.5,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,3.5,-110.0,-115.0,-113.0,-115.0,-115.0,-110.0,-108.0,-113.0,-115.0,-115.0,-110.0,71.43,4.5,-110
4407325,272,2021,8,,,Denver,17,,1534,-3.5,-4.0,-4.0,-4.0,-4.0,-4.0,-3.5,-4.0,-4.0,-4.0,-3.5,-110.0,-105.0,102.0,-105.0,-105.0,-110.0,-108.0,-107.0,-105.0,-105.0,-110.0,28.57,-4.5,-110
4407320,275,2021,8,Sun 10/31,8:20 PM,Dallas,20,FINAL,1538,4.5,4.5,4.0,4.5,4.5,4.5,4.0,4.0,4.0,4.0,4.0,-115.0,-115.0,-110.0,-113.0,-115.0,-110.0,-108.0,-108.0,-105.0,-113.0,-110.0,63.16,-2.0,-110
4407320,276,2021,8,,,Minnesota,16,,1541,-4.5,-4.5,-4.0,-4.5,-4.5,-4.5,-4.0,-4.0,-4.0,-4.0,-4.0,-105.0,-105.0,-100.0,-107.0,-105.0,-110.0,-108.0,-112.0,-115.0,-107.0,-110.0,36.84,2.0,-110
4407330,107,2021,8,Thu 10/28,8:20 PM,Green Bay,24,FINAL,1542,6.5,6.5,6.5,6.0,6.0,6.0,6.0,6.5,7.0,6.0,6.0,-110.0,-110.0,-110.0,-107.0,-105.0,-110.0,-108.0,-110.0,-130.0,-107.0,-110.0,40.0,3.0,100
4407330,108,2021,8,,,Arizona,21,,1549,-6.5,-6.5,-6.5,-6.0,-6.0,-6.0,-6.0,-6.5,-7.0,-6.0,-6.0,-110.0,-110.0,-100.0,-113.0,-115.0,-110.0,-108.0,-110.0,105.0,-113.0,-110.0,60.0,-3.0,-120
