eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,ap_8,ap_9,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,perc,opening_adj,opening_ap
4407438,481,2021,16,Mon 12/27,8:15 PM,Miami,20,FINAL,1524,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.5,-3.0,-3.0,-102.0,-120.0,-111.0,-115.0,-120.0,-115.0,102.0,-116.0,-110.0,-115.0,-120.0,56.52,3.5,-110
4407438,482,2021,16,,,New Orleans,3,,1543,3.5,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.5,3.0,3.0,-118.0,100.0,-100.0,-105.0,100.0,-105.0,-118.0,-104.0,-110.0,-105.0,100.0,43.48,-3.5,-110
4407433,463,2021,16,Sun 12/26,1:00 PM,Detroit,16,FINAL,1539,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,9.0,-110.0,-110.0,-104.0,-109.0,-110.0,-110.0,-108.0,-108.0,-110.0,-109.0,-125.0,56.78,6.5,-110
4407433,464,2021,16,,,Atlanta,20,,1546,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-9.0,-110.0,-110.0,-107.0,-111.0,-110.0,-110.0,-108.0,-112.0,-110.0,-111.0,105.0,43.22,-6.5,-110
4407435,459,2021,16,Sun 12/26,1:00 PM,N.Y. Giants,10,FINAL,1535,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.5,11.0,11.0,11.0,-110.0,-110.0,-113.0,-117.0,-110.0,-110.0,-108.0,-108.0,-110.0,-117.0,-110.0,35.71,9.0,-110
4407435,460,2021,16,,,Philadelphia,34,,1536,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,-10.5,-11.0,-11.0,-11.0,-110.0,-110.0,101.0,-103.0,-110.0,-110.0,-108.0,-112.0,-110.0,-103.0,-110.0,64.29,-9.0,-110
4407436,469,2021,16,Sun 12/26,1:00 PM,Jacksonville,21,FINAL,1529,2.5,2.0,2.5,2.5,2.0,2.5,2.0,2.0,2.0,2.5,3.0,-113.0,-110.0,-112.0,-116.0,-105.0,-110.0,-108.0,-111.0,-110.0,-116.0,-135.0,59.98,1.5,-110
4407436,470,2021,16,,,N.Y. Jets,26,,1523,-2.5,-2.0,-2.5,-2.5,-2.0,-2.5,-2.0,-2.0,-2.0,-2.5,-3.0,-107.0,-110.0,101.0,-104.0,-115.0,-110.0,-108.0,-109.0,-110.0,-104.0,115.0,40.02,-1.5,-110
4407437,457,2021,16,Sun 12/26,1:00 PM,Tampa Bay,32,FINAL,1544,-11.0,-10.5,-11.5,-11.5,-11.0,-11.0,-10.5,-10.5,-11.0,-11.5,-11.5,-105.0,-110.0,109.0,105.0,-110.0,-105.0,-108.0,-112.0,-110.0,105.0,100.0,0.0,-11.0,-115
4407437,458,2021,16,,,Carolina,6,,1545,11.0,10.5,11.5,11.5,11.0,11.0,10.5,10.5,11.0,11.5,11.5,-115.0,-110.0,-122.0,-125.0,-110.0,-115.0,-108.0,-108.0,-110.0,-125.0,-120.0,100.0,11.0,-105
4407439,461,2021,16,Sun 12/26,1:00 PM,L.A. Chargers,29,FINAL,75380,-13.0,-13.0,-13.5,-13.5,-13.0,-13.0,-12.5,-12.5,-13.5,-13.5,-13.5,-110.0,-110.0,109.0,106.0,-110.0,-110.0,-108.0,-112.0,-110.0,106.0,-110.0,17.21,-11.0,-110
4407439,462,2021,16,,,Houston,41,,1530,13.0,13.0,13.5,13.5,13.0,13.0,12.5,12.5,13.5,13.5,13.5,-110.0,-110.0,-121.0,-126.0,-110.0,-110.0,-108.0,-108.0,-110.0,-126.0,-110.0,82.79,11.0,-110
4407440,471,2021,16,Sun 12/26,1:00 PM,Buffalo,33,FINAL,1526,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-110.0,-110.0,-103.0,-108.0,-115.0,-110.0,-108.0,-108.0,-110.0,-108.0,-110.0,42.86,2.0,-110
4407440,472,2021,16,,,New England,21,,1525,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-110.0,-110.0,-108.0,-112.0,-105.0,-110.0,-108.0,-112.0,-110.0,-112.0,-110.0,57.14,-2.0,-110
4407445,467,2021,16,Sun 12/26,1:00 PM,L.A. Rams,30,FINAL,1550,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,-3.0,-3.5,-3.5,-3.5,-3.0,-107.0,100.0,106.0,100.0,-105.0,-120.0,-118.0,-102.0,-105.0,100.0,-120.0,60.0,-3.5,-110
4407445,468,2021,16,,,Minnesota,23,,1541,3.5,3.5,3.5,3.5,3.5,3.0,3.0,3.5,3.5,3.5,3.0,-113.0,-120.0,-118.0,-120.0,-115.0,100.0,102.0,-118.0,-115.0,-120.0,100.0,40.0,3.5,-110
4407448,465,2021,16,Sun 12/26,1:00 PM,Baltimore,21,FINAL,1521,7.5,7.5,7.5,7.5,7.5,7.5,7.5,8.0,7.5,7.5,9.0,-107.0,-105.0,-105.0,-106.0,100.0,-110.0,-108.0,-111.0,-110.0,-106.0,-125.0,66.67,2.0,-110
4407448,466,2021,16,,,Cincinnati,41,,1522,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-8.0,-7.5,-7.5,-9.0,-113.0,-115.0,-106.0,-114.0,-120.0,-110.0,-108.0,-109.0,-110.0,-114.0,105.0,33.33,-2.0,-110
4407447,473,2021,16,Sun 12/26,4:05 PM,Chicago,25,FINAL,1540,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,-107.0,-110.0,-109.0,-108.0,-105.0,-110.0,-108.0,-109.0,-110.0,-108.0,-110.0,40.91,7.0,-110
4407447,474,2021,16,,,Seattle,24,,1548,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-113.0,-110.0,-102.0,-112.0,-115.0,-110.0,-108.0,-111.0,-110.0,-112.0,-110.0,59.09,-7.0,-110
4407442,477,2021,16,Sun 12/26,4:25 PM,Denver,13,FINAL,1534,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-105.0,-105.0,101.0,-104.0,-105.0,-105.0,-108.0,-109.0,-110.0,-104.0,-110.0,50.0,0.0,-110
4407442,478,2021,16,,,Las Vegas,17,,1533,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-115.0,-115.0,-113.0,-116.0,-115.0,-115.0,-108.0,-111.0,-110.0,-116.0,-110.0,50.0,0.0,-110
4407446,475,2021,16,Sun 12/26,4:25 PM,Pittsburgh,10,FINAL,1519,10.0,10.0,10.5,10.5,10.5,10.0,10.0,10.0,10.0,10.5,11.0,-105.0,-110.0,-121.0,-125.0,-115.0,-110.0,-108.0,-109.0,-110.0,-125.0,-125.0,40.0,9.0,-110
4407446,476,2021,16,,,Kansas City,36,,1531,-10.0,-10.0,-10.5,-10.5,-10.5,-10.0,-10.0,-10.0,-10.0,-10.5,-11.0,-115.0,-110.0,109.0,105.0,-105.0,-110.0,-108.0,-111.0,-110.0,105.0,105.0,60.0,-9.0,-110
4407444,479,2021,16,Sun 12/26,8:20 PM,Washington,14,FINAL,1537,10.0,10.0,10.0,10.5,10.0,10.0,10.0,10.0,10.0,10.5,10.0,-105.0,-110.0,-110.0,-127.0,-105.0,-110.0,-108.0,-111.0,-105.0,-127.0,-110.0,18.18,9.5,-110
4407444,480,2021,16,,,Dallas,56,,1538,-10.0,-10.0,-10.0,-10.5,-10.0,-10.0,-10.0,-10.0,-10.0,-10.5,-10.0,-115.0,-110.0,-101.0,107.0,-115.0,-110.0,-108.0,-109.0,-115.0,107.0,-110.0,81.82,-9.5,-110
4407443,453,2021,16,Sat 12/25,4:30 PM,Cleveland,22,FINAL,1520,7.5,8.0,7.5,7.5,7.5,7.5,8.0,8.0,8.0,7.5,9.0,-107.0,-110.0,102.0,-103.0,-105.0,-110.0,-108.0,-111.0,-110.0,-105.0,-125.0,81.25,7.0,-110
4407443,454,2021,16,,,Green Bay,24,,1542,-7.5,-8.0,-7.5,-7.5,-7.5,-7.5,-8.0,-8.0,-8.0,-7.5,-9.0,-113.0,-110.0,-114.0,-117.0,-115.0,-110.0,-108.0,-109.0,-110.0,-115.0,105.0,18.75,-7.0,-110
4407434,455,2021,16,Sat 12/25,8:15 PM,Indianapolis,22,FINAL,1527,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,-105.0,-105.0,111.0,105.0,100.0,-110.0,-118.0,-102.0,100.0,106.0,100.0,16.67,4.5,-110
4407434,456,2021,16,,,Arizona,16,,1549,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.0,-3.0,-3.0,-115.0,-115.0,-123.0,-125.0,-120.0,-110.0,102.0,-118.0,-120.0,-126.0,-120.0,83.33,-4.5,-110
