eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,ap_8,ap_9,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,perc,opening_adj,opening_ap
4407460,131,2021,17,Mon 1/3,8:15 PM,Cleveland,14,FINAL,1520,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.5,1.5,-1.0,-1.0,-115.0,-110.0,-120.0,-124.0,-115.0,-110.0,-108.0,-110.0,-110.0,-124.0,-110.0,56.76,1.5,-110
4407460,132,2021,17,,,Pittsburgh,26,,1519,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.5,-1.5,1.0,1.0,-105.0,-110.0,108.0,104.0,-105.0,-110.0,-108.0,-110.0,-110.0,104.0,-110.0,43.24,-1.5,-110
4407449,115,2021,17,Sun 1/2,1:00 PM,Kansas City,31,FINAL,1531,-3.5,-4.0,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-116.0,-105.0,-108.0,-114.0,-115.0,-110.0,-108.0,-112.0,-110.0,-107.0,-110.0,55.56,-4.0,-110
4407449,116,2021,17,,,Cincinnati,34,,1522,3.5,4.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,-104.0,-115.0,-103.0,-106.0,-105.0,-110.0,-108.0,-108.0,-110.0,-113.0,-110.0,44.44,4.0,-110
4407450,103,2021,17,Sun 1/2,1:00 PM,N.Y. Giants,3,FINAL,1535,6.5,6.5,7.0,7.0,6.5,6.5,6.5,6.5,6.5,7.0,6.5,-105.0,-110.0,-117.0,-121.0,-110.0,-110.0,-108.0,-107.0,-110.0,-121.0,-110.0,100.0,4.0,-110
4407450,104,2021,17,,,Chicago,29,,1540,-6.5,-6.5,-7.0,-7.0,-6.5,-6.5,-6.5,-6.5,-6.5,-7.0,-6.5,-115.0,-110.0,105.0,101.0,-110.0,-110.0,-108.0,-113.0,-110.0,101.0,-110.0,0.0,-4.0,-110
4407451,113,2021,17,Sun 1/2,1:00 PM,Philadelphia,20,FINAL,1536,-6.0,-6.0,-6.5,-6.5,-6.0,-6.0,-6.0,-6.0,-6.0,-6.5,-7.0,-110.0,-110.0,-100.0,-105.0,-115.0,-110.0,-108.0,-111.0,-110.0,-105.0,110.0,25.0,-3.0,-105
4407451,114,2021,17,,,Washington,16,,1537,6.0,6.0,6.5,6.5,6.0,6.0,6.0,6.0,6.0,6.5,7.0,-110.0,-110.0,-111.0,-115.0,-105.0,-110.0,-108.0,-109.0,-110.0,-115.0,-130.0,75.0,3.0,-115
4407452,127,2021,17,Sun 1/2,1:00 PM,L.A. Rams,20,FINAL,1550,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-113.0,-115.0,-107.0,-111.0,-110.0,-110.0,-108.0,-112.0,-110.0,-111.0,-115.0,66.67,-2.5,-110
4407452,128,2021,17,,,Baltimore,19,,1521,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,-107.0,-105.0,-104.0,-109.0,-110.0,-110.0,-108.0,-108.0,-110.0,-109.0,-105.0,33.33,2.5,-110
