eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,ap_8,ap_9,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,perc,opening_adj,opening_ap
4407453,105,2021,17,Sun 1/2,1:00 PM,Tampa Bay,28,FINAL,1544,-14.5,-14.5,-14.5,-14.5,-14.5,-14.0,-14.5,-14.5,-14.5,-14.5,-14.5,-108.0,-110.0,-101.0,-106.0,-105.0,-110.0,-108.0,-105.0,-105.0,-107.0,-110.0,20.0,-10.5,-110
4407453,106,2021,17,,,N.Y. Jets,24,,1523,14.5,14.5,14.5,14.5,14.5,14.0,14.5,14.5,14.5,14.5,14.5,-112.0,-110.0,-110.0,-114.0,-115.0,-110.0,-108.0,-115.0,-115.0,-113.0,-110.0,80.0,10.5,-110
4407455,101,2021,17,Sun 1/2,1:00 PM,Las Vegas,23,FINAL,1533,8.5,8.5,8.5,8.5,9.0,8.5,9.5,8.5,8.5,8.5,9.0,-105.0,-110.0,105.0,104.0,-115.0,-110.0,-108.0,-110.0,-110.0,-106.0,-115.0,57.14,8.5,-115
4407455,102,2021,17,,,Indianapolis,20,,1527,-8.5,-8.5,-8.5,-8.5,-9.0,-8.5,-9.5,-8.5,-8.5,-8.5,-9.0,-115.0,-110.0,-117.0,-124.0,-105.0,-110.0,-108.0,-110.0,-110.0,-114.0,-105.0,42.86,-8.5,-105
4407456,117,2021,17,Sun 1/2,1:00 PM,Jacksonville,10,FINAL,1529,17.0,17.5,17.5,17.5,17.5,17.5,17.0,17.5,17.0,17.5,17.5,-110.0,-110.0,-115.0,-119.0,-115.0,-110.0,-108.0,-114.0,-110.0,-119.0,-115.0,100.0,16.5,-110
4407456,118,2021,17,,,New England,50,,1525,-17.0,-17.5,-17.5,-17.5,-17.5,-17.5,-17.0,-17.5,-17.0,-17.5,-17.5,-110.0,-110.0,104.0,-101.0,-105.0,-110.0,-108.0,-106.0,-110.0,-101.0,-105.0,0.0,-16.5,-110
4407458,107,2021,17,Sun 1/2,1:00 PM,Atlanta,15,FINAL,1546,14.0,14.5,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.5,-105.0,-115.0,-101.0,-105.0,-110.0,-110.0,-108.0,-109.0,-110.0,-106.0,-115.0,100.0,14.0,-110
4407458,108,2021,17,,,Buffalo,29,,1526,-14.0,-14.5,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.5,-115.0,-105.0,-111.0,-115.0,-110.0,-110.0,-108.0,-111.0,-110.0,-114.0,-105.0,0.0,-14.0,-110
4407461,119,2021,17,Sun 1/2,1:00 PM,Miami,3,FINAL,1524,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-102.0,105.0,105.0,101.0,100.0,-110.0,-103.0,-103.0,100.0,101.0,100.0,35.71,4.0,-110
4407461,120,2021,17,,,Tennessee,34,,1528,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-118.0,-125.0,-117.0,-121.0,-120.0,-110.0,-113.0,-117.0,-120.0,-121.0,-120.0,64.29,-4.0,-110
4407457,123,2021,17,Sun 1/2,4:05 PM,Houston,7,FINAL,1530,13.5,13.5,14.0,14.0,13.5,13.5,13.5,14.0,13.5,14.0,14.0,-103.0,-105.0,-103.0,-110.0,-110.0,-110.0,-108.0,-115.0,-105.0,-110.0,-115.0,55.56,15.5,-110
4407457,124,2021,17,,,San Francisco,23,,1547,-13.5,-13.5,-14.0,-14.0,-13.5,-13.5,-13.5,-14.0,-13.5,-14.0,-14.0,-117.0,-115.0,-108.0,-110.0,-110.0,-110.0,-108.0,-105.0,-115.0,-110.0,-105.0,44.44,-15.5,-110
4407464,121,2021,17,Sun 1/2,4:05 PM,Denver,13,FINAL,1534,9.0,8.0,8.0,9.0,8.0,7.5,8.0,8.0,8.0,9.0,9.0,-125.0,-110.0,101.0,-125.0,-115.0,-110.0,-108.0,-109.0,-110.0,-125.0,-125.0,75.0,6.0,-110
4407464,122,2021,17,,,L.A. Chargers,34,,75380,-9.0,-8.0,-8.0,-9.0,-8.0,-7.5,-8.0,-8.0,-8.0,-9.0,-9.0,105.0,-110.0,-112.0,105.0,-105.0,-110.0,-108.0,-111.0,-110.0,105.0,105.0,25.0,-6.0,-110
4407454,111,2021,17,Sun 1/2,4:25 PM,Carolina,10,FINAL,1545,6.5,7.0,7.0,7.0,7.0,6.5,7.0,7.0,7.0,7.0,7.0,-105.0,-110.0,-119.0,-121.0,-115.0,-110.0,-113.0,-114.0,-115.0,-121.0,-115.0,48.43,7.0,-110
4407454,112,2021,17,,,New Orleans,18,,1543,-6.5,-7.0,-7.0,-7.0,-7.0,-6.5,-7.0,-7.0,-7.0,-7.0,-7.0,-115.0,-110.0,107.0,101.0,-105.0,-110.0,-103.0,-106.0,-105.0,101.0,-105.0,51.57,-7.0,-110
4407462,125,2021,17,Sun 1/2,4:25 PM,Detroit,29,FINAL,1539,9.0,9.0,8.5,9.0,9.0,9.0,9.5,10.0,9.0,9.0,9.5,-107.0,-105.0,104.0,-107.0,-115.0,-110.0,-108.0,-115.0,-105.0,-107.0,-115.0,55.56,9.0,-110
4407462,126,2021,17,,,Seattle,51,,1548,-9.0,-9.0,-8.5,-9.0,-9.0,-9.0,-9.5,-10.0,-9.0,-9.0,-9.5,-113.0,-115.0,-115.0,-113.0,-105.0,-110.0,-108.0,-105.0,-115.0,-113.0,-105.0,44.44,-9.0,-110
4407463,109,2021,17,Sun 1/2,4:25 PM,Arizona,25,FINAL,1549,6.0,6.5,6.5,6.5,6.5,6.0,6.0,6.5,6.5,6.5,7.0,-110.0,-110.0,-107.0,-109.0,-105.0,-110.0,-108.0,-111.0,-110.0,-109.0,-120.0,66.67,3.0,-125
4407463,110,2021,17,,,Dallas,22,,1538,-6.0,-6.5,-6.5,-6.5,-6.5,-6.0,-6.0,-6.5,-6.5,-6.5,-7.0,-110.0,-110.0,-104.0,-111.0,-115.0,-110.0,-108.0,-109.0,-110.0,-111.0,100.0,33.33,-3.0,105
4407459,129,2021,17,Sun 1/2,8:20 PM,Minnesota,10,FINAL,1541,12.5,13.0,13.0,13.0,13.0,12.5,11.5,12.0,12.5,13.0,13.0,-115.0,-105.0,-123.0,-121.0,-115.0,-110.0,-108.0,-111.0,-110.0,-121.0,-115.0,61.54,6.5,-110
4407459,130,2021,17,,,Green Bay,37,,1542,-12.5,-13.0,-13.0,-13.0,-13.0,-12.5,-11.5,-12.0,-12.5,-13.0,-13.0,-105.0,-115.0,110.0,101.0,-105.0,-110.0,-108.0,-109.0,-110.0,101.0,-105.0,38.46,-6.5,-110
