eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,ap_8,ap_9,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,perc,opening_adj,opening_ap
4407339,455,2021,9,Sun 11/7,1:00 PM,Minnesota,31,FINAL OT,1541,7.0,7.0,7.5,7.5,7.5,7.0,7.0,7.0,7.0,7.5,7.0,-110.0,-115.0,-117.0,-121.0,-120.0,-110.0,-108.0,-110.0,-115.0,-121.0,-110.0,70.05,6.0,-110
4407339,456,2021,9,,,Baltimore,34,,1521,-7.0,-7.0,-7.5,-7.5,-7.5,-7.0,-7.0,-7.0,-7.0,-7.5,-7.0,-110.0,-105.0,106.0,101.0,100.0,-110.0,-108.0,-110.0,-105.0,101.0,-110.0,29.95,-6.0,-110
4407340,461,2021,9,Sun 11/7,1:00 PM,Cleveland,41,FINAL,1520,1.0,2.0,2.0,2.5,2.0,1.5,2.0,2.0,2.0,2.5,1.0,-101.0,-110.0,-110.0,-114.0,-110.0,-110.0,-108.0,-111.0,-105.0,-114.0,100.0,59.06,3.0,-110
4407340,462,2021,9,,,Cincinnati,16,,1522,-1.0,-2.0,-2.0,-2.5,-2.0,-1.5,-2.0,-2.0,-2.0,-2.5,-1.0,-119.0,-110.0,-100.0,-106.0,-110.0,-110.0,-108.0,-109.0,-115.0,-106.0,-120.0,40.94,-3.0,-110
4407341,453,2021,9,Sun 11/7,1:00 PM,Denver,30,FINAL,1534,10.0,10.0,10.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-110.0,-105.0,-123.0,-110.0,-105.0,-110.0,-108.0,-110.0,-105.0,-110.0,-110.0,54.55,7.5,-110
4407341,454,2021,9,,,Dallas,16,,1538,-10.0,-10.0,-10.5,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-110.0,-115.0,111.0,-110.0,-115.0,-110.0,-108.0,-110.0,-115.0,-110.0,-110.0,45.45,-7.5,-110
4407342,451,2021,9,Sun 11/7,1:00 PM,Houston,9,FINAL,1530,3.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0,3.5,-108.0,-115.0,-109.0,-114.0,-115.0,-110.0,-108.0,-113.0,-115.0,-114.0,-110.0,53.07,7.0,-110
4407342,452,2021,9,,,Miami,17,,1524,-3.5,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.5,-4.0,-3.5,-112.0,-105.0,-101.0,-106.0,-105.0,-110.0,-108.0,-107.0,-105.0,-106.0,-110.0,46.93,-7.0,-110
4407343,467,2021,9,Sun 11/7,4:05 PM,L.A. Chargers,27,FINAL,75380,0.0,-1.5,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-116.0,-110.0,-103.0,-108.0,-110.0,-110.0,-108.0,-110.0,-110.0,-108.0,-110.0,71.43,-3.0,-110
4407343,468,2021,9,,,Philadelphia,24,,1536,0.0,1.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,-104.0,-110.0,-107.0,-112.0,-110.0,-110.0,-108.0,-110.0,-110.0,-112.0,-110.0,28.57,3.0,-110
4407331,469,2021,9,Sun 11/7,4:25 PM,Green Bay,7,FINAL,1542,7.0,7.0,7.5,7.5,7.0,7.0,7.0,7.0,7.5,7.5,7.0,-109.0,100.0,-107.0,-112.0,-105.0,-110.0,-103.0,-104.0,-120.0,-115.0,-110.0,46.15,2.5,-110
4407331,470,2021,9,,,Kansas City,13,,1531,-7.0,-7.0,-7.5,-7.5,-7.0,-7.0,-7.0,-7.0,-7.5,-7.5,-7.0,-111.0,-120.0,-103.0,-108.0,-115.0,-110.0,-113.0,-116.0,100.0,-105.0,-110.0,53.85,-2.5,-110
4407344,471,2021,9,Sun 11/7,4:25 PM,Arizona,31,FINAL,1549,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.0,-115.0,-105.0,-108.0,-113.0,-115.0,-110.0,-108.0,-110.0,-110.0,-113.0,-106.0,76.07,-3.0,-110
4407344,472,2021,9,,,San Francisco,17,,1547,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.0,-105.0,-115.0,-102.0,-107.0,-105.0,-110.0,-108.0,-110.0,-110.0,-107.0,-114.0,23.93,3.0,-110
4407336,473,2021,9,Sun 11/7,8:20 PM,Tennessee,28,FINAL,1528,7.0,7.0,7.0,7.0,7.0,7.5,7.0,7.0,7.0,7.0,7.0,-108.0,-105.0,-103.0,-105.0,-105.0,-115.0,-108.0,-107.0,-110.0,-105.0,-110.0,51.85,4.0,-110
4407336,474,2021,9,,,L.A. Rams,16,,1550,-7.0,-7.0,-7.0,-7.0,-7.0,-7.5,-7.0,-7.0,-7.0,-7.0,-7.0,-112.0,-115.0,-107.0,-115.0,-115.0,-105.0,-108.0,-113.0,-110.0,-115.0,-110.0,48.15,-4.0,-110
4407334,311,2021,9,Thu 11/4,8:20 PM,N.Y. Jets,30,FINAL,1523,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.5,10.0,10.0,-110.0,-105.0,-101.0,-105.0,-110.0,-110.0,-108.0,-109.0,-115.0,-105.0,-110.0,43.48,14.0,-110
4407334,312,2021,9,,,Indianapolis,45,,1527,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.5,-10.0,-10.0,-110.0,-115.0,-109.0,-115.0,-110.0,-110.0,-108.0,-111.0,-105.0,-115.0,-110.0,56.52,-14.0,-110
