eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4688388,151,2022,19,Mon 1/16,8:15 PM,Dallas,31,FINAL,1538,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-2.5,-2.5,-3.0,-3.0,-2.5,-3.0,-115.0,-115.0,-114.0,-114.0,-108.0,102.0,-115.0,-115.0,-108.0,-109.0,-110.0,102.0,-120.0,-102.0,50.46,-2.5,-115
4688388,152,2022,19,,,Tampa Bay,14,,1544,2.5,2.5,2.5,2.5,2.5,3.0,2.5,2.5,2.5,2.5,3.0,3.0,2.5,3.0,-105.0,-105.0,-106.0,-106.0,-103.0,-122.0,-105.0,-105.0,-108.0,-111.0,-110.0,-122.0,100.0,-110.0,49.54,2.5,-105
4688385,145,2022,19,Sun 1/15,1:00 PM,Miami,31,FINAL,1524,14.0,14.0,13.5,13.5,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.5,-117.0,-110.0,-104.0,-104.0,-116.0,-119.0,-110.0,-115.0,-113.0,-116.0,-110.0,-119.0,-110.0,-109.0,82.29,10.5,-110
4688385,146,2022,19,,,Buffalo,34,,1526,-14.0,-14.0,-13.5,-13.5,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-13.5,-103.0,-110.0,-116.0,-116.0,105.0,-101.0,-110.0,-105.0,-103.0,-104.0,-110.0,-101.0,-110.0,-122.0,17.71,-10.5,-110
4688386,147,2022,19,Sun 1/15,4:50 PM,N.Y. Giants,31,FINAL,1535,2.5,3.0,2.5,2.5,2.5,3.0,2.5,2.5,2.5,2.5,3.0,3.0,2.5,3.0,-102.0,-125.0,100.0,100.0,103.0,-120.0,-105.0,100.0,102.0,-101.0,-115.0,-120.0,100.0,-114.0,50.62,3.0,-117
4688386,148,2022,19,,,Minnesota,24,,1541,-2.5,-3.0,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-2.5,-2.5,-3.0,-3.0,-2.5,-3.0,-118.0,105.0,-120.0,-120.0,-114.0,100.0,-115.0,-120.0,-118.0,-119.0,-105.0,100.0,-120.0,101.0,49.38,-3.0,-103
4688387,149,2022,19,Sun 1/15,8:15 PM,Baltimore,17,FINAL,1521,7.5,8.0,7.5,7.5,7.5,8.0,8.0,8.0,7.5,7.5,8.0,8.0,8.0,7.5,-115.0,-115.0,-108.0,-108.0,-107.0,-107.0,-110.0,-110.0,-108.0,-113.0,-110.0,-107.0,-110.0,-109.0,82.51,6.5,-108
4688387,150,2022,19,,,Cincinnati,24,,1522,-7.5,-8.0,-7.5,-7.5,-7.5,-8.0,-8.0,-8.0,-7.5,-7.5,-8.0,-8.0,-8.0,-7.5,-105.0,-105.0,-112.0,-112.0,-103.0,-113.0,-110.0,-110.0,-108.0,-107.0,-110.0,-113.0,-110.0,-122.0,17.49,-6.5,-112
4688383,141,2022,19,Sat 1/14,4:30 PM,Seattle,23,FINAL,1548,9.0,9.0,9.5,9.5,10.0,9.0,9.5,9.0,9.5,9.0,9.5,9.0,9.5,9.0,-107.0,-110.0,-110.0,-110.0,-130.0,-112.0,-110.0,-110.0,-108.0,-111.0,-110.0,-112.0,-110.0,-106.0,74.18,10.0,-109
4688383,142,2022,19,,,San Francisco,41,,1547,-9.0,-9.0,-9.5,-9.5,-10.0,-9.0,-9.5,-9.0,-9.5,-9.0,-9.5,-9.0,-9.5,-9.0,-113.0,-110.0,-110.0,-110.0,118.0,-108.0,-110.0,-110.0,-108.0,-109.0,-110.0,-108.0,-110.0,-114.0,25.82,-10.0,-111
4688384,143,2022,19,Sat 1/14,8:15 PM,L.A. Chargers,30,FINAL,75380,-2.0,-2.0,-2.0,-2.5,-2.0,-2.0,-2.0,-2.0,-2.0,-2.5,-2.0,-2.0,-2.5,-2.5,-112.0,-110.0,-119.0,-110.0,-103.0,-108.0,-110.0,-110.0,-108.0,-109.0,-110.0,-108.0,-110.0,-111.0,58.53,-1.0,-115
4688384,144,2022,19,,,Jacksonville,31,,1529,2.0,2.0,2.0,2.5,2.0,2.0,2.0,2.0,2.0,2.5,2.0,2.0,2.5,2.5,-108.0,-110.0,-102.0,-110.0,-107.0,-112.0,-110.0,-110.0,-108.0,-111.0,-110.0,-112.0,-110.0,-119.0,41.47,1.0,-105
