eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4642822,265,2022,10,Mon 11/14,8:15 PM,Washington,32,FINAL,1537,10.5,11.0,11.0,11.0,11.0,10.5,10.5,11.0,11.0,11.0,11.0,10.5,11.0,10.5,-107.0,-110.0,-115.0,-115.0,-105.0,-107.0,-110.0,-110.0,-108.0,-111.0,-110.0,-107.0,-110.0,-109.0,64.24,10.5,-110
4642822,266,2022,10,,,Philadelphia,21,,1536,-10.5,-11.0,-11.0,-11.0,-11.0,-10.5,-10.5,-11.0,-11.0,-11.0,-11.0,-10.5,-11.0,-10.5,-113.0,-110.0,-105.0,-105.0,-105.0,-113.0,-110.0,-110.0,-108.0,-109.0,-110.0,-113.0,-110.0,-122.0,35.76,-10.5,-110
4640664,241,2022,10,Sun 11/13,9:30 AM,Seattle,16,FINAL,1548,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.5,2.5,-2.5,2.0,2.5,2.5,-107.0,-105.0,-101.0,-101.0,103.0,102.0,100.0,-105.0,-108.0,-105.0,100.0,102.0,-105.0,-105.0,36.83,7.0,-110
4640664,242,2022,10,,,Tampa Bay,21,,1544,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-113.0,-115.0,-119.0,-119.0,-114.0,-122.0,-120.0,-115.0,-108.0,-115.0,-120.0,-122.0,-115.0,-118.0,63.17,-7.0,-110
4642812,255,2022,10,Sun 11/13,1:00 PM,Denver,10,FINAL,1534,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,-113.0,-110.0,-112.0,-112.0,-105.0,-105.0,-110.0,-110.0,-108.0,-111.0,-110.0,-105.0,-110.0,-110.0,60.76,1.5,-110
4642812,256,2022,10,,,Tennessee,17,,1528,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-107.0,-110.0,-108.0,-108.0,-105.0,-115.0,-110.0,-110.0,-108.0,-109.0,-110.0,-115.0,-110.0,-110.0,39.24,-1.5,-110
4642813,251,2022,10,Sun 11/13,1:00 PM,Cleveland,17,FINAL,1520,3.5,3.0,3.0,3.0,3.0,3.5,3.5,3.0,3.5,3.5,-3.5,3.5,3.0,3.0,-115.0,105.0,-102.0,-102.0,109.0,-115.0,-110.0,100.0,-108.0,-113.0,-115.0,-115.0,100.0,-104.0,63.53,5.5,-110
4642813,252,2022,10,,,Miami,39,,1524,-3.5,-3.0,-3.0,-3.0,-3.0,-3.5,-3.5,-3.0,-3.5,-3.5,-3.5,-3.5,-3.0,-3.0,-105.0,-125.0,-118.0,-118.0,-120.0,-105.0,-110.0,-120.0,-108.0,-107.0,-105.0,-105.0,-120.0,-127.0,36.4,-5.5,-110
4642814,247,2022,10,Sun 11/13,1:00 PM,New Orleans,10,FINAL,1543,1.5,1.5,0.0,0.0,1.0,1.0,1.5,1.0,1.0,1.0,-0.5,1.0,1.0,-0.5,-112.0,-110.0,-105.0,-105.0,102.0,-110.0,-110.0,-110.0,-108.0,-109.0,-110.0,-110.0,-110.0,-109.0,63.13,-2.0,-110
4642814,248,2022,10,,,Pittsburgh,20,,1519,-1.5,-1.5,0.0,0.0,-1.0,-1.0,-1.5,-1.0,-1.0,-1.0,0.5,-1.0,-1.0,0.5,-108.0,-110.0,-115.0,-115.0,-113.0,-110.0,-110.0,-110.0,-108.0,-111.0,-110.0,-110.0,-110.0,-122.0,36.87,2.0,-110
