eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4640670,475,2022,11,Mon 11/21,8:15 PM,San Francisco,38,FINAL,1547,-9.5,-10.0,-9.5,-9.5,-10.0,-9.5,-8.0,-9.5,-9.5,-9.5,-10.0,-9.5,-10.0,-10.0,-108.0,-105.0,-116.0,-116.0,101.0,-110.0,-115.0,-110.0,-108.0,-113.0,-110.0,-110.0,-110.0,-103.0,38.55,-5.5,-110
4640670,476,2022,11,,,Arizona,10,,1549,9.5,10.0,9.5,9.5,10.0,9.5,8.0,9.5,9.5,9.5,10.0,9.5,10.0,10.0,-112.0,-115.0,-104.0,-104.0,-112.0,-110.0,-105.0,-110.0,-108.0,-107.0,-110.0,-110.0,-110.0,-128.0,61.45,5.5,-110
4642824,477,2022,11,Sun 11/20,1:00 PM,Cleveland,23,FINAL,1520,7.5,8.0,8.0,8.0,7.5,8.0,7.5,7.5,7.5,7.5,7.5,8.0,7.5,7.0,-108.0,-110.0,-110.0,-110.0,-103.0,-115.0,-110.0,-110.0,-108.0,-112.0,-110.0,-115.0,-110.0,-103.0,85.34,8.5,-110
4642824,478,2022,11,,,Buffalo,31,,1526,-7.5,-8.0,-8.0,-8.0,-7.5,-8.0,-7.5,-7.5,-7.5,-7.5,-7.5,-8.0,-7.5,-7.0,-112.0,-110.0,-110.0,-110.0,-107.0,-105.0,-110.0,-110.0,-108.0,-108.0,-110.0,-105.0,-110.0,-128.0,14.66,-8.5,-110
4642825,451,2022,11,Sun 11/20,1:00 PM,Carolina,3,FINAL,1545,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.5,12.5,12.5,-13.0,13.0,12.5,12.5,-120.0,-115.0,-120.0,-120.0,-119.0,-117.0,-110.0,-110.0,-108.0,-111.0,-115.0,-117.0,-110.0,-111.0,64.04,13.0,-110
4642825,452,2022,11,,,Baltimore,13,,1521,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-12.5,-12.5,-12.5,-13.0,-13.0,-12.5,-12.5,100.0,-105.0,100.0,100.0,108.0,-103.0,-110.0,-110.0,-108.0,-109.0,-105.0,-103.0,-110.0,-111.0,35.96,-13.0,-110
4642826,461,2022,11,Sun 11/20,1:00 PM,Detroit,31,FINAL,1539,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-110.0,100.0,-106.0,-106.0,-101.0,-110.0,-110.0,-110.0,-108.0,-105.0,-110.0,-110.0,-110.0,-105.0,59.46,4.0,-110
4642826,462,2022,11,,,N.Y. Giants,18,,1535,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-110.0,-120.0,-114.0,-114.0,-109.0,-110.0,-110.0,-110.0,-108.0,-115.0,-110.0,-110.0,-110.0,-116.0,40.54,-4.0,-110
4642827,459,2022,11,Sun 11/20,1:00 PM,N.Y. Jets,3,FINAL,1523,3.0,3.5,3.5,3.5,3.5,3.0,3.5,3.5,3.5,3.5,-3.5,3.0,3.5,3.5,105.0,-115.0,-116.0,-116.0,-105.0,105.0,-115.0,-115.0,-118.0,-116.0,-115.0,105.0,-115.0,-120.0,39.2,4.5,-110
4642827,460,2022,11,,,New England,10,,1525,-3.0,-3.5,-3.5,-3.5,-3.5,-3.0,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,-3.5,-3.5,-125.0,-105.0,-104.0,-104.0,-105.0,-125.0,-105.0,-105.0,102.0,-104.0,-105.0,-125.0,-105.0,107.0,60.8,-4.5,-110
