eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4642879,127,2022,14,Mon 12/12,8:15 PM,New England,27,FINAL,1525,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.5,-2.0,-2.5,-2.0,-2.5,-2.5,-109.0,-110.0,-110.0,-110.0,-105.0,-109.0,-115.0,-110.0,-108.0,-111.0,-110.0,-109.0,-110.0,-112.0,58.34,-2.0,-110
4642879,128,2022,14,,,Arizona,13,,1549,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.5,2.0,2.5,2.0,2.5,2.5,-111.0,-110.0,-110.0,-110.0,-105.0,-111.0,-105.0,-110.0,-108.0,-109.0,-110.0,-111.0,-110.0,-109.0,41.66,2.0,-110
4642868,109,2022,14,Sun 12/11,1:00 PM,Baltimore,16,FINAL,1521,1.5,2.0,2.0,2.0,1.5,1.0,2.0,2.0,2.0,2.0,1.5,1.0,2.0,2.0,-112.0,-110.0,-110.0,-110.0,-100.0,-105.0,-110.0,-110.0,-108.0,-112.0,-110.0,-105.0,-110.0,-109.0,45.21,-4.0,-110
4642868,110,2022,14,,,Pittsburgh,14,,1519,-1.5,-2.0,-2.0,-2.0,-1.5,-1.0,-2.0,-2.0,-2.0,-2.0,-1.5,-1.0,-2.0,-2.0,-108.0,-110.0,-110.0,-110.0,-110.0,-115.0,-110.0,-110.0,-108.0,-108.0,-110.0,-115.0,-110.0,-112.0,54.79,4.0,-110
4642869,105,2022,14,Sun 12/11,1:00 PM,Minnesota,23,FINAL,1541,2.5,2.0,2.0,2.0,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.0,2.0,2.5,-108.0,-105.0,-110.0,-110.0,-109.0,-103.0,-110.0,-110.0,-108.0,-109.0,-110.0,-103.0,-110.0,-109.0,34.76,-2.5,-125
4642869,106,2022,14,,,Detroit,34,,1539,-2.5,-2.0,-2.0,-2.0,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.0,-2.5,-112.0,-115.0,-110.0,-110.0,-101.0,-117.0,-110.0,-110.0,-108.0,-111.0,-110.0,-117.0,-110.0,-112.0,65.24,2.5,105
4642870,115,2022,14,Sun 12/11,1:00 PM,Jacksonville,36,FINAL,1529,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-3.5,3.0,3.0,3.5,103.0,100.0,105.0,105.0,108.0,103.0,100.0,100.0,102.0,102.0,-115.0,103.0,105.0,-109.0,78.51,4.0,-115
4642870,116,2022,14,,,Tennessee,22,,1528,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.0,-3.5,-123.0,-120.0,-125.0,-125.0,-119.0,-123.0,-120.0,-120.0,-118.0,-122.0,-105.0,-123.0,-125.0,-103.0,21.49,-4.0,-105
4642871,111,2022,14,Sun 12/11,1:00 PM,Philadelphia,48,FINAL,1536,-7.0,-7.0,-7.0,-7.0,-7.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.5,-113.0,-110.0,-116.0,-117.0,104.0,-113.0,-115.0,-110.0,-108.0,-115.0,-110.0,-113.0,-115.0,-108.0,34.84,-6.0,-107
4642871,112,2022,14,,,N.Y. Giants,22,,1535,7.0,7.0,7.0,7.0,7.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,-107.0,-110.0,-104.0,-103.0,-115.0,-107.0,-105.0,-110.0,-108.0,-105.0,-110.0,-107.0,-105.0,-123.0,65.16,6.0,-113
4642872,107,2022,14,Sun 12/11,1:00 PM,N.Y. Jets,12,FINAL,1523,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.5,10.0,10.0,10.0,-112.0,-110.0,-110.0,-110.0,-110.0,-112.0,-110.0,-110.0,-108.0,-111.0,-110.0,-112.0,-110.0,-110.0,56.48,9.0,-110
4642872,108,2022,14,,,Buffalo,20,,1526,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-9.5,-10.0,-10.0,-10.0,-108.0,-110.0,-110.0,-110.0,-100.0,-108.0,-110.0,-110.0,-108.0,-109.0,-110.0,-108.0,-110.0,-110.0,43.52,-9.0,-110
4642873,113,2022,14,Sun 12/11,1:00 PM,Cleveland,10,FINAL,1520,4.0,4.0,4.5,4.5,4.5,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.5,-110.0,-110.0,-111.0,-111.0,-108.0,-110.0,-110.0,-110.0,-108.0,-109.0,-110.0,-110.0,-110.0,-110.0,65.31,4.0,-110
4642873,114,2022,14,,,Cincinnati,23,,1522,-4.0,-4.0,-4.5,-4.5,-4.5,-4.0,-4.5,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.5,-110.0,-110.0,-109.0,-109.0,-102.0,-110.0,-110.0,-110.0,-108.0,-111.0,-110.0,-110.0,-110.0,-108.0,34.69,-4.0,-110
4642874,117,2022,14,Sun 12/11,1:00 PM,Houston,23,FINAL,1530,17.0,17.0,17.0,17.0,17.0,17.0,17.5,17.0,17.0,17.5,17.0,17.0,17.0,17.0,-106.0,-110.0,-111.0,-111.0,-101.0,-106.0,-110.0,-110.0,-108.0,-114.0,-110.0,-106.0,-110.0,-110.0,75.94,14.0,-108
4642874,118,2022,14,,,Dallas,27,,1538,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.5,-17.0,-17.0,-17.5,-17.0,-17.0,-17.0,-17.0,-114.0,-110.0,-109.0,-109.0,-110.0,-114.0,-110.0,-110.0,-108.0,-106.0,-110.0,-114.0,-110.0,-110.0,24.06,-14.0,-112
4642878,125,2022,14,Sun 12/11,4:05 PM,Kansas City,34,FINAL,1531,-8.5,-9.0,-9.0,-9.0,-8.5,-9.0,-9.0,-9.0,-8.5,-8.5,-8.5,-9.0,-9.0,-9.5,-113.0,-110.0,-101.0,-101.0,-106.0,-110.0,-110.0,-110.0,-108.0,-108.0,-110.0,-110.0,-110.0,-110.0,16.02,-7.5,-110
4642878,126,2022,14,,,Denver,28,,1534,8.5,9.0,9.0,9.0,8.5,9.0,9.0,9.0,8.5,8.5,8.5,9.0,9.0,9.5,-107.0,-110.0,-119.0,-119.0,-104.0,-110.0,-110.0,-110.0,-108.0,-112.0,-110.0,-110.0,-110.0,-120.0,83.98,7.5,-110
4642876,123,2022,14,Sun 12/11,4:25 PM,Tampa Bay,7,FINAL,1544,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.0,3.5,-3.5,3.5,3.5,3.0,-119.0,-120.0,-117.0,-117.0,-111.0,-115.0,100.0,-115.0,102.0,-117.0,-115.0,-116.0,-115.0,-106.0,51.62,6.0,-110
4642876,124,2022,14,,,San Francisco,35,,1547,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,-3.5,-3.5,-3.5,-3.5,-3.0,-101.0,100.0,-103.0,-103.0,100.0,-105.0,-120.0,-105.0,-118.0,-103.0,-105.0,-104.0,-105.0,-125.0,48.38,-6.0,-110
4642877,121,2022,14,Sun 12/11,4:25 PM,Carolina,30,FINAL,1545,4.0,4.0,3.5,3.5,3.5,4.0,4.0,3.5,3.5,4.0,3.5,4.0,3.5,3.5,-110.0,-110.0,-105.0,-105.0,-101.0,-110.0,-110.0,-110.0,-108.0,-113.0,-110.0,-110.0,-110.0,-109.0,70.63,7.0,-114
4642877,122,2022,14,,,Seattle,24,,1548,-4.0,-4.0,-3.5,-3.5,-3.5,-4.0,-4.0,-3.5,-3.5,-4.0,-3.5,-4.0,-3.5,-3.5,-110.0,-110.0,-115.0,-115.0,-109.0,-110.0,-110.0,-110.0,-108.0,-107.0,-110.0,-110.0,-110.0,-112.0,29.37,-7.0,-106
4642875,119,2022,14,Sun 12/11,8:20 PM,Miami,17,FINAL,1524,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,3.0,-3.0,-3.0,-3.0,-117.0,-120.0,-119.0,-119.0,-113.0,-115.0,-120.0,-115.0,-113.0,-115.0,-120.0,-115.0,-120.0,-114.0,43.71,0.0,-110
4642875,120,2022,14,,,L.A. Chargers,23,,75380,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-103.0,100.0,-101.0,-101.0,102.0,-105.0,100.0,-105.0,-103.0,-105.0,-110.0,-105.0,100.0,100.0,56.29,0.0,-110
4642867,101,2022,14,Thu 12/8,8:15 PM,Las Vegas,16,FINAL,1533,-6.0,-6.0,-6.5,-6.5,-6.0,-6.0,-6.0,-6.5,-6.0,-6.0,6.5,-6.0,-6.5,-6.0,-111.0,-110.0,-106.0,-106.0,-105.0,-111.0,-110.0,-110.0,-108.0,-112.0,-115.0,-111.0,-110.0,-109.0,32.5,-5.5,-110
4642867,102,2022,14,,,L.A. Rams,17,,1550,6.0,6.0,6.5,6.5,6.0,6.0,6.0,6.5,6.0,6.0,6.5,6.0,6.5,6.0,-109.0,-110.0,-114.0,-114.0,-105.0,-109.0,-110.0,-110.0,-108.0,-108.0,-105.0,-109.0,-110.0,-103.0,67.5,5.5,-110
