eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4642810,473,2022,9,Mon 11/7,8:15 PM,Baltimore,27,FINAL,1521,-1.5,-1.5,-2.0,-2.0,-1.0,-1.0,-2.0,-1.5,-2.0,-2.0,-1.5,-1.0,-2.0,-1.5,-116.0,-110.0,-106.0,-106.0,-110.0,-120.0,-110.0,-110.0,-108.0,-108.0,-110.0,-120.0,-110.0,-110.0,40.14,-3.5,-107
4642810,474,2022,9,,,New Orleans,13,,1543,1.5,1.5,2.0,2.0,1.0,1.0,2.0,1.5,2.0,2.0,1.5,1.0,2.0,1.5,-104.0,-110.0,-114.0,-114.0,-100.0,100.0,-110.0,-110.0,-108.0,-112.0,-110.0,100.0,-110.0,-110.0,59.86,3.5,-113
4642799,461,2022,9,Sun 11/6,1:00 PM,L.A. Chargers,20,FINAL,75380,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-115.0,-120.0,-114.0,-114.0,-120.0,-120.0,-115.0,-110.0,-118.0,-112.0,-110.0,-120.0,-110.0,-110.0,54.75,-3.0,-115
4642799,462,2022,9,,,Atlanta,17,,1546,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,-105.0,100.0,-106.0,-106.0,109.0,100.0,-105.0,-110.0,102.0,-108.0,-110.0,100.0,-110.0,-110.0,45.25,3.0,-105
4642800,459,2022,9,Sun 11/6,1:00 PM,Green Bay,9,FINAL,1542,-3.5,-4.0,-4.0,-4.0,-4.0,-3.5,-4.0,-4.0,-4.0,-4.0,-4.5,-3.5,-4.0,-4.0,-115.0,-110.0,-111.0,-111.0,-106.0,-115.0,-110.0,-110.0,-108.0,-107.0,-110.0,-115.0,-110.0,-110.0,34.33,-3.5,100
4642800,460,2022,9,,,Detroit,15,,1539,3.5,4.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.5,3.5,4.0,4.0,-105.0,-110.0,-109.0,-109.0,-104.0,-105.0,-110.0,-110.0,-108.0,-113.0,-110.0,-105.0,-110.0,-110.0,65.67,3.5,-120
4642801,455,2022,9,Sun 11/6,1:00 PM,Miami,35,FINAL,1524,-4.0,-4.0,-4.0,-4.0,-4.0,-3.5,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-110.0,-110.0,-105.0,-110.0,103.0,-112.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,28.47,-3.5,-110
4642801,456,2022,9,,,Chicago,32,,1540,4.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-110.0,-110.0,-115.0,-110.0,-113.0,-108.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,71.53,3.5,-110
4642802,465,2022,9,Sun 11/6,1:00 PM,Las Vegas,20,FINAL,1533,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-110.0,-115.0,-110.0,-110.0,101.0,-119.0,-115.0,-110.0,-108.0,-114.0,-110.0,-119.0,-115.0,-110.0,50.68,-1.0,-110
4642802,466,2022,9,,,Jacksonville,27,,1529,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,-110.0,-105.0,-110.0,-110.0,-111.0,-101.0,-105.0,-110.0,-108.0,-106.0,-110.0,-101.0,-105.0,-110.0,49.32,1.0,-110
4642803,451,2022,9,Sun 11/6,1:00 PM,Indianapolis,3,FINAL,1527,4.5,5.0,4.5,4.5,5.0,4.5,5.0,5.0,5.0,4.5,5.0,4.5,5.0,4.5,-110.0,-110.0,-111.0,-111.0,-112.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,70.81,5.5,-107
4642803,452,2022,9,,,New England,26,,1525,-4.5,-5.0,-4.5,-4.5,-5.0,-4.5,-5.0,-5.0,-5.0,-4.5,-5.0,-4.5,-5.0,-4.5,-110.0,-110.0,-109.0,-109.0,101.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,-110.0,29.19,-5.5,-113
