eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
3778585,289,2019,2,Mon 9/16,8:15 PM,Cleveland,23,FINAL,1520,-6.5,-7.0,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-7.0,-6.5,-117.0,-115.0,-114.0,-102.0,-105.0,-115.0,-120.0,-110.0,-105.0,-114.0,-115.0,-115.0,57,-2.5,-110
3778585,290,2019,2,,,N.Y. Jets,3,,1523,6.5,7.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,7.0,6.5,-103.0,-105.0,-106.0,-119.0,-105.0,-105.0,100.0,-110.0,-105.0,-106.0,-105.0,-105.0,43,2.5,-110
3778576,263,2019,2,Sun 9/15,1:00 PM,L.A. Chargers,10,FINAL,75380,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-110.0,-110.0,-109.0,-109.0,102.0,-120.0,-110.0,-110.0,-105.0,-111.0,-105.0,-120.0,59,-4.0,-110
3778576,264,2019,2,,,Detroit,13,,1539,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-110.0,-110.0,-111.0,-111.0,-113.0,100.0,-110.0,-110.0,-105.0,-109.0,-115.0,100.0,41,4.0,-110
3778579,261,2019,2,Sun 9/15,1:00 PM,Indianapolis,19,FINAL,1527,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-105.0,105.0,100.0,100.0,108.0,100.0,-105.0,-105.0,100.0,-104.0,-105.0,100.0,48,4.5,-115
3778579,262,2019,2,,,Tennessee,17,,1528,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-115.0,-125.0,-120.0,-120.0,-120.0,-120.0,-115.0,-115.0,-110.0,-116.0,-115.0,-120.0,52,-4.5,-105
3778581,271,2019,2,Sun 9/15,1:00 PM,Dallas,31,FINAL,1538,-6.0,-6.5,-6.0,-6.0,-6.0,-6.0,-6.5,-6.0,-6.5,-6.0,-7.0,-6.0,-117.0,-115.0,-118.0,-118.0,-115.0,-110.0,-115.0,-115.0,-105.0,-113.0,-105.0,-110.0,65,-1.0,-110
3778581,272,2019,2,,,Washington,21,,1537,6.0,6.5,6.0,6.0,6.0,6.0,6.5,6.0,6.5,6.0,7.0,6.0,-103.0,-105.0,-102.0,-102.0,104.0,-110.0,-105.0,-105.0,-105.0,-107.0,-115.0,-110.0,35,1.0,-110
3778582,275,2019,2,Sun 9/15,1:00 PM,Seattle,28,FINAL,1548,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-110.0,-105.0,-111.0,-111.0,-109.0,-105.0,-105.0,-110.0,-105.0,-109.0,-105.0,-105.0,41,3.0,-110
3778582,276,2019,2,,,Pittsburgh,26,,1519,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-110.0,-115.0,-109.0,-109.0,-101.0,-115.0,-115.0,-110.0,-105.0,-111.0,-115.0,-115.0,59,-3.0,-110
