eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
3778671,277,2019,8,Mon 10/28,8:15 PM,Miami,14,FINAL,1524,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,-110.0,-115.0,-109.0,-109.0,-107.0,-110.0,-115.0,-115.0,-105.0,-113.0,-120.0,-110.0,58,16.5,-110
3778671,278,2019,8,,,Pittsburgh,27,,1519,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-110.0,-105.0,-111.0,-111.0,-103.0,-110.0,-105.0,-105.0,-105.0,-107.0,100.0,-110.0,42,-16.5,-110
3778666,257,2019,8,Sun 10/27,1:00 PM,Seattle,27,FINAL,1548,-7.5,-8.0,-7.0,-7.0,-7.5,-7.5,-8.0,-7.5,-7.5,-7.5,-9.0,-7.5,-110.0,-110.0,-117.0,-117.0,106.0,100.0,100.0,-105.0,100.0,-104.0,100.0,100.0,64,-3.5,-110
3778666,258,2019,8,,,Atlanta,20,,1546,7.5,8.0,7.0,7.0,7.5,7.5,8.0,7.5,7.5,7.5,9.0,7.5,-110.0,-110.0,-103.0,-103.0,-117.0,-120.0,-120.0,-115.0,-110.0,-116.0,-125.0,-120.0,36,3.5,-110
3778667,271,2019,8,Sun 10/27,1:00 PM,Denver,13,FINAL,1534,5.5,6.5,5.5,5.5,6.0,6.0,5.5,5.5,5.5,5.5,6.0,6.0,-110.0,-110.0,-110.0,-110.0,-117.0,-115.0,-110.0,-110.0,-105.0,-109.0,-105.0,-115.0,33,4.5,-115
3778667,272,2019,8,,,Indianapolis,15,,1527,-5.5,-6.5,-5.5,-5.5,-6.0,-6.0,-5.5,-5.5,-5.5,-5.5,-6.0,-6.0,-110.0,-110.0,-110.0,-110.0,106.0,-105.0,-110.0,-110.0,-105.0,-111.0,-115.0,-105.0,67,-4.5,-105
3778669,265,2019,8,Sun 10/27,1:00 PM,Arizona,9,FINAL,1549,12.5,12.0,12.5,12.5,12.5,13.0,12.5,12.5,12.0,12.0,12.5,13.0,-113.0,-105.0,-105.0,-105.0,-108.0,-125.0,-115.0,-110.0,-105.0,-109.0,-110.0,-125.0,52,8.5,-110
3778669,266,2019,8,,,New Orleans,31,,1543,-12.5,-12.0,-12.5,-12.5,-12.5,-13.0,-12.5,-12.5,-12.0,-12.0,-12.5,-13.0,-107.0,-115.0,-115.0,-115.0,-102.0,105.0,-105.0,-110.0,-105.0,-111.0,-110.0,105.0,48,-8.5,-110
3778670,255,2019,8,Sun 10/27,1:00 PM,L.A. Chargers,17,FINAL,75380,3.5,3.5,3.0,3.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,-112.0,-110.0,106.0,106.0,-107.0,-115.0,-115.0,-110.0,-105.0,-114.0,-110.0,-115.0,52,5.0,-110
3778670,256,2019,8,,,Chicago,16,,1540,-3.5,-3.5,-3.0,-3.0,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-108.0,-110.0,-127.0,-127.0,-103.0,-105.0,-105.0,-110.0,-105.0,-106.0,-110.0,-105.0,48,-5.0,-110
3778672,263,2019,8,Sun 10/27,1:00 PM,Cincinnati,10,FINAL,1522,12.5,13.0,12.0,12.0,12.0,11.0,12.0,12.0,11.0,11.5,12.5,11.0,-120.0,-115.0,-110.0,-110.0,-112.0,-110.0,-115.0,-115.0,-105.0,-111.0,-105.0,-110.0,35,10.0,-110
3778672,264,2019,8,,,L.A. Rams,24,,1550,-12.5,-13.0,-12.0,-12.0,-12.0,-11.0,-12.0,-12.0,-11.0,-11.5,-12.5,-11.0,100.0,-105.0,-110.0,-110.0,102.0,-110.0,-105.0,-105.0,-105.0,-109.0,-115.0,-110.0,65,-10.0,-110
3778673,259,2019,8,Sun 10/27,1:00 PM,N.Y. Jets,15,FINAL,1523,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,7.0,7.0,7.0,7.0,-117.0,-125.0,-115.0,-115.0,-115.0,-115.0,-115.0,-105.0,-110.0,-116.0,-120.0,-115.0,63,4.5,-110
3778673,260,2019,8,,,Jacksonville,29,,1529,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-6.5,-7.0,-7.0,-7.0,-7.0,-103.0,105.0,-105.0,-105.0,105.0,-105.0,-105.0,-115.0,100.0,-104.0,100.0,-105.0,37,-4.5,-110
3778674,251,2019,8,Sun 10/27,1:00 PM,N.Y. Giants,26,FINAL,1535,6.5,6.5,6.0,6.0,6.5,6.5,6.5,6.0,6.0,6.0,6.5,6.5,-110.0,-115.0,-111.0,-111.0,-113.0,-115.0,-115.0,-110.0,-105.0,-111.0,-115.0,-115.0,64,7.5,-115
3778674,252,2019,8,,,Detroit,31,,1539,-6.5,-6.5,-6.0,-6.0,-6.5,-6.5,-6.5,-6.0,-6.0,-6.0,-6.5,-6.5,-110.0,-105.0,-109.0,-109.0,102.0,-105.0,-105.0,-110.0,-105.0,-109.0,-105.0,-105.0,36,-7.5,-105
3778676,253,2019,8,Sun 10/27,1:00 PM,Tampa Bay,23,FINAL,1544,2.0,1.5,2.0,2.0,2.0,2.0,1.5,2.0,2.0,2.0,2.0,2.0,-110.0,-105.0,-105.0,-105.0,-110.0,-110.0,-110.0,-110.0,-105.0,-110.0,-110.0,-110.0,59,2.5,-105
3778676,254,2019,8,,,Tennessee,27,,1528,-2.0,-1.5,-2.0,-2.0,-2.0,-2.0,-1.5,-2.0,-2.0,-2.0,-2.0,-2.0,-110.0,-115.0,-115.0,-115.0,-100.0,-110.0,-110.0,-110.0,-105.0,-110.0,-110.0,-110.0,41,-2.5,-115
3778679,261,2019,8,Sun 10/27,1:00 PM,Philadelphia,31,FINAL,1536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,-113.0,-115.0,-110.0,-110.0,102.0,-110.0,-110.0,-110.0,-105.0,-110.0,-115.0,-110.0,46,1.5,-110
3778679,262,2019,8,,,Buffalo,13,,1526,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.5,-1.0,-107.0,-105.0,-110.0,-110.0,-113.0,-110.0,-110.0,-110.0,-105.0,-110.0,-105.0,-110.0,54,-1.5,-110
3778668,269,2019,8,Sun 10/27,4:05 PM,Carolina,13,FINAL,1545,4.5,4.0,4.0,4.0,4.5,4.0,4.5,4.0,4.0,4.0,4.0,4.0,-115.0,-110.0,-113.0,-113.0,-112.0,-110.0,-115.0,-110.0,-105.0,-111.0,-115.0,-110.0,55,5.5,-110
3778668,270,2019,8,,,San Francisco,51,,1547,-4.5,-4.0,-4.0,-4.0,-4.5,-4.0,-4.5,-4.0,-4.0,-4.0,-4.0,-4.0,-105.0,-110.0,-107.0,-107.0,102.0,-110.0,-105.0,-110.0,-105.0,-109.0,-105.0,-110.0,45,-5.5,-110
3778675,267,2019,8,Sun 10/27,4:25 PM,Oakland,24,FINAL,1533,5.5,6.5,5.5,5.5,5.0,5.0,5.0,5.0,5.5,5.0,5.5,5.0,-110.0,-115.0,-110.0,-110.0,-107.0,-110.0,-110.0,-110.0,-105.0,-109.0,-110.0,-110.0,44,6.0,-105
3778675,268,2019,8,,,Houston,27,,1530,-5.5,-6.5,-5.5,-5.5,-5.0,-5.0,-5.0,-5.0,-5.5,-5.0,-5.5,-5.0,-110.0,-105.0,-110.0,-110.0,-103.0,-110.0,-110.0,-110.0,-105.0,-111.0,-110.0,-110.0,56,-6.0,-115
3778680,273,2019,8,Sun 10/27,4:25 PM,Cleveland,13,FINAL,1520,9.5,11.0,10.0,10.0,9.5,10.0,10.0,10.0,9.5,9.5,12.5,10.0,-113.0,-110.0,-120.0,-120.0,-107.0,-120.0,-115.0,-120.0,-105.0,-109.0,-115.0,-120.0,39,6.5,-110
3778680,274,2019,8,,,New England,27,,1525,-9.5,-11.0,-10.0,-10.0,-9.5,-10.0,-10.0,-10.0,-9.5,-9.5,-12.5,-10.0,-107.0,-110.0,100.0,100.0,-103.0,100.0,-105.0,100.0,-105.0,-111.0,-105.0,100.0,61,-6.5,-110
3778678,275,2019,8,Sun 10/27,8:20 PM,Green Bay,31,FINAL,1542,-5.0,-6.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-6.0,-5.0,-115.0,-105.0,-109.0,-110.0,-108.0,-115.0,-110.0,-110.0,-105.0,-112.0,100.0,-115.0,58,6.0,-110
3778678,276,2019,8,,,Kansas City,24,,1531,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,-105.0,-115.0,-111.0,-110.0,-102.0,-105.0,-110.0,-110.0,-105.0,-108.0,-120.0,-105.0,42,-6.0,-110
3778677,101,2019,8,Thu 10/24,8:20 PM,Washington,9,FINAL,1537,17.0,17.0,16.5,16.5,16.5,16.5,17.0,16.5,16.5,16.5,17.0,16.5,-120.0,-120.0,-108.0,-109.0,-104.0,-110.0,-120.0,-110.0,-105.0,-112.0,-115.0,-110.0,48,13.5,-105
3778677,102,2019,8,,,Minnesota,19,,1541,-17.0,-17.0,-16.5,-16.5,-16.5,-16.5,-17.0,-16.5,-16.5,-16.5,-17.0,-16.5,100.0,100.0,-112.0,-111.0,-106.0,-110.0,100.0,-110.0,-105.0,-108.0,-105.0,-110.0,52,-13.5,-115
